,PWP1 (11137)
ACH-000004,-0.684287098731
ACH-000007,-0.842305192073
ACH-000009,-1.09406386802
ACH-000011,-1.05957915752
ACH-000012,-0.924207950257
ACH-000013,-0.8297207717239999
ACH-000014,-0.9557015220020001
ACH-000015,-1.03635698715
ACH-000017,-0.757689761162
ACH-000018,-0.948685623571
ACH-000019,-0.866070508918
ACH-000021,-0.937552473295
ACH-000022,-0.9119581681710001
ACH-000025,-1.03028053872
ACH-000028,-0.818681540047
ACH-000030,-0.965621861798
ACH-000035,-0.882238975123
ACH-000036,-1.18453909734
ACH-000037,-1.2212766881000001
ACH-000039,-0.747283147254
ACH-000040,-0.951539313642
ACH-000041,-1.03164045124
ACH-000042,-1.06657900416
ACH-000045,-0.986131361083
ACH-000047,-0.802241393891
ACH-000052,-0.940294904939
ACH-000053,-0.9569674256039999
ACH-000054,-1.1415939107700002
ACH-000055,-1.2526711882600001
ACH-000060,-0.850534705832
ACH-000067,-0.8963620154109999
ACH-000070,-0.688443458524
ACH-000075,-1.04971187067
ACH-000078,-0.9819074786059999
ACH-000082,-0.8697765863
ACH-000085,-0.569919206361
ACH-000086,-1.1499968572600001
ACH-000087,-0.843739589421
ACH-000092,-0.541929278494
ACH-000095,-0.874072899054
ACH-000097,-0.838808886569
ACH-000098,-0.8863372162540001
ACH-000099,-0.8329651265700001
ACH-000108,-0.921014501102
ACH-000113,-0.989254897616
ACH-000115,-0.96284090771
ACH-000116,-0.682495295345
ACH-000118,-0.9713844320749999
ACH-000120,-0.705338761901
ACH-000123,-1.0580784245200001
ACH-000127,-1.03405237357
ACH-000128,-0.9504886123459999
ACH-000132,-0.565742480425
ACH-000133,-1.02422393306
ACH-000137,-1.1279544327600002
ACH-000138,-1.12528432329
ACH-000142,-0.8874182146449999
ACH-000143,-0.911727062354
ACH-000146,-0.7945163868199999
ACH-000148,-1.02999846936
ACH-000150,-0.9269577619670001
ACH-000152,-1.21292654637
ACH-000153,-0.828895832544
ACH-000159,-1.06431552046
ACH-000160,-0.8953063047409999
ACH-000163,-1.25851270541
ACH-000167,-0.9952408157089999
ACH-000168,-0.873629971319
ACH-000169,-0.815116214825
ACH-000178,-0.9058581189110001
ACH-000182,-0.76564100471
ACH-000183,-0.858885477116
ACH-000188,-0.883054587308
ACH-000189,-1.35177772646
ACH-000190,-1.0
ACH-000198,-0.9083954735609999
ACH-000204,-1.07343809577
ACH-000206,-0.984557604804
ACH-000207,-0.774770075325
ACH-000211,-0.602820079593
ACH-000215,-1.11425509191
ACH-000221,-0.955415196146
ACH-000222,-0.881046623894
ACH-000223,-0.809633671659
ACH-000226,-0.889569875124
ACH-000227,-0.645657935847
ACH-000228,-0.8524723827069999
ACH-000231,-1.0189890171
ACH-000232,-0.994223660715
ACH-000233,-1.09410817966
ACH-000234,-1.1289493692700001
ACH-000235,-1.12272254426
