,LIM2 (3982)
ACH-000004,0.191126812475
ACH-000007,0.241649505523
ACH-000009,0.0324740966793
ACH-000011,0.143330993902
ACH-000012,0.219006991167
ACH-000013,0.0023788489826700003
ACH-000014,0.0653420418341
ACH-000015,0.036657417590099994
ACH-000017,0.109610180502
ACH-000018,0.23601986161999997
ACH-000019,0.18021773682999997
ACH-000021,0.20037460202799998
ACH-000022,-0.0486970716251
ACH-000025,0.0922495681902
ACH-000028,0.04936944101290001
ACH-000030,0.030386678066599997
ACH-000035,0.08212476697539998
ACH-000036,0.257547532826
ACH-000037,0.227704520301
ACH-000039,-0.167646340196
ACH-000040,0.009038234040959998
ACH-000041,-0.0674857505938
ACH-000042,-0.03741840125259999
ACH-000045,0.234478417999
ACH-000047,0.10259610767999999
ACH-000052,0.16403928521199998
ACH-000053,0.0634737870194
ACH-000054,-0.042207792009300006
ACH-000055,0.43270646438999993
ACH-000060,0.213438953651
ACH-000067,-0.054298939020800005
ACH-000070,0.00379992631718
ACH-000075,0.594443215095
ACH-000078,0.266504728995
ACH-000082,0.011013942794000002
ACH-000085,0.00808486654667
ACH-000086,0.0923909564566
ACH-000087,-0.06144750647480001
ACH-000092,0.0189896660558
ACH-000095,0.172957687116
ACH-000097,0.045920446195800005
ACH-000098,-0.051493392719400004
ACH-000099,0.10268014167199999
ACH-000108,-0.0397179054021
ACH-000113,0.11772796368300001
ACH-000115,0.0153979633674
ACH-000116,0.0533135964341
ACH-000118,0.0488349783975
ACH-000120,0.0531128160676
ACH-000123,0.0376140386859
ACH-000127,0.04765554083
ACH-000128,-0.0273397398585
ACH-000132,0.17271035505399998
ACH-000133,-0.0562874400942
ACH-000137,0.141283341989
ACH-000138,0.142271219182
ACH-000142,-0.0331748041648
ACH-000143,0.0954487945129
ACH-000146,0.0406573378646
ACH-000148,0.00157341123831
ACH-000150,0.0386238656665
ACH-000152,-0.0335867120128
ACH-000153,0.0651113454666
ACH-000159,-0.0161857378638
ACH-000160,0.0955502583085
ACH-000163,0.245606663764
ACH-000167,-0.0321005183946
ACH-000168,-0.178146048046
ACH-000169,-0.0011581942100400001
ACH-000178,0.09620700794389998
ACH-000182,0.011654783491200001
ACH-000183,0.0685111985771
ACH-000188,0.18206827485
ACH-000189,-0.11291151862
ACH-000190,0.162615643243
ACH-000198,0.057055212746800005
ACH-000204,0.0599364625901
ACH-000206,0.030070476938200003
ACH-000207,0.0854271082358
ACH-000211,-0.0209077901916
ACH-000215,0.00716264343303
ACH-000221,0.0668781629688
ACH-000222,-0.0534944777515
ACH-000223,0.0988541060203
ACH-000226,0.028127119445199997
ACH-000227,0.18759404383099998
ACH-000228,0.17436631212099998
ACH-000231,0.169077936553
ACH-000232,-0.0147398181285
ACH-000233,0.014304645973200001
ACH-000234,0.0742133991296
ACH-000235,0.082968881006
ACH-000237,-0.0302167568665
ACH-000238,0.161311990062
ACH-000243,0.122421278161
ACH-000244,0.0980604513656
ACH-000246,0.015374096778400001
ACH-000248,0.10525628223200001
ACH-000250,0.145057603089
ACH-000251,-0.28494386244000003
ACH-000253,-0.12762390427
ACH-000255,0.0394719179123
ACH-000256,-0.024794846017
ACH-000257,-0.120563103423
ACH-000258,-0.0658856153881
ACH-000259,0.03317641475
ACH-000260,0.152386526778
