,UNG (7374)
ACH-000004,0.15655974894400002
ACH-000007,-0.070050570558
ACH-000009,0.00778181656774
ACH-000011,-0.0418337985191
ACH-000012,-0.04696263297640001
ACH-000013,0.020454212384299997
ACH-000014,0.0431952126757
ACH-000015,-0.0562075632871
ACH-000017,-0.008535170122550001
ACH-000018,0.150999554995
ACH-000019,-0.0840544538719
ACH-000021,0.0175217805696
ACH-000022,-0.217581234324
ACH-000025,-0.04393522818869999
ACH-000028,-0.00244250288766
ACH-000030,0.0395314774136
ACH-000035,0.21638524584199997
ACH-000036,0.0395941303744
ACH-000037,-0.108993847284
ACH-000039,-0.00931007693925
ACH-000040,-0.0426224683435
ACH-000041,-0.10713695183800001
ACH-000042,-0.0173618066669
ACH-000045,0.0781902745141
ACH-000047,-0.0171413623065
ACH-000052,-0.15120332338099998
ACH-000053,0.0552638621595
ACH-000054,-0.106449657916
ACH-000055,-0.369683076032
ACH-000060,-0.22097154474800002
ACH-000067,0.101445846019
ACH-000070,0.0590612100916
ACH-000075,0.17583560994000003
ACH-000078,0.08820071425319999
ACH-000082,-0.112422470349
ACH-000085,-0.111680012722
ACH-000086,-0.179805336724
ACH-000087,-0.295734846525
ACH-000092,-0.06425052399
ACH-000095,-0.0889929753265
ACH-000097,-0.0231013304669
ACH-000098,0.054025209369900004
ACH-000099,-0.0867218124539
ACH-000108,0.0821945631658
ACH-000113,0.0766631402949
ACH-000115,-0.12085897312300001
ACH-000116,-0.08482214269789999
ACH-000118,0.0734722445069
ACH-000120,0.10092985565099999
ACH-000123,-0.0649274765005
ACH-000127,0.044239838021999996
ACH-000128,-0.00774106109608
ACH-000132,-0.0734368077338
ACH-000133,-0.0751880734815
ACH-000137,-0.0393165135593
ACH-000138,0.102058039737
ACH-000142,-0.023993139822800002
ACH-000143,-0.174464479022
ACH-000146,0.041522905566300006
ACH-000148,0.0165753767065
ACH-000150,-0.0784632294377
ACH-000152,-0.282709485777
ACH-000153,-0.167090299736
ACH-000159,-0.0614595443702
ACH-000160,-0.070798720215
ACH-000163,-0.37248749376
ACH-000167,-0.17860944388900002
ACH-000168,-0.167190326143
ACH-000169,-0.045109139848999995
ACH-000178,-0.0790784535629
ACH-000182,-0.20153412401
ACH-000183,-0.0809280426968
ACH-000188,-0.0556592998141
ACH-000189,-0.07116531985010001
ACH-000190,-0.0798157166695
ACH-000198,0.005847409873010001
ACH-000204,-0.0873106944723
ACH-000206,-0.034464147862400006
ACH-000207,0.069826955224
ACH-000211,-0.0486353244946
ACH-000215,-0.15486538444
ACH-000221,-0.137487325827
ACH-000222,0.096718522874
ACH-000223,-0.101897683483
ACH-000226,0.0432170981058
ACH-000227,-0.20524166612599998
ACH-000228,0.007617167982859999
ACH-000231,-0.06371791690230001
ACH-000232,-0.0794702349139
ACH-000233,-0.13394946125399998
ACH-000234,0.221034174487
ACH-000235,-0.022588036182
ACH-000237,-0.0884005953304
ACH-000238,-0.11286416591600001
ACH-000243,0.218718092967
ACH-000244,0.175080831054
ACH-000246,-0.0418361107036
ACH-000248,0.203560157581
ACH-000250,0.0920330375203
ACH-000251,0.358147581422
ACH-000253,-0.09276046470930001
ACH-000255,-0.0306828172627
ACH-000256,-0.283902644624
ACH-000257,0.11222119468599999
ACH-000258,0.267581299508
ACH-000259,0.0771808331267
ACH-000260,-0.0165250808843
ACH-000261,-0.10789331579900001
ACH-000262,-0.27197718791
ACH-000263,-0.218311488333
ACH-000264,-0.20535223989100002
ACH-000265,0.179515071782
ACH-000266,0.0712772175088
ACH-000272,0.166892617548
ACH-000273,-0.180563164957
ACH-000274,-0.08373689186710001
ACH-000277,-0.115455537179
ACH-000278,-0.106993855529
ACH-000279,0.132595179329
ACH-000280,0.10987037818600001
ACH-000281,-0.000268283598097
ACH-000288,0.0425308158323
ACH-000291,0.00302799921774
ACH-000293,-0.0162785524764
ACH-000294,-0.0985789836925
ACH-000295,-0.253064271551
ACH-000296,-0.135347566197
ACH-000302,0.031079033075299998
ACH-000304,0.048708134896999995
ACH-000307,-0.0960030844693
ACH-000308,-0.0369063643439
ACH-000310,0.017401531043099997
ACH-000311,0.14607460787499998
ACH-000312,0.184682608785
ACH-000315,0.0125118978921
ACH-000316,-0.0948417128052
ACH-000317,0.22810846566999998
ACH-000318,-0.171605226205
ACH-000319,0.0173202238387
ACH-000320,0.295549297047
ACH-000322,-0.21157095561
ACH-000323,-0.115726316458
ACH-000324,-0.0367030144174
ACH-000329,-0.22217374621199998
ACH-000330,0.11752387152
ACH-000331,-0.255721854225
ACH-000332,-0.057106565655399996
ACH-000334,-0.38157977218199995
ACH-000335,-0.177083796006
ACH-000336,-0.168842190045
ACH-000337,-0.008848981787290001
ACH-000339,0.0283532838828
ACH-000341,0.09197418426310001
ACH-000348,-0.139891906289
ACH-000350,-0.126200020545
ACH-000352,-0.063779417185
ACH-000356,-0.0332953370525
ACH-000361,0.0768322198305
ACH-000362,-0.0668898236105
ACH-000363,-0.0583648555686
ACH-000364,0.09807445912910001
ACH-000365,0.0707047179433
ACH-000366,-0.0256814080573
ACH-000368,-0.025473594087400003
ACH-000374,0.09789007952460001
ACH-000375,-0.0273873725857
ACH-000376,0.07161663650280001
ACH-000381,-0.172720767905
ACH-000383,-0.010655385960299999
ACH-000387,-0.179017178652
ACH-000389,-0.228900999676
ACH-000390,0.0730721739816
ACH-000393,0.0773850813761
ACH-000395,-0.08214366142589999
ACH-000397,0.018618722761099996
ACH-000401,0.022983060434699998
ACH-000402,-0.056631033832199994
ACH-000403,-0.219809579985
ACH-000404,0.030173076105299998
ACH-000406,0.00585066767838
ACH-000407,-0.139790138769
ACH-000408,0.0768031817702
ACH-000410,0.008628667462570001
ACH-000411,-0.0623441198618
ACH-000414,0.266371400787
ACH-000415,0.00729615236636
ACH-000416,-0.0836399220409
ACH-000420,-0.0689317355085
ACH-000421,-0.07275362592950001
ACH-000424,-0.0637166458994
ACH-000425,-0.07926046309939999
