,ACYP1 (97)
ACH-000004,0.11990701024599999
ACH-000007,-0.169305821617
ACH-000009,-0.0459964153641
ACH-000011,-0.231627212354
ACH-000012,-0.0149092388765
ACH-000013,-0.0641835939576
ACH-000014,0.138823172494
ACH-000015,0.0519398771254
ACH-000017,-0.0128759114434
ACH-000018,-0.09009236464230001
ACH-000019,-0.38838928298500003
ACH-000021,0.0373394551111
ACH-000022,0.035514083604999996
ACH-000025,-0.037383993797800004
ACH-000028,0.009972514899790001
ACH-000030,0.0229655987715
ACH-000035,0.0816798978082
ACH-000036,-0.0160451646267
ACH-000037,0.0390788690786
ACH-000039,0.00953837725348
ACH-000040,-0.187477358231
ACH-000041,-0.156452400274
ACH-000042,-0.138377732039
ACH-000045,-0.167321487188
ACH-000047,-0.011558826081399999
ACH-000052,-0.18027670838399998
ACH-000053,-0.12666061115900001
ACH-000054,-0.028472282797300002
ACH-000055,-0.055881779318
ACH-000060,-0.129552784528
ACH-000067,-0.033071487085799996
ACH-000070,0.0263894869906
ACH-000075,-0.085926694679
ACH-000078,-0.179052595654
ACH-000082,-0.197661795262
ACH-000085,-0.219424987635
ACH-000086,-0.11694752525
ACH-000087,-0.09355353433150002
ACH-000092,-0.00365850815878
ACH-000095,-0.138494311349
ACH-000097,-0.17475729334800003
ACH-000098,-0.030703819991099997
ACH-000099,-0.142909474378
ACH-000108,-0.153818160472
ACH-000113,-0.0757518960307
ACH-000115,0.141057868492
ACH-000116,-0.045116362954900006
ACH-000118,-0.19523298347600002
ACH-000120,-0.215828871047
ACH-000123,-0.06953737697210001
ACH-000127,-0.0759382730667
ACH-000128,-0.18273389225699999
ACH-000132,-0.242913042786
ACH-000133,-0.14123710547
ACH-000137,0.08345228410460001
ACH-000138,-0.16797073827599998
ACH-000142,-0.0849670090076
ACH-000143,0.00120513637386
ACH-000146,-0.091623476632
ACH-000148,-0.0135811785654
ACH-000150,-0.0877941371053
ACH-000152,-0.121172404712
ACH-000153,0.0114024247566
ACH-000159,-0.0805384702328
ACH-000160,-0.353465026866
ACH-000163,-0.0794102531688
ACH-000167,0.0246645492807
ACH-000168,-0.440415937942
ACH-000169,0.0665683759899
ACH-000178,-0.0735130238599
ACH-000182,0.0481191245287
ACH-000183,-0.141626998508
ACH-000188,-0.0831986176192
ACH-000189,-0.276830825696
ACH-000190,-0.346507537245
ACH-000198,0.00191576541787
ACH-000204,-0.18680843953200002
ACH-000206,0.12234299742799999
ACH-000207,-0.148933741631
ACH-000211,-0.162137826412
ACH-000215,-0.0313384349024
ACH-000221,0.07595754157069999
ACH-000222,0.06999800085010001
ACH-000223,0.000284235134576
ACH-000226,0.017012436452200002
ACH-000227,-0.0624945474861
ACH-000228,-0.33105251343000003
ACH-000231,-0.0262515452552
ACH-000232,-0.0121843372064
ACH-000233,-0.07239931368310001
ACH-000234,-0.135415182978
ACH-000235,-0.104855592
ACH-000237,0.021165205839299997
ACH-000238,-0.345743799185
ACH-000243,-0.14654688684
ACH-000244,-0.18527457138300002
ACH-000246,-0.0591184279935
ACH-000248,-0.0584964306986
ACH-000250,-0.029017242015
ACH-000251,-0.159276465085
ACH-000253,0.07950887813410001
ACH-000255,-0.05995777402869999
ACH-000256,-0.08593348081260001
ACH-000257,0.151973139707
ACH-000258,0.0441563679748
ACH-000259,-0.0515051585508
ACH-000260,-0.0351707600585
ACH-000261,-0.11906603598
ACH-000262,-0.0370393862929
ACH-000263,-0.110337197144
ACH-000264,-0.0075224837881
ACH-000265,-0.0542229310222
ACH-000266,-0.059816290569
ACH-000272,-0.128536918769
ACH-000273,-0.09329121807520001
ACH-000274,-0.0292426255247
ACH-000277,0.06404089002730001
ACH-000278,-0.154847147506
ACH-000279,-0.0418243365681
ACH-000280,-0.22774059955200002
ACH-000281,-0.045798004615
ACH-000288,-0.010259086884700001
ACH-000291,-0.08547872227499999
ACH-000293,-0.09632026713960001
ACH-000294,-0.185178661909
ACH-000295,-0.0537848658744
ACH-000296,-0.433586830154
ACH-000302,-0.024965858711500002
ACH-000304,0.15604660192
ACH-000307,0.000882561453342
ACH-000308,0.0122422993845
ACH-000310,-0.394226494418
ACH-000311,-0.193370335606
ACH-000312,-0.0583661942294
ACH-000315,-0.0479184892566
ACH-000316,0.127186632079
ACH-000317,-0.16494453393
ACH-000318,0.014013818978
ACH-000319,0.012122688247100001
ACH-000320,-0.0541328717461
ACH-000322,0.0508554522206
ACH-000323,-0.185875113278
ACH-000324,0.0598813934112
ACH-000329,-0.148898420381
ACH-000330,0.18123007924400003
ACH-000331,-0.031138958596799996
ACH-000332,-0.174388353763
ACH-000334,-0.24047693736200002
ACH-000335,0.0345209739131
ACH-000336,-0.131386659803
ACH-000337,-0.28206257672400004
ACH-000339,-0.100671340395
ACH-000341,-0.0714478560425
ACH-000348,-0.0668447020422
ACH-000350,0.036279800047199995
ACH-000352,-0.00601745769096
ACH-000356,0.029118668434700002
ACH-000361,-0.0475463474703
ACH-000362,-0.0691254267
ACH-000363,-0.272507098875
ACH-000364,0.014507616504600002
ACH-000365,-0.08273846802410001
ACH-000366,-0.042555745183300006
ACH-000368,-0.137723107732
ACH-000374,-0.00726689367154
ACH-000375,-0.23455324693399998
ACH-000376,-0.10601012499500001
ACH-000381,-0.304705588896
ACH-000383,-0.158231017221
ACH-000387,0.15769050108
ACH-000389,-0.256072050174
ACH-000390,0.0188654502219
ACH-000393,-0.0553539128587
ACH-000395,-0.544556532151
ACH-000397,-0.09672518592639999
ACH-000401,0.27887896749
ACH-000402,-0.017809086175200002
ACH-000403,-0.126244987604
ACH-000404,-0.040892576127699996
ACH-000406,-0.0737776966552
ACH-000407,-0.11617842537499999
ACH-000408,-0.0429864077989
ACH-000410,0.103694663217
ACH-000411,0.047146157082000005
ACH-000414,-0.00838359930666
ACH-000415,-0.0145199300275
ACH-000416,-0.0996741422599
ACH-000420,-0.132792172019
ACH-000421,-0.027923279580299998
ACH-000424,-0.288417270405
