,GLB1L (79411)
ACH-000004,-0.105491820819
ACH-000007,0.259684161884
ACH-000009,0.07554203656189999
ACH-000011,0.18690970744899998
ACH-000012,-0.00371329140441
ACH-000013,0.11300406737
ACH-000014,-0.06881011907589998
ACH-000015,0.04651467011609999
ACH-000017,-0.058819169041
ACH-000018,0.134987726348
ACH-000019,0.077108250977
ACH-000021,-0.029635324539799997
ACH-000022,-0.07120862911010001
ACH-000025,0.0108952753914
ACH-000028,0.0492194106301
ACH-000030,0.0530340579677
ACH-000035,0.237543391893
ACH-000036,-0.07151101228239999
ACH-000037,0.118202745494
ACH-000039,-0.0784628952838
ACH-000040,-0.0610631552982
ACH-000041,-0.09419048795769999
ACH-000042,-0.0323041115223
ACH-000045,-0.050922804512800006
ACH-000047,0.0526312514682
ACH-000052,0.16962995873300002
ACH-000053,0.0624516078139
ACH-000054,0.133753684416
ACH-000055,0.0464078506766
ACH-000060,-0.0572774247951
ACH-000067,0.164630410827
ACH-000070,0.246354977064
ACH-000075,-0.0112904502541
ACH-000078,0.06980351150010002
ACH-000082,0.00693798805911
ACH-000085,-0.097949821691
ACH-000086,-0.0488370537516
ACH-000087,0.136229061801
ACH-000092,0.0466167932572
ACH-000095,-0.104124356008
ACH-000097,-0.07684514602369999
ACH-000098,-0.23729440275
ACH-000099,0.0837691644836
ACH-000108,0.054502766537899996
ACH-000113,-0.0379848182422
ACH-000115,-0.018088903317200002
ACH-000116,0.054668625135900005
ACH-000118,0.101316643021
ACH-000120,-0.0566384389381
ACH-000123,0.20486693664099997
ACH-000127,0.07377039158200001
ACH-000128,0.00952964257159
ACH-000132,0.0943131313889
ACH-000133,-0.09574642884
ACH-000137,0.0262027720826
ACH-000138,-0.026156461646500002
ACH-000142,0.153937821805
ACH-000143,0.0629052675775
ACH-000146,0.00582533974395
ACH-000148,0.04409344655119999
ACH-000150,-0.0730074251963
ACH-000152,0.0624921577781
ACH-000153,-0.0855938354063
ACH-000159,0.0725006843173
ACH-000160,-0.0163099757551
ACH-000163,0.146224958669
ACH-000167,-0.0200653125198
ACH-000168,-0.16287867646600002
ACH-000169,0.17263394050500003
ACH-000178,0.13219925437000002
ACH-000182,0.0304686005172
ACH-000183,0.066539192042
ACH-000188,0.0779535713085
ACH-000189,0.09122176629170001
ACH-000190,0.275191374325
ACH-000198,0.165587294382
ACH-000204,0.0315847652673
ACH-000206,-0.0522474791356
ACH-000207,-0.029673277899599997
ACH-000211,-0.00650699969827
ACH-000215,0.127502930648
ACH-000221,-0.121631380863
ACH-000222,0.08907632502900001
ACH-000223,0.0631243799879
ACH-000226,0.11585977387499999
ACH-000227,0.17510537002999998
ACH-000228,0.0577930444098
ACH-000231,0.086338987274
ACH-000232,0.12968346702199998
ACH-000233,0.142113529435
ACH-000234,-0.184836776736
ACH-000235,-0.03745978126169999
ACH-000237,-0.11290409233899999
ACH-000238,0.11098012247099999
ACH-000243,0.12873113279200002
ACH-000244,0.0844258173236
ACH-000246,0.076691445892
ACH-000248,0.145291634282
ACH-000250,0.0491939999732
ACH-000251,0.0516976140866
ACH-000253,0.026201734986900004
ACH-000255,-0.047620151133699995
ACH-000256,0.182312539562
ACH-000257,0.0312866857741
ACH-000258,0.314801669155
ACH-000259,0.06287170239749999
ACH-000260,0.18825001393399998
ACH-000261,0.0787544049385
ACH-000262,-0.0355532879817
ACH-000263,-0.227051631654
ACH-000264,-0.0199739900016
ACH-000265,-0.0513800022841
ACH-000266,-0.00674537207849
ACH-000272,0.07324198126619999
ACH-000273,0.016688343425000002
ACH-000274,-0.06435116479
ACH-000277,0.114578091554
ACH-000278,0.0329818651941
ACH-000279,0.0257152102655
ACH-000280,0.0581927782479
ACH-000281,-0.09588971109510001
ACH-000288,-0.0638333670769
ACH-000291,-0.0240221977877
ACH-000293,0.066908833926
ACH-000294,0.109743765196
ACH-000295,0.0385234539996
ACH-000296,0.01897478495
ACH-000302,0.0163086668857
ACH-000304,0.0175599003357
ACH-000307,0.200171670486
ACH-000308,0.017782422565099997
ACH-000310,0.18505549983199998
ACH-000311,-0.0668075937254
ACH-000312,-0.182692924208
ACH-000315,0.143739580735
ACH-000316,0.151340665386
ACH-000317,-0.0821837008598
ACH-000318,-0.00097449171525
ACH-000319,0.0693606391751
ACH-000320,-0.10496141047499999
