,PNLIP (5406)
ACH-000004,0.172987798794
ACH-000007,0.134366908922
ACH-000009,0.228628543682
ACH-000011,0.247073393914
ACH-000012,0.11813209167099999
ACH-000013,0.239627189003
ACH-000014,0.12059420171499999
ACH-000015,0.0301580468407
ACH-000017,0.21608839360999998
ACH-000018,0.3220663715
ACH-000019,0.39376680967100003
ACH-000021,0.169788155977
ACH-000022,0.10175981182499999
ACH-000025,0.0298659262011
ACH-000028,0.22522150489
ACH-000030,0.12356774927000001
ACH-000035,0.0701744780433
ACH-000036,0.15210646723500001
ACH-000037,0.0337517252562
ACH-000039,0.117122514574
ACH-000040,0.0510509630638
ACH-000041,0.18953600082199998
ACH-000042,0.025232289725000003
ACH-000045,0.0797063247231
ACH-000047,0.109858773141
ACH-000052,-0.12945123122000002
ACH-000053,0.17458815024799998
ACH-000054,0.10154376032500001
ACH-000055,0.10826989787
ACH-000060,0.046217451249500004
ACH-000067,0.0434637875332
ACH-000070,0.24215585136999998
ACH-000075,0.150896995455
ACH-000078,0.147116873574
ACH-000082,0.10953195412799999
ACH-000085,0.0733649957477
ACH-000086,0.120492709368
ACH-000087,0.139335410068
ACH-000092,0.19294857639899998
ACH-000095,0.203676461265
ACH-000097,0.127749270935
ACH-000098,0.0754942926594
ACH-000099,0.106275979521
ACH-000108,0.203631282258
ACH-000113,0.21419434010000002
ACH-000115,0.153589752501
ACH-000116,0.185917069215
ACH-000118,-0.0105982628751
ACH-000120,0.131183514848
ACH-000123,0.06746337919819999
ACH-000127,0.226655293719
ACH-000128,0.118164718278
ACH-000132,0.174304188314
ACH-000133,0.07563276115380001
ACH-000137,0.260106399606
ACH-000138,0.07935292362919999
ACH-000142,0.161144477669
ACH-000143,0.222436579964
ACH-000146,0.269786264344
ACH-000148,0.0730775107063
ACH-000150,0.353856985841
ACH-000152,0.167733235546
ACH-000153,0.0848666343928
ACH-000159,0.19939650186900001
ACH-000160,0.27939265410799996
ACH-000163,0.046056851201
ACH-000167,0.005337837838840001
ACH-000168,0.16477821443399998
ACH-000169,-0.0676588185954
ACH-000178,0.151812263033
ACH-000182,-0.055983370458500006
ACH-000183,-0.0176883315868
ACH-000188,0.24138014887200002
ACH-000189,0.020647045418599998
ACH-000190,0.303448727774
ACH-000198,-0.036697655539099996
ACH-000204,0.0794286887163
ACH-000206,0.257805035646
ACH-000207,-0.16602060494
ACH-000211,0.0749490750407
ACH-000215,0.262520411829
ACH-000221,0.15545465195
ACH-000222,0.103935325593
ACH-000223,0.158220558379
ACH-000226,0.09089475588530001
ACH-000227,0.19039106298500003
ACH-000228,0.231822236917
ACH-000231,0.15122036142200002
ACH-000232,0.0817993569152
ACH-000233,0.095223964365
ACH-000234,0.285759488511
ACH-000235,0.155177182499
ACH-000237,0.127217072204
ACH-000238,0.287067119876
ACH-000243,-0.039637261431
ACH-000244,0.17829001705800002
ACH-000246,0.17952166260400002
ACH-000248,0.183133710605
ACH-000250,0.0682832141357
ACH-000251,0.0738749765555
ACH-000253,0.137377856271
ACH-000255,0.19585640553300002
ACH-000256,0.282036764963
ACH-000257,-0.0978639632421
ACH-000258,-0.011307560690000001
ACH-000259,0.08483437918019998
ACH-000260,0.16709467975
ACH-000261,0.20824648171399998
ACH-000262,0.05986503728209999
ACH-000263,0.512118374609
ACH-000264,0.276067156549
ACH-000265,0.0946949428417
ACH-000266,0.138259785961
ACH-000272,0.0707232875488
ACH-000273,0.114589402296
ACH-000274,0.11058495300799999
ACH-000277,-0.07746473084460001
ACH-000278,0.11227895746300001
ACH-000279,-0.0110856511065
ACH-000280,0.101774310677
ACH-000281,0.179047571061
ACH-000288,0.00792649691104
ACH-000291,0.0465116497176
ACH-000293,0.0968192348037
ACH-000294,0.0577623271475
ACH-000295,0.019958086926799998
ACH-000296,0.07386069571769999
ACH-000302,0.11344451169299999
ACH-000304,0.106648444065
ACH-000307,-0.0612366310826
