,FER (2241)
ACH-000004,-0.09912429008310002
ACH-000007,-0.0845099256924
ACH-000009,-0.0984636878933
ACH-000011,0.10364252135
ACH-000012,-0.13720208889000002
ACH-000013,0.011500359075799998
ACH-000014,0.145269721413
ACH-000015,-0.0624494107969
ACH-000017,0.0158059307421
ACH-000018,0.0035239205049499996
ACH-000019,-0.0579856478911
ACH-000021,-0.18666367630800001
ACH-000022,-0.155009373454
ACH-000025,0.09424172702
ACH-000028,-0.11833966878900001
ACH-000030,-0.0434864964629
ACH-000035,-0.0747636522267
ACH-000036,0.19441818803
ACH-000037,-0.119923202971
ACH-000039,-0.11752128399
ACH-000040,0.0687172646638
ACH-000041,-0.005882833068949999
ACH-000042,0.0772966205941
ACH-000045,0.055848752328199996
ACH-000047,-0.029042114498900002
ACH-000052,-0.350735639938
ACH-000053,-0.0148110755275
ACH-000054,0.00661920542365
ACH-000055,0.15651226868899998
ACH-000060,0.093227686375
ACH-000067,-0.08603643716019999
ACH-000070,0.08759598168199999
ACH-000075,0.0678517428854
ACH-000078,0.08775299625199999
ACH-000082,-0.0589872058134
ACH-000085,0.0682096511813
ACH-000086,-0.024158463560900005
ACH-000087,0.0418228241199
ACH-000092,0.00565586221967
ACH-000095,0.005387714913529999
ACH-000097,-0.0233775034546
ACH-000098,0.206102543588
ACH-000099,-0.005691424640350001
ACH-000108,0.0747321507319
ACH-000113,0.039964220597
ACH-000115,0.120404356327
ACH-000116,-0.01388903062
ACH-000118,0.062110562010399994
ACH-000120,-0.0472452750124
ACH-000123,0.08796154980830001
ACH-000127,0.0720772284079
ACH-000128,-0.113439046752
ACH-000132,0.0103473739594
ACH-000133,0.123574673067
ACH-000137,0.0211848508718
ACH-000138,-0.145512850175
ACH-000142,-0.03556842649
ACH-000143,0.0621467430139
ACH-000146,0.0286943384556
ACH-000148,0.0548565606156
ACH-000150,0.18397963500599998
ACH-000152,0.263883743409
ACH-000153,-0.205201796805
ACH-000159,-0.0230834006929
ACH-000160,0.006080231753200001
ACH-000163,-0.125706103671
ACH-000167,-0.165887074434
ACH-000168,-0.130401905465
ACH-000169,-0.00572463969458
ACH-000178,-0.108387283364
ACH-000182,-0.186562164471
ACH-000183,-0.346824707857
ACH-000188,-0.176453953847
ACH-000189,0.126271727866
ACH-000190,-0.376263243022
ACH-000198,0.09158567588239999
ACH-000204,-0.174218554873
ACH-000206,0.0913546639095
ACH-000207,0.194372500881
ACH-000211,0.00778666994068
ACH-000215,-0.06660133045649999
ACH-000221,-0.00503742042942
ACH-000222,-0.05242496140930001
ACH-000223,-0.0640716269914
ACH-000226,0.00203622399382
ACH-000227,-0.26787292230099996
ACH-000228,-0.0546463409887
ACH-000231,0.032806445585599996
ACH-000232,0.049814814804600004
ACH-000233,-0.0265638230743
ACH-000234,0.238754190195
ACH-000235,0.0171105123651
ACH-000237,-0.0816004875329
ACH-000238,-0.219099241378
ACH-000243,-0.045578554656499994
ACH-000244,0.034310830783099995
ACH-000246,-0.09832485780689999
ACH-000248,-0.104990777418
ACH-000250,0.026669278407900003
ACH-000251,-0.18579787121199998
ACH-000253,0.030829690882
ACH-000255,0.142541158596
ACH-000256,-0.09213628393829999
ACH-000257,-0.134156409564
ACH-000258,-0.14754502029000002
ACH-000259,0.0285607471167
ACH-000260,0.0789452138073
ACH-000261,-0.113339372499
ACH-000262,0.11000771129100001
ACH-000263,0.132062865055
ACH-000264,0.0138453638353
ACH-000265,-0.00877702386028
ACH-000266,-0.108187747975
ACH-000272,0.08932804462840001
ACH-000273,0.09222327855910001
ACH-000274,0.0267279880745
ACH-000277,0.101642413699
ACH-000278,-0.0215029180228
ACH-000279,-0.140273219869
ACH-000280,0.030930601135
ACH-000281,-0.115154231203
ACH-000288,0.191326055365
ACH-000291,0.037131950815199995
ACH-000293,0.0251919322453
ACH-000294,0.0470894648284
ACH-000295,-0.1259662525
ACH-000296,-0.04298057207719999
ACH-000302,0.020238758416400004
ACH-000304,0.026184144255
ACH-000307,0.11232244539200001
ACH-000308,-0.0968471719344
ACH-000310,-0.185203000121
ACH-000311,-0.14974274508899998
ACH-000312,-0.0259034021687
ACH-000315,-0.259610550542
ACH-000316,0.169036714909
ACH-000317,0.00644869050929
ACH-000318,-0.039480538418699994
ACH-000319,-0.17237444711
ACH-000320,-0.0012672120742
ACH-000322,0.0142556100541
ACH-000323,0.046596042758800006
ACH-000324,0.0111210973483
ACH-000329,0.0263810723319
ACH-000330,0.0346925183586
ACH-000331,-0.0268357410806
ACH-000332,-0.0377885038331
ACH-000334,-0.05570555232030001
ACH-000335,0.0471727047507
ACH-000336,-0.0745108338882
ACH-000337,0.158232715277
ACH-000339,-0.0204627401584
ACH-000341,0.0631675212646
ACH-000348,-0.010888282777799999
ACH-000350,0.000258171237805
ACH-000352,0.017799523593099997
ACH-000356,-0.09978997912239998
ACH-000361,0.057218298516800006
ACH-000362,0.07599902326380001
ACH-000363,0.0997889052028
ACH-000364,-0.033341359747200004
ACH-000365,-0.0919969996119
ACH-000366,0.029282846089300003
ACH-000368,-0.037316252619
ACH-000374,-0.0242894794488
ACH-000375,-0.0648817350496
ACH-000376,-0.0222595627216
ACH-000381,-0.0222215690392
ACH-000383,-0.106042523951
ACH-000387,-0.058689848611199996
ACH-000389,0.0205580392221
ACH-000390,-0.012946586724
ACH-000393,-0.000931056513161
ACH-000395,0.0920841652327
ACH-000397,-0.037757198161
ACH-000401,-0.0731084313082
ACH-000402,-0.0217737350066
ACH-000403,0.0704153143044
ACH-000404,-0.07351623701189999
ACH-000406,-0.0261970139347
ACH-000407,0.128559924354
ACH-000408,0.12594745129899998
ACH-000410,-0.124326168868
ACH-000411,-0.0699276656649
ACH-000414,0.036586406721099994
ACH-000415,-0.00417894199599
ACH-000416,0.0184959840925
ACH-000420,-0.030861107554099997
ACH-000421,0.0435026880623
ACH-000424,-0.0336929756285
ACH-000425,-0.0888522767787
ACH-000426,0.021585346793
ACH-000427,-0.0097867981741
ACH-000433,-0.10015237035
ACH-000436,-0.0954244820806
ACH-000444,-0.020325704599799998
ACH-000445,0.0776013077237
ACH-000448,-0.04481499407819999
ACH-000450,0.0086312307281
ACH-000452,-0.0482953050564
ACH-000454,-0.12234752280200001
ACH-000458,0.08398816098589999
ACH-000459,0.0588695883565
ACH-000460,-0.0032703244655
ACH-000461,-0.0209575001593
ACH-000463,-0.0145055904906
ACH-000464,0.148953158249
ACH-000466,0.051608543327900006
ACH-000467,-0.0551882109203
ACH-000468,0.0132066387206
ACH-000469,0.0482550961902
ACH-000470,-0.0551575106854
ACH-000471,0.024813836661299996
