,PDGFB (5155)
ACH-000004,-0.19348189161499998
ACH-000007,0.08980892062339998
ACH-000009,0.07283353131630001
ACH-000011,-0.227073893272
ACH-000012,-0.0579489870585
ACH-000013,-0.0900446362547
ACH-000014,-0.0834274011854
ACH-000015,0.00341757198661
ACH-000017,0.09819721154370001
ACH-000018,0.08406480931669999
ACH-000019,-0.107398635658
ACH-000021,-0.0408373942845
ACH-000022,-0.0511530397559
ACH-000025,-0.243405399509
ACH-000028,0.0233511792485
ACH-000030,-0.159680236366
ACH-000035,-0.0857729894766
ACH-000036,-0.221538273426
ACH-000037,-0.11822265213500001
ACH-000039,-0.04655771930930001
ACH-000040,-0.168281725231
ACH-000041,-0.21203631944899998
ACH-000042,0.0236410895015
ACH-000045,0.102636475886
ACH-000047,-0.15952033995200002
ACH-000052,-0.16106401864
ACH-000053,-0.06219911744440001
ACH-000054,0.059808710168599996
ACH-000055,-0.15318813772700002
ACH-000060,-0.314702726806
ACH-000067,-0.0403597296199
ACH-000070,0.08535541073689999
ACH-000075,-0.22907407043000003
ACH-000078,0.34077612745999997
ACH-000082,-0.047862281772499994
ACH-000085,0.133221973658
ACH-000086,0.0055179328353100006
ACH-000087,0.116887282928
ACH-000092,-0.297822863354
ACH-000095,-0.0159845880351
ACH-000097,-0.07939020428679999
ACH-000098,-0.0240908832144
ACH-000099,0.13132993155
ACH-000108,0.244063732762
ACH-000113,0.103965462235
ACH-000115,-0.0882286779535
ACH-000116,0.11456658402599999
ACH-000118,-0.0164539302236
ACH-000120,-0.11764137111199999
ACH-000123,-0.020689502491099996
ACH-000127,0.0820962157227
ACH-000128,0.0429513713445
ACH-000132,0.10083877497000002
ACH-000133,-0.08537077170289999
ACH-000137,-0.10081672453700001
ACH-000138,0.22569508737100002
ACH-000142,0.018368748165099997
ACH-000143,-0.35040498700499995
ACH-000146,-0.049221682070500004
ACH-000148,0.0753552918029
ACH-000150,0.0945404510274
ACH-000152,-0.0438367675256
ACH-000153,-0.09781985034939998
ACH-000159,0.09481934174889999
ACH-000160,-0.194287340947
ACH-000163,0.217306005566
ACH-000167,-0.172764283045
ACH-000168,-0.0101168888425
ACH-000169,0.0218935540362
ACH-000178,-0.0817678523037
ACH-000182,-0.0503472994728
ACH-000183,-0.0921180490309
ACH-000188,0.103005234038
ACH-000189,0.153897308466
ACH-000190,-0.037907111247999996
ACH-000198,-0.033358277561900004
ACH-000204,-0.0978102580543
ACH-000206,-0.276281461643
ACH-000207,0.270144078535
ACH-000211,-0.012298202609099999
ACH-000215,-0.0132973019466
ACH-000221,-0.169382980914
ACH-000222,0.0922374029831
ACH-000223,-0.235620380715
ACH-000226,-0.17653536546100002
ACH-000227,-0.0611681522223
ACH-000228,-0.248069661602
ACH-000231,-0.25937462667399996
ACH-000232,-0.240918137662
ACH-000233,-0.07485811899789999
ACH-000234,0.0353975448404
ACH-000235,0.0126924109664
ACH-000237,-0.0230584984732
ACH-000238,0.0099430473855
ACH-000243,0.053625013034199996
ACH-000244,-0.222621566483
ACH-000246,0.0332093176229
ACH-000248,0.0770801536309
ACH-000250,-0.09912807585820001
ACH-000251,0.0259654663524
ACH-000253,0.0616064562835
ACH-000255,-0.015220535462299999
ACH-000256,-0.0211431371429
ACH-000257,0.09110811385600001
ACH-000258,-0.0459381133746
ACH-000259,0.05921051450519999
ACH-000260,0.071254396913
ACH-000261,-0.0458682046818
ACH-000262,-0.025274471028999997
ACH-000263,-0.315701986414
ACH-000264,-0.10686338271299999
ACH-000265,-0.049110021379500005
ACH-000266,-0.0142540642729
ACH-000272,-0.00674871485722
ACH-000273,0.0315486325748
ACH-000274,-0.153199672891
ACH-000277,-0.038053447860000006
ACH-000278,-0.034727056871300004
ACH-000279,-0.0663076292761
ACH-000280,-0.0718643543061
ACH-000281,0.114963987657
ACH-000288,0.073477955066
ACH-000291,-0.146936513765
ACH-000293,-0.0999208996775
ACH-000294,-0.016088584338200002
ACH-000295,0.06994804502999999
ACH-000296,-0.0150184232984
ACH-000302,-0.158619256893
ACH-000304,-0.10558225727399999
ACH-000307,0.137985897284
ACH-000308,-0.022546730331799998
ACH-000310,0.104535057827
ACH-000311,0.259686329219
ACH-000312,0.12251733335100001
ACH-000315,0.0975662543665
ACH-000316,-0.276849804334
ACH-000317,-0.131607678433
ACH-000318,-0.180639734853
ACH-000319,0.0278110836835
ACH-000320,0.5178413588090001
ACH-000322,0.0248247748349
ACH-000323,-0.20024728330400002
ACH-000324,-0.0690795644499
ACH-000329,-0.187186588307
ACH-000330,0.0820346432215
ACH-000331,0.0205932353784
ACH-000332,-0.110950292674
ACH-000334,-0.154991184191
ACH-000335,-0.343322516542
ACH-000336,-0.0934502064608
ACH-000337,-0.0731070314608
ACH-000339,0.0139521243083
