,FAHD1 (81889)
ACH-000004,0.237666786523
ACH-000007,0.05462136566340001
ACH-000009,0.0823482613947
ACH-000011,0.12598849028200002
ACH-000012,0.0223733149933
ACH-000013,0.024065477442900003
ACH-000014,-0.11494959000600001
ACH-000015,-0.0415393973317
ACH-000017,-0.0171213601476
ACH-000018,-0.092825925684
ACH-000019,-0.09114051418289998
ACH-000021,-0.027719656559099998
ACH-000022,0.030090943826099996
ACH-000025,0.0385405661967
ACH-000028,0.0297643379585
ACH-000030,0.039363091908
ACH-000035,0.0483754362145
ACH-000036,-0.166998915548
ACH-000037,-0.0016269794180199999
ACH-000039,-0.125107783688
ACH-000040,0.0317732597349
ACH-000041,-0.0961926478962
ACH-000042,0.04648908499440001
ACH-000045,-0.158272688149
ACH-000047,-0.0192899440541
ACH-000052,5.95072706398e-05
ACH-000053,0.054549053509599994
ACH-000054,0.131680841234
ACH-000055,-0.012742507565500001
ACH-000060,-0.0911756415123
ACH-000067,0.00895285041689
ACH-000070,-0.106084393938
ACH-000075,0.26615376709000005
ACH-000078,0.0671243952585
ACH-000082,-0.152695671282
ACH-000085,-0.115027554006
ACH-000086,0.10317466740700001
ACH-000087,0.100739686752
ACH-000092,-0.040265718223099996
ACH-000095,-0.0634075546296
ACH-000097,0.09723675606210001
ACH-000098,-0.0265879753068
ACH-000099,0.0289852957088
ACH-000108,0.022773406604499998
ACH-000113,-0.0115653346922
ACH-000115,-0.138790337437
ACH-000116,0.09246432613460001
ACH-000118,-0.00742744161815
ACH-000120,-0.0609748991519
ACH-000123,0.0945812191321
ACH-000127,-0.0397419939866
ACH-000128,0.014895978465499999
ACH-000132,-0.0753108525703
ACH-000133,-0.18613976751400002
ACH-000137,0.074307025198
ACH-000138,-0.0416482342193
ACH-000142,-0.0748069046595
ACH-000143,0.048079613954099994
ACH-000146,-0.0752616017286
ACH-000148,-0.139674592165
ACH-000150,0.0076715291083199995
ACH-000152,0.00706106176736
ACH-000153,-0.28067696945799997
ACH-000159,0.0558648033949
ACH-000160,0.164145378723
ACH-000163,-0.0216441121251
ACH-000167,-0.155761580313
ACH-000168,-0.07010324445119999
ACH-000169,0.188332547126
ACH-000178,0.0295056686263
ACH-000182,-0.0101217578521
ACH-000183,-0.27607911217799996
ACH-000188,-0.043194411585300005
ACH-000189,-0.00912163894394
ACH-000190,0.0848771181308
ACH-000198,-0.021880366806799997
ACH-000204,-0.176393203959
