,FBF1 (85302)
ACH-000004,-0.186132096701
ACH-000007,-0.205443402089
ACH-000009,-0.405151566418
ACH-000011,-0.17568253505999998
ACH-000012,-0.137815280889
ACH-000013,-0.132539548839
ACH-000014,-0.027712365933500002
ACH-000015,-0.163526951449
ACH-000017,-0.205628336512
ACH-000018,-0.110352515336
ACH-000019,0.17500599759100002
ACH-000021,-0.156811031036
ACH-000022,-0.303026519208
ACH-000025,-0.146811256849
ACH-000028,-0.081919309431
ACH-000030,-0.160428575264
ACH-000035,-0.247192043652
ACH-000036,-0.21735617052900003
ACH-000037,-0.238903372064
ACH-000039,-0.230909797551
ACH-000040,-0.197121249725
ACH-000041,-0.208136831072
ACH-000042,-0.237041061188
ACH-000045,0.0213241510993
ACH-000047,-0.143408777097
ACH-000052,-0.0798800882632
ACH-000053,-0.194271969732
ACH-000054,-0.17178075603300003
ACH-000055,-0.08502435459760001
ACH-000060,-0.0649203607789
ACH-000067,-0.07880592544239999
ACH-000070,-0.185762786037
ACH-000075,-0.0353035325726
ACH-000078,-0.254572010829
ACH-000082,-0.0412163341679
ACH-000085,-0.166604392985
ACH-000086,-0.145523302591
ACH-000087,0.18458388757199998
ACH-000092,-0.0545167294687
ACH-000095,-0.279401575445
ACH-000097,-0.0773989540084
ACH-000098,-0.22001081066999997
ACH-000099,-0.23680455476
ACH-000108,-0.200476644488
ACH-000113,-0.090558329856
ACH-000115,-0.22406714909699998
ACH-000116,-0.16893606875999997
ACH-000118,-0.14618468612
ACH-000120,-0.408501028464
ACH-000123,-0.163836780086
ACH-000127,-0.171922908546
ACH-000128,-0.233280757985
ACH-000132,-0.027869555485099996
ACH-000133,-0.0724221729419
ACH-000137,0.118888884916
ACH-000138,-0.09713668272989999
ACH-000142,-0.260112728382
ACH-000143,-0.0478454340926
ACH-000146,-0.22148991466200002
ACH-000148,-0.232069606514
ACH-000150,-0.222011505322
ACH-000152,-0.151510761545
ACH-000153,-0.18473530872299998
ACH-000159,-0.0609931572541
ACH-000160,-0.264263576617
ACH-000163,-0.0646428744834
ACH-000167,-0.307883275502
ACH-000168,-0.0406351753436
ACH-000169,-0.0018956587867
ACH-000178,-0.107033343311
ACH-000182,-0.0525868070344
ACH-000183,-0.09361508040989999
ACH-000188,-0.12274203230599999
ACH-000189,-0.293479091651
ACH-000190,-0.280689360163
ACH-000198,-0.06876548547839999
ACH-000204,-0.416017912566
ACH-000206,-0.132089878404
ACH-000207,-0.235506902797
ACH-000211,-0.192300653129
ACH-000215,-0.208493063937
ACH-000221,-0.0416103932651
ACH-000222,-0.24317865209199999
ACH-000223,-0.016534581530599998
ACH-000226,-0.0884232941305
ACH-000227,-0.447701617575
ACH-000228,-0.156441307236
ACH-000231,-0.0667779703799
ACH-000232,-0.09620499657960001
ACH-000233,-0.097949736699
ACH-000234,-0.162732045165
ACH-000235,-0.0844484278366
ACH-000237,-0.12712481972200002
ACH-000238,-0.23880854946999996
ACH-000243,-0.167398417136
ACH-000244,-0.121262675691
ACH-000246,0.000365632180404
ACH-000248,-0.319592941067
ACH-000250,-0.199707183572
ACH-000251,-0.302312782296
ACH-000253,-0.12929382607999998
ACH-000255,-0.16409714093299999
ACH-000256,-0.022846079324
ACH-000257,-0.424595216677
ACH-000258,0.0860812640383
ACH-000259,-0.19064131458500003
ACH-000260,-0.218639873171
ACH-000261,-0.19135423718
ACH-000262,-0.225238441457
ACH-000263,-0.11159611068700001
ACH-000264,-0.25380215128899997
ACH-000265,-0.129500752261
ACH-000266,-0.10672215132099999
ACH-000272,-0.023344474085900003
ACH-000273,-0.0576775908232
ACH-000274,-0.15726442540899999
ACH-000277,-0.129788926759
ACH-000278,-0.12904224354
ACH-000279,-0.206643684447
ACH-000280,-0.21321449443399998
ACH-000281,-0.111009201797
ACH-000288,-0.18125066199700002
ACH-000291,-0.120057581525
ACH-000293,0.11802074873299999
ACH-000294,-0.11827664979800001
ACH-000295,-0.267212095528
ACH-000296,-0.340545440955
ACH-000302,-0.016355175649899998
ACH-000304,0.09684915735230001
ACH-000307,0.021666342862299997
ACH-000308,-0.0748008840821
ACH-000310,-0.436834285356
ACH-000311,-0.270516185486
ACH-000312,-0.23830302198699999
ACH-000315,-0.0465908952744
ACH-000316,-0.244244857452
ACH-000317,-0.146432438577
ACH-000318,-0.14741453245
ACH-000319,-0.198043519996
ACH-000320,-0.21631492593499999
ACH-000322,0.014685377917400001
ACH-000323,-0.23746840063000002
ACH-000324,-0.117245366743
ACH-000329,-0.271043019344
ACH-000330,-0.0412324517455
ACH-000331,0.0136301576653
ACH-000332,-0.146570352264
ACH-000334,-0.221388735808
ACH-000335,0.0542025043294
ACH-000336,-0.167092309298
ACH-000337,-0.140781029782
ACH-000339,-0.060816977834
ACH-000341,0.0176296802902
ACH-000348,-0.185189480277
ACH-000350,0.04042705668780001
ACH-000352,-0.107628284969
ACH-000356,-0.344082708254
ACH-000361,-0.204534082414
ACH-000362,-0.197620945865
ACH-000363,-0.143010876146
ACH-000364,-0.04201482250030001
ACH-000365,-0.0921515927221
ACH-000366,-0.0903407421617
ACH-000368,-0.18811718652399997
ACH-000374,-0.213301306252
ACH-000375,-0.0381510502016
ACH-000376,-0.059812312203
ACH-000381,-0.0412456952646
ACH-000383,-0.220814249908
ACH-000387,-0.20816819835900002
ACH-000389,-0.107995329797
ACH-000390,-0.238735490398
ACH-000393,-0.07868086399419999
ACH-000395,-0.117773261093
ACH-000397,-0.102837852741
ACH-000401,-0.101581363334
ACH-000402,-0.09667634646189999
ACH-000403,-0.120593887173
ACH-000404,-0.0495220770295
ACH-000406,-0.140729993591
ACH-000407,-0.18079600319400002
ACH-000408,-0.111996450801
