,OR4D5 (219875)
ACH-000004,-0.14648276752
ACH-000007,0.0251478903352
ACH-000009,-0.339232093392
ACH-000011,-0.17372998213
ACH-000012,-0.10356843962500001
ACH-000013,-0.0651473029439
ACH-000014,-0.047473629546
ACH-000015,-0.017189964101599998
ACH-000017,-0.137599663393
ACH-000018,-0.418319844817
ACH-000019,0.0257103189046
ACH-000021,-0.0791385155052
ACH-000022,-0.0757011202318
ACH-000025,-0.04386571553719999
ACH-000028,-0.0870052406963
ACH-000030,-0.000672612874899
ACH-000035,-0.05479712868290001
ACH-000036,-0.122202112074
ACH-000037,-0.122913807465
ACH-000039,-0.293285269534
ACH-000040,-0.109610846643
ACH-000041,-0.288629205451
ACH-000042,-0.129955147685
ACH-000045,0.127578978438
ACH-000047,-0.0594593081644
ACH-000052,-0.0996016372095
ACH-000053,-0.149074365377
ACH-000054,-0.168607955403
ACH-000055,-0.234725764957
ACH-000060,-0.08136321982160001
ACH-000067,-0.0550309636455
ACH-000070,-0.08955062696709999
ACH-000075,-0.162106060196
ACH-000078,-0.312458142706
ACH-000082,-0.118078557946
ACH-000085,0.0029926763959499995
ACH-000086,-0.0238449060734
ACH-000087,0.124675695754
ACH-000092,-0.120523025198
ACH-000095,-0.141063298871
ACH-000097,-0.294625937326
ACH-000098,-0.060968294080099995
ACH-000099,-0.24925143223299998
ACH-000108,-0.15550581776699998
ACH-000113,0.00337991509005
ACH-000115,0.10210028392300001
ACH-000116,-0.163144627392
ACH-000118,-0.08911142776869999
ACH-000120,-0.09721739766989998
ACH-000123,-0.220796637967
ACH-000127,-0.238464287687
ACH-000128,0.0498006435183
ACH-000132,-0.228144573007
ACH-000133,0.028255294533299998
ACH-000137,-0.178275084023
ACH-000138,-0.159781691711
ACH-000142,-0.06686221161019999
ACH-000143,0.111889942587
ACH-000146,-0.11069207119
ACH-000148,-0.151667764905
ACH-000150,-0.142039841081
ACH-000152,-0.11104489999099999
ACH-000153,-0.052322159744699996
ACH-000159,0.0360268226232
ACH-000160,0.0345473321856
ACH-000163,-0.198327611848
ACH-000167,-0.012686336642499999
ACH-000168,-0.250001935517
ACH-000169,-0.019378745360299997
ACH-000178,-0.0534727462469
ACH-000182,-0.036931633035
ACH-000183,0.00660014284588
ACH-000188,-0.0666775920934
ACH-000189,-0.167160305054
ACH-000190,-0.265429133105
ACH-000198,-0.100859365174
ACH-000204,-0.426151505725
ACH-000206,-0.031304040613199996
ACH-000207,-0.127169653499
ACH-000211,-0.0188014245671
ACH-000215,-0.261950599537
ACH-000221,-0.0312713287539
ACH-000222,-0.330133236589
ACH-000223,-0.268536387968
ACH-000226,-0.0200728440191
ACH-000227,-0.333707666382
ACH-000228,0.0241818064652
ACH-000231,-0.0618175008625
ACH-000232,-0.0562057637484
ACH-000233,-0.23910600515900002
ACH-000234,-0.008535592506029999
ACH-000235,-0.11335167921599999
ACH-000237,-0.051350126409
ACH-000238,-0.153220934131
