,CUTC (51076)
ACH-000004,0.0543099464168
ACH-000007,0.08592367260469999
ACH-000009,-0.11850519111999999
ACH-000011,-0.0259301744829
ACH-000012,-0.11799228505899999
ACH-000013,0.00307885071674
ACH-000014,-0.0156788565465
ACH-000015,-0.114890231177
ACH-000017,-0.00538571995092
ACH-000018,0.0749338758025
ACH-000019,-0.0777060649328
ACH-000021,-0.0122585698942
ACH-000022,-0.0680452474744
ACH-000025,-0.10648600472400001
ACH-000028,-0.100451713514
ACH-000030,-0.044988250182
ACH-000035,-0.0339078975906
ACH-000036,0.0706554569982
ACH-000037,0.04853019900830001
ACH-000039,-0.25331827810199997
ACH-000040,-0.203870034885
ACH-000041,-0.180245480833
ACH-000042,0.055124955422300004
ACH-000045,-0.0969462454599
ACH-000047,0.016107217099999998
ACH-000052,-0.18254212208099999
ACH-000053,0.12117866422399999
ACH-000054,0.0194473589803
ACH-000055,0.08633078443150001
ACH-000060,-0.117580331969
ACH-000067,0.012028134048
ACH-000070,-0.00830392979197
ACH-000075,-0.0773738220079
ACH-000078,0.0155429197815
ACH-000082,0.0799945095099
ACH-000085,-0.060654858025199994
ACH-000086,-0.0562464455994
ACH-000087,0.006849413769379999
ACH-000092,-0.0290446729732
ACH-000095,-0.09154281050039999
ACH-000097,0.0281525641142
ACH-000098,-0.0388711700956
ACH-000099,0.005687369083100001
ACH-000108,0.0252904451983
ACH-000113,-0.012405529776600002
ACH-000115,-0.08552177464019999
ACH-000116,-0.148097950983
ACH-000118,-0.0140364424203
ACH-000120,0.05807372543190001
ACH-000123,-0.00250537389591
ACH-000127,-0.06632792548580001
ACH-000128,-0.09133605016100001
ACH-000132,-0.0651122051545
ACH-000133,0.0227329287942
ACH-000137,0.06565079220259999
ACH-000138,-0.0318153885656
ACH-000142,-0.124822175737
ACH-000143,-0.018503631306200002
ACH-000146,-0.0157643848897
ACH-000148,-0.13724502094399998
ACH-000150,0.03926478046969999
ACH-000152,-0.00193443328348
ACH-000153,0.324811055413
ACH-000159,-0.12928047179000002
ACH-000160,-0.0335817635409
ACH-000163,-0.160996170307
ACH-000167,-0.05492892991690001
ACH-000168,-0.08032912700349999
ACH-000169,-0.0964657207075
ACH-000178,-0.0219715528657
