,PTPRU (10076)
ACH-000004,-0.463703814901
ACH-000007,-0.459691105656
ACH-000009,-0.299168358396
ACH-000011,-0.08043192742869999
ACH-000012,-0.160009210904
ACH-000013,-0.336425494516
ACH-000014,-0.413286419541
ACH-000015,-0.49815291465499995
ACH-000017,-0.357495586748
ACH-000018,-0.147213580557
ACH-000019,-0.15902943158
ACH-000021,-0.235614313281
ACH-000022,-0.19304669785
ACH-000025,-0.19053712931800001
ACH-000028,-0.225563889113
ACH-000030,-0.246436024546
ACH-000035,-0.408439034661
ACH-000036,-0.297363535978
ACH-000037,-0.26118007997299997
ACH-000039,-0.461954763648
ACH-000040,-0.46506588864799997
ACH-000041,-0.320258611067
ACH-000042,-0.297877018558
ACH-000045,-0.406935651474
ACH-000047,-0.165664081223
ACH-000052,-0.298888723096
ACH-000053,-0.35641015974699997
ACH-000054,-0.32751784780000004
ACH-000055,-0.489949451555
ACH-000060,-0.29130508409600003
ACH-000067,-0.2508431539
ACH-000070,-0.5978446015519999
ACH-000075,-0.323068163059
ACH-000078,0.0958884377713
ACH-000082,-0.322499989162
ACH-000085,-0.363721056389
ACH-000086,-0.21861282393800002
ACH-000087,-0.280976961103
ACH-000092,-0.28814087284699996
ACH-000095,-0.324632071566
ACH-000097,-0.302434208132
ACH-000098,-0.41767922891900006
ACH-000099,-0.220487605674
ACH-000108,-0.26231225157
ACH-000113,-0.39870543289899996
ACH-000115,-0.5821696385490001
ACH-000116,-0.44599526377899995
ACH-000118,-0.332929539977
ACH-000120,-0.282568056985
ACH-000123,-0.299763611052
ACH-000127,-0.33156552083
ACH-000128,-0.463806848814
ACH-000132,-0.41850068698
ACH-000133,-0.23830266078899998
ACH-000137,-0.354358814036
ACH-000138,-0.267022331216
ACH-000142,-0.205229966267
ACH-000143,-0.33642766212700004
ACH-000146,-0.27613264794
ACH-000148,-0.49918471086599997
ACH-000150,-0.710023617358
ACH-000152,-0.359388515463
ACH-000153,-0.331041246945
ACH-000159,-0.48779591185800003
ACH-000160,-0.158112024111
ACH-000163,-0.344827978307
ACH-000167,-0.275118509192
ACH-000168,-0.61557716859
ACH-000169,-0.313662116089
ACH-000178,-0.364714543245
ACH-000182,-0.347633993972
ACH-000183,-0.165950606976
ACH-000188,-0.282513785738
ACH-000189,0.173564122732
ACH-000190,-0.729743139426
ACH-000198,-0.423001065955
ACH-000204,-0.0988420308848
ACH-000206,-0.261398709105
ACH-000207,-0.476784408352
ACH-000211,-0.274477789041
ACH-000215,-0.48607555728999996
ACH-000221,-0.48716021214599997
ACH-000222,-0.32526081124899997
ACH-000223,-0.37143839825499997
ACH-000226,-0.132230718198
ACH-000227,-0.629130900695
ACH-000228,-0.31607206231400004
ACH-000231,-0.197697787265
ACH-000232,-0.290245678424
ACH-000233,-0.25809527025699996
ACH-000234,-0.19717149886100002
ACH-000235,-0.33161908235800003
ACH-000237,-0.348341032116
ACH-000238,-0.33310389728
ACH-000243,-0.240051859516
ACH-000244,0.0663857490708
ACH-000246,-0.521146619835
ACH-000248,-0.187851872002
ACH-000250,-0.37365927382200004
ACH-000251,-0.314793545098
ACH-000253,-0.282214896412
ACH-000255,-0.377579611621
ACH-000256,-0.362454626244
ACH-000257,-0.464219723997
ACH-000258,-0.259039568722
ACH-000259,-0.362317368688
ACH-000260,-0.3396840225
ACH-000261,-0.233859192909
ACH-000262,-0.39008489897
ACH-000263,-0.730637625835
ACH-000264,-0.313535837313
ACH-000265,-0.342997940868
ACH-000266,-0.27791532985
ACH-000272,-0.49121500717699995
ACH-000273,-0.201488952088
ACH-000274,-0.426957463245
ACH-000277,-0.33190159290800003
ACH-000278,-0.309495506968
ACH-000279,-0.406474767574
ACH-000280,-0.28912611471
ACH-000281,-0.695427799817
ACH-000288,-0.415695924754
ACH-000291,-0.37702100081
ACH-000293,-0.386043886692
ACH-000294,-0.5399776843999999
ACH-000295,-0.624380285411
ACH-000296,-0.272868349926
ACH-000302,-0.37151141658799997
ACH-000304,-0.074601460794
ACH-000307,-0.350177424718
ACH-000308,-0.264274577324
ACH-000310,-0.537560975934
ACH-000311,-0.213762385264
ACH-000312,-0.40553262181999994
ACH-000315,-0.218361525444
ACH-000316,-0.6300058840199999
ACH-000317,-0.533888436153
ACH-000318,-0.22962724776299998
ACH-000319,-0.30398190860999996
ACH-000320,-0.139184032151
ACH-000322,-0.133866472711
ACH-000323,-0.419338041668
ACH-000324,-0.33071799362599996
ACH-000329,-0.372616522495
ACH-000330,-0.23176641383699997
ACH-000331,-0.354206514479
ACH-000332,-0.315594981541
ACH-000334,-0.279755776985
ACH-000335,-0.026714571605700003
ACH-000336,-0.5801982345319999
ACH-000337,-0.29120222873199997
ACH-000339,-0.227451866833
ACH-000341,-0.204501411382
ACH-000348,-0.288186472785
ACH-000350,-0.296106473757
ACH-000352,-0.308234765854
ACH-000356,-0.372175345224
ACH-000361,-0.357376172295
ACH-000362,-0.219386786568
ACH-000363,-0.275926920061
ACH-000364,-0.334306178224
ACH-000365,-0.365025280642
ACH-000366,-0.369461364915
ACH-000368,-0.419512034986
ACH-000374,-0.339034693951
ACH-000375,-0.213247435275
ACH-000376,-0.29141177879
ACH-000381,-0.25035600967099997
ACH-000383,-0.33646935391099997
ACH-000387,-0.380770756308
ACH-000389,-0.380367763015
ACH-000390,-0.37741541574500004
ACH-000393,-0.274104417892
ACH-000395,-0.34574516930200005
ACH-000397,-0.406763757429
ACH-000401,-0.369282266755
ACH-000402,-0.289268814579
ACH-000403,-0.360803345399
ACH-000404,0.0720522867223
ACH-000406,-0.455132734545
ACH-000407,-0.21354682568799999
ACH-000408,-0.323039080046
ACH-000410,-0.23990191789700002
ACH-000411,-0.5126940672429999
ACH-000414,-0.370830912755
ACH-000415,-0.329771745577
ACH-000416,-0.253530685634
ACH-000420,-0.471143803823
ACH-000421,-0.31349403484099997
ACH-000424,-0.623690856436
ACH-000425,-0.423715339983
ACH-000426,-0.2902074576
ACH-000427,-0.309163186716
ACH-000433,-0.202017423812
ACH-000436,-0.476179580202
ACH-000444,-0.228670972021
ACH-000445,-0.173530195573
ACH-000448,-0.291791162145
ACH-000450,-0.328800838891
ACH-000452,-0.275740593327
ACH-000454,-0.24560169225
ACH-000458,-0.139936071309
ACH-000459,0.00386218552895
ACH-000460,-0.345450580151
ACH-000461,-0.239762986649
ACH-000463,-0.342614002557
ACH-000464,-0.40505244344
ACH-000466,-0.36014385627400003
ACH-000467,-0.10075342571399999
ACH-000468,-0.359399617659
ACH-000469,-0.671448335131
ACH-000470,-0.350099263604
ACH-000471,-0.43127633765100004
ACH-000472,-0.272713444859
ACH-000473,-0.306247136729
ACH-000475,-0.34965729898000003
ACH-000476,-0.656617577678
ACH-000477,-0.606499070502
ACH-000480,-0.295067367194
ACH-000481,-0.467452464291
ACH-000483,-0.25828147486200004
ACH-000484,-0.262976969853
ACH-000485,-0.215518513351
ACH-000486,-0.0314628173558
ACH-000487,-0.5630048234699999
ACH-000488,-0.171905068211
ACH-000490,-0.191827566277
ACH-000491,-0.354913201101
ACH-000495,-0.672087541221
ACH-000496,-0.32990900196899997
ACH-000499,-0.22606002764000002
ACH-000500,-0.428723877278
ACH-000502,-0.16992161258000002
ACH-000503,-0.357491501209
ACH-000505,-0.437760052554
ACH-000507,-0.377200058846
ACH-000510,-0.26570376079
ACH-000511,-0.539091220857
ACH-000512,-0.5049798919030001
ACH-000516,-0.25320740970100003
ACH-000517,-0.415564565206
ACH-000518,-0.36599120672300006
ACH-000520,-0.437330707664
ACH-000521,-0.282330727276
ACH-000522,-0.23759866352200001
ACH-000524,-0.403942599666
ACH-000527,-0.267651899066
ACH-000528,-0.153588647285
ACH-000537,-0.329791729443
ACH-000541,-0.352964352343
ACH-000542,-0.229631893408
ACH-000544,-0.12860008155400002
ACH-000545,-0.43749334273
ACH-000547,0.0397042027758
ACH-000548,-0.218082102483
ACH-000549,-0.272342443243
ACH-000550,-0.573967471115
ACH-000552,-0.261806907392
ACH-000556,-0.220663134965
ACH-000557,-0.624646807173
ACH-000570,-0.42230481996799996
ACH-000571,-0.39057921733199996
ACH-000573,-0.349905668683
ACH-000576,-0.24221025911
ACH-000580,-0.352860242467
ACH-000584,-0.372286811647
ACH-000585,-0.274297538735
ACH-000588,-0.483745398899
ACH-000589,-0.264573035975
ACH-000591,-0.24630892633499998
