,PLA2R1 (22925)
ACH-000004,0.17109693633099998
ACH-000007,-0.0240844733132
ACH-000009,0.0509956283793
ACH-000011,0.198262380588
ACH-000012,-0.12695956101800002
ACH-000013,-0.044416210049599995
ACH-000014,-0.057997941369500004
ACH-000015,0.0380766452491
ACH-000017,0.162425186344
ACH-000018,-0.032108982135099995
ACH-000019,-0.0258914192447
ACH-000021,0.142903978371
ACH-000022,0.113280332049
ACH-000025,0.1602693925
ACH-000028,0.062194892002499995
ACH-000030,0.121663474977
ACH-000035,0.0275779836505
ACH-000036,-0.198974432904
ACH-000037,-0.0300426388714
ACH-000039,0.16564651807800002
ACH-000040,0.056196010665400004
ACH-000041,-0.0814413834655
ACH-000042,0.07628917875680001
ACH-000045,0.167197526601
ACH-000047,0.043047420779499995
ACH-000052,-0.08444426526900001
ACH-000053,-0.0633621858831
ACH-000054,-0.0596197458084
ACH-000055,-0.159161603235
ACH-000060,0.000518873058954
ACH-000067,-0.22103225706399998
ACH-000070,-0.0544376649082
ACH-000075,0.04663924058180001
ACH-000078,-0.0242963120651
ACH-000082,-0.0154146113285
ACH-000085,0.027105587760799996
ACH-000086,-0.1176519875
ACH-000087,0.0213032786418
ACH-000092,-0.008724849334959999
ACH-000095,-0.00657969598918
ACH-000097,0.0679214957374
ACH-000098,-0.0717655579622
ACH-000099,0.00682408728171
ACH-000108,0.0882123164481
ACH-000113,-0.134911009748
ACH-000115,0.296094301054
ACH-000116,0.06025590234019999
ACH-000118,0.084059098019
ACH-000120,-0.00430239758255
ACH-000123,-0.00739464109638
ACH-000127,0.151071579414
ACH-000128,0.0774544263509
ACH-000132,-0.22316023718699998
ACH-000133,-0.0909641417397
ACH-000137,0.015547862603200001
ACH-000138,0.0493999406269
ACH-000142,-0.24239760040999997
ACH-000143,-0.161430059158
ACH-000146,0.058420875759800005
ACH-000148,0.146781102434
ACH-000150,-0.024072694985099997
ACH-000152,0.06298249010359999
ACH-000153,-0.049241724097600005
ACH-000159,-0.10459315953
ACH-000160,0.0258320001647
ACH-000163,-0.0691671040692
ACH-000167,0.0167508927046
ACH-000168,0.182902740078
ACH-000169,0.10289169821000001
ACH-000178,0.0684612216784
ACH-000182,-0.121022705232
ACH-000183,0.059890670721
ACH-000188,0.160083840964
ACH-000189,-0.205862419236
ACH-000190,-0.149796727874
ACH-000198,-0.025432772559000002
ACH-000204,-0.056063147467599994
ACH-000206,0.115670498453
ACH-000207,-0.172156222009
ACH-000211,0.0933849873965
ACH-000215,0.0404802210286
ACH-000221,0.0275428296247
ACH-000222,0.0180466174758
ACH-000223,-0.0897855682494
ACH-000226,-0.128889976195
ACH-000227,-0.00816171437431
ACH-000228,0.230261446003
ACH-000231,-0.0526022412921
ACH-000232,0.0421593139628
ACH-000233,-0.013914004768100001
ACH-000234,-0.104524918185
ACH-000235,-0.0224527073386
ACH-000237,0.014261746548799999
ACH-000238,0.035055222346300006
ACH-000243,-0.018268964213299998
ACH-000244,0.0591903302924
ACH-000246,0.11998357802300001
ACH-000248,0.19086291728
ACH-000250,-0.104157693895
ACH-000251,0.11232328120400001
ACH-000253,-0.0625575473951
ACH-000255,0.07335834177560001
ACH-000256,0.11754541814300001
ACH-000257,0.180208349883
ACH-000258,0.192372994816
ACH-000259,0.0766581671987
ACH-000260,-0.046965017886899996
ACH-000261,0.11505708024399999
ACH-000262,0.20446050025499998
ACH-000263,0.0991061849649
ACH-000264,0.056796013613400004
ACH-000265,0.0221320031518
ACH-000266,0.0316670010894
ACH-000272,-0.056529514596300005
ACH-000273,-0.11627324904000001
ACH-000274,-0.06154913879980001
ACH-000277,-0.00130472691251
ACH-000278,-0.011276689811299999
ACH-000279,-0.107080705436
ACH-000280,-0.102565176658
ACH-000281,0.102931315088
ACH-000288,-0.0324359977387
ACH-000291,-0.023295359154599998
ACH-000293,0.007353025924020001
ACH-000294,0.0767942969635
ACH-000295,0.0626567595269
ACH-000296,0.0816372187262
ACH-000302,-0.0967082033052
ACH-000304,-0.102114972521
ACH-000307,-0.0735523894052
ACH-000308,0.09775062162910002
ACH-000310,0.183157670584
ACH-000311,-0.0717316741539
ACH-000312,-0.09242016120989999
ACH-000315,0.187079206598
ACH-000316,0.0445273472238
ACH-000317,-0.103802853081
ACH-000318,0.0584517630117
ACH-000319,0.040206588787300004
ACH-000320,-0.0809500708242
ACH-000322,0.0260516895659
ACH-000323,0.119791027124
ACH-000324,0.0474223285219
ACH-000329,0.115840374201
ACH-000330,-0.0679211601939
ACH-000331,0.026317441058900003
ACH-000332,0.0469591623992
ACH-000334,-0.022024841254199998
ACH-000335,0.028992457797400003
ACH-000336,-0.285779837211
ACH-000337,-0.148620442836
ACH-000339,0.026903570752699998
ACH-000341,0.0432992584817
ACH-000348,0.000509418092846
ACH-000350,-0.196440856359
ACH-000352,0.0888513934971
ACH-000356,-0.0223508591313
ACH-000361,-0.213619620813
ACH-000362,-0.0539091631886
ACH-000363,-0.04551230991499999
ACH-000364,0.0780432117588
ACH-000365,-0.0307500410655
ACH-000366,0.011948532221099999
ACH-000368,0.013431837856
ACH-000374,0.020664717550900002
ACH-000375,0.114647346038
ACH-000376,-0.123431634855
ACH-000381,0.0492791412785
ACH-000383,-0.07153736583869999
ACH-000387,0.033996342572
ACH-000389,0.0428810155746
ACH-000390,-0.0776153642035
ACH-000393,-0.0069206369145299994
ACH-000395,-0.0976550867976
ACH-000397,-0.029431673318400003
ACH-000401,0.104873905188
ACH-000402,-0.25260770222600004
