,GMFG (9535)
ACH-000004,-0.062880799338
ACH-000007,-0.218105587732
ACH-000009,-0.136798728131
ACH-000011,0.126302520289
ACH-000012,-0.110636318815
ACH-000013,-0.635936098671
ACH-000014,-0.21057188661899998
ACH-000015,-0.21058739790800002
ACH-000017,-0.050311886093
ACH-000018,0.263493467966
ACH-000019,-0.136301916819
ACH-000021,-0.253956091218
ACH-000022,-0.187750708178
ACH-000025,-0.0360592529881
ACH-000028,-0.0486485803066
ACH-000030,-0.20735353437600001
ACH-000035,-0.19907071845
ACH-000036,-0.17347604371300002
ACH-000037,0.13168619956
ACH-000039,0.141833855724
ACH-000040,-0.211597252324
ACH-000041,-0.06831639138
ACH-000042,-0.106710061788
ACH-000045,0.0119313300496
ACH-000047,-0.06319161847930001
ACH-000052,0.171321578247
ACH-000053,-0.157320301764
ACH-000054,0.0889367744062
ACH-000055,0.0646404295966
ACH-000060,-0.0258853506644
ACH-000067,0.00143214591168
ACH-000070,-0.0657221714424
ACH-000075,-0.0803633429311
ACH-000078,-0.0515711508925
ACH-000082,-0.175555376775
ACH-000085,-0.19209086086
ACH-000086,-0.212609314382
ACH-000087,0.102316164345
ACH-000092,-0.174896837185
ACH-000095,-0.0102886042166
ACH-000097,-0.00260526287575
ACH-000098,-0.119845398729
ACH-000099,-0.141474210711
ACH-000108,-0.008128752758640001
ACH-000113,0.024105904452900003
ACH-000115,0.00335145542008
ACH-000116,-0.125104719665
ACH-000118,-0.142343867378
ACH-000120,-0.05411085709940001
ACH-000123,-0.032259082568799995
ACH-000127,-0.08883571387589999
ACH-000128,-0.07952553730510001
ACH-000132,-0.066573601532
ACH-000133,0.070059212671
ACH-000137,-0.43223961288199997
ACH-000138,-0.157473890147
ACH-000142,-0.0248155288697
ACH-000143,-0.04219776711230001
ACH-000146,0.012201222736799999
ACH-000148,0.0686003945967
ACH-000150,-0.012226973663299999
ACH-000152,0.097404499922
ACH-000153,-0.23204187049699998
ACH-000159,-0.042182528618700005
ACH-000160,-0.06302808045250001
ACH-000163,0.020328429728400002
ACH-000167,-0.0324449379305
ACH-000168,0.024852965121299996
ACH-000169,-0.059314104915899994
ACH-000178,-0.021810167425000002
ACH-000182,0.057626489761199995
ACH-000183,-0.0014453145661799999
ACH-000188,-0.239858472808
ACH-000189,-0.11341531090500001
ACH-000190,-0.106656553968
ACH-000198,-0.213281354202
ACH-000204,-0.177683881136
ACH-000206,-0.21957044324900002
ACH-000207,-0.0642913958399
ACH-000211,0.0063568077068900004
ACH-000215,-0.044497230043699994
ACH-000221,-0.0462027389457
ACH-000222,-0.22885051627300002
ACH-000223,0.071758629319
ACH-000226,0.010263139299
ACH-000227,-0.0450769545232
ACH-000228,0.11322686504599999
ACH-000231,0.07669768717339999
ACH-000232,-0.0637023903537
ACH-000233,0.0540467822987
ACH-000234,-0.244091674925
ACH-000235,-0.0636210402246
ACH-000237,0.09149945975410001
ACH-000238,0.102347199226
ACH-000243,-0.07638429240330001
ACH-000244,0.0351801580878
ACH-000246,-0.160192478617
ACH-000248,-0.021633210759799997
ACH-000250,0.022145608236599997
ACH-000251,-0.765435759243
ACH-000253,0.0536011424429
ACH-000255,-0.0972282990317
ACH-000256,-0.059414101741199994
ACH-000257,0.110249848446
ACH-000258,0.0902486620262
ACH-000259,-0.035492518372199994
ACH-000260,-0.061552398073199996
ACH-000261,-0.0145919108684
ACH-000262,-0.320622698627
ACH-000263,-0.0257935984373
ACH-000264,0.0361579342037
ACH-000265,-0.18264804173500002
ACH-000266,-0.219062247362
ACH-000272,-0.09625560280439999
ACH-000273,-0.0873765258945
ACH-000274,0.0641819571932
ACH-000277,-0.11678983341600001
ACH-000278,-0.29846417754099996
ACH-000279,0.123682030791
