,COQ5 (84274)
ACH-000004,-0.604954704032
ACH-000007,-0.828308315838
ACH-000009,-0.460829640022
ACH-000011,-0.195212935843
ACH-000012,-0.504406558296
ACH-000013,-0.514774027127
ACH-000014,-0.374976937963
ACH-000015,-0.635211383011
ACH-000017,-0.24203904143899999
ACH-000018,-0.299740239922
ACH-000019,-0.322678122229
ACH-000021,-0.500813608346
ACH-000022,-0.495371391414
ACH-000025,-0.651464379542
ACH-000028,-0.47512594375100003
ACH-000030,-0.41818645239299995
ACH-000035,-0.46236889351000005
ACH-000036,-0.154805665276
ACH-000037,-0.6111660293860001
ACH-000039,-0.280696849277
ACH-000040,-0.291614733597
ACH-000041,-0.267741271675
ACH-000042,-0.334960237996
ACH-000045,-0.6858652232699999
ACH-000047,-0.714739581737
ACH-000052,-0.228248982047
ACH-000053,-0.350704589669
ACH-000054,-0.40720492079000004
ACH-000055,-0.24138197541499998
ACH-000060,-0.468070981823
ACH-000067,-0.325534232238
ACH-000070,-0.5130441917040001
ACH-000075,-0.12080707522800001
ACH-000078,-0.159098931612
ACH-000082,-0.496194557556
ACH-000085,-0.5764818486069999
ACH-000086,-0.512264956698
ACH-000087,-0.670313575835
ACH-000092,-0.372840167081
ACH-000095,-0.18908237506099998
ACH-000097,-0.333258004875
ACH-000098,-0.305433302099
ACH-000099,-0.37956160185599996
ACH-000108,-0.388908054349
ACH-000113,-0.561548808844
ACH-000115,-0.400784962265
ACH-000116,-0.424596703961
ACH-000118,-0.894265764938
ACH-000120,-0.215646133446
ACH-000123,-0.509990862977
ACH-000127,-0.440810954525
ACH-000128,-0.29763394680300004
ACH-000132,-0.49136025391599997
ACH-000133,-0.445279710794
ACH-000137,-0.64399697477
ACH-000138,-0.56766486768
ACH-000142,-0.528716229919
ACH-000143,-0.40757194323299994
ACH-000146,-0.322816585008
ACH-000148,-0.46541762293600003
ACH-000150,-0.725679704866
ACH-000152,-0.57714060148
ACH-000153,-0.690911523414
ACH-000159,-0.6006982076640001
ACH-000160,-0.463743356103
ACH-000163,-0.640200171286
ACH-000167,0.00263576839064
ACH-000168,-0.388413592307
ACH-000169,-0.550608523114
ACH-000178,-0.358037273392
ACH-000182,-0.483033818045
ACH-000183,-0.330837260282
ACH-000188,-0.419950750677
ACH-000189,-0.704274189636
ACH-000190,-0.893346227577
ACH-000198,-0.551391206242
ACH-000204,-0.527797098368
ACH-000206,-0.497656789647
ACH-000207,-0.796524203503
ACH-000211,-0.486719986584
ACH-000215,-0.6171528806859999
ACH-000221,-0.570014569448
ACH-000222,-0.329475550277
