,SFRP1 (6422)
ACH-000004,0.199267366058
ACH-000007,0.18487086102000003
ACH-000009,0.09334333646510001
ACH-000011,0.0297411387036
ACH-000012,-0.07608691516480001
ACH-000013,0.005517307887810001
ACH-000014,-0.006435102455749999
ACH-000015,0.0639222864239
ACH-000017,0.0675921440918
ACH-000018,0.355662390432
ACH-000019,-0.18441041964699997
ACH-000021,0.130064978957
ACH-000022,-0.0679247557967
ACH-000025,-0.210574068621
ACH-000028,-0.0926614995517
ACH-000030,-0.0417857289549
ACH-000035,-0.245911047887
ACH-000036,0.0694732227305
ACH-000037,-0.0980000552586
ACH-000039,-0.293765823792
ACH-000040,-0.12333220151900001
ACH-000041,0.029242071905
ACH-000042,-0.147768454119
ACH-000045,-0.00277135313921
ACH-000047,0.046342306408
ACH-000052,0.20583841459600002
ACH-000053,-0.045002361248699996
ACH-000054,0.163947073136
ACH-000055,-0.0833815066522
ACH-000060,-0.338455944713
ACH-000067,0.0760896556491
ACH-000070,0.025637254381900003
ACH-000075,0.09511420085750001
ACH-000078,0.1159304761
ACH-000082,-0.042243010322699996
ACH-000085,0.097622876952
ACH-000086,0.015101539947899999
ACH-000087,0.0684220445805
ACH-000092,-0.018369506162900003
ACH-000095,0.024438657201400003
ACH-000097,-0.24440913342099999
ACH-000098,-0.0414691261779
ACH-000099,-0.024507171891900003
ACH-000108,-0.094674579208
ACH-000113,-0.0254093496312
ACH-000115,0.0181363645967
ACH-000116,-0.324314027101
ACH-000118,0.0026796588269599997
ACH-000120,-0.127716716885
ACH-000123,-0.164519182286
ACH-000127,-0.0608391464783
ACH-000128,0.14046484341499998
ACH-000132,-0.33368161117
ACH-000133,-0.16147074428400002
ACH-000137,-0.215082649871
ACH-000138,-0.0162838505852
ACH-000142,-0.024888669326400003
ACH-000143,0.142546285217
ACH-000146,-0.0733153551578
ACH-000148,0.08585374077810001
ACH-000150,-0.0531144462741
ACH-000152,0.153858864875
ACH-000153,0.0195179631402
ACH-000159,-0.060536844762599996
ACH-000160,0.0396471799645
ACH-000163,-0.0799449132889
ACH-000167,0.186379567982
ACH-000168,0.136557194712
ACH-000169,0.0027036902725599997
ACH-000178,-0.0977906385124
ACH-000182,-0.15533151635700002
ACH-000183,-0.0437363841425
ACH-000188,-0.185845439587
ACH-000189,0.11099706270099999
ACH-000190,-0.09031944124630001
ACH-000198,0.0160412421048
ACH-000204,0.027718635523700002
ACH-000206,-0.0768930678649
ACH-000207,-0.037759738897199996
ACH-000211,-0.0242170489147
ACH-000215,0.0489887285798
ACH-000221,-0.144116342945
ACH-000222,0.0707163996713
ACH-000223,-0.0419703759891
ACH-000226,-0.203381294979
ACH-000227,-0.10631664169800001
ACH-000228,-0.10770930197300001
ACH-000231,0.0677863388982
ACH-000232,0.055133555376900005
ACH-000233,-0.054973127720699996
ACH-000234,0.150506116726
ACH-000235,-0.0156572303158
ACH-000237,-0.0214775362945
ACH-000238,0.149283510832
ACH-000243,-0.0698787465302
ACH-000244,-0.20090976144499997
ACH-000246,0.0615007740888
ACH-000248,0.053794098733699995
ACH-000250,-0.14165684440600002
ACH-000251,-0.295410074565
ACH-000253,-0.00545869118429
ACH-000255,-0.23157313571199997
ACH-000256,0.11076819409000002
ACH-000257,0.269501674609
ACH-000258,-0.312239112398
ACH-000259,-0.0186847970364
ACH-000260,0.00839266945342
ACH-000261,-0.015267704950299998
ACH-000262,-0.450669255013
ACH-000263,0.0679295948048
ACH-000264,-0.0635810034645
ACH-000265,-0.120280046545
ACH-000266,0.0308678927303
ACH-000272,0.164214689592
ACH-000273,0.136434250912
ACH-000274,0.0071244510338500005
ACH-000277,-0.152537571772
ACH-000278,-0.0286296713618
ACH-000279,0.217070826122
ACH-000280,-0.0112938987564
ACH-000281,0.0102790246912
ACH-000288,0.201591522062
ACH-000291,-0.156548834669
ACH-000293,-0.165820409161
ACH-000294,-0.0024802256943099996
ACH-000295,0.0829091902097
ACH-000296,-0.0562066360104
ACH-000302,-0.0125819052311
ACH-000304,0.0561890072114
ACH-000307,-0.19691407683899997
ACH-000308,0.031512367810599996
ACH-000310,-0.211885927877
ACH-000311,-0.15996546939
ACH-000312,0.195558734289
ACH-000315,-0.30938348531300003
ACH-000316,0.00691310642088
ACH-000317,0.19424838423000002
ACH-000318,-0.12325338919199999
ACH-000319,0.017896591936400003
ACH-000320,0.0589800803718
ACH-000322,-0.030792828508099997
ACH-000323,-0.0639799062461
ACH-000324,0.017500026622599998
ACH-000329,-0.0113105148126
ACH-000330,-0.113318800483
ACH-000331,-0.045454233343099996
ACH-000332,-0.148980241715
ACH-000334,0.260024090383
ACH-000335,-0.5380612753580001
ACH-000336,-0.258008143373
ACH-000337,0.08422012001599999
ACH-000339,-0.06193521985230001
ACH-000341,0.0129636756231
ACH-000348,0.172909591484
ACH-000350,-0.140984355107
ACH-000352,-0.0332674723212
ACH-000356,-0.075615803437
ACH-000361,0.0345019355345
ACH-000362,-0.126496870438
ACH-000363,-0.208396142348
ACH-000364,0.136217757655
ACH-000365,-0.0890372833651
ACH-000366,0.0937558123086
ACH-000368,-0.22150016798799999
ACH-000374,-0.00494405924608
ACH-000375,-0.360157664192
ACH-000376,0.11882598868699999
ACH-000381,-0.543980978363
ACH-000383,-0.059217283068599996
ACH-000387,-0.12961511761299999
ACH-000389,-0.056158152364600006
ACH-000390,0.045583726349800006
ACH-000393,-0.10457723969100001
ACH-000395,0.0808839520709
ACH-000397,0.0498559621062
ACH-000401,-0.018186434290099997
ACH-000402,-0.0794790178056
ACH-000403,-0.0621491708465
ACH-000404,-0.0257643188809
ACH-000406,0.0700100885646
ACH-000407,-0.0691628756617
ACH-000408,-0.128681881709
ACH-000410,-0.15784301733
ACH-000411,-0.181485658416
ACH-000414,-0.112001657672
ACH-000415,-0.156316038398
ACH-000416,-0.18982399998399999
