,TOM1L1 (10040)
ACH-000004,-0.137427604394
ACH-000007,-0.23185417958
ACH-000009,-0.173966470653
ACH-000011,-0.100008502349
ACH-000012,-0.09194814133910001
ACH-000013,-0.0741544434291
ACH-000014,0.016400302968299998
ACH-000015,-0.13738488815199998
ACH-000017,-0.0989714365563
ACH-000018,-0.0846807396411
ACH-000019,-0.321967716483
ACH-000021,-0.134301194649
ACH-000022,-0.179228663111
ACH-000025,-0.146755020181
ACH-000028,-0.146512889458
ACH-000030,-0.109902813607
ACH-000035,-0.06786046099399999
ACH-000036,-0.0726216935646
ACH-000037,-0.0765805808665
ACH-000039,-0.30699204690000004
ACH-000040,-0.181867322342
ACH-000041,-0.0567684786703
ACH-000042,-0.022495149332300002
ACH-000045,-0.00948332460935
ACH-000047,0.055383660628100004
ACH-000052,-0.005720602618
ACH-000053,-0.103861922185
ACH-000054,-0.160827130692
ACH-000055,-0.23384754556200002
ACH-000060,-0.038792345267400004
ACH-000067,-0.103471410266
ACH-000070,0.17551397621
ACH-000075,-0.392632997493
ACH-000078,-0.403866066408
ACH-000082,-0.023665197878099998
ACH-000085,0.13315920874099998
ACH-000086,-0.021867316510099998
ACH-000087,-0.07856631401610001
ACH-000092,-0.09425897431260001
ACH-000095,-0.322141631698
ACH-000097,-0.10744391555199999
ACH-000098,-0.103567439427
ACH-000099,-0.439220375622
ACH-000108,-0.0217592497792
ACH-000113,-0.0638237358869
ACH-000115,-0.149061512184
ACH-000116,-0.209484835436
ACH-000118,-0.060143890034999994
ACH-000120,-0.456555734539
ACH-000123,-0.2652621019
ACH-000127,-0.0804786562295
ACH-000128,-0.0715131057229
ACH-000132,-0.087283204773
ACH-000133,0.0345989338449
ACH-000137,-0.18972396457000001
ACH-000138,-0.18434337597699998
ACH-000142,-0.112266392204
ACH-000143,-0.0801658112191
ACH-000146,-0.0898782373064
ACH-000148,-0.0557212088217
ACH-000150,-0.060204003805300006
ACH-000152,-0.355763080143
ACH-000153,-0.34750119049999995
ACH-000159,-0.12245835253699999
ACH-000160,-0.182485383234
ACH-000163,-0.0178210830419
ACH-000167,0.139697845448
ACH-000168,-0.0970963831112
ACH-000169,-0.15574078516200002
ACH-000178,0.0172122699764
ACH-000182,-0.19198810456300003
ACH-000183,-0.08416029956530001
ACH-000188,-0.199752021151
ACH-000189,0.03873121496819999
ACH-000190,-0.09950025865160002
ACH-000198,-0.10065945229
ACH-000204,-0.09496528877689998
ACH-000206,0.319158731586
ACH-000207,0.08750187921620001
ACH-000211,-0.042362635923499994
ACH-000215,-0.0163474909835
ACH-000221,-0.110467383515
ACH-000222,0.13369766498299998
ACH-000223,-0.111782327707
ACH-000226,-0.171123450841
ACH-000227,-0.597744390026
ACH-000228,0.0107584940666
ACH-000231,0.051790498480599995
ACH-000232,-0.0715745886988
ACH-000233,-0.232786971166
ACH-000234,-0.175145073519
ACH-000235,-0.10432952394200001
ACH-000237,-0.136927731294
ACH-000238,-0.275734283799
ACH-000243,-0.181010302135
ACH-000244,-0.04804144327
ACH-000246,-0.0487671797445
ACH-000248,0.00125135462971
ACH-000250,-0.0730469424215
ACH-000251,0.0373067264718
ACH-000253,-0.122740007102
ACH-000255,-0.119869642812
ACH-000256,-0.36943184702
ACH-000257,0.049239830660600004
ACH-000258,-0.145299030649
ACH-000259,-0.12237714621500001
ACH-000260,-0.055739954734500004
ACH-000261,-0.0010024849925
ACH-000262,-0.141661263944
ACH-000263,0.1263432961
ACH-000264,-0.0165196567128
ACH-000265,-0.056959544577400004
ACH-000266,-0.185010403697
ACH-000272,-0.0382151192534
ACH-000273,-0.039887210862
ACH-000274,-0.165404086335
ACH-000277,-0.146060481743
ACH-000278,-0.0130951596037
ACH-000279,-0.153556025705
