,RASGEF1A (221002)
ACH-000004,-0.0282543747205
ACH-000007,-0.13309618073899998
ACH-000009,-0.044107127725300004
ACH-000011,-0.10545130962799999
ACH-000012,-0.18267249472199998
ACH-000013,0.11956322531199999
ACH-000014,0.024793917825700004
ACH-000015,-0.11397880085300001
ACH-000017,-0.179543657963
ACH-000018,-0.14952082723
ACH-000019,-0.12093989484300001
ACH-000021,0.06698514912100001
ACH-000022,-0.0444545142088
ACH-000025,-0.251649168641
ACH-000028,-0.16473224258400002
ACH-000030,-0.3189077284
ACH-000035,-0.30481082637400003
ACH-000036,-0.0805009983992
ACH-000037,-0.293272817226
ACH-000039,-0.0609318139926
ACH-000040,0.118457838774
ACH-000041,0.04278118263880001
ACH-000042,-0.12989365524
ACH-000045,-0.0241689517531
ACH-000047,-0.11544256661800001
ACH-000052,-0.157366559609
ACH-000053,-0.193853489761
ACH-000054,-0.0140828266743
ACH-000055,0.059090420117600004
ACH-000060,-0.15609293511
ACH-000067,-0.192218290245
ACH-000070,0.20834540357700002
ACH-000075,-0.0157586069909
ACH-000078,-0.00271099891305
ACH-000082,0.0332477757141
ACH-000085,-0.116617273495
ACH-000086,0.00645039872307
ACH-000087,-0.263374175948
ACH-000092,-0.15902619074899998
ACH-000095,0.0251579942264
ACH-000097,-0.09150120922879999
ACH-000098,-0.10498705753799999
ACH-000099,-0.127742889788
ACH-000108,-0.24858165091099999
ACH-000113,-0.107355325977
ACH-000115,-0.0522077177655
ACH-000116,0.117378583279
ACH-000118,-0.11040598935399999
ACH-000120,-0.231087453123
ACH-000123,-0.178203482839
ACH-000127,-0.270083956542
ACH-000128,-0.120391070106
ACH-000132,-0.15165610476500002
ACH-000133,-0.00898359067632
ACH-000137,0.131803996396
ACH-000138,0.025049000696999998
ACH-000142,-0.08319384042939999
ACH-000143,-0.0571466468824
ACH-000146,-0.0910781494531
ACH-000148,-0.196860084615
ACH-000150,-0.0695006725819
ACH-000152,-0.254526067613
ACH-000153,-0.166623462971
ACH-000159,0.0883193709275
ACH-000160,-0.07013153680819999
ACH-000163,0.09664635303310001
ACH-000167,0.161823368646
ACH-000168,0.110596796332
ACH-000169,-0.022629410930400003
ACH-000178,-0.0175016201762
ACH-000182,-0.301157770487
ACH-000183,-0.0377023198513
ACH-000188,0.0277024332004
ACH-000189,-0.5825939583609999
ACH-000190,-0.0900759269187
ACH-000198,-0.00496871070732
ACH-000204,0.0375838229544
ACH-000206,-0.30786968035
ACH-000207,-0.34875437678099996
ACH-000211,-0.139206670035
ACH-000215,-0.160303348964
ACH-000221,0.0385840636438
ACH-000222,-0.135144447981
ACH-000223,-0.30985146348299997
ACH-000226,-0.300023204733
ACH-000227,-0.28564630632599997
ACH-000228,-0.159240912916
ACH-000231,-0.190808237771
ACH-000232,-0.0772229422813
ACH-000233,-0.293591356853
ACH-000234,-0.00926166916906
ACH-000235,-0.0873464259309
ACH-000237,-0.107386988266
ACH-000238,0.047823017043199995
ACH-000243,-0.173004588605
ACH-000244,-0.120914939357
ACH-000246,-0.16169327908199999
ACH-000248,-0.18882222324200001
ACH-000250,-0.0793279535257
ACH-000251,-0.23852974405000002
ACH-000253,-0.09310280377489999
ACH-000255,-0.125381904349
ACH-000256,-0.00720794261502
ACH-000257,0.142837518555
ACH-000258,-0.268365888224
ACH-000259,-0.09182593587580001
ACH-000260,-0.17916024375999998
ACH-000261,-0.0790331964183
ACH-000262,-0.151601629927
ACH-000263,-0.490739399516
ACH-000264,-0.10256096264900001
ACH-000265,-0.153103898969
ACH-000266,-0.0253206475587
ACH-000272,0.018874851122000002
ACH-000273,-0.0279073073237
ACH-000274,-0.0075318003281800005
ACH-000277,0.0661703758053
ACH-000278,-0.139435321327
ACH-000279,0.04584979660230001
ACH-000280,0.0393861810879
ACH-000281,0.024096685783
ACH-000288,-0.029928728939400004
ACH-000291,-0.0617301547817
ACH-000293,-0.0102465690484
ACH-000294,-0.0298056074698
ACH-000295,0.11997466129699999
ACH-000296,-0.37252158081200004
ACH-000302,0.0616793666012
ACH-000304,0.026454441085200002
ACH-000307,-0.0634751585353
ACH-000308,0.153048416993
ACH-000310,0.050195270855
ACH-000311,-0.176761599613
ACH-000312,-0.0653561094033
ACH-000315,0.12094145958
ACH-000316,-0.0167185205964
ACH-000317,0.17445066061700001
ACH-000318,0.0900208412376
ACH-000319,0.139471373432
ACH-000320,-0.01806770757
ACH-000322,-0.245822233003
ACH-000323,-0.24550775739100003
ACH-000324,-0.125469327647
ACH-000329,-0.136354301031
ACH-000330,-0.0721342508589
ACH-000331,-0.423917310508
ACH-000332,-0.007088335230020001
ACH-000334,0.132046952511
ACH-000335,-0.139507838017
ACH-000336,-0.058650589506900004
ACH-000337,-0.346319550978
ACH-000339,-0.2486232016
ACH-000341,0.0776480191555
ACH-000348,-0.0513497141304
ACH-000350,-0.156963564989
ACH-000352,0.0255829189758
ACH-000356,-0.23109259279199998
ACH-000361,-0.129730437614
ACH-000362,0.020562154645099997
ACH-000363,-0.19013344018800002
ACH-000364,-0.015684877931699998
ACH-000365,-0.044647105942699994
ACH-000366,-0.08780117544180001
ACH-000368,-0.0785508594145
ACH-000374,-0.0312279362494
ACH-000375,-0.181622415299
ACH-000376,-0.0523735467976
ACH-000381,-0.113863614346
ACH-000383,-0.0549308248334
ACH-000387,-0.061291197670800004
ACH-000389,0.0316990252505
ACH-000390,-0.070811665919
ACH-000393,-0.0120078291578
ACH-000395,-0.0573369453093
ACH-000397,0.006501720806819999
ACH-000401,-0.0589020957328
ACH-000402,-0.161748969134
ACH-000403,-0.136437627665
ACH-000404,0.07033162847560001
ACH-000406,-0.117664173519
ACH-000407,-0.0405660515105
ACH-000408,-0.0671819998935
ACH-000410,-0.0383999537297
ACH-000411,-0.109039695687
ACH-000414,-0.0584560267103
ACH-000415,-0.129941375947
ACH-000416,-0.0162142943987
ACH-000420,-0.115893196695
ACH-000421,-0.168626658704
ACH-000424,0.12269514532199999
ACH-000425,-0.052350450063199994
ACH-000426,-0.11642056500999998
ACH-000427,0.158462258992
ACH-000433,-0.38015693476499995
ACH-000436,-0.0179555227264
ACH-000444,-0.0464057473223
ACH-000445,-0.0655475185762
ACH-000448,0.006356092545510001
ACH-000450,0.32310221204399997
ACH-000452,-0.133819693894
ACH-000454,-0.009098869821799999
ACH-000458,-0.022243191225400003
ACH-000459,-0.163348960652
ACH-000460,-0.0040727856742399995
ACH-000461,-0.320873830733
ACH-000463,0.035101599079
ACH-000464,-0.139918659564
ACH-000466,-0.103038329495
ACH-000467,-0.242494157715
ACH-000468,-0.244487567668
ACH-000469,-0.18303150262499998
ACH-000470,0.112403257049
ACH-000471,-0.0186982523435
ACH-000472,0.0488892277791
ACH-000473,-0.0875902211761
ACH-000475,-0.10539935711500001
ACH-000476,-0.181189790978
ACH-000477,-0.220884826496
ACH-000480,0.0574496376579
ACH-000481,-0.0927553918115
ACH-000483,-0.223637014726
ACH-000484,-0.252127752117
ACH-000485,-0.04858299334649999
ACH-000486,-0.191484807192
ACH-000487,-0.08030053616430001
ACH-000488,-0.0051544057541300006
ACH-000490,-0.10888063689099998
ACH-000491,-0.115848080401
ACH-000495,0.00699103083567
ACH-000496,0.012127818922
ACH-000499,-0.160611554616
ACH-000500,-0.139305344977
ACH-000502,-0.18324251526299998
ACH-000503,-0.30253942799
ACH-000505,0.0411438386319
ACH-000507,0.0247328841243
ACH-000510,0.0213194095297
ACH-000511,-0.021222707744
ACH-000512,0.200576844998
ACH-000516,0.009584686421520001
ACH-000517,-0.032550319252
ACH-000518,-0.00826206407656
ACH-000520,0.159986261528
ACH-000521,-0.0858771839597
ACH-000522,0.0806545075702
ACH-000524,-0.23363099721
ACH-000527,0.00648145455549
ACH-000528,0.0082978153472
ACH-000537,0.0490294584605
ACH-000541,0.0548867380623
ACH-000542,-0.0427451161006
ACH-000544,-0.153398859957
ACH-000545,-0.04998628656449999
ACH-000547,0.20126790427000002
ACH-000548,0.0419317537864
ACH-000549,-0.186044101901
ACH-000550,0.0106598154588
ACH-000552,-0.07673574809139999
ACH-000556,-0.0997334697387
ACH-000557,-0.006405107912380001
ACH-000570,-0.032820846375400003
ACH-000571,0.0743376167705
ACH-000573,-0.162217489589
ACH-000576,-0.143656699083
ACH-000580,0.121201217875
ACH-000584,-0.0943712465794
ACH-000585,-0.124675636735
ACH-000588,-0.26729359335999997
ACH-000589,-0.06836561547759999
ACH-000591,-0.267885115118
ACH-000593,-0.0317229309458
ACH-000600,-0.322886803812
ACH-000601,-0.036998281391400004
ACH-000604,0.11482155279799999
ACH-000605,-0.105601276296
ACH-000606,-0.194688229214
ACH-000608,0.0143290246443
ACH-000614,0.15538602679400002
ACH-000616,-0.0756045873403
ACH-000618,0.014440408303
ACH-000619,-0.056477304137300004
ACH-000620,0.09030475365530001
ACH-000621,-0.0715556351897
ACH-000622,0.17570251998
ACH-000623,-0.129834318335
ACH-000624,-0.10467144072699999
ACH-000627,-0.287951734561
ACH-000630,-0.014344262856100002
ACH-000632,-0.0256166891698
ACH-000633,0.11855970817500001
ACH-000637,0.0747660528727
ACH-000638,-0.147981926657
ACH-000646,0.474060022054
ACH-000647,-0.185228041017
ACH-000648,-0.42557713433899996
ACH-000649,-0.0326401908514
ACH-000651,-0.108460924593
ACH-000652,0.189338616681
ACH-000653,-0.06452555584940001
ACH-000657,-0.135752485338
ACH-000658,-0.0220711294679
ACH-000661,-0.100474069877
ACH-000662,0.09382046305510001
ACH-000663,-0.238463511445
ACH-000665,-0.152884869223
ACH-000671,0.013166868273
ACH-000673,-0.0563866343831
ACH-000676,-0.06989382365380001
ACH-000677,-0.09446188822660001
ACH-000681,-0.019303109521500002
