,NAALAD2 (10003)
ACH-000004,0.138645053018
ACH-000007,-0.0562653388976
ACH-000009,0.055475659987000006
ACH-000011,0.122891063716
ACH-000012,0.0777395653503
ACH-000013,0.189205388772
ACH-000014,0.0294890591279
ACH-000015,0.0748534871423
ACH-000017,0.153090928086
ACH-000018,0.164951035002
ACH-000019,0.196560297768
ACH-000021,-0.063226965134
ACH-000022,0.00044235847035800006
ACH-000025,0.193573991257
ACH-000028,-0.0271669818952
ACH-000030,0.0579570624998
ACH-000035,0.23539656675999998
ACH-000036,0.0787429020154
ACH-000037,0.020868803737700004
ACH-000039,0.11458969588199999
ACH-000040,0.15272541434800002
ACH-000041,0.17069867491500001
ACH-000042,0.0607068132672
ACH-000045,0.115096074727
ACH-000047,0.09238927751180001
ACH-000052,0.329944994767
ACH-000053,0.09790716082519998
ACH-000054,0.0615048189593
ACH-000055,-0.0210640464537
ACH-000060,0.22401837056200002
ACH-000067,0.24764555727899998
ACH-000070,0.06128654249530001
ACH-000075,0.20294175283799998
ACH-000078,0.0717233555876
ACH-000082,0.0434730438741
ACH-000085,0.048715606086800006
ACH-000086,0.0165507318982
ACH-000087,0.123553692925
ACH-000092,0.0409418718562
ACH-000095,-0.005355517646090001
ACH-000097,0.0859835842492
ACH-000098,0.16964066383
ACH-000099,0.07349015516210002
ACH-000108,0.11847885556500001
ACH-000113,0.039814361714400004
ACH-000115,0.317990292641
ACH-000116,-0.15339511362299998
ACH-000118,0.05358045288030001
ACH-000120,0.272959639251
ACH-000123,-0.0869922906381
ACH-000127,0.017827984043599997
ACH-000128,0.271967323411
ACH-000132,0.0330854774288
ACH-000133,0.11646464916400001
ACH-000137,0.0541445896417
ACH-000138,0.0635983707091
ACH-000142,0.12888294093699998
ACH-000143,-0.0767782954965
ACH-000146,0.233880576604
ACH-000148,0.138866050694
ACH-000150,-0.0643183453245
ACH-000152,0.107907199749
ACH-000153,0.105207165448
ACH-000159,0.23576771839699998
ACH-000160,-0.082487237618
ACH-000163,0.0240072890331
ACH-000167,0.22039076079999997
ACH-000168,0.06792256565089999
ACH-000169,0.07490806645169999
ACH-000178,0.042475361550699996
ACH-000182,0.0272010818872
ACH-000183,-0.114560002249
ACH-000188,0.00368439483769
ACH-000189,-0.16398461307
ACH-000190,0.0182251820908
ACH-000198,-0.0155542745731
ACH-000204,0.0372648053573
ACH-000206,-0.0238453021936
ACH-000207,-0.12651677580600001
ACH-000211,0.0574416249854
ACH-000215,0.116602547829
ACH-000221,0.139324651383
ACH-000222,0.14685092536
ACH-000223,0.0912458421408
ACH-000226,0.0343942608407
ACH-000227,0.18988261888500002
ACH-000228,-0.179502494659
ACH-000231,0.10228030103499999
ACH-000232,0.10543846101099999
ACH-000233,0.114014060596
ACH-000234,0.0102495470141
ACH-000235,0.0350280588651
ACH-000237,0.13698570192
ACH-000238,-0.016081592138799998
ACH-000243,0.09694751333910001
ACH-000244,0.171409654931
ACH-000246,0.151064565832
ACH-000248,0.279138218564
ACH-000250,0.028318721843599997
ACH-000251,0.189657304169
ACH-000253,0.170366488093
ACH-000255,0.138181362056
ACH-000256,-0.008433188531420001
ACH-000257,0.07885907867980001
