,NOP56 (10528)
ACH-000004,-1.47941083687
ACH-000007,-1.2444588541700001
ACH-000009,-1.33239295489
ACH-000011,-1.43743240005
ACH-000012,-1.14931331818
ACH-000013,-1.40684841915
ACH-000014,-1.62734413426
ACH-000015,-1.0900288690200002
ACH-000017,-1.0136549803000001
ACH-000018,-1.21904506729
ACH-000019,-1.70708476555
ACH-000021,-1.3480036909399997
ACH-000022,-0.999956334242
ACH-000025,-1.2785779367499999
ACH-000028,-1.73704304596
ACH-000030,-1.30854600241
ACH-000035,-1.33539099118
ACH-000036,-1.35035774662
ACH-000037,-0.912915637282
ACH-000039,-1.7016057728
ACH-000040,-1.1717033154899998
ACH-000041,-1.31569347016
ACH-000042,-1.37376107674
ACH-000045,-1.4110740987200001
ACH-000047,-1.16668725927
ACH-000052,-1.44300464674
ACH-000053,-1.42240213459
ACH-000054,-1.40788107071
ACH-000055,-1.21528185253
ACH-000060,-1.38199359211
ACH-000067,-1.3294546906
ACH-000070,-1.11544438435
ACH-000075,-1.41911054939
ACH-000078,-1.21684321826
ACH-000082,-1.5941245663899999
ACH-000085,-1.28421113779
ACH-000086,-1.2747726451399999
ACH-000087,-1.53059495863
ACH-000092,-1.16287880333
ACH-000095,-1.55728632367
ACH-000097,-1.77288499345
ACH-000098,-1.40483248412
ACH-000099,-1.35341452943
ACH-000108,-1.46388010815
ACH-000113,-0.9751944391349999
ACH-000115,-1.39022204076
ACH-000116,-1.10686202449
ACH-000118,-1.36035725504
ACH-000120,-1.3467448659399999
ACH-000123,-1.36272123835
ACH-000127,-1.2042063147700002
ACH-000128,-1.0298756198999999
ACH-000132,-1.29913093677
ACH-000133,-1.4546370940200002
ACH-000137,-1.1888776977
ACH-000138,-1.28976629957
ACH-000142,-1.2041912809
ACH-000143,-1.3148096709100001
ACH-000146,-1.6834097492200002
ACH-000148,-1.1322426101899998
ACH-000150,-1.30414801933
ACH-000152,-1.33414173844
ACH-000153,-1.28346507115
ACH-000159,-1.0646767290799999
ACH-000160,-1.59593479435
ACH-000163,-1.27515498305
ACH-000167,-1.7760715135799998
ACH-000168,-1.2994453411799998
ACH-000169,-1.3019388985200002
ACH-000178,-1.06958422431
ACH-000182,-1.7589507544499998
ACH-000183,-1.0717413109
ACH-000188,-1.38384660684
ACH-000189,-1.4471386677899998
ACH-000190,-1.33647779728
ACH-000198,-1.3598366897100003
ACH-000204,-1.05311372988
ACH-000206,-1.5847372837
ACH-000207,-1.5324830411300001
ACH-000211,-1.38097627323
ACH-000215,-1.24854666061
ACH-000221,-1.26982100626
ACH-000222,-1.28445897682
ACH-000223,-0.959646006084
ACH-000226,-1.3318234659000001
ACH-000227,-1.4719666138499998
ACH-000228,-1.3228517045100001
ACH-000231,-1.2588138208700002
ACH-000232,-1.32320451921
ACH-000233,-1.2933190325900001
ACH-000234,-1.2170569202200001
ACH-000235,-1.20054040096
ACH-000237,-0.823420191786
ACH-000238,-1.31925328369
ACH-000243,-1.31260534498
ACH-000244,-0.992018506375
ACH-000246,-1.38252989884
ACH-000248,-1.26133990237
ACH-000250,-1.30930104092
ACH-000251,-1.9296714495400002
ACH-000253,-1.1051019316500001
ACH-000255,-1.4470638630500001
ACH-000256,-0.996560205607
ACH-000257,-1.11657636454
ACH-000258,-1.45890187695
ACH-000259,-1.17200170109
ACH-000260,-1.68273371785
ACH-000261,-1.29331449569
ACH-000262,-1.2551147958
ACH-000263,-0.658729352216
ACH-000264,-1.5029702149700002
ACH-000265,-1.48691721787
ACH-000266,-1.16522946325
ACH-000272,-1.17345757123
ACH-000273,-1.5925879381999999
ACH-000274,-1.49187857324
ACH-000277,-1.2503123387000001
ACH-000278,-1.8997326334400002
ACH-000279,-1.33666276955
ACH-000280,-1.17232930296
ACH-000281,-1.38842052201
ACH-000288,-1.2457218854
ACH-000291,-1.41195269649
ACH-000293,-1.2110527950799999
ACH-000294,-0.6927087911390001
ACH-000295,-1.04445738609
ACH-000296,-1.1194162301000001
ACH-000302,-1.0029020986700001
ACH-000304,-1.09671760784
ACH-000307,-0.942191260955
ACH-000308,-1.62295043152
ACH-000310,-1.7449956735099998
ACH-000311,-1.45120771698
ACH-000312,-1.38131595747
ACH-000315,-1.0020733142799998
ACH-000316,-1.35252100016
ACH-000317,-1.46956089174
ACH-000318,-1.32804330734
ACH-000319,-1.46625152364
ACH-000320,-0.885329148993
ACH-000322,-1.8611423588900002
ACH-000323,-1.4773068279100001
ACH-000324,-1.2864399470399999
ACH-000329,-1.39859505012
ACH-000330,-1.28133002296
ACH-000331,-1.3501832035499999
ACH-000332,-1.6558357237099999
ACH-000334,-0.808683975944
ACH-000335,-1.14452645991
ACH-000336,-1.51168060294
ACH-000337,-1.4601194579199999
ACH-000339,-1.48598106183
ACH-000341,-1.5203420603600002
ACH-000348,-1.1530945851
ACH-000350,-1.3919161824200001
ACH-000352,-1.8351860456
ACH-000356,-1.3570336722299998
ACH-000361,-1.01340047998
ACH-000362,-1.07643215981
ACH-000363,-1.32056290494
ACH-000364,-1.59394941192
ACH-000365,-1.02837303795
ACH-000366,-1.46342513924
ACH-000368,-1.49365019176
ACH-000374,-0.988762374949
ACH-000375,-1.49026527368
ACH-000376,-1.53467526153
ACH-000381,-1.3810006171899998
ACH-000383,-1.3623647121
ACH-000387,-1.24238183131
ACH-000389,-1.52537031039
ACH-000390,-0.890140347852
ACH-000393,-0.987324371275
ACH-000395,-1.17953060817
ACH-000397,-0.9959043602240001
ACH-000401,-0.767532727675
ACH-000402,-0.926156437941
ACH-000403,-1.72710883343
ACH-000404,-1.31550797634
ACH-000406,-1.0217429574899999
ACH-000407,-1.5184351779499998
ACH-000408,-1.1225865264
ACH-000410,-1.26724333935
ACH-000411,-1.60342980674
ACH-000414,-1.3663322043200001
ACH-000415,-1.4612480530899998
ACH-000416,-1.29980873584
ACH-000420,-1.0370581414
ACH-000421,-1.5102626675400002
ACH-000424,-1.97731569243
ACH-000425,-1.35831728947
ACH-000426,-1.3046558171
ACH-000427,-1.14259317144
ACH-000433,-1.45664540561
ACH-000436,-1.25215051585
ACH-000444,-1.15133394985
ACH-000445,-1.18872033518
ACH-000448,-1.3882208338
ACH-000450,-1.14834557621
ACH-000452,-1.29407661654
ACH-000454,-1.3003207789700002
ACH-000458,-1.50353020425
ACH-000459,-1.18715795521
ACH-000460,-1.39288875137
ACH-000461,-0.925017456708
ACH-000463,-1.38556246123
ACH-000464,-1.1745101248
ACH-000466,-0.892520546727
ACH-000467,-1.17744854943
ACH-000468,-0.991589788576
ACH-000469,-1.05871930813
ACH-000470,-1.1689949719
ACH-000471,-1.6917135822100002
ACH-000472,-0.987131343698
ACH-000473,-1.14192845988
ACH-000475,-1.41485164958
ACH-000476,-1.13127051413
ACH-000477,-1.42563868624
ACH-000480,-1.2661904957799999
ACH-000481,-1.15883234466
ACH-000483,-1.0395752431899998
ACH-000484,-1.25765246674
ACH-000485,-1.53644988921
ACH-000486,-1.4261767021
ACH-000487,-1.1106378420999998
ACH-000488,-1.34099146328
ACH-000490,-1.3132583526200001
ACH-000491,-1.47128750771
ACH-000495,-1.22757931237
ACH-000496,-1.51090406637
ACH-000499,-1.67529386174
ACH-000500,-2.0105205743
ACH-000502,-1.46444397342
ACH-000503,-1.4565300660499998
ACH-000505,-1.46763056875
ACH-000507,-1.01300402191
ACH-000510,-1.41772504013
ACH-000511,-1.4649867107499999
ACH-000512,-1.2281753963700002
ACH-000516,-1.39532573699
ACH-000517,-1.4089092458399999
ACH-000518,-1.18790170941
ACH-000520,-1.5467406732
ACH-000521,-1.55932297838
ACH-000522,-1.3776490103499999
ACH-000524,-1.2158297954000001
ACH-000527,-1.37066187117
ACH-000528,-0.9313232642820001
ACH-000537,-1.05536511039
ACH-000541,-1.0402267468000002
ACH-000542,-1.52939696217
ACH-000544,-1.0863724887200001
ACH-000545,-1.34980185264
ACH-000547,-1.33013432927
ACH-000548,-1.2607046883600002
ACH-000549,-1.19796728629
ACH-000550,-1.2120903019700002
ACH-000552,-1.33963904223
ACH-000556,-1.36104711882
ACH-000557,-1.10815725
ACH-000570,-1.29897205253
ACH-000571,-1.31469999321
ACH-000573,-1.61104174245
ACH-000576,-1.1339628215000002
ACH-000580,-1.56158726133
ACH-000584,-1.0956620913200001
ACH-000585,-1.32788702156
ACH-000588,-1.23108530506
ACH-000589,-1.1729368370200002
ACH-000591,-1.4793867638299998
ACH-000593,-1.32089431742
ACH-000600,-1.6390595849399998
ACH-000601,-1.2865002315799998
ACH-000604,-1.0632998791
ACH-000605,-1.37903141188
ACH-000606,-1.32892169153
ACH-000608,-1.3825499038799998
ACH-000614,-1.61409295988
ACH-000616,-1.55908516206
ACH-000618,-1.36616274791
ACH-000619,-1.13519463888
ACH-000620,-1.16408501479
ACH-000621,-1.3686931842299999
ACH-000622,-1.09909461462
ACH-000623,-1.20051383809
ACH-000624,-1.41424413288
ACH-000627,-1.3978949173800002
ACH-000630,-0.908099446145
ACH-000632,-1.35010133406
ACH-000633,-0.73334599337
ACH-000637,-1.34628990818
ACH-000638,-1.20896251944
ACH-000646,-0.9919837732529999
ACH-000647,-1.4651746353200001
ACH-000648,-1.40514290866
