,IFITM3 (10410)
ACH-000004,-1.04085640158
ACH-000007,-1.0636928955
ACH-000009,-1.18771422887
ACH-000011,-0.871125444585
ACH-000012,-0.886023752499
ACH-000013,-0.7389522090289999
ACH-000014,-1.2168064961299998
ACH-000015,-0.9669841376739999
ACH-000017,-1.1094105522700002
ACH-000018,-1.08690941435
ACH-000019,-0.864257946262
ACH-000021,-1.1148345291
ACH-000022,-1.04341693689
ACH-000025,-0.990698204184
ACH-000028,-0.861894329481
ACH-000030,-0.976808792339
ACH-000035,-0.897861931093
ACH-000036,-1.3165876103
ACH-000037,-1.1723046051200001
ACH-000039,-1.16235733717
ACH-000040,-0.991723939813
ACH-000041,-1.06552845082
ACH-000042,-0.996601519915
ACH-000045,-0.965633391864
ACH-000047,-0.8920684703030001
ACH-000052,-1.2319007917799998
ACH-000053,-1.0239351699600001
ACH-000054,-0.899686005521
ACH-000055,-1.1022447828200002
ACH-000060,-0.959812140551
ACH-000067,-1.32905445927
ACH-000070,-1.01219452277
ACH-000075,-0.9959090293260001
ACH-000078,-0.970685131151
ACH-000082,-0.917859960186
ACH-000085,-0.7686717392039999
ACH-000086,-0.741379462551
ACH-000087,-1.07246250509
ACH-000092,-0.847715000034
ACH-000095,-1.1244810640799998
ACH-000097,-0.9808614673999999
ACH-000098,-0.974068802561
ACH-000099,-1.05651161244
ACH-000108,-0.944154769083
ACH-000113,-0.994010533606
ACH-000115,-1.24928147175
ACH-000116,-0.881918214326
ACH-000118,-0.8928050211740001
ACH-000120,-1.08527411203
ACH-000123,-1.10599926903
ACH-000127,-0.92068788281
ACH-000128,-1.0146712938200002
ACH-000132,-0.944138767299
ACH-000133,-0.847792599702
ACH-000137,-1.01860646491
ACH-000138,-0.879404492991
ACH-000142,-1.27119825709
ACH-000143,-0.803394351689
ACH-000146,-1.12521602189
ACH-000148,-0.8996570883399999
ACH-000150,-1.00140643026
ACH-000152,-1.2489483828299999
ACH-000153,-0.889532648023
ACH-000159,-0.9648100761759999
ACH-000160,-1.12964710942
ACH-000163,-0.578031760167
ACH-000167,-0.9495774797490001
ACH-000168,-1.03585386857
ACH-000169,-1.04944060022
ACH-000178,-0.76767218635
ACH-000182,-0.775521020356
ACH-000183,-1.29836931324
ACH-000188,-1.01473258774
ACH-000189,-0.921210132411
ACH-000190,-0.6740441830830001
ACH-000198,-0.8791345431550001
ACH-000204,-0.8936352032100001
ACH-000206,-1.01673563951
ACH-000207,-0.9856153176510001
ACH-000211,-0.8454443160799999
ACH-000215,-1.04666088016
ACH-000221,-0.697618162492
ACH-000222,-1.11432172456
ACH-000223,-1.17374318225
ACH-000226,-0.932684674648
ACH-000227,-1.2489260612
ACH-000228,-0.945953821091
ACH-000231,-0.9207346324760001
ACH-000232,-1.03871355889
ACH-000233,-0.818948338551
ACH-000234,-0.98292348869
ACH-000235,-0.904838539782
ACH-000237,-0.7434890064030001
ACH-000238,-1.0343843561700001
ACH-000243,-0.718376185109
ACH-000244,-1.05985920642
ACH-000246,-0.9253849623999999
ACH-000248,-0.9540526106649999
ACH-000250,-1.00251668209
ACH-000251,-0.69421472722
ACH-000253,-1.11000810233
ACH-000255,-0.8331177731999999
ACH-000256,-1.1605576502500001
ACH-000257,-1.29524366141
ACH-000258,-1.02241332256
ACH-000259,-0.829666150718
ACH-000260,-0.841449413258
ACH-000261,-0.9151376355099999
ACH-000262,-1.09621095198
ACH-000263,-1.3344981200900001
ACH-000264,-1.1606028717899999
ACH-000265,-0.9301052325660001
ACH-000266,-1.0034175881
ACH-000272,-1.0721398935600002
ACH-000273,-1.04207200805
ACH-000274,-0.9440936854299999
ACH-000277,-0.798801734478
ACH-000278,-0.8815314735340001
ACH-000279,-0.945516444664
ACH-000280,-1.0106807978399999
ACH-000281,-1.0138665976
ACH-000288,-1.09813705206
ACH-000291,-0.910207464691
ACH-000293,-0.9393856131389999
ACH-000294,-1.1816888085200001
ACH-000295,-1.09477997852
ACH-000296,-1.16557507905
ACH-000302,-0.818969178496
ACH-000304,-0.9105769107709999
ACH-000307,-0.953635956926
ACH-000308,-0.953338671479
ACH-000310,-0.917566748097
ACH-000311,-0.9229103900210001
