,DCAKD (79877)
ACH-000004,-0.356657453763
ACH-000007,-0.129755997142
ACH-000009,-0.35980535180100004
ACH-000011,-0.15150529597999998
ACH-000012,-0.375861137575
ACH-000013,-0.23128316830499998
ACH-000014,-0.278976253326
ACH-000015,-0.137604385591
ACH-000017,-0.18008967735999998
ACH-000018,-0.052598015745900006
ACH-000019,-0.102590641205
ACH-000021,-0.128075394926
ACH-000022,-0.166932630382
ACH-000025,-0.14269115336899998
ACH-000028,-0.288749600165
ACH-000030,-0.24966193185899999
ACH-000035,-0.16985207537799998
ACH-000036,-0.117814938627
ACH-000037,-0.294489072427
ACH-000039,-0.274803976961
ACH-000040,0.00521667227785
ACH-000041,-0.38675878205499997
ACH-000042,-0.37222563430100003
ACH-000045,-0.252678597893
ACH-000047,-0.08690364039519999
ACH-000052,-0.277721049938
ACH-000053,-0.196607987408
ACH-000054,-0.133722810259
ACH-000055,-0.12435235726
ACH-000060,-0.31886103644200003
ACH-000067,-0.133360759475
ACH-000070,0.018595193721499998
ACH-000075,-0.492710644158
ACH-000078,-0.141882952309
ACH-000082,-0.164466087535
ACH-000085,-0.179040689205
ACH-000086,-0.177517108951
ACH-000087,-0.118386769744
ACH-000092,-0.146446245493
ACH-000095,-0.341659670001
ACH-000097,-0.189849210591
ACH-000098,-0.22625980572700002
ACH-000099,-0.252215797462
ACH-000108,-0.166050120892
ACH-000113,-0.11520327866800001
ACH-000115,-0.168464930993
ACH-000116,-0.284093394611
ACH-000118,-0.232816553658
ACH-000120,-0.38546287567000004
ACH-000123,-0.312967836139
ACH-000127,-0.16714317846100002
ACH-000128,-0.146152974535
ACH-000132,-0.189315669479
ACH-000133,-0.161891828338
ACH-000137,-0.23957318535799998
ACH-000138,-0.45861833103699995
ACH-000142,-0.16851511482599998
ACH-000143,-0.20618058950100002
ACH-000146,-0.144406305826
ACH-000148,-0.34385037945600005
ACH-000150,-0.287330657211
ACH-000152,-0.281660014086
ACH-000153,0.024235294944700003
ACH-000159,-0.263282236402
ACH-000160,-0.12808387704500002
ACH-000163,-0.282790337707
ACH-000167,-0.0934216804802
ACH-000168,-0.238682780478
ACH-000169,-0.18072033124
ACH-000178,-0.0890755503285
ACH-000182,-0.132182025734
ACH-000183,-0.197729304563
ACH-000188,-0.322854447058
ACH-000189,-0.218224334295
ACH-000190,-0.356421143533
ACH-000198,-0.249986852256
ACH-000204,-0.19072546945500002
ACH-000206,-0.175439688572
ACH-000207,-0.047249530089800006
ACH-000211,-0.32270661606
ACH-000215,-0.270345915222
ACH-000221,-0.197125280962
ACH-000222,-0.180637995383
ACH-000223,-0.118673434343
ACH-000226,-0.0486357572454
ACH-000227,-0.321151894542
ACH-000228,-0.49571825375399997
ACH-000231,-0.176119042825
ACH-000232,-0.0206116257404
ACH-000233,-0.147833011972
ACH-000234,-0.272417669556
ACH-000235,-0.282602631782
ACH-000237,-0.094845218924
ACH-000238,-0.183654775671
ACH-000243,-0.283101107508
ACH-000244,-0.370076539913
ACH-000246,-0.175265128833
ACH-000248,-0.253250335388
ACH-000250,-0.256766250361
ACH-000251,-0.0748049120325
ACH-000253,-0.306472623349
ACH-000255,-0.1532830855
ACH-000256,-0.266118016122
ACH-000257,-0.149563575604
ACH-000258,0.0176563741108
ACH-000259,-0.31168072893800003
ACH-000260,-0.237443249295
ACH-000261,-0.165967504424
ACH-000262,-0.161770687818
ACH-000263,0.0483271255335
ACH-000264,-0.246264236691
ACH-000265,-0.23995232672800001
ACH-000266,-0.252659075086
ACH-000272,-0.21097035323
ACH-000273,-0.0617235646384
