,S100PBP (64766)
ACH-000004,0.0134371071301
ACH-000007,-0.100135650162
ACH-000009,-0.00545231293988
ACH-000011,-0.057327162407200004
ACH-000012,-0.11837533420999999
ACH-000013,-0.0151784596188
ACH-000014,0.226896318835
ACH-000015,0.07625062503610001
ACH-000017,0.11783723379899999
ACH-000018,0.0671933442572
ACH-000019,-0.053611104917199996
ACH-000021,0.061784416101199995
ACH-000022,0.00594599972726
ACH-000025,-0.0362462359451
ACH-000028,0.08410725640889999
ACH-000030,-0.018494120736200003
ACH-000035,-0.0607675911149
ACH-000036,0.0189181793822
ACH-000037,-0.06938934395480001
ACH-000039,-0.042548674462199995
ACH-000040,0.0555035800442
ACH-000041,0.0693438092467
ACH-000042,-0.0487100809371
ACH-000045,-0.09112062924239998
ACH-000047,0.103041462567
ACH-000052,-0.148055086613
ACH-000053,0.007477772203939999
ACH-000054,0.128753213294
ACH-000055,-0.027350684860299998
ACH-000060,0.122013835549
ACH-000067,-0.105260854783
ACH-000070,-0.1666962865
ACH-000075,0.00212652060317
ACH-000078,0.07863817542519999
ACH-000082,-0.044809252648900004
ACH-000085,0.0518442859929
ACH-000086,-0.11124741083499999
ACH-000087,0.055942016214500005
ACH-000092,-0.025126628141900004
ACH-000095,0.0616043204748
ACH-000097,0.07769988684719999
ACH-000098,0.032534970884500004
ACH-000099,0.0166719569881
ACH-000108,-0.0248800736235
ACH-000113,-0.0410926235475
ACH-000115,0.0591668913008
ACH-000116,0.06924166101569999
ACH-000118,-0.0412904227743
ACH-000120,0.1814973051
ACH-000123,-0.058647292123999994
ACH-000127,-0.0027921088794
ACH-000128,-0.00954037576076
ACH-000132,0.013530435411600001
ACH-000133,0.040603842465699994
ACH-000137,-0.039555392932099996
ACH-000138,0.0176227725471
ACH-000142,-0.0666904979461
ACH-000143,-0.0415713398488
ACH-000146,0.0394117272666
ACH-000148,-0.036853597284699995
ACH-000150,-0.206986445297
ACH-000152,0.0320522144295
ACH-000153,-0.184716445467
ACH-000159,0.0673705024111
ACH-000160,-0.152669668816
ACH-000163,0.147395623317
ACH-000167,-0.0792522715669
ACH-000168,-0.0226819854868
ACH-000169,-0.0254831055935
ACH-000178,-0.0402457307252
ACH-000182,0.154691506869
ACH-000183,-0.151032232347
ACH-000188,-0.120046456053
ACH-000189,-0.10173772654999999
ACH-000190,0.028109809625699998
ACH-000198,0.0970838768741
ACH-000204,-0.08353545755030001
ACH-000206,0.160291499971
ACH-000207,0.0597514502555
ACH-000211,0.17016743971999998
ACH-000215,0.08099904865939998
ACH-000221,0.12018535949100001
ACH-000222,-0.193792830025
ACH-000223,0.0784303254708
ACH-000226,0.14390402357999998
ACH-000227,0.0353617047363
ACH-000228,-0.019234421187599996
ACH-000231,0.037804741671300005
ACH-000232,0.0411084873626
ACH-000233,0.0956469835533
ACH-000234,-0.031755965819599996
ACH-000235,-0.0289727195541
ACH-000237,0.020105294115799997
ACH-000238,0.00628380898223
ACH-000243,-0.014981914616200001
ACH-000244,-0.052173393772200004
ACH-000246,0.0030512829834600003
ACH-000248,0.0788051610671
ACH-000250,0.004831933362239999
ACH-000251,-0.0712213494538
ACH-000253,0.158246107477
ACH-000255,0.117012475016
ACH-000256,0.127561445692
ACH-000257,-0.07007656518899999
ACH-000258,0.0147621639343
ACH-000259,0.023455487423799996
ACH-000260,-0.0076683688125099994
ACH-000261,0.0118875542349
ACH-000262,0.026601310369700003
ACH-000263,0.152686146547
ACH-000264,0.0676410169053
ACH-000265,0.0889633409129
ACH-000266,0.0380608646539
ACH-000272,-0.0652680976427
ACH-000273,-0.10594398428200001
ACH-000274,-0.125326592223
ACH-000277,0.104036815583
ACH-000278,0.14767316169800002
ACH-000279,-0.0607461529796
ACH-000280,-0.00186750072044
ACH-000281,-0.132883525171
ACH-000288,-0.0938872829081
ACH-000291,0.17259853020500002
ACH-000293,-0.0416312244731
ACH-000294,-0.010984212825499998
ACH-000295,0.271066973635
ACH-000296,0.11607547809499999
ACH-000302,0.030914471679599997
ACH-000304,0.0339047065513
ACH-000307,-0.0714288542072
ACH-000308,0.020511581826799997
ACH-000310,-0.153315152456
ACH-000311,-0.10970533520800001
ACH-000312,-0.00435417473634
ACH-000315,-0.16665526701199998
ACH-000316,-0.015063534566500001
ACH-000317,0.12006378621899999
ACH-000318,-0.17644436745099998
ACH-000319,-0.0139215155954
ACH-000320,-0.027190804526400002
ACH-000322,-0.138454249039
ACH-000323,-0.030156244524599998
ACH-000324,-0.054282371591999994
ACH-000329,-0.019467679377599998
ACH-000330,0.15175008042000002
ACH-000331,0.0391202912918
ACH-000332,-0.031344842067100004
ACH-000334,-0.12401258381
ACH-000335,0.143684362148
ACH-000336,0.11391913276799999
ACH-000337,0.06472104621159999
ACH-000339,-0.0406212212611
ACH-000341,-0.09682277784280001
ACH-000348,0.140155403843
ACH-000350,0.10997438501599999
ACH-000352,0.00237465687469
ACH-000356,-0.051595566693699996
ACH-000361,0.22486386785300003
ACH-000362,-0.038990434425400004
ACH-000363,-0.046476062119500006
ACH-000364,-0.14238804728499999
ACH-000365,-0.186413088274
ACH-000366,-0.0398816436573
ACH-000368,0.0806486224718
ACH-000374,0.018573176449400004
ACH-000375,-0.126242576744
ACH-000376,0.009414112435049998
ACH-000381,-0.124816338402
ACH-000383,0.042089728901199996
ACH-000387,0.11487118745699999
ACH-000389,0.16566676015
ACH-000390,-0.015810158628
ACH-000393,-0.0647752814959
ACH-000395,-0.10338998220000001
ACH-000397,0.0781614719755
ACH-000401,0.0719949780844
ACH-000402,-0.315629929612
ACH-000403,-0.07149643800950001
ACH-000404,0.212311561195
ACH-000406,0.013436659225700002
ACH-000407,-0.048243481768199994
ACH-000408,-0.0149092401336
ACH-000410,0.014062334519899999
ACH-000411,-0.171232023809
ACH-000414,-0.124518209463
ACH-000415,-0.0810267189472
ACH-000416,0.0941464932295
ACH-000420,-0.0143210269386
ACH-000421,0.0748693893402
ACH-000424,-0.118603627443
ACH-000425,0.0057394669449599995
ACH-000426,0.110957111261
ACH-000427,0.215199394459
