,LGR6 (59352)
ACH-000004,-0.021346894817
ACH-000007,0.121113675473
ACH-000009,0.0412551539478
ACH-000011,0.028791919150900003
ACH-000012,0.162232518406
ACH-000013,0.046056568033400004
ACH-000014,0.020489318347900003
ACH-000015,0.055765765056499994
ACH-000017,0.0932075058691
ACH-000018,0.20096053600900002
ACH-000019,-0.0210677847585
ACH-000021,0.131184133181
ACH-000022,-0.021858167771400004
ACH-000025,0.0404257367976
ACH-000028,0.0133036916591
ACH-000030,0.10985007466800001
ACH-000035,0.057915966761800004
ACH-000036,0.143212939357
ACH-000037,0.124700978585
ACH-000039,0.289862562431
ACH-000040,0.14534646045299998
ACH-000041,0.0972359390842
ACH-000042,-0.0395714605089
ACH-000045,-0.00295968064672
ACH-000047,0.004056759586469999
ACH-000052,0.067923769915
ACH-000053,0.106670109377
ACH-000054,0.0803022380081
ACH-000055,0.0389814120481
ACH-000060,-0.0590688832149
ACH-000067,0.06779168839319999
ACH-000070,0.0200699274788
ACH-000075,-0.287164204114
ACH-000078,0.199623281023
ACH-000082,-0.0826615279798
ACH-000085,-0.241780211145
ACH-000086,-0.12952388037499998
ACH-000087,0.0499767406392
ACH-000092,-0.029311939598400002
ACH-000095,-0.0167985237644
ACH-000097,0.0556225136435
ACH-000098,0.0323710554064
ACH-000099,0.201880462914
ACH-000108,0.139175054964
ACH-000113,-0.09959815276689998
ACH-000115,0.0368424435473
ACH-000116,0.00821568802658
ACH-000118,0.08953375979360001
ACH-000120,-0.111875312811
ACH-000123,0.150646061519
ACH-000127,0.0669419338354
ACH-000128,-0.053742899335900006
ACH-000132,0.049708752155300004
ACH-000133,0.04532437850269999
ACH-000137,-0.0842445161918
ACH-000138,-0.0088633232145
ACH-000142,-0.123306406101
ACH-000143,0.235621613263
ACH-000146,0.168237567474
ACH-000148,-0.0595609588389
ACH-000150,-0.0153619262669
ACH-000152,0.047900833201099995
ACH-000153,0.25310226226300003
ACH-000159,0.0848165781755
ACH-000160,0.046678443952400006
ACH-000163,-0.0277389917289
ACH-000167,-0.0883056013299
ACH-000168,-0.05526902005
ACH-000169,-0.05284197833340001
ACH-000178,0.0682732978877
ACH-000182,0.105906105133
ACH-000183,-0.005362521201739999
ACH-000188,0.06349436957980001
ACH-000189,0.298942047858
ACH-000190,0.20180505936299997
ACH-000198,0.023892229369299998
ACH-000204,-0.171820201175
ACH-000206,-0.0588138460215
ACH-000207,-0.12272182066500001
ACH-000211,0.0626297541646
ACH-000215,-0.040998180534
ACH-000221,0.0141671325724
ACH-000222,0.121189886767
ACH-000223,0.14640736014699998
ACH-000226,0.03383748602
ACH-000227,0.10317569853
ACH-000228,0.125507710674
ACH-000231,0.08877217861719999
ACH-000232,0.10702240212200001
ACH-000233,0.0940353168695
ACH-000234,-0.00628879068479
ACH-000235,-0.00781721497499
ACH-000237,0.0170524011641
ACH-000238,0.0732586701167
ACH-000243,0.0749103798913
ACH-000244,-0.140584513869
ACH-000246,-0.042076914790900005
ACH-000248,0.19759408306499998
ACH-000250,0.0572892890009
ACH-000251,-0.07784885459350001
ACH-000253,0.0930315978826
ACH-000255,0.14886855470000002
ACH-000256,0.287437028288
ACH-000257,0.23654118997499998
ACH-000258,0.18807258716400002
ACH-000259,0.137506451631
ACH-000260,0.11024137804999999
ACH-000261,0.0479762184471
ACH-000262,0.0238255671424
ACH-000263,0.0716759905275
ACH-000264,0.067311227222
ACH-000265,0.19400532258900002
ACH-000266,0.047563017973600005
ACH-000272,0.00946493733133
ACH-000273,-0.10554616508400001
ACH-000274,0.10157725255200001
ACH-000277,0.0932407166392
ACH-000278,0.276205724435
ACH-000279,0.16457457087400001
ACH-000280,-0.005707440274549999
ACH-000281,0.09523455683630001
ACH-000288,-0.0114215883894
ACH-000291,0.00617357851426
ACH-000293,-0.05516104567340001
ACH-000294,0.0812391841375
ACH-000295,0.28510886739999997
ACH-000296,0.21441066885899998
ACH-000302,0.14265374744
ACH-000304,-0.30852636866300004
ACH-000307,0.023171107765
ACH-000308,0.103224428022
ACH-000310,0.184502067182
ACH-000311,0.0727307430495
ACH-000312,-0.029256157768099998
ACH-000315,0.168017949451
ACH-000316,0.079036948075
ACH-000317,-0.0452780870738
ACH-000318,-0.054494347243499996
ACH-000319,0.272456196341
ACH-000320,0.37967499271399996
ACH-000322,-0.07954085755910001
ACH-000323,0.013800322498099999
ACH-000324,0.0551093430533
ACH-000329,-0.112637222809
ACH-000330,0.141545865004
ACH-000331,-0.0463917172064
ACH-000332,0.114729104888
ACH-000334,0.073382316207
ACH-000335,0.11933685311799999
ACH-000336,0.04828042951809999
ACH-000337,0.160380303857
ACH-000339,0.111750909104
ACH-000341,0.353074836257
ACH-000348,-0.0443796764932
ACH-000350,0.11171519135199999
ACH-000352,-0.07946554177510001
ACH-000356,-0.09072975058129999
ACH-000361,-0.11663159016100001
ACH-000362,0.206759999591
ACH-000363,-0.0790085678478
ACH-000364,-0.005125603675
ACH-000365,0.158747691277
ACH-000366,0.028777960838599997
ACH-000368,0.0239716787242
ACH-000374,0.12879990167199998
ACH-000375,-0.0653228444466
ACH-000376,-0.0268530827157
ACH-000381,0.24247172229299999
ACH-000383,0.0135302179711
ACH-000387,0.0887747021012
ACH-000389,-0.0760785330918
ACH-000390,-0.0396169361323
ACH-000393,0.0581132857263
ACH-000395,-0.0018491039186099999
ACH-000397,0.128598771543
ACH-000401,-0.257330553815
ACH-000402,0.300220141689
ACH-000403,0.123737611354
ACH-000404,-0.012784755032699999
ACH-000406,0.020977812093599998
ACH-000407,0.24078653186299998
ACH-000408,-0.0524654995629
ACH-000410,-0.08434620047139998
ACH-000411,-0.109834284613
ACH-000414,0.17999013800900002
ACH-000415,0.07281122556030001
ACH-000416,0.102249453551
ACH-000420,-0.0910370256489
ACH-000421,0.0981806770869
ACH-000424,0.15326107855499999
ACH-000425,0.205543301521
ACH-000426,0.09765656552439998
ACH-000427,-0.0511412297122
ACH-000433,-0.052686118768100004
ACH-000436,0.10010010907299999
ACH-000444,0.037337225843800004
ACH-000445,0.16367176866900002
ACH-000448,-0.0234541817796
ACH-000450,-0.24794001014400002
ACH-000452,0.047835967299800004
ACH-000454,-0.0431765934704
ACH-000458,-0.159945177149
ACH-000459,-0.0991032711777
ACH-000460,-0.0160161944425
ACH-000461,0.00699553068182
ACH-000463,-0.237803666105
ACH-000464,-0.111568775761
ACH-000466,0.165204722461
ACH-000467,0.209461738418
ACH-000468,0.0805631377625
ACH-000469,-0.014450103803299998
ACH-000470,0.147657104309
ACH-000471,0.20043086769299998
ACH-000472,0.009757659247809998
ACH-000473,-0.012140428787400001
ACH-000475,0.022879968212
ACH-000476,0.011368476206399998
