,KDELC1 (79070)
ACH-000004,-0.328470663911
ACH-000007,-0.0576711396017
ACH-000009,-0.14009004057
ACH-000011,-0.09231645514789999
ACH-000012,0.00885819154445
ACH-000013,-0.141178433538
ACH-000014,-0.0448019096939
ACH-000015,-0.13233282546800001
ACH-000017,-0.0354041414264
ACH-000018,-0.315258533865
ACH-000019,-0.0338036948059
ACH-000021,-0.116360569031
ACH-000022,0.065018889763
ACH-000025,0.011905072855
ACH-000028,-0.26005416436900003
ACH-000030,-0.157375384865
ACH-000035,-0.046700106359599994
ACH-000036,-0.189852162357
ACH-000037,0.0611860026853
ACH-000039,-0.0019883691406400003
ACH-000040,-0.289156894096
ACH-000041,-0.127418264257
ACH-000042,-0.252573308777
ACH-000045,-0.040151991068099996
ACH-000047,0.0464741582328
ACH-000052,0.200696739289
ACH-000053,-0.103608967139
ACH-000054,-0.160425894561
ACH-000055,-0.0035602269521199997
ACH-000060,-0.26646894475099997
ACH-000067,-0.113046431882
ACH-000070,-0.0362088666161
ACH-000075,-0.40394564292199997
ACH-000078,-0.204400354297
ACH-000082,0.0652052119611
ACH-000085,0.108592445708
ACH-000086,-0.177959821591
ACH-000087,-0.110509564315
ACH-000092,-0.11812858447899999
ACH-000095,-0.107634773512
ACH-000097,-0.246038805913
ACH-000098,-0.23260930254599999
ACH-000099,-0.256295990704
ACH-000108,-0.027082171056499998
ACH-000113,-0.09658042561010001
ACH-000115,-0.293721333638
ACH-000116,-0.11753202341399999
ACH-000118,-0.0957621583013
ACH-000120,-0.21759233789299998
ACH-000123,0.023465234405
ACH-000127,-0.08812477319769998
ACH-000128,0.20760237166499998
ACH-000132,-0.323786537246
ACH-000133,-0.282302594452
ACH-000137,-0.102089598416
ACH-000138,-0.0901865163416
ACH-000142,-0.0173232703758
ACH-000143,0.224853637383
ACH-000146,-0.17865865619399998
ACH-000148,-0.09392227308869999
ACH-000150,-0.0572931941065
ACH-000152,-0.236947814868
ACH-000153,-0.192383702535
ACH-000159,-0.175764070278
ACH-000160,-0.12066856137599999
ACH-000163,-0.0310807795358
ACH-000167,-0.33365235137
ACH-000168,0.143326059323
ACH-000169,-0.122965046403
ACH-000178,-0.0457756013764
ACH-000182,-0.142947658701
ACH-000183,-0.16400249194900002
ACH-000188,-0.191706504439
ACH-000189,0.0688838714663
ACH-000190,-0.127355645516
ACH-000198,-0.0318231736224
ACH-000204,-0.129095759121
ACH-000206,0.20718670693900001
ACH-000207,0.010768318499
ACH-000211,-0.186954293606
ACH-000215,0.09487397247580001
ACH-000221,0.036218457276599995
ACH-000222,-0.18889787419799997
ACH-000223,-0.184522555294
ACH-000226,-0.0382530385535
ACH-000227,0.0602327740558
ACH-000228,-0.273130785958
ACH-000231,0.0515471849229
ACH-000232,-0.0915218111808
ACH-000233,-0.333050667819
ACH-000234,0.0473016944359
ACH-000235,-0.0837663124572
ACH-000237,-0.0612886229355
ACH-000238,-0.012803962756700002
ACH-000243,-0.10080549466
ACH-000244,0.07157886907319999
ACH-000246,-0.27810815731
ACH-000248,0.11450654904000002
ACH-000250,-0.187045949795
ACH-000251,0.0439081884428
ACH-000253,-0.158854662235
ACH-000255,-0.146884730783
ACH-000256,0.193610856909
ACH-000257,-0.13527437633099998
ACH-000258,-0.19483540612199998
ACH-000259,-0.242693186477
ACH-000260,-0.08723359572310001
ACH-000261,0.0458012854601
ACH-000262,-0.0801514425926
ACH-000263,-0.012632386446400001
ACH-000264,-0.16093760679400002
ACH-000265,-0.00999287943797
ACH-000266,-0.22094246374499998
ACH-000272,-0.109159027227
ACH-000273,-0.0911467620272
ACH-000274,-0.127872056683
ACH-000277,-0.157828775946
ACH-000278,0.102003947314
ACH-000279,-0.0625355046628
ACH-000280,-0.0108205923682
ACH-000281,-0.0593993906289
ACH-000288,-0.12279128119100001
ACH-000291,0.0725776569413
ACH-000293,-0.039414977782900006
ACH-000294,-0.00685620214035
ACH-000295,0.039444075377300006
ACH-000296,0.0770314918684
ACH-000302,-0.00409054079652
ACH-000304,-0.261549768475
ACH-000307,-0.046386868724199996
ACH-000308,-0.164060016228
ACH-000310,-0.512521933614
ACH-000311,-0.166992706986
ACH-000312,-0.140859521786
ACH-000315,0.177510486239
ACH-000316,0.007533287507550001
ACH-000317,-0.0528468667032
ACH-000318,0.0676188443793
ACH-000319,-0.08990279049370001
ACH-000320,-0.0613979363138
ACH-000322,-0.000165612878012
ACH-000323,-0.026317518186099998
ACH-000324,0.022868119657000002
ACH-000329,-0.0177023744988
ACH-000330,0.0596421845301
ACH-000331,-0.0633008393864
ACH-000332,-0.160313144407
ACH-000334,-0.106516149157
ACH-000335,0.029538723843
ACH-000336,-0.334761575033
ACH-000337,-0.136769340612
ACH-000339,-0.0583264596115
ACH-000341,-0.19072146635
ACH-000348,-0.139500176022
ACH-000350,-0.228926895907
ACH-000352,0.00706213336964
ACH-000356,-0.0359531252347
ACH-000361,-0.27130238177
ACH-000362,-0.167657531864
ACH-000363,-0.0162051315071
ACH-000364,0.0659027945778
ACH-000365,-0.0905525481973
ACH-000366,-0.211742992399
ACH-000368,0.0877203921669
ACH-000374,-0.09949989731480001
ACH-000375,-0.210893514225
ACH-000376,-0.06360898978469999
ACH-000381,-0.0741343415236
ACH-000383,-0.0230536293353
ACH-000387,-0.145101477139
ACH-000389,-0.209250918816
ACH-000390,-0.122094363337
ACH-000393,-0.15973665194199999
ACH-000395,-0.280634757936
ACH-000397,-0.215298569507
ACH-000401,0.235594398252
ACH-000402,-0.280846789052
ACH-000403,-0.0837061176903
ACH-000404,-0.385412304105
ACH-000406,-0.15954081274700002
ACH-000407,0.097817564647
ACH-000408,0.11262835092800001
ACH-000410,-0.332593818816
ACH-000411,-0.30331908573000005
ACH-000414,-0.17785875014400002
ACH-000415,-0.0879752290496
ACH-000416,-0.0018243551288599999
ACH-000420,0.08999311099099999
ACH-000421,-0.105514402195
ACH-000424,0.405206604091
ACH-000425,-0.09657415800560001
ACH-000426,0.105283886831
ACH-000427,-0.108963153559
ACH-000433,-0.051004320176400005
ACH-000436,-0.00173903331928
ACH-000444,-0.0747745673167
ACH-000445,-0.5492246991040001
ACH-000448,-0.149119402068
ACH-000450,-0.171289411395
ACH-000452,-0.122144297536
ACH-000454,-0.20247598330299998
ACH-000458,-0.043195375440300006
ACH-000459,0.16147590787000002
ACH-000460,-0.276477836664
ACH-000461,0.0630181929095
ACH-000463,-0.18127570042
ACH-000464,0.3042492132
ACH-000466,0.044466639786999995
ACH-000467,-0.07889981713260001
ACH-000468,-0.130855084788
ACH-000469,-0.0139230770894
ACH-000470,0.0232156840418
ACH-000471,-0.0655710765053
ACH-000472,-0.100403293391
ACH-000473,0.194575831611
ACH-000475,0.0687405108007
ACH-000476,-0.223358901861
ACH-000477,-0.165046486273
ACH-000480,0.0382342005254
ACH-000481,-0.292004163652
ACH-000483,-0.137270742452
ACH-000484,-0.300595751262
ACH-000485,-0.0883621555979
ACH-000486,-0.00522077597854
ACH-000487,-0.141980623448
ACH-000488,-0.0038638924603600004
ACH-000490,-0.09701885697599999
