,SAMD4B (55095)
ACH-000334,-0.489653607971
ACH-000335,-0.18636526894400002
ACH-000336,-0.21686366860800002
ACH-000337,-0.25785286151299996
ACH-000339,-0.20864804863699998
ACH-000341,-0.0460966097183
ACH-000348,-0.23281646034200001
ACH-000350,-0.308977724824
ACH-000352,-0.25523830275
ACH-000356,-0.47016385350100004
ACH-000361,-0.086465097976
ACH-000362,-0.643194707748
ACH-000363,-0.488722222518
ACH-000364,-0.194346799388
ACH-000365,-0.362319730329
ACH-000366,-0.7755095395720001
ACH-000368,-0.34417760033100003
ACH-000374,-0.151344859814
ACH-000375,-0.7327170457500001
ACH-000376,-0.330469248274
ACH-000381,-0.663038506358
ACH-000383,-0.476010660965
ACH-000387,-0.519306127154
ACH-000389,-0.539294296633
ACH-000390,-0.720559669675
ACH-000393,-0.494151672873
ACH-000395,-0.984157008038
ACH-000397,-0.679364588044
ACH-000401,-0.381408353989
ACH-000402,-0.6889980543369999
ACH-000403,-0.39512257545699997
ACH-000404,-1.00638285512
ACH-000406,-0.23087887702399998
ACH-000407,-0.8309298547499999
ACH-000408,-0.225715469416
ACH-000410,-0.28652903597
ACH-000411,-0.18186185514199998
ACH-000414,-0.183824269364
ACH-000415,-0.158792247976
ACH-000416,-0.22138667811299997
ACH-000420,-0.485695343205
ACH-000421,-0.38207791002400004
ACH-000424,-0.259471926106
ACH-000425,-0.321056968512
ACH-000426,-0.31702882450500003
ACH-000427,-0.686448598235
ACH-000433,-0.179175801996
ACH-000436,-0.635004804583
ACH-000444,-0.20395719980500002
ACH-000445,-0.126578483774
ACH-000448,-0.399998185876
ACH-000450,-0.263626494435
ACH-000452,-0.604368221316
ACH-000454,-0.7161504449449999
ACH-000458,-0.287926509254
ACH-000459,-0.6156013191499999
ACH-000460,-0.5809188046670001
ACH-000461,-0.276983664656
ACH-000463,-0.0203896978697
ACH-000464,-0.520633563825
ACH-000466,-0.197861743224
ACH-000467,-0.917182549852
ACH-000468,-0.53324507822
ACH-000469,-0.510487690973
ACH-000470,-0.344542110043
ACH-000471,-0.817583906867
ACH-000472,-0.606691864348
ACH-000473,-0.385042166214
ACH-000475,-0.315362321606
ACH-000476,-0.646619737864
ACH-000477,-0.60676595416
ACH-000480,-0.261560937142
ACH-000481,-0.217628608635
ACH-000483,-0.36095781598000004
ACH-000484,-0.0488598205842
ACH-000485,-0.136921012285
ACH-000486,-0.600219352435
ACH-000487,-0.690795021542
ACH-000488,-0.533485891647
ACH-000490,-0.45455526816799996
ACH-000491,-0.15885903066999998
ACH-000495,-0.521070054351
ACH-000496,-0.792099619481
ACH-000499,-0.516629538983
ACH-000500,-0.506507582577
ACH-000502,-0.53417390577
ACH-000503,-0.592479678296
ACH-000505,-0.218910876231
ACH-000507,-0.420523785108
ACH-000510,-0.475789133972
ACH-000511,-0.33442418166
ACH-000512,-0.260701958271
ACH-000516,-0.841786100988
ACH-000517,-0.6898700482979999
ACH-000518,-0.468922927277
ACH-000520,-0.16301855358
ACH-000521,-0.124530693057
ACH-000522,-0.32690700016
ACH-000524,-0.531066913973
ACH-000527,-0.6459270206600001
ACH-000528,-0.14921455113
ACH-000537,-0.39256393726800004
ACH-000541,-0.14309720558
ACH-000542,-0.206051690639
ACH-000544,-0.653350861953
ACH-000545,-0.299773290776
ACH-000547,-0.507729373621
ACH-000548,-0.403263214648
ACH-000549,-0.407246185426
ACH-000550,-0.630303088381
ACH-000552,-0.5870671404760001
ACH-000556,-0.5970598033569999
ACH-000557,-0.14686156510099999
ACH-000570,-0.502729049147
ACH-000571,-0.17162327537500002
ACH-000573,-0.259986312865
ACH-000576,-0.301895559522
ACH-000580,-0.09598841013329999
ACH-000584,-0.21127290865200002
ACH-000585,-0.49339439611
ACH-000588,-0.161449245227
ACH-000589,-0.496724394161
ACH-000591,-0.346043057704
ACH-000593,-0.476556782436
ACH-000600,-0.457453867259
ACH-000601,-0.11764315507300001
ACH-000604,-0.310226954386
ACH-000605,-0.297379995274
ACH-000606,-0.304701940054
ACH-000608,-0.48380351747100003
ACH-000614,-0.334813770558
ACH-000616,-0.170431174799
ACH-000618,-0.0931475085344
ACH-000619,-0.27699648836699997
ACH-000620,-0.767361286481
ACH-000621,-0.448535197547
ACH-000622,-0.317111371522
ACH-000623,-0.148910267407
ACH-000624,-0.361799799031
ACH-000627,-0.29417783373000006
ACH-000630,-0.38722790959
ACH-000632,-0.44243356106700005
ACH-000633,-0.375883684924
ACH-000637,-0.125638861863
ACH-000638,-0.228743887956
ACH-000646,-0.49473849526999997
ACH-000647,-0.23985130541299998
ACH-000648,-0.457333588493
ACH-000649,-0.442984638323
ACH-000651,-0.38545092908699996
ACH-000652,-0.290047588959
ACH-000653,-0.316275140206
ACH-000657,-0.47880789273900004
ACH-000658,-0.21366989020500002
ACH-000661,-0.163039426613
ACH-000662,-0.278650425413
ACH-000663,-0.441651835127
ACH-000665,-0.12614004669099999
ACH-000671,-0.663040853339
ACH-000673,-0.275169730414
ACH-000676,-0.188991742542
ACH-000677,-0.0288910464176
ACH-000681,-0.5314010030640001
ACH-000682,-0.248959697042
ACH-000683,-0.984338137799
ACH-000684,-0.412950771829
ACH-000688,-0.229413116598
ACH-000693,-0.31133977142499997
ACH-000694,-0.49381111513000003
ACH-000695,-0.0296468171405
ACH-000696,-0.208367005724
ACH-000697,-0.689301699106
ACH-000699,-0.06154081960519999
ACH-000701,-0.691629976276
ACH-000706,-0.332367931364
ACH-000711,-0.42124162757399997
ACH-000713,-0.31912919352200003
ACH-000714,-0.028235757043
ACH-000718,-0.08383815483660001
ACH-000720,-0.48434835537500004
ACH-000721,-0.521597870778
ACH-000724,-0.975192447784
ACH-000725,-0.743246663105
ACH-000732,-0.405768268237
ACH-000734,-0.495362821408
ACH-000735,-0.617829129753
ACH-000736,-0.531128099072
ACH-000738,-0.415027476038
ACH-000746,-0.671900035536
ACH-000747,-0.274111920111
ACH-000748,-0.357518044899
ACH-000753,-0.0236723972342
ACH-000756,-0.733822023267
ACH-000757,-0.228381005685
ACH-000758,-0.17083528912300003
ACH-000760,-0.176957825598
ACH-000763,-0.131026841981
ACH-000764,-0.218388211994
ACH-000765,-0.27308849861900003
ACH-000766,-0.319422662017
ACH-000767,-0.7345364217460001
ACH-000768,-0.24036428835700002
ACH-000769,-0.5046643344889999
ACH-000770,-0.679270001213
ACH-000771,-0.757437733916
ACH-000773,-0.253229128757
ACH-000776,-0.703385426263
ACH-000777,-0.42115765934699995
ACH-000778,-0.256521091494
ACH-000781,-0.409260457971
ACH-000782,-0.17842747346299997
ACH-000783,-0.965702053796
ACH-000784,-0.256141740351
ACH-000785,-0.9040662815999999
ACH-000787,-0.31340673389
ACH-000788,-0.541861102729
ACH-000791,-0.345716294139
ACH-000792,-0.620080061524
ACH-000794,-0.450358426933
ACH-000796,-0.267093618282
ACH-000799,-0.247990884554
ACH-000800,-0.153835805624
ACH-000802,-0.607273709536
ACH-000804,-0.050214731908800006
ACH-000805,-0.211311246275
ACH-000809,-0.388127898136
ACH-000810,-0.0888226567801
ACH-000811,-0.283119776952
ACH-000817,-0.384433087193
ACH-000819,-0.620911983012
ACH-000820,-0.09882386906099999
ACH-000821,-0.276822624211
ACH-000822,-0.22672848261700002
ACH-000823,-0.281567540125
ACH-000824,-0.802030942941
ACH-000827,-0.18655570547699998
ACH-000829,-0.370547661194
ACH-000831,-0.225892129196
ACH-000832,-0.66639587814
ACH-000833,-0.222903102828
ACH-000834,-0.26303154752700003
ACH-000835,-0.336375241933
ACH-000836,-0.48630622478600005
ACH-000837,-0.24893646219700002
ACH-000838,-0.25215932224
ACH-000839,-0.294705939064
ACH-000840,-1.08800512015
ACH-000841,-0.21332907092999998
ACH-000843,-0.257487999241
ACH-000846,-0.582633520589
ACH-000847,-0.133974832655
ACH-000848,-0.214043850565
ACH-000849,-0.262488137891
ACH-000851,-0.304333887297
ACH-000855,-0.0048764302123
ACH-000856,-0.52862049893
ACH-000858,-0.404482682276
ACH-000859,-0.370315980202
ACH-000861,-0.521375932114
ACH-000862,-0.300562291869
ACH-000865,-0.191400161677
ACH-000866,-0.552609967442
ACH-000867,-0.45061603529399996
ACH-000869,-0.46313483787299997
ACH-000872,-0.39253768848000004
ACH-000873,-0.382283207756
ACH-000876,-1.25167168074
ACH-000878,0.04310172042759999
ACH-000880,-0.91914833169
ACH-000881,-0.5702485093249999
ACH-000882,-0.42521652059299997
ACH-000884,-0.25168298955699997
ACH-000885,-0.563169408678
ACH-000887,-0.235917938096
ACH-000888,-0.182154419015
ACH-000889,-0.171732180885
ACH-000890,-0.34719355345799996
ACH-000896,-0.511908675572
ACH-000898,-0.7501974972900001
ACH-000900,-0.17202227797699998
ACH-000901,-0.252481005561
ACH-000905,-0.816143082464
ACH-000906,-0.17677509576900002
ACH-000907,-0.5433549657710001
ACH-000910,-0.200978963271
ACH-000911,-0.262022308601
ACH-000912,-0.170747311445
ACH-000913,-0.8179107330609999
ACH-000915,-0.476607654895
ACH-000916,-0.32151749029300003
ACH-000917,-0.45338351201300003
ACH-000921,-0.26175890278499997
ACH-000924,-0.458599578549
ACH-000926,-0.8492481533130001
ACH-000928,-0.556214553545
ACH-000929,-0.36355027141199997
ACH-000932,-0.54736246097
ACH-000935,-0.578964484975
ACH-000936,-0.268783630279
ACH-000937,-0.151121854926
ACH-000938,-0.71504973363
ACH-000939,-0.483018248958
ACH-000941,-0.7899811957080001
ACH-000943,-0.270224265295
ACH-000946,-0.211917417254
ACH-000947,-0.259121864932
ACH-000948,-0.486657793245
ACH-000950,-0.404994013093
ACH-000953,-0.401774036542
ACH-000957,-0.176577263835
ACH-000958,-0.34547674381
ACH-000960,-0.2732151367
ACH-000963,-0.563990958976
ACH-000968,-0.36389314814
ACH-000969,-0.301644383434
ACH-000973,-0.295902950747
ACH-000974,-0.109643845189
ACH-000975,-0.0696111087203
ACH-000976,-0.281555594134
ACH-000978,-0.06840887212880001
ACH-000980,-0.183690895605
ACH-000984,-0.236568225243
ACH-000986,-0.729769149504
ACH-000988,-0.833846855486
ACH-000993,-0.10295973421299999
ACH-000994,-0.555380665964
ACH-000996,-0.331007614982
ACH-001001,-0.2457563797
ACH-001020,-0.456562021448
ACH-001028,-0.285610714104
ACH-001031,-0.369427071907
ACH-001038,-0.327924877133
ACH-001048,-0.441136297649
ACH-001050,-0.47595885476000005
ACH-001053,-0.5007357342140001
ACH-001054,-0.20347759770799997
ACH-001061,-0.43454947416699996
ACH-001067,-0.217521353802
ACH-001075,-0.654293831413
ACH-001096,-0.172929487096
ACH-001128,-1.0734480225
ACH-001134,-0.19665834195700002
ACH-001151,-0.297772920335
ACH-001163,-0.182543862639
ACH-001164,-0.576648014442
ACH-001173,-0.374926743212
ACH-001183,-0.604236362432
ACH-001184,-0.052525371018000006
ACH-001190,-0.31993020091999996
ACH-001192,-0.49087995809699997
ACH-001193,-0.50702970319
ACH-001196,-0.419708515069
ACH-001197,-0.114910298929
ACH-001205,-0.417529691342
ACH-001211,-0.264292267006
ACH-001212,-0.45725883133199996
ACH-001228,-0.5915246489029999
ACH-001232,-0.16083156814000002
ACH-001239,-0.213632979383
ACH-001274,-0.266388564848
ACH-001275,-0.475697802244
ACH-001277,-0.573270252825
ACH-001278,-0.34843287653099997
ACH-001280,-0.49941415425499996
ACH-001283,-0.795240763196
ACH-001289,-0.18646626285300003
ACH-001295,-0.326632717279
ACH-001300,-0.456561480653
ACH-001301,-0.0704711772886
ACH-001302,-0.5322738388270001
ACH-001303,-0.328698329645
ACH-001306,-0.0012356063542799999
ACH-001318,-0.197769741311
ACH-001322,-0.586419014284
ACH-001328,-0.7126278674690001
ACH-001332,-0.208309375017
ACH-001333,-0.18737559750799998
ACH-001336,-0.206996248293
ACH-001340,-0.34081387206
ACH-001346,-0.227365856811
ACH-001353,-0.269383972066
ACH-001354,-0.667794037756
ACH-001367,-0.41996189205300005
ACH-001368,-0.40739862716200004
ACH-001374,-0.601453255679
ACH-001375,-0.388394951902
ACH-001377,-0.358817138129
ACH-001380,-0.562917294635
ACH-001391,-0.10731905528899999
ACH-001407,-0.8706084790180001
ACH-001408,-0.484095112787
ACH-001413,-0.430497624495
ACH-001430,-0.19338910591400002
ACH-001431,-0.440787940426
ACH-001450,-0.598299328145
ACH-001496,-0.536117187357
ACH-001500,-0.811635164613
ACH-001521,-0.902178063194
ACH-001523,-0.5677027555049999
ACH-001532,-0.329158439326
ACH-001536,-0.8507059058930001
ACH-001550,-0.303954009226
ACH-001552,-0.46824840829400005
ACH-001554,-0.24043156509799998
ACH-001645,-0.515383838867
ACH-001654,-0.230333809899
ACH-001715,-0.1673225192
ACH-001735,-0.25382198522
ACH-001736,-0.381458974709
ACH-001737,0.373137191056
ACH-001740,-0.252324625423
ACH-001745,-0.105596471819
ACH-001750,-0.46641011604099997
ACH-001765,-0.302566936602
ACH-001956,-0.201007646688
ACH-001957,-0.223516500527
