,CTSO (1519)
ACH-000004,0.32935614209
ACH-000007,-0.23074026933699998
ACH-000009,-0.0702613927482
ACH-000011,-0.190925211902
ACH-000012,-0.0697748891669
ACH-000013,0.029333750562299997
ACH-000014,-0.0324105776517
ACH-000015,-0.135132924438
ACH-000017,-0.23949940104400003
ACH-000018,-0.09372960945639999
ACH-000019,0.272068204992
ACH-000021,0.0280724484197
ACH-000022,-0.15917553360099998
ACH-000025,-0.287860019049
ACH-000028,-0.129001331467
ACH-000030,-0.20331741898400002
ACH-000035,-0.0342084137662
ACH-000036,-0.44016933956
ACH-000037,-0.41315586258599996
ACH-000039,-0.0365415747921
ACH-000040,-0.36331296105099997
ACH-000041,-0.113024372907
ACH-000042,-0.167085184586
ACH-000045,-0.123637812203
ACH-000047,-0.19169535536899998
ACH-000052,0.00382636436553
ACH-000053,-0.13834018592
ACH-000054,-0.39702788397699995
ACH-000055,0.0985433994678
ACH-000060,-0.213422465341
ACH-000067,-0.246240604808
ACH-000070,-0.394275690975
ACH-000075,-0.43384546968500004
ACH-000078,-0.174383021197
ACH-000082,-0.336329556866
ACH-000085,-0.560936367214
ACH-000086,-0.036974193092
ACH-000087,0.163028838588
ACH-000092,-0.260088778777
ACH-000095,-0.050533650846499995
ACH-000097,-0.188187571447
ACH-000098,-0.290291322134
ACH-000099,-0.106990553368
ACH-000108,0.009696304269420001
ACH-000113,-0.11368581829600001
ACH-000115,-0.196092792918
ACH-000116,-0.292383037638
ACH-000118,-0.272815035991
ACH-000120,0.0443440991781
ACH-000123,0.0395784086632
ACH-000127,-0.118146435625
ACH-000128,-0.242596907443
ACH-000132,-0.22660057836
ACH-000133,-0.245397161674
ACH-000137,-0.228390902605
ACH-000138,0.0824233145687
ACH-000142,-0.077281699244
ACH-000143,-0.239810148851
ACH-000146,-0.24183058276099997
ACH-000148,-0.20542090828899998
ACH-000150,-0.271802647372
ACH-000152,-0.381185206741
ACH-000153,-0.309512224886
ACH-000159,-0.367925280044
ACH-000160,-0.029986016883
ACH-000163,-0.21757914869800002
ACH-000167,-0.5486663710899999
ACH-000168,-0.0908429925027
ACH-000169,-0.327092205333
ACH-000178,-0.24202911227200002
ACH-000182,0.030243213180200002
ACH-000183,-0.0447323489502
ACH-000188,-0.375839365795
ACH-000189,-0.5512268148349999
ACH-000190,-0.263679654326
ACH-000198,-0.169365025148
ACH-000204,0.032150119988
ACH-000206,-0.19900893576499998
ACH-000207,-0.0413711748765
ACH-000211,-0.251762501804
ACH-000215,-0.370223849477
ACH-000221,-0.0411292970004
ACH-000222,0.0249159806379
ACH-000223,-0.38453525322800003
ACH-000226,-0.296694601466
ACH-000227,-0.21091352706099997
ACH-000228,-0.126272018667
ACH-000231,-0.26715728371999997
ACH-000232,-0.361708911299
ACH-000233,-0.29137331922
ACH-000234,-0.205098383985
ACH-000235,-0.235299919192
ACH-000237,-0.146460035848
ACH-000238,-0.320375460315
ACH-000243,-0.26397071765999996
ACH-000244,-0.459605922046
ACH-000246,-0.239175464082
ACH-000248,-0.299263790153
ACH-000250,-0.285265239389
ACH-000251,-0.13177188918299998
ACH-000253,-0.261759146133
ACH-000255,-0.331405229758
ACH-000256,-0.313894959577
ACH-000257,-0.216917791303
ACH-000258,-0.322763909005
ACH-000259,-0.13820555180400002
ACH-000260,-0.13467829613399998
ACH-000261,-0.129823569914
ACH-000262,-0.120884747699
ACH-000263,0.0439420501249
ACH-000264,-0.0849082173718
ACH-000265,-0.0531793197365
ACH-000266,-0.107203968562
ACH-000272,-0.0629530977993
ACH-000273,-0.327897285995
ACH-000274,-0.24729141360100002
ACH-000277,-0.39483573544100004
ACH-000278,-0.162629890057
ACH-000279,-0.291554886483
ACH-000280,-0.174445747513
ACH-000281,0.166302555498
ACH-000288,-0.152504344504
ACH-000291,-0.19471004196
ACH-000293,-0.57660400146
ACH-000294,0.134504831638
ACH-000295,-0.18036668011100002
ACH-000296,-0.058485276413000005
ACH-000302,-0.08965813996369999
ACH-000304,-0.397864127056
ACH-000307,-0.276370419218
ACH-000308,-0.04187425677230001
ACH-000310,-0.126337963778
ACH-000311,-0.0959544976637
ACH-000312,-0.050836030173899996
ACH-000315,0.0796015886862
ACH-000316,-0.196095627766
ACH-000317,-0.16314183088
ACH-000318,-0.33622045856700006
ACH-000319,-0.0142378939616
ACH-000320,-0.130916303723
ACH-000322,-0.312711094938
ACH-000323,-0.29228917127799997
ACH-000324,-0.231748958772
ACH-000329,-0.324108987935
ACH-000330,-0.363963993645
ACH-000331,-0.219917912372
ACH-000332,-0.13524509927
ACH-000334,0.306317930882
ACH-000335,-0.302066501567
ACH-000336,-0.26894707892499997
ACH-000337,-0.0447694622102
ACH-000339,-0.14260804662
ACH-000341,-0.39567323763000006
ACH-000348,-0.266576359933
ACH-000350,-0.0127744419544
ACH-000352,-0.26060336713000004
ACH-000356,0.0353707731491
ACH-000361,-0.38989871529
ACH-000362,-0.048493417731800006
ACH-000363,-0.22426022538899998
ACH-000364,-0.453227165094
ACH-000365,-0.106083197564
ACH-000366,-0.11074135145500001
ACH-000368,-0.48265052660499996
ACH-000374,-0.272109085026
ACH-000375,-0.0817745240428
ACH-000376,-0.256444083282
ACH-000381,0.07833091789760001
ACH-000383,-0.138393989038
ACH-000387,-0.106368149089
ACH-000389,-0.416427158982
ACH-000390,-0.209343753365
ACH-000393,-0.0288636703498
ACH-000395,-0.162135881675
ACH-000397,-0.07914449717489999
ACH-000401,-0.09253787985789999
ACH-000402,0.103305354185
ACH-000403,-0.17430041165899998
ACH-000404,-0.060446600644300005
ACH-000406,0.0706667179006
ACH-000407,-0.176918956853
ACH-000408,-0.214680954652
ACH-000410,-0.19817749298
ACH-000411,-0.402786105418
ACH-000414,-0.19417593482999998
ACH-000415,-0.218971584978
ACH-000416,-0.253270432971
ACH-000420,-0.15702116202299998
ACH-000421,-0.19033813046
ACH-000424,-0.216402660943
ACH-000425,-0.42786948045699996
ACH-000426,-0.023726273390599996
ACH-000427,-0.31877901590700003
ACH-000433,-0.0914701802702
ACH-000436,0.0575029429715
ACH-000444,-0.10205794238299999
ACH-000445,-0.12376053820499999
ACH-000448,-0.289070181329
ACH-000450,-0.0775111654533
ACH-000452,-0.29035693132199997
ACH-000454,-0.304194304272
ACH-000458,-0.0277739225113
ACH-000459,-0.166476096308
ACH-000460,-0.0755521128965
ACH-000461,0.116066681401
ACH-000463,-0.348544208856
ACH-000464,-0.09018710578410001
ACH-000466,-0.0474136052244
ACH-000467,-0.131574493017
ACH-000468,0.029986789643099997
ACH-000469,-0.34801377843500003
ACH-000470,-0.0716478777944
ACH-000471,-0.00231042280136
ACH-000472,-0.177881321778
ACH-000473,-0.0308960153408
ACH-000475,-0.161091386511
ACH-000476,-0.228430885732
ACH-000477,-0.166066599161
ACH-000480,0.04262137821269999
ACH-000481,-0.21045193839200002
ACH-000483,-0.34423031017800004
ACH-000484,-0.130600273315
ACH-000485,-0.336941905484
ACH-000486,-0.101668817998
ACH-000487,-0.09102872216970001
ACH-000488,-0.11040719551400001
ACH-000490,-0.291287966312
ACH-000491,-0.142296376745
ACH-000495,-0.205531347753
ACH-000496,-0.0849607567279
ACH-000499,-0.16210147798900001
ACH-000500,-0.110452068718
ACH-000502,-0.10403974751900001
ACH-000503,0.10186160708599999
ACH-000505,-0.16870864531500002
ACH-000507,-0.146771471524
ACH-000510,-0.0656050602882
ACH-000511,-0.144454631154
ACH-000512,0.15420891119400001
ACH-000516,-0.251539563974
ACH-000517,-0.125197772743
ACH-000518,-0.19175902056
ACH-000520,-0.37593190047499997
ACH-000521,0.024689880926200003
ACH-000522,-0.23493395140599999
ACH-000524,-0.196886047995
ACH-000527,-0.148018339694
ACH-000528,-0.0185364618648
ACH-000537,-0.180202382179
ACH-000541,-0.0731229111417
ACH-000542,-0.404795359484
ACH-000544,-0.290006646157
ACH-000545,-0.286319403642
ACH-000547,-0.0491978845154
ACH-000548,-0.216748977146
ACH-000549,-0.0579379099249
ACH-000550,0.0012949834801900002
ACH-000552,-0.410849424557
ACH-000556,-0.141475697825
ACH-000557,0.00956722058068
ACH-000570,-0.0202558760732
ACH-000571,-0.20837067938700002
ACH-000573,-0.254011374041
ACH-000576,-0.022932668752599996
ACH-000580,-0.175214388578
ACH-000584,-0.209346965581
ACH-000585,-0.186121399681
ACH-000588,-0.25545307366799996
ACH-000589,-0.160318213687
ACH-000591,-0.405715111574
ACH-000593,-0.153333361925
ACH-000600,-0.171912390477
ACH-000601,-0.21213168834399998
ACH-000604,0.10281648183499999
ACH-000605,-0.13982963785299998
ACH-000606,-0.341234115683
ACH-000608,-0.211093477677
ACH-000614,0.0831018938115
ACH-000616,-0.478874647064
ACH-000618,-0.299316129335
ACH-000619,-0.167908679502
ACH-000620,-0.150515705778
ACH-000621,-0.201092317637
ACH-000622,-0.38639112597400005
ACH-000623,-0.17335903696
ACH-000624,-0.156147824834
ACH-000627,-0.08967097216299999
ACH-000630,-0.250575215522
ACH-000632,-0.21642993011
ACH-000633,-0.13032099115999998
ACH-000637,-0.204805921048
ACH-000638,-0.261365502438
ACH-000646,-0.0242912093591
ACH-000647,-0.165321070068
ACH-000648,-0.26108732625799996
ACH-000649,-0.166110782323
ACH-000651,-0.021204526319499997
ACH-000652,-0.14831532117000001
ACH-000653,-0.0850031925706
ACH-000657,-0.13771403479699998
ACH-000658,-0.033356329346599996
ACH-000661,-0.272060217924
ACH-000662,-0.00212272596466
ACH-000663,-0.31594461675999996
ACH-000665,-0.165816370749
ACH-000671,0.0582657861901
ACH-000673,-0.307131610401
ACH-000676,-0.0814626782992
ACH-000677,-0.141912419428
ACH-000681,-0.111691464243
ACH-000682,0.0046446018327299995
ACH-000683,-0.126519041252
ACH-000684,-0.168532245379
ACH-000688,-0.177617100923
ACH-000693,-0.187755035715
ACH-000694,-0.173207711316
ACH-000695,-0.254374357434
ACH-000696,-0.278524509631
ACH-000697,-0.117024289706
ACH-000699,-0.27521515419500003
ACH-000701,0.000485761144834
ACH-000706,-0.157572836829
ACH-000711,-0.0795622120719
ACH-000713,-0.28104717863699996
ACH-000714,0.0158131409128
ACH-000718,-0.206378741855
ACH-000720,0.0482899501193
ACH-000721,-0.187738608138
ACH-000724,0.18211929067699997
ACH-000725,-0.199549281921
ACH-000732,-0.207064723122
ACH-000734,-0.015170288751900001
ACH-000735,-0.243511340199
ACH-000736,-0.43258364844999997
ACH-000738,-0.157627339449
ACH-000746,-0.0483233971945
ACH-000747,-0.123455515076
ACH-000748,-0.07765135561410001
ACH-000753,-0.167336297096
ACH-000756,-0.216375576757
ACH-000757,0.118376123648
ACH-000758,-0.15955631003100001
ACH-000760,-0.22622468647900001
ACH-000763,-0.10598178146199999
ACH-000764,-0.304459812348
ACH-000765,-0.20457556900199997
ACH-000766,-0.276291033611
ACH-000767,0.028601670241900003
ACH-000768,-0.311577855792
ACH-000769,0.000556175828612
ACH-000770,-0.16936455998599997
ACH-000771,-0.43740736877499997
ACH-000773,0.03454231056630001
ACH-000776,-0.19972036240600002
ACH-000777,-0.20968444222
ACH-000778,0.18655138108
ACH-000781,-0.07041088794480001
ACH-000782,-0.128502963838
ACH-000783,-0.256719936083
ACH-000784,0.024177516388
ACH-000785,-0.0761297079207
ACH-000787,-0.0464216540291
ACH-000788,-0.0878280525184
ACH-000791,-0.019240862170400004
ACH-000792,-0.112526564015
ACH-000794,-0.33743428916699997
ACH-000796,-0.30744813546599997
ACH-000799,-0.40104756431999994
