,MPHOSPH10 (10199)
ACH-000004,-0.845408788089
ACH-000007,-0.71854305587
ACH-000009,-0.786907481711
ACH-000011,-0.9448825870909999
ACH-000012,-0.8902992332430001
ACH-000013,-0.838816660069
ACH-000014,-0.9026354286380001
ACH-000015,-0.948099750905
ACH-000017,-0.9181107248029999
ACH-000018,-1.0631434872299999
ACH-000019,-0.993691392115
ACH-000021,-1.00076487734
ACH-000022,-0.9266980540950001
ACH-000025,-1.16879539242
ACH-000028,-0.8715388017219999
ACH-000030,-0.887227218191
ACH-000035,-0.823422691263
ACH-000036,-1.03155498048
ACH-000037,-1.4698588156099999
ACH-000039,-0.9417114280490001
ACH-000040,-0.866205922552
ACH-000041,-0.885845191574
ACH-000042,-0.8266114437729999
ACH-000045,-0.8192627039929999
ACH-000047,-0.935426059306
ACH-000052,-0.9841296112479999
ACH-000053,-0.985740574805
ACH-000054,-0.970194076419
ACH-000055,-1.02682275125
ACH-000060,-0.976788923503
ACH-000067,-1.13055736769
ACH-000070,-0.983419153798
ACH-000075,-1.1322900166299998
ACH-000078,-0.723900805057
ACH-000082,-0.95422879082
ACH-000085,-0.938335966983
ACH-000086,-1.00850690905
ACH-000087,-0.9767718041619999
ACH-000092,-0.999122456802
ACH-000095,-0.973420761244
ACH-000097,-1.04487166445
ACH-000098,-0.949981389444
ACH-000099,-0.783422842137
ACH-000108,-1.04696127312
ACH-000113,-0.7954226248459999
ACH-000115,-0.655936030365
ACH-000116,-0.909567268843
ACH-000118,-0.982614620531
ACH-000120,-0.983591636599
ACH-000123,-0.9067239960019999
ACH-000127,-0.9648786292039999
ACH-000128,-0.6851761649320001
ACH-000132,-1.00828632525
ACH-000133,-0.7971146523229999
ACH-000137,-1.24634900308
ACH-000138,-0.978475905135
ACH-000142,-1.0468955955500001
ACH-000143,-0.970915827987
ACH-000146,-1.08192134406
ACH-000148,-1.02652445325
ACH-000150,-0.979246426496
ACH-000152,-0.959778863446
ACH-000153,-1.25112506256
ACH-000159,-1.02940112716
ACH-000160,-1.14712604644
ACH-000163,-0.735904646541
ACH-000167,-1.1790780620499999
ACH-000168,-0.7191965764730001
ACH-000169,-0.9827316575749999
ACH-000178,-0.941826576305
ACH-000182,-0.743652925425
ACH-000183,-0.9028356094600001
ACH-000188,-0.9935957144230001
ACH-000189,-1.03383208405
ACH-000190,-1.3256440425700002
ACH-000198,-0.912243350017
ACH-000204,-1.12740938822
ACH-000206,-0.862264796895
ACH-000207,-0.9464898071
ACH-000211,-1.00165507352
ACH-000215,-0.838733997155
ACH-000221,-0.9939497363249999
ACH-000222,-1.1661626112
ACH-000223,-1.1593729893200002
ACH-000226,-1.0422369210200002
ACH-000227,-1.01429265102
ACH-000228,-0.986423779525
ACH-000231,-0.926276993548
ACH-000232,-1.0255861862
ACH-000233,-1.01975156143
ACH-000234,-0.943087095003
ACH-000235,-0.812912437137
ACH-000237,-1.26281079699
ACH-000238,-1.38722312752
ACH-000243,-0.975472038171
ACH-000244,-0.9832531149779999
ACH-000246,-0.9681634542799998
ACH-000248,-0.7885334511740001
ACH-000250,-0.894529875895
ACH-000251,-0.978129818915
ACH-000253,-0.989707340325
ACH-000255,-1.0828740013200002
ACH-000256,-1.0592968335600002
ACH-000257,-1.19181515809
ACH-000258,-0.762634688642
ACH-000259,-1.00130141224
ACH-000260,-0.954247572836
ACH-000261,-0.966836849849
ACH-000262,-0.915490962568
ACH-000263,-1.2240212266600001
ACH-000264,-0.696027966195
ACH-000265,-1.0135390528200001
ACH-000266,-1.10937226796
ACH-000272,-1.00200343073
ACH-000273,-1.0110592161799998
ACH-000274,-1.1152681902
ACH-000277,-0.692245634285
ACH-000278,-1.07744890541
ACH-000279,-1.00717525963
ACH-000280,-0.9785195686750001
ACH-000281,-1.06747869442
ACH-000288,-1.0044408665200002
ACH-000291,-1.01380204343
ACH-000293,-0.765379127635
ACH-000294,-1.08286052642
ACH-000295,-1.3062610698200001
ACH-000296,-1.0839971256999998
ACH-000302,-0.862182235435
ACH-000304,-1.0984392630500002
ACH-000307,-0.9831681219689999
ACH-000308,-0.993977748098
ACH-000310,-0.9287628740639999
ACH-000311,-1.20155741643
ACH-000312,-0.96277374234
ACH-000315,-0.796724142576
ACH-000316,-1.1205595150299998
ACH-000317,-0.923127999746
ACH-000318,-0.891302532526
ACH-000319,-1.15721100999
ACH-000320,-1.4314199425299998
ACH-000322,-1.0705111385500001
ACH-000323,-1.2684031547499999
ACH-000324,-0.923572199337
ACH-000329,-0.625796323068
ACH-000330,-0.9238935186310001
ACH-000331,-0.943274917181
ACH-000332,-1.0519809375700002
ACH-000334,-0.789606522071
ACH-000335,-1.22317081213
ACH-000336,-1.0706862475299999
ACH-000337,-0.907912753996
ACH-000339,-0.924539059049
ACH-000341,-0.982097554974
ACH-000348,-0.786087984654
ACH-000350,-1.07124403079
ACH-000352,-0.7246201856710001
ACH-000356,-0.942445916192
ACH-000361,-0.657550982729
ACH-000362,-0.850221894445
ACH-000363,-1.1563111732
ACH-000364,-1.1056068181799998
ACH-000365,-0.896384092156
ACH-000366,-0.867127431947
ACH-000368,-0.896993567281
ACH-000374,-1.10594734137
ACH-000375,-1.20506339281
ACH-000376,-1.15183728059
ACH-000381,-0.767495145058
ACH-000383,-0.8731161720080001
ACH-000387,-1.13194588706
ACH-000389,-1.1014884833
ACH-000390,-1.1037828999600001
ACH-000393,-1.0595556190200002
ACH-000395,-0.969174397379
ACH-000397,-0.779255330423
ACH-000401,-0.793013375286
ACH-000402,-1.40431033689
ACH-000403,-1.1141700044
ACH-000404,-1.61267574114
ACH-000406,-0.795063943978
ACH-000407,-0.95469980528
ACH-000408,-0.88828331329
ACH-000410,-0.9577694225650001
ACH-000411,-1.0738858489299998
ACH-000414,-1.03266122555
ACH-000415,-0.867812000347
ACH-000416,-0.951577736579
ACH-000420,-1.1779364288
ACH-000421,-1.03731202285
ACH-000424,-0.961986051586
ACH-000425,-1.1797908828
ACH-000426,-1.63606528367
ACH-000427,-0.909348058789
ACH-000433,-1.10278034494
ACH-000436,-0.959374303381
ACH-000444,-1.14363179544
ACH-000445,-0.763913647535
ACH-000448,-1.05899494709
ACH-000450,-1.29754028942
ACH-000452,-0.891891538512
ACH-000454,-1.1470921149
ACH-000458,-1.18190046955
ACH-000459,-1.0700703409
ACH-000460,-1.02394805402
ACH-000461,-1.04936013369
ACH-000463,-1.01264758085
ACH-000464,-1.1243499761700002
ACH-000466,-0.7992752457439999
ACH-000467,-0.756599043891
ACH-000468,-1.01591880877
ACH-000469,-0.9256707441230001
ACH-000470,-1.04860164174
ACH-000471,-0.9140788067360001
ACH-000472,-1.06557411061
ACH-000473,-1.20897533136
ACH-000475,-0.826293772156
ACH-000476,-1.02804172748
ACH-000477,-1.1439813230299998
ACH-000480,-0.8726692116
ACH-000481,-1.17296061708
ACH-000483,-1.17067083097
ACH-000484,-0.796979884393
