,NKAPL (222698)
ACH-000004,-0.06549806583840001
ACH-000007,-0.144106236677
ACH-000009,-0.132310335694
ACH-000011,-0.0134863330476
ACH-000012,-0.138770802602
ACH-000013,-0.230280701983
ACH-000014,-0.0637503190715
ACH-000015,-0.0652561204797
ACH-000017,-0.41889965558700004
ACH-000018,-0.0708184841053
ACH-000019,0.0847745223054
ACH-000021,-0.119746147452
ACH-000022,-0.09815914490660001
ACH-000025,-0.13750550728299998
ACH-000028,-0.217031080444
ACH-000030,-0.127108608532
ACH-000035,-0.235292117371
ACH-000036,0.0746817640737
ACH-000037,-0.148639601501
ACH-000039,-0.268932840578
ACH-000040,-0.135625064737
ACH-000041,-0.22765573409899997
ACH-000042,0.05931245968669999
ACH-000045,-0.0192208456895
ACH-000047,-0.08323380670410001
ACH-000052,-0.05113843267519999
ACH-000053,-0.11390223955800001
ACH-000054,-0.11420938667099999
ACH-000055,-0.110204922645
ACH-000060,-0.243293375717
ACH-000067,-0.137872598519
ACH-000070,-0.345294142576
ACH-000075,-0.082962772315
ACH-000078,-0.0765535841887
ACH-000082,-0.126193900869
ACH-000085,-0.28353979131499996
ACH-000086,-0.148535528927
ACH-000087,-0.320105266481
ACH-000092,-0.0937355607377
ACH-000095,-0.150363015253
ACH-000097,-0.10866075359300001
ACH-000098,-0.118036563134
ACH-000099,-0.167144038715
ACH-000108,-0.118281060821
ACH-000113,-0.233389196279
ACH-000115,-0.299410212278
ACH-000116,-0.043279880587599996
ACH-000118,-0.125844050816
ACH-000120,-0.0793039783328
ACH-000123,-0.129352871448
ACH-000127,-0.14284826465199998
ACH-000128,0.052795199640800004
ACH-000132,-0.0543822438292
ACH-000133,-0.244181636895
ACH-000137,-0.44324477619900005
ACH-000138,-0.0600713473097
ACH-000142,-0.08634909929310002
ACH-000143,-0.419339112642
ACH-000146,-0.0407898749264
ACH-000148,-0.200462537843
ACH-000150,-0.213230870693
ACH-000152,-0.158661174406
ACH-000153,-0.321442224454
ACH-000159,-0.159062834525
ACH-000160,-0.24225742871300002
ACH-000163,0.08392666363880001
ACH-000167,-0.244583864317
ACH-000168,-0.18199657070099998
ACH-000169,-0.101416426243
ACH-000178,-0.08949736687149999
ACH-000182,-0.137777770174
ACH-000183,-0.195403603397
ACH-000188,-0.102298431956
ACH-000189,-0.185534971219
ACH-000190,-0.005816333092960001
ACH-000198,-0.0840712514942
ACH-000204,0.0647789438054
ACH-000206,-0.0556285955495
ACH-000207,-0.0796058083143
ACH-000211,-0.0469508363729
ACH-000215,-0.211426861287
ACH-000221,-0.037032562909800004
ACH-000222,-0.106687987689
ACH-000223,-0.154484407122
ACH-000226,-0.031183248212900003
ACH-000227,-0.20228407359900002
ACH-000228,-0.0991700865874
ACH-000231,-0.142142948128
ACH-000232,-0.011817156012799998
ACH-000233,-0.128084960666
ACH-000234,-0.266411621783
ACH-000235,0.00280329973009
ACH-000237,-0.146631285542
ACH-000238,-0.101050097335
ACH-000243,-0.143652654649
ACH-000244,-0.0180276034917
ACH-000246,-0.158173337715
ACH-000248,-0.0022641234098200002
ACH-000250,-0.143923312281
ACH-000251,-0.0729222468725
ACH-000253,-0.0354733978492
ACH-000255,-0.0548576273714
ACH-000256,0.11634793496899999
ACH-000257,-0.12867789861
ACH-000258,0.0697581124631
ACH-000259,-0.20506174514699999
ACH-000260,-0.0535837334385
ACH-000261,-0.127642879895
ACH-000262,-0.10054588450799999
ACH-000263,-0.179729648806
ACH-000264,0.0378834821242
ACH-000265,-0.0448680214194
ACH-000266,-0.0929473299574
ACH-000272,-0.22402449669100002
ACH-000273,-0.1620422292
ACH-000274,-0.0747087768686
ACH-000277,0.040594837322
ACH-000278,-0.135038361492
ACH-000279,-0.296174477775
ACH-000280,-0.126968380895
ACH-000281,-0.266272501462
ACH-000288,-0.253729999846
ACH-000291,-0.038087367253099996
ACH-000293,0.0268211618566
ACH-000294,0.007452888516180001
ACH-000295,-0.446654432087
ACH-000296,-0.0565169458353
ACH-000302,-0.183747683281
ACH-000304,0.129996448137
ACH-000307,-0.173716720611
ACH-000308,-0.286855794817
ACH-000310,-0.00741659361025
ACH-000311,-0.0229115659127
ACH-000312,-0.195772417483
ACH-000315,0.0404173726086
ACH-000316,-0.0510585013563
ACH-000317,-0.216684776316
ACH-000318,-0.0605390797111
ACH-000319,-0.120630591984
ACH-000320,-0.168637028676
ACH-000322,0.15426083374000002
ACH-000323,-0.08545374049339999
ACH-000324,-0.20488818458500002
ACH-000329,-0.108099319113
ACH-000330,-0.190889424368
ACH-000331,-0.139312031982
ACH-000332,-0.05625804837309999
ACH-000334,0.016224464815200002
ACH-000335,0.0985723030545
ACH-000336,-0.0118851602431
ACH-000337,-0.181750352786
ACH-000339,-0.142488491517
ACH-000341,0.0186126147795
ACH-000348,0.07364015660710001
ACH-000350,0.0030413045560599996
ACH-000352,-0.114009142765
ACH-000356,-0.05285056481269999
ACH-000361,0.024913125386799996
ACH-000362,-0.07948107501660001
ACH-000363,-0.0706681750665
ACH-000364,-0.049599178168900006
ACH-000365,-0.21407289202799998
ACH-000366,-0.15089103947899998
ACH-000368,0.0399011676691
ACH-000374,-0.373719260848
ACH-000375,-0.144409770186
ACH-000376,-0.148519200666
ACH-000381,0.0235594329513
ACH-000383,-0.142618212083
ACH-000387,-0.257883634966
ACH-000389,-0.210333412738
ACH-000390,-0.21171041301899998
ACH-000393,-0.167952449668
ACH-000395,0.022707940415500002
ACH-000397,-0.0727416945718
ACH-000401,-0.026208482571400002
ACH-000402,0.026231148111
ACH-000403,-0.07549241639280001
ACH-000404,0.192320131384
ACH-000406,-0.133507250337
ACH-000407,0.0560789888519
ACH-000408,-0.029159283092
ACH-000410,-0.025717926932200003
ACH-000411,-0.0261506156357
ACH-000414,-0.164866784022
ACH-000415,-0.033829869211300004
ACH-000416,-0.0868638648799
ACH-000420,0.029518867713700003
ACH-000421,-0.112345554766
ACH-000424,-0.08768962490530001
ACH-000425,-0.19315464355099998
ACH-000426,-0.0671626551163
ACH-000427,-0.014231847819700001
ACH-000433,-0.245660765036
ACH-000436,-0.20135591759399998
ACH-000444,-0.0552831801295
ACH-000445,-0.0914206781198
ACH-000448,-0.0817082474021
ACH-000450,-0.279076307056
ACH-000452,-0.106965715493
ACH-000454,-0.189130777923
ACH-000458,-0.197416118998
ACH-000459,-0.025190061348099996
ACH-000460,-0.073338489649
ACH-000461,-0.210675208791
ACH-000463,-0.0920288695308
ACH-000464,-0.300793546377
ACH-000466,-0.191926587423
ACH-000467,-0.0942703430915
ACH-000468,-0.09236628750749999
ACH-000469,-0.13280854307700002
ACH-000470,-0.0929568340869
ACH-000471,-0.132034286398
ACH-000472,-0.204388095807
ACH-000473,-0.0636258486551
ACH-000475,-0.0354035071901
ACH-000476,-0.162031447751
ACH-000477,-0.0703762536757
ACH-000480,-0.16309804142200002
ACH-000481,-0.11741415823
ACH-000483,-0.0931629671654
ACH-000484,0.174545434073
ACH-000485,-0.209331346061
ACH-000486,-0.123252511614
ACH-000487,-0.166043000307
ACH-000488,0.011143018463299998
ACH-000490,-0.19523799669199998
ACH-000491,-0.446817522276
ACH-000495,-0.00141059463391
ACH-000496,-0.06629413946030001
ACH-000499,-0.10744982973200001
ACH-000500,-0.602971534242
ACH-000502,-0.12366053732599999
ACH-000503,0.00802609966653
ACH-000505,-0.022845630715900005
ACH-000507,-0.208051232248
ACH-000510,-0.05598316396369999
ACH-000511,-0.091151196361
