,ERVV-2 (100271846)
ACH-000004,0.0304954420384
ACH-000007,0.0482296156715
ACH-000009,0.0095484383965
ACH-000011,-0.297107858398
ACH-000012,-0.116844539383
ACH-000013,-0.139924420796
ACH-000014,-0.024031210829099998
ACH-000015,-0.03819098108980001
ACH-000017,0.0876026991352
ACH-000018,-0.191592941305
ACH-000019,-0.103290248512
ACH-000021,-0.149525361914
ACH-000022,-0.09983621576929999
ACH-000025,0.00542995358882
ACH-000028,0.00035000661497500005
ACH-000030,-0.20879347500300002
ACH-000035,0.0486114096092
ACH-000036,0.0050036321821
ACH-000037,-0.23476034536999996
ACH-000039,0.148843815643
ACH-000040,0.007933022285399998
ACH-000041,-0.04729099341680001
ACH-000042,0.0451961755461
ACH-000045,-0.0874266649184
ACH-000047,-0.106789543179
ACH-000052,-0.132036514064
ACH-000053,-0.041433644989699994
ACH-000054,-0.0693447698773
ACH-000055,-0.20233957432900002
ACH-000060,-0.09055349199689999
ACH-000067,-0.07196126123800001
ACH-000070,-0.117716446197
ACH-000075,-0.0878398813941
ACH-000078,0.0987295626741
ACH-000082,-0.0244085540963
ACH-000085,-0.0190753788312
ACH-000086,-0.18424663595899998
ACH-000087,-0.0532743807352
ACH-000092,0.0205441586892
ACH-000095,-0.0544436147693
ACH-000097,-0.0571883372201
ACH-000098,-0.0612585636917
ACH-000099,-0.159344331398
ACH-000108,-0.204412028141
ACH-000113,-0.0254847240277
ACH-000115,-0.214659219392
ACH-000116,-0.11228558827099999
ACH-000118,-0.039025872985
ACH-000120,-0.0478452729165
ACH-000123,-0.072122868229
ACH-000127,-0.132902166321
ACH-000128,-0.039279859059
ACH-000132,-0.0533990827001
ACH-000133,-0.14331033308
ACH-000137,-0.109375208421
ACH-000138,-0.097223987362
ACH-000142,-0.280852320404
ACH-000143,-0.103891048677
ACH-000146,-0.0757358583858
ACH-000148,-0.131876484915
ACH-000150,-0.10157398858
ACH-000152,-0.07950933437810001
ACH-000153,-0.198558043939
ACH-000159,-0.09207986035679999
ACH-000160,-0.10719558279
ACH-000163,0.09447927174489999
ACH-000167,-0.16026336159000001
ACH-000168,0.159030727872
ACH-000169,-0.0993684719629
ACH-000178,-0.127047938419
ACH-000182,-0.11269754739900001
ACH-000183,0.0915739784175
ACH-000188,-0.0584295926635
ACH-000189,-0.104569755971
ACH-000190,-0.0784222593095
ACH-000198,-0.00501092835529
ACH-000204,-0.0922727547002
ACH-000206,-0.12994776877699998
ACH-000207,-0.00823097934578
ACH-000211,-0.0894345244476
ACH-000215,-0.131310628056
ACH-000221,-0.153420167421
ACH-000222,-0.060965267477699994
ACH-000223,0.0499306652773
ACH-000226,-0.0633106258485
ACH-000227,-0.113855090512
ACH-000228,0.17324278803399998
ACH-000231,-0.061240220256000004
ACH-000232,-0.043855952437
ACH-000233,0.022458312560799998
ACH-000234,-0.0714153640855
ACH-000235,-0.047203697258099996
ACH-000237,-0.168845196055
ACH-000238,-0.056538631332599995
ACH-000243,-0.09222853904819998
ACH-000244,-0.363701333662
ACH-000246,-0.164628853439
ACH-000248,-0.022742937464999998
ACH-000250,-0.0630735114289
ACH-000251,-0.24408338970600002
ACH-000253,-0.18694642930799998
ACH-000255,-0.082534786737
ACH-000256,-0.220343690944
ACH-000257,-0.111648479923
ACH-000258,-0.0228975904285
ACH-000259,-0.110466735308
ACH-000260,-0.026724285230299998
ACH-000261,-0.0423530899414
ACH-000262,-0.22568225548
ACH-000263,-0.110030598291
ACH-000264,-0.118913542984
ACH-000265,-0.143113403933
ACH-000266,-0.0125347495615
ACH-000272,0.0065246701249600005
ACH-000273,-0.11159999815999999
ACH-000274,-0.127665855
ACH-000277,-0.09734791674969999
ACH-000278,-0.0482892887975
ACH-000279,-0.136989644379
ACH-000280,-0.0915321157616
ACH-000281,0.17047781532
ACH-000288,0.0266710228216
ACH-000291,-0.13626748925899998
ACH-000293,-0.0761498271737
ACH-000294,0.004142172780119999
ACH-000295,-0.134720429316
ACH-000296,0.08211683448979999
ACH-000302,-0.185002895737
ACH-000304,0.0363439746974
ACH-000307,0.0555946919878
ACH-000308,-0.15742774295499998
ACH-000310,0.115521617366
ACH-000311,-0.160852107382
ACH-000312,-0.09396981088989999
ACH-000315,-0.059820542522300006
ACH-000316,-0.00813874478669
ACH-000317,-0.124676715862
ACH-000318,-0.13571391229000002
ACH-000319,0.0218704913726
ACH-000320,0.083118737454
