,GGTLC1 (92086)
ACH-000004,-0.324382110683
ACH-000007,-0.06722690570749999
ACH-000009,0.0107607437939
ACH-000011,-0.180349488913
ACH-000012,-0.324601582607
ACH-000013,-0.305599552856
ACH-000014,-0.29994069833000003
ACH-000015,-0.09008859405580001
ACH-000017,-0.185573744067
ACH-000018,-0.258446692311
ACH-000019,-0.27957709110199996
ACH-000021,0.030206989076900004
ACH-000022,-0.22697526723
ACH-000025,0.0025683418043099997
ACH-000028,-0.292168057285
ACH-000030,-0.263491582943
ACH-000035,-0.466390290359
ACH-000036,-0.168745182203
ACH-000037,-0.350949455274
ACH-000039,-0.110850378526
ACH-000040,-0.306517376005
ACH-000041,-0.20231123553
ACH-000042,-0.405140284924
ACH-000045,-0.0658785138509
ACH-000047,-0.330066991191
ACH-000052,-0.316116916506
ACH-000053,-0.14840538595
ACH-000054,-0.209652304239
ACH-000055,-0.0201433283069
ACH-000060,-0.602382800024
ACH-000067,-0.31996065846
ACH-000070,-0.194400554631
ACH-000075,-0.541151463144
ACH-000078,0.10760652910700001
ACH-000082,-0.304477099581
ACH-000085,-0.20076979825199998
ACH-000086,-0.0775105003627
ACH-000087,-0.110494519453
ACH-000092,-0.213817978821
ACH-000095,-0.30803353953
ACH-000097,-0.5934366449149999
ACH-000098,-0.227694029489
ACH-000099,-0.20389515672000003
ACH-000108,0.00443962827264
ACH-000113,-0.11544882724899999
ACH-000115,-0.18201591684300003
ACH-000116,-0.150090539725
ACH-000118,-0.137666435197
ACH-000120,-0.0380774458301
ACH-000123,-0.286743310829
ACH-000127,-0.241718750805
ACH-000128,-0.240865776979
ACH-000132,-0.137049471399
ACH-000133,-0.283178398022
ACH-000137,-0.327747830591
ACH-000138,0.129087565756
ACH-000142,0.0131788657382
ACH-000143,-0.16935148712
ACH-000146,-0.195602506307
ACH-000148,-0.11538053925999998
ACH-000150,-0.384019020691
ACH-000152,-0.12423337963600001
ACH-000153,-0.22240924682799998
ACH-000159,-0.127735581914
ACH-000160,-0.35945181075099997
ACH-000163,-0.26184827195599997
ACH-000167,-0.075704725877
ACH-000168,-0.191229493732
ACH-000169,-0.38466478216300004
ACH-000178,-0.30249959742
ACH-000182,-0.309817076199
ACH-000183,-0.141064860831
ACH-000188,-0.11291379947
ACH-000189,-0.301753837073
ACH-000190,-0.057920129171400006
ACH-000198,-0.0649622057258
ACH-000204,-0.106137525579
ACH-000206,-0.14738443116699998
ACH-000207,-0.360309854118
ACH-000211,-0.228223472296
ACH-000215,-0.263410900063
ACH-000221,-0.151057957288
ACH-000222,-0.0341591756126
ACH-000223,-0.185177131519
ACH-000226,-0.338710734766
ACH-000227,-0.13404636773
ACH-000228,-0.222486319619
ACH-000231,-0.238531749241
ACH-000232,-0.282164321219
ACH-000233,-0.292006727233
ACH-000234,-0.165752338145
ACH-000235,-0.0389104676135
ACH-000237,-0.294191601156
ACH-000238,-0.268701475908
ACH-000243,-0.23397507953899999
ACH-000244,-0.406020716
ACH-000246,-0.107956823587
ACH-000248,-0.0730718331858
ACH-000250,-0.0250204976669
ACH-000251,0.007591231855060001
ACH-000253,-0.40490915978
ACH-000255,-0.286346013033
ACH-000256,-0.298243459683
ACH-000257,0.132966282082
ACH-000258,-0.146160899543
ACH-000259,-0.11015769029400001
ACH-000260,-0.23823142287300003
ACH-000261,-0.259102943705
ACH-000262,-0.146690937787
ACH-000263,-0.331034505457
ACH-000264,-0.194687331737
ACH-000265,-0.22021309702
ACH-000266,-0.0210809555925
ACH-000272,-0.18110931316599999
