,TMPRSS11A (339967)
ACH-000004,0.0603306336107
ACH-000007,-0.217826354876
ACH-000009,0.09207065645649999
ACH-000011,0.192756765699
ACH-000012,0.10188065731000001
ACH-000013,0.0971297528678
ACH-000014,-0.325899841883
ACH-000015,-0.176008186445
ACH-000017,0.026014141582499997
ACH-000018,0.018547748772599997
ACH-000019,0.0862363559293
ACH-000021,-0.062786261195
ACH-000022,0.0346469879873
ACH-000025,-0.07903231210530001
ACH-000028,-0.058341667828599994
ACH-000030,-0.0861938044249
ACH-000035,-0.202649104339
ACH-000036,-0.048299528959
ACH-000037,-0.181094139633
ACH-000039,0.010477508012799999
ACH-000040,-0.13301495524
ACH-000041,-0.0685372388628
ACH-000042,0.0800625900265
ACH-000045,-0.268961701734
ACH-000047,-0.0030389463152399997
ACH-000052,0.241198448322
ACH-000053,0.054660277717300004
ACH-000054,-0.0401079015948
ACH-000055,-0.007763127366149999
ACH-000060,-0.04670360022080001
ACH-000067,-0.037226771595099996
ACH-000070,-0.0665317573401
ACH-000075,-0.165603150712
ACH-000078,0.12165432765
ACH-000082,0.0634752505089
ACH-000085,-0.0570604228767
ACH-000086,0.11049580232
ACH-000087,0.0306648011817
ACH-000092,0.106246174023
ACH-000095,0.07731983293010002
ACH-000097,0.0129444150116
ACH-000098,0.040263905682300004
ACH-000099,0.0553134776509
ACH-000108,-0.030130339747000003
ACH-000113,-0.040582459734300004
ACH-000115,-0.0493039139879
ACH-000116,-0.06853725343360001
ACH-000118,0.0505797343975
ACH-000120,0.0520698770974
ACH-000123,-0.013828197254800001
ACH-000127,-0.005644114777609999
ACH-000128,0.0763551288035
ACH-000132,0.0144280733231
ACH-000133,0.159457309571
ACH-000137,0.13263867961
ACH-000138,0.0230627794717
ACH-000142,-0.0736570584853
ACH-000143,0.366497721175
ACH-000146,0.08402755210789999
ACH-000148,0.139663952017
ACH-000150,-0.0384961482664
ACH-000152,-0.023472517958299997
ACH-000153,-0.20823432945099998
ACH-000159,-0.0687816084841
ACH-000160,0.0188887201064
ACH-000163,-0.161542234419
ACH-000167,-0.0472480891495
ACH-000168,-0.218559647632
ACH-000169,0.00857566874776
ACH-000178,0.171733243613
ACH-000182,0.0137949869597
ACH-000183,0.0431911734065
ACH-000188,-0.047693177324900006
ACH-000189,0.09932284156160001
ACH-000190,0.331473299788
ACH-000198,-0.16547052222300002
ACH-000204,0.164584165843
ACH-000206,0.030302784281
ACH-000207,-0.025781411669400005
ACH-000211,-0.219369888745
ACH-000215,-0.162586631042
ACH-000221,0.0846332237235
ACH-000222,0.0539612774957
ACH-000223,0.000461783433802
ACH-000226,-0.126536120902
ACH-000227,0.0593462665833
ACH-000228,0.129560689231
ACH-000231,0.00391847140128
ACH-000232,-0.107885236777
ACH-000233,0.0928241560193
ACH-000234,0.06069596152580001
ACH-000235,0.0344066866182
ACH-000237,-0.0333037245524
ACH-000238,0.148894923537
ACH-000243,-0.024509177850900003
ACH-000244,-0.23362747171700002
ACH-000246,0.0330650166442
ACH-000248,-0.0625502303338
ACH-000250,0.10124097341800001
ACH-000251,-0.08675455762330002
ACH-000253,0.0297368278992
ACH-000255,0.0573886429914
ACH-000256,-0.0168816554653
ACH-000257,0.0753260217498
ACH-000258,-0.047435538847000004
ACH-000259,0.0233049878975
ACH-000260,0.038211499572400005
ACH-000261,-0.0266335966455
ACH-000262,0.15076640250499998
ACH-000263,0.0780062274856
ACH-000264,0.037783957011800005
ACH-000265,-0.0648348360822
ACH-000266,0.0110659648872
ACH-000272,-0.06305392751830001
ACH-000273,0.150009980568
ACH-000274,0.142779205493
ACH-000277,0.0929852105367
ACH-000278,0.22846647273499998
ACH-000279,-0.0197554303741
ACH-000280,-0.0148541512083
ACH-000281,-0.129104980053
ACH-000288,-0.0332280124499
ACH-000291,-0.012080800878000002
ACH-000293,-0.27368659815499996
ACH-000294,-0.08418782127289999
ACH-000295,-0.123912227525
ACH-000296,-0.132100057297
ACH-000302,0.0026488007495700005
ACH-000304,-0.16909288448600002
ACH-000307,0.0906193395193
ACH-000308,0.0200151819918
ACH-000310,0.0973179487731
ACH-000311,-0.016380938835
ACH-000312,0.0619344767693
ACH-000315,0.12292052594399999
ACH-000316,-0.166440831758
ACH-000317,0.00228447681533
ACH-000318,0.0220525151094
ACH-000319,0.010035104175799999
ACH-000320,-0.205321848843
ACH-000322,-0.134388444171
ACH-000323,-0.06642100201859999
ACH-000324,-0.010206986373700001
ACH-000329,0.0762105882698
ACH-000330,-0.27457258126
ACH-000331,0.166849652062
ACH-000332,-0.018038252407
ACH-000334,-0.122140568782
ACH-000335,-0.0677086251558
ACH-000336,0.0870842880487
ACH-000337,0.165160803847
ACH-000339,-0.0296544979324
ACH-000341,0.207865420003
ACH-000348,0.0627904717435
ACH-000350,0.11697422857999999
ACH-000352,-0.00219263309756
ACH-000356,-0.0226119523857
ACH-000361,0.0757379987105
ACH-000362,0.00121803003003
ACH-000363,-0.014222553375600001
ACH-000364,0.0
ACH-000365,0.0510986987438
ACH-000366,0.130648811989
ACH-000368,0.111075949651
ACH-000374,-0.058280118127499995
ACH-000375,0.199682758169
ACH-000376,-0.0005050682562180001
ACH-000381,-0.05448040229040001
ACH-000383,-0.049977994863
ACH-000387,-0.219526967137
ACH-000389,0.0667633519252
ACH-000390,0.00479855973733
ACH-000393,0.0922677370842
ACH-000395,-0.0414499125996
ACH-000397,-0.014995375041399998
