,TUBD1 (51174)
ACH-000004,-0.684835111639
ACH-000007,-0.49907815322
ACH-000009,-0.797384554752
ACH-000011,-0.782101075673
ACH-000012,-0.590194355853
ACH-000013,-0.558081814828
ACH-000014,-0.668121766532
ACH-000015,-0.493259794719
ACH-000017,-0.36730735837800005
ACH-000018,-0.36737238876199996
ACH-000019,-0.456089810735
ACH-000021,-0.339883411245
ACH-000022,-0.472767114374
ACH-000025,-0.29861741389
ACH-000028,-0.590649108543
ACH-000030,-0.495451973721
ACH-000035,-0.49544745061800005
ACH-000036,-0.7866809367669999
ACH-000037,-0.445013857642
ACH-000039,-0.920709831224
ACH-000040,-0.45084627932599997
ACH-000041,-0.5063343619089999
ACH-000042,-0.634630334049
ACH-000045,-0.328025343161
ACH-000047,-0.415293478904
ACH-000052,-0.840377465227
ACH-000053,-0.35825701106299995
ACH-000054,-0.340717423161
ACH-000055,-0.655117420308
ACH-000060,-0.591514942625
ACH-000067,-0.44236644793799995
ACH-000070,-0.686199683787
ACH-000075,-0.21372315663600003
ACH-000078,-0.578337961026
ACH-000082,-0.40981691957099997
ACH-000085,-0.29842941880999996
ACH-000086,-0.585488226317
ACH-000087,-0.63258899229
ACH-000092,-0.28932627574
ACH-000095,-0.459074504666
ACH-000097,-0.47011390194200003
ACH-000098,-0.34117071222400003
ACH-000099,-0.37703908011799997
ACH-000108,-0.588415958753
ACH-000113,-0.234117458398
ACH-000115,-0.722441663487
ACH-000116,-0.36262345022
ACH-000118,-0.208326151196
ACH-000120,-0.629209033617
ACH-000123,-0.7084044328569999
ACH-000127,-0.369682933513
ACH-000128,-0.735199336497
ACH-000132,-0.675719796689
ACH-000133,-0.394593457619
ACH-000137,-0.48702604292199997
ACH-000138,-0.48649796526600003
ACH-000142,-0.631974264409
ACH-000143,-0.458749668699
ACH-000146,-0.17517987679400002
ACH-000148,-0.557145386479
ACH-000150,-0.554556486092
ACH-000152,-0.34272144074600003
ACH-000153,-0.526602934659
ACH-000159,-0.648840921346
ACH-000160,-0.506589662812
ACH-000163,-0.49852305155
ACH-000167,-0.219168238623
ACH-000168,-0.265020600961
ACH-000169,-0.603046709573
ACH-000178,-0.37756164746
ACH-000182,-0.27017640857700004
ACH-000183,-0.554065436161
ACH-000188,-0.741229902003
ACH-000189,-0.618363112851
ACH-000190,-0.5614334679999999
ACH-000198,-0.471962131347
ACH-000204,-0.353844046338
ACH-000206,-0.328387578023
ACH-000207,-0.552171495977
ACH-000211,-0.693400193562
ACH-000215,-0.416568149882
ACH-000221,-0.488678630154
ACH-000222,-0.120042740612
ACH-000223,-0.237052693645
ACH-000226,-0.724620565609
ACH-000227,-0.38875121923199996
ACH-000228,-0.43538992377400004
ACH-000231,-0.494967385291
ACH-000232,-0.756293083204
ACH-000233,-0.456836932149
ACH-000234,-0.602809343887
ACH-000235,-0.508560707756
ACH-000237,-0.472466785486
ACH-000238,-0.7613923910250001
ACH-000243,-0.559297520664
ACH-000244,-0.481738728819
ACH-000246,-0.584237985865
ACH-000248,-0.47561106450900004
ACH-000250,-0.613887124173
ACH-000251,-0.454363462512
ACH-000253,-0.357615691045
ACH-000255,-0.41953001446000004
ACH-000256,-0.36252862907600003
ACH-000257,-0.18008694872
ACH-000258,-0.350693329183
ACH-000259,-0.357457651288
ACH-000260,-0.709363741897
ACH-000261,-0.22337201119600003
ACH-000262,-0.590680113543
ACH-000263,-0.543595888703
ACH-000264,-0.664661920855
ACH-000265,-0.5647802606100001
ACH-000266,-0.35254119958
ACH-000272,-0.611032244277
ACH-000273,-0.44164295377400004
ACH-000274,-0.753730120978
ACH-000277,-0.261720056064
ACH-000278,-0.581386727064
ACH-000279,-0.784892265125
ACH-000280,-0.456753625207
ACH-000281,-0.509776781328
ACH-000288,-0.568837488215
ACH-000291,-0.641916108785
ACH-000293,-0.248220381376
ACH-000294,-0.6404447461389999
ACH-000295,-0.45698864292400004
ACH-000296,-0.435582912844
ACH-000302,-0.35708336649800004
ACH-000304,-0.7765169196539999
ACH-000307,-0.580367274677
ACH-000308,-0.508124004398
ACH-000310,-0.37559326898699996
ACH-000311,-0.332233902037
ACH-000312,-0.601367639383
ACH-000315,-0.31751582052099997
ACH-000316,-0.392005996219
ACH-000317,-0.557162467595
ACH-000318,-0.45220624896300005
ACH-000319,-0.42199862978299996
ACH-000320,-0.391358293832
ACH-000322,-0.607979739185
ACH-000323,-0.828079626105
ACH-000324,-0.545154876341
ACH-000329,-0.149817620188
ACH-000330,-0.238804097481
ACH-000331,-0.769287625008
ACH-000332,-0.617796625499
ACH-000334,-0.387429667715
ACH-000335,-0.557331436173
ACH-000336,-0.102677916099
ACH-000337,-0.570726730137
ACH-000339,-0.126027256535
ACH-000341,-0.673120179858
ACH-000348,-0.248407541156
ACH-000350,-0.501200118401
ACH-000352,-0.39174700063600004
ACH-000356,-0.571578812666
ACH-000361,-0.7717382339509999
ACH-000362,-0.147496789767
ACH-000363,-0.45175235388499996
ACH-000364,-0.28531029670499997
ACH-000365,-0.375325531218
ACH-000366,-0.549813130036
ACH-000368,-0.39609630992
ACH-000374,-0.560663765289
ACH-000375,-0.583625893671
ACH-000376,-0.11064856589000002
ACH-000381,-0.487757628692
ACH-000383,-0.418304362617
ACH-000387,-0.544842105986
ACH-000389,-0.5766334868190001
ACH-000390,-0.820376176018
ACH-000393,-0.220437857875
ACH-000395,-0.357905379038
ACH-000397,-0.37783439132299995
ACH-000401,-0.283400971419
ACH-000402,-0.365567531298
ACH-000403,-0.346098741066
ACH-000404,-0.800664159711
ACH-000406,-0.376943629502
ACH-000407,-0.464571223173
ACH-000408,-0.40285482779200005
ACH-000410,-0.320482252912
ACH-000411,-0.833978057147
ACH-000414,-0.41472294153300004
ACH-000415,-0.476028848988
ACH-000416,-0.525035101279
ACH-000420,-0.611089592477
ACH-000421,-0.25084292162099997
ACH-000424,-0.466062401513
ACH-000425,-0.444184654323
ACH-000426,-0.15977275623
ACH-000427,-0.34230455118299996
ACH-000433,-0.641265372134
ACH-000436,-0.44503698363300004
ACH-000444,-0.509066332439
ACH-000445,-0.568766556449
ACH-000448,-0.481101160602
ACH-000450,-0.6168677816839999
ACH-000452,-0.422738437654
ACH-000454,-0.33505801709800004
ACH-000458,-0.668451111371
ACH-000459,-0.333419243039
ACH-000460,-0.567629350639
ACH-000461,-0.501684881728
ACH-000463,-0.7676155158769999
ACH-000464,-0.611353889953
ACH-000466,-0.564949797223
ACH-000467,-0.615431348874
ACH-000468,-0.682350015684
ACH-000469,-0.416937533574
ACH-000470,-0.348003276893
ACH-000471,-0.854993977571
ACH-000472,-0.44978573309799996
ACH-000473,-0.604445075862
ACH-000475,-0.7372391551019999
ACH-000476,-0.393218870588
ACH-000477,-0.524322598936
ACH-000480,-0.685488278518
ACH-000481,-0.417399245413
ACH-000483,-0.5542936034279999
ACH-000484,-0.65907132412
ACH-000485,-0.665082358618
ACH-000486,-0.58676595976
ACH-000487,-0.402594163221
ACH-000488,-0.257164781232
ACH-000490,-0.625569880236
ACH-000491,-0.600481576002
ACH-000495,-0.545252538897
ACH-000496,-0.747132024006
ACH-000499,-0.6579036024
ACH-000500,-0.7064657145640001
ACH-000502,-0.368380697218
ACH-000503,-0.572889442754
ACH-000505,-0.417864629955
ACH-000507,-0.576309017835
ACH-000510,-0.347995737346
ACH-000511,-0.187537853931
ACH-000512,-0.465793567918
ACH-000516,-0.5397015540860001
ACH-000517,-0.34983543216300006
ACH-000518,-0.38819759879199994
ACH-000520,-0.35284634411700005
ACH-000521,-0.562245359695
ACH-000522,-0.6680764914389999
ACH-000524,-0.315373113225
ACH-000527,-0.47329033121299996
ACH-000528,-0.7736006133519999
ACH-000537,-0.43981446627400006
ACH-000541,-0.252823872044
ACH-000542,-0.45371000988399995
ACH-000544,-0.546306030005
ACH-000545,-0.500364822729
ACH-000547,-0.6313009855939999
ACH-000548,-0.569570299835
ACH-000549,-0.55593247544
ACH-000550,-0.505932465093
ACH-000552,-0.590682407369
ACH-000556,-0.298776258943
ACH-000557,-0.220167553387
ACH-000570,-0.488159960086
ACH-000571,-0.331189504135
ACH-000573,-0.280411899707
ACH-000576,-0.559918860122
ACH-000580,-0.585972452653
ACH-000584,-0.821153697609
ACH-000585,-0.532233898541
ACH-000588,-0.5279895778320001
ACH-000589,-0.213144190633
ACH-000591,-0.607038389128
ACH-000593,-0.5947455479779999
ACH-000600,-0.677275344119
ACH-000601,-0.37811338357
ACH-000604,-0.26538118329599997
ACH-000605,-0.5480744229860001
ACH-000606,-0.784660960882
ACH-000608,-0.346961118324
ACH-000614,-0.525756305
ACH-000616,-0.34497434171700003
ACH-000618,-0.540238279357
ACH-000619,-0.401793630656
ACH-000620,-0.419137089068
ACH-000621,-0.496393263769
ACH-000622,-0.43411124281499996
ACH-000623,-0.453252297284
ACH-000624,-0.309260103445
ACH-000627,-0.432470820972
ACH-000630,-0.546548394354
ACH-000632,-0.5403223428930001
ACH-000633,-0.223137668253
ACH-000637,-0.389566314752
ACH-000638,-0.366720928217
ACH-000646,-0.263848188238
ACH-000647,-0.528551298793
ACH-000648,-0.376542653378
ACH-000649,-0.46407516804300003
ACH-000651,-0.347853659564
ACH-000652,-0.38778921811399997
ACH-000653,-0.38369636186899997
ACH-000657,-0.679256793512
ACH-000658,-0.38634007063299997
ACH-000661,-0.542839524208
ACH-000662,0.0800838233671
ACH-000663,-0.482099588668
ACH-000665,-0.309096398526
ACH-000671,-0.447562034814
ACH-000673,-0.63360047724
ACH-000676,-0.547098806252
ACH-000677,-0.43644298441299995
ACH-000681,-0.407557971039
ACH-000682,-0.466624630171
ACH-000683,-0.354459105093
ACH-000684,-0.43980646443000004
ACH-000688,-0.34200797616899997
ACH-000693,-0.320424455447
ACH-000694,-0.460211528283
ACH-000695,-0.622913806723
ACH-000696,-0.42450464112899994
ACH-000697,-0.298206736737
ACH-000699,-0.419845764067
ACH-000701,-0.466009178669
ACH-000706,-0.569392990567
ACH-000711,-0.472948532104
ACH-000713,-0.641917154681
ACH-000714,-0.212020419804
ACH-000718,-0.207403046044
ACH-000720,-0.433347052909
ACH-000721,0.102071954899
ACH-000724,-0.37688282320699995
ACH-000725,-0.565394757998
ACH-000732,-0.5684281612100001
ACH-000734,-0.457403536204
ACH-000735,-0.566630661669
ACH-000736,-0.21489430706999998
ACH-000738,-0.617138493008
ACH-000746,-0.28940022081
ACH-000747,-0.700843398105
ACH-000748,-0.44878555669
ACH-000753,-0.355961506906
ACH-000756,-0.389332851599
ACH-000757,-0.227396553814
ACH-000758,-0.16927179981899998
ACH-000760,-0.226329122056
ACH-000763,-0.227495931072
ACH-000764,-0.259612665418
ACH-000765,-0.6387410032540001
ACH-000766,-0.349342147073
ACH-000767,-0.404808516823
ACH-000768,-0.302122560566
ACH-000769,-0.598391972981
ACH-000770,-0.21098131764400002
ACH-000771,-0.453453046824
ACH-000773,-0.467144421608
ACH-000776,-0.391977025172
ACH-000777,-0.330014527414
ACH-000778,-0.491528433217
ACH-000781,-0.344586235443
ACH-000782,-0.587353153287
ACH-000783,-0.662373275664
ACH-000784,-0.700412866094
ACH-000785,-0.403498608644
ACH-000787,-0.389881688101
ACH-000788,-0.514315292
ACH-000791,-0.535451899642
ACH-000792,-0.263329428948
ACH-000794,-0.444061777559
ACH-000796,-0.30980935988200003
ACH-000799,-0.517067633765
ACH-000800,-0.446214993371
ACH-000802,-0.46319930474
ACH-000804,-0.44188047148000004
ACH-000805,-0.635776498085
ACH-000809,-0.35339305269599997
ACH-000810,-0.5180451137259999
ACH-000811,-0.460846507543
ACH-000817,-0.785169824719
ACH-000819,-0.145561240824
ACH-000820,-0.59259657471
ACH-000821,-0.254555336284
ACH-000822,-0.55341437403
ACH-000823,-0.601621358078
ACH-000824,-0.35229136489699997
ACH-000827,-0.607073799433
ACH-000829,-0.24234679670499998
ACH-000831,-0.579371391791
ACH-000832,-0.823033060961
ACH-000833,-0.359439618065
ACH-000834,-0.560285206622
ACH-000835,-0.397719887913
ACH-000836,-0.282742464102
ACH-000837,-0.42225589218599996
ACH-000838,-0.543386481411
ACH-000839,-0.795030469587
ACH-000840,-0.189589015984
ACH-000841,-0.425035007422
ACH-000843,-0.462462981907
ACH-000846,-0.144240401652
ACH-000847,-0.222969255458
ACH-000848,-0.632482335613
ACH-000849,-0.33265861067200003
ACH-000851,-0.127291752133
ACH-000855,-0.406670722293
ACH-000856,-0.6821532838709999
ACH-000858,-0.235141663881
ACH-000859,-0.49397376812399996
ACH-000861,-0.397202978804
ACH-000862,-0.8962662223669999
ACH-000865,-0.542887884223
ACH-000866,-0.608655734343
ACH-000867,-0.164016558674
ACH-000869,-0.658949041425
ACH-000872,-0.436516246313
ACH-000873,-0.300004305178
ACH-000876,-0.247431991974
ACH-000878,-0.339343085072
ACH-000880,-0.7662753218680001
ACH-000881,-0.556172232853
ACH-000882,-0.6129485847330001
ACH-000884,-0.345673351165
ACH-000885,-0.551147309074
ACH-000887,-0.41806707636999996
ACH-000888,-0.463457526081
ACH-000889,-0.347777158551
ACH-000890,-0.614587337478
ACH-000896,-0.392392396558
ACH-000898,-0.418581619696
ACH-000900,-0.331648233132
ACH-000901,-0.339876389817
ACH-000905,-0.52861795205
ACH-000906,-0.655924307028
ACH-000907,-0.5931437424
ACH-000910,-0.20805229297299999
ACH-000911,-0.21864358314399998
ACH-000912,-0.6746898305169999
ACH-000913,-0.323482437377
ACH-000915,-0.588441924276
ACH-000916,-0.553660349726
ACH-000917,-0.643174181175
ACH-000921,-0.42720405460199995
ACH-000924,-0.592770344267
ACH-000926,-0.756708759326
ACH-000928,-0.442645456285
ACH-000929,-0.35360078769000003
ACH-000932,-0.6921597532289999
ACH-000935,-0.6708654229100001
ACH-000936,-0.252438541415
ACH-000937,-0.276635497783
ACH-000938,-0.6122395320699999
ACH-000939,-0.414165179819
ACH-000941,-0.50260153003
ACH-000943,-0.49581745964400004
ACH-000946,-0.360397886932
ACH-000947,-0.615398512649
ACH-000948,-0.465515107594
ACH-000950,-0.391022734169
ACH-000953,-0.364296491043
ACH-000957,-0.64576847164
ACH-000958,-0.553571345217
ACH-000960,-0.651498408533
ACH-000963,-0.522700145947
ACH-000968,-0.48056711163599997
ACH-000969,-0.42394421680100003
ACH-000973,-0.264127977523
ACH-000974,-0.5213806036640001
ACH-000975,-0.25018074855
ACH-000976,-0.826623574557
ACH-000978,-0.600578480334
ACH-000980,-0.22351912784800002
ACH-000984,-0.35884037812700004
ACH-000986,-0.648912318583
ACH-000988,-0.36476261535300003
ACH-000993,-0.40093591007
ACH-000994,-0.45374181437600003
ACH-000996,-0.32666862519900003
ACH-001001,-0.175130942815
ACH-001020,-0.47743676109
ACH-001028,-0.24749207436700002
ACH-001031,-0.519640488624
ACH-001038,-0.519435115013
ACH-001048,-0.447844351873
ACH-001050,-0.48785965786700003
ACH-001053,-0.479012720425
ACH-001054,-0.5256687604020001
ACH-001061,-0.443325163756
ACH-001067,-0.380655753945
ACH-001075,-0.561441867812
ACH-001096,-0.606670831153
ACH-001128,-0.5821988381059999
ACH-001134,-0.634201008899
ACH-001151,-0.584992508354
ACH-001163,-0.23600005277
ACH-001164,-0.08045178811
ACH-001173,-0.656599691412
ACH-001183,-0.662465804775
ACH-001184,-0.308600506826
ACH-001190,-0.613140763701
ACH-001192,-0.522053590753
ACH-001193,-0.531673723869
ACH-001196,-0.318354240915
ACH-001197,-0.266567272272
ACH-001205,-0.70446687191
ACH-001211,-0.881343507335
ACH-001212,-0.575537275811
ACH-001228,-0.554202865371
ACH-001232,-0.19280343398299998
ACH-001239,-0.511983320876
ACH-001274,-0.43455130052599994
ACH-001275,-0.39968679491400005
ACH-001277,-0.6015834335570001
ACH-001278,-0.34508484314300003
ACH-001280,-0.6414530020579999
ACH-001283,-0.694094753558
ACH-001289,-0.74187785595
ACH-001295,-0.566467895517
ACH-001300,-0.48923832946199997
ACH-001301,-0.621141430556
ACH-001302,-0.365615795585
ACH-001303,-0.593206417236
ACH-001306,-0.46032048808700005
ACH-001318,-0.346480626649
ACH-001322,-0.37509945949600004
ACH-001328,-0.531365744131
ACH-001332,-0.260272285632
ACH-001333,-0.7018957672149999
ACH-001336,-0.731113940731
ACH-001340,-0.344085278256
ACH-001346,-0.610569241365
ACH-001353,-0.35004777527500003
ACH-001354,-0.944838264051
ACH-001367,-0.539076682416
ACH-001368,-0.6897771696080001
ACH-001374,-0.746852746952
ACH-001375,-0.613391905089
ACH-001377,-0.609032695914
ACH-001380,-0.604935138557
ACH-001391,-0.32105256591
ACH-001407,-0.292077273127
ACH-001408,-0.39842610349299995
ACH-001413,-0.7063370283120001
ACH-001430,-0.7447165415829999
ACH-001431,-0.41912975131999997
ACH-001450,-0.425877305446
ACH-001496,-0.825193053344
ACH-001500,-0.38274394422200003
ACH-001521,-0.465143252584
ACH-001523,-0.48918993056599996
ACH-001532,-0.618146615392
ACH-001536,-0.35739302626599995
ACH-001550,-0.38789805338600003
ACH-001552,-0.665923889355
ACH-001554,-0.459826615108
ACH-001645,-0.50327422749
ACH-001654,-0.5049702547980001
ACH-001715,-0.303774547236
ACH-001735,-0.517139248545
ACH-001736,-0.358186791395
ACH-001737,-0.15314169865900001
ACH-001740,-0.56359860289
ACH-001745,-0.5823902814859999
ACH-001750,-0.5392175702600001
ACH-001765,-0.799873080767
ACH-001956,-0.35291744118
ACH-001957,-0.8150790386669999
