,MTRNR2L1 (100462977)
ACH-000004,-0.531970513745
ACH-000007,-0.46421929331699996
ACH-000009,-0.7436543646520001
ACH-000011,-0.801400096182
ACH-000012,-0.304077882574
ACH-000013,-0.552176479171
ACH-000014,-0.41853139457500005
ACH-000015,-0.583938339327
ACH-000017,-0.316836357257
ACH-000018,-0.308358596637
ACH-000019,-0.555073238637
ACH-000021,-0.42004548771
ACH-000022,-0.6585861473129999
ACH-000025,-0.41716724948
ACH-000028,-0.435586831505
ACH-000030,-0.48468415391999997
ACH-000035,-0.45690483733099996
ACH-000036,-0.393197261317
ACH-000037,-0.334157674862
ACH-000039,-0.533909877752
ACH-000040,-0.437511026537
ACH-000041,-0.56822166114
ACH-000042,-0.740606309776
ACH-000045,-0.391448371005
ACH-000047,-0.49944842105
ACH-000052,-0.42605250533100003
ACH-000053,-0.429108639793
ACH-000054,-0.5067937981399999
ACH-000055,-0.309011570383
ACH-000060,-0.717006881472
ACH-000067,-0.642556468149
ACH-000070,-0.29793346078099997
ACH-000075,-0.39375438284100006
ACH-000078,-0.595442077629
ACH-000082,-0.432928857143
ACH-000085,-0.444513259927
ACH-000086,-0.356489724768
ACH-000087,-0.35709430215099996
ACH-000092,-0.48470746764
ACH-000095,-0.63025650795
ACH-000097,-0.48614308428
ACH-000098,-0.302766637397
ACH-000099,-0.475213124793
ACH-000108,-0.491537334511
ACH-000113,-0.42562787339100006
ACH-000115,-0.42673676833400004
ACH-000116,-0.20962738524900001
ACH-000118,-0.402523147476
ACH-000120,-0.29303823346700003
ACH-000123,-0.578025592795
ACH-000127,-0.500520605722
ACH-000128,-0.317326848537
ACH-000132,-0.5507958785729999
ACH-000133,-0.38823768578100004
ACH-000137,-0.597299004457
ACH-000138,-0.454759412957
ACH-000142,-0.530033027275
ACH-000143,-0.358732300451
ACH-000146,-0.44372355358800003
ACH-000148,-0.36885752456200005
ACH-000150,-1.02024059344
ACH-000152,-0.553115143611
ACH-000153,-0.7551654942389999
ACH-000159,-0.450541296461
ACH-000160,-0.36977746529399996
ACH-000163,-0.63343870643
ACH-000167,-0.29203566009599996
ACH-000168,-0.396298387047
ACH-000169,-0.392010965427
ACH-000178,-0.542724901565
ACH-000182,-0.588284059072
ACH-000183,-0.44499229025200004
ACH-000188,-0.50394527192
ACH-000189,-0.639535764301
ACH-000190,-0.446677329995
ACH-000198,-0.46338168183300005
ACH-000204,-0.533519810325
ACH-000206,-0.312715590996
ACH-000207,-0.333736934689
ACH-000211,-0.509406348751
ACH-000215,-0.478980448825
ACH-000221,-0.41273723991300004
ACH-000222,-0.36558844696599996
ACH-000223,-0.329264106611
ACH-000226,-0.584048657834
ACH-000227,-0.6569862211199999
ACH-000228,-0.3382904954
ACH-000231,-0.35448789742299996
ACH-000232,-0.558352911732
ACH-000233,-0.379854257315
ACH-000234,-0.587418913272
ACH-000235,-0.637061925633
ACH-000237,-0.251042757773
ACH-000238,-0.79512057763
ACH-000243,-0.504990921363
ACH-000244,-0.50547979247
ACH-000246,-0.240088409564
ACH-000248,-0.13896036023299999
ACH-000250,-0.389420266602
ACH-000251,-0.201435452194
ACH-000253,-0.450011354655
ACH-000255,-0.457102444208
ACH-000256,-0.5008534802100001
ACH-000257,0.00343077970337
ACH-000258,-0.25866499014100003
ACH-000259,-0.36864072427199995
ACH-000260,-0.402698711149
ACH-000261,-0.722862137761
ACH-000262,-0.7328290770039999
ACH-000263,-0.540500651321
ACH-000264,-0.5272296963449999
ACH-000265,-0.4914052233899999
ACH-000266,-0.478901667242
ACH-000272,-0.676989040801
ACH-000273,-0.5290696579990001
ACH-000274,-0.511619562711
ACH-000277,-0.589729638388
ACH-000278,-0.5722601285760001
ACH-000279,-0.479319670805
ACH-000280,-0.497610840705
ACH-000281,-0.296022826444
ACH-000288,-0.494174184132
ACH-000291,-0.412527966251
ACH-000293,-0.547053939277
ACH-000294,-0.6974021464489999
ACH-000295,-0.34485211808
ACH-000296,-0.53883146756
ACH-000302,-0.524153280428
ACH-000304,-0.20568559241700002
ACH-000307,-0.401889222689
ACH-000308,-0.383799948469
ACH-000310,-0.6560105693689999
ACH-000311,-0.49954665686599997
ACH-000312,-0.352943903207
ACH-000315,-0.43458677022299996
ACH-000316,-0.430984697355
ACH-000317,-0.254319498807
ACH-000318,-0.36370055662399997
ACH-000319,-0.617917633498
ACH-000320,-0.669672884361
ACH-000322,-0.475440786435
ACH-000323,-0.6044439036370001
ACH-000324,-0.575001263579
ACH-000329,-0.439357934032
ACH-000330,-0.487217666971
ACH-000331,-0.544617820315
ACH-000332,-0.44995179638300004
ACH-000334,-0.700352639396
ACH-000335,0.011456116484299998
ACH-000336,-0.466440895041
ACH-000337,-0.482906557905
ACH-000339,-0.570187826274
ACH-000341,-0.43900872835500004
ACH-000348,-0.47290325048199994
ACH-000350,-0.702130683922
ACH-000352,-0.497882147831
ACH-000356,-0.435419487266
ACH-000361,-0.5478806628399999
ACH-000362,-0.40634265255199997
ACH-000363,-0.325655656856
ACH-000364,-0.5313804855300001
ACH-000365,-0.340707596502
ACH-000366,-0.34721317100500004
ACH-000368,-0.326329756462
ACH-000374,-0.802787936876
ACH-000375,-0.388680381267
ACH-000376,-0.268441042384
ACH-000381,-0.488570807246
ACH-000383,-0.42009455994
ACH-000387,-0.392975597108
ACH-000389,-0.408987103019
ACH-000390,-0.6432308421940001
ACH-000393,-0.788779866592
ACH-000395,-0.46469267379600004
ACH-000397,-0.440495480721
ACH-000401,-0.341783722016
ACH-000402,-0.782433658952
ACH-000403,-0.453488601817
ACH-000404,-0.18786070231199997
ACH-000406,-0.431394038578
ACH-000407,-0.612884940021
ACH-000408,-0.527924811924
ACH-000410,-0.33777596365699997
ACH-000411,-0.511415976361
ACH-000414,-0.586270979617
ACH-000415,-0.541401060402
ACH-000416,-0.47877773004600005
ACH-000420,-0.469784319159
ACH-000421,-0.550612035338
ACH-000424,-0.487835254218
ACH-000425,-0.25446910035799997
ACH-000426,-0.550618386075
ACH-000427,-0.5188961312
ACH-000433,-0.49518056720700004
ACH-000436,-0.532509871649
ACH-000444,-0.420774358014
ACH-000445,-0.646364101773
ACH-000448,-0.590383609933
ACH-000450,-0.31313566424600003
ACH-000452,-0.361315095458
ACH-000454,-0.5348748526070001
ACH-000458,-0.512192094501
ACH-000459,-0.124627514715
ACH-000460,-0.454667711316
ACH-000461,-0.421878112187
ACH-000463,-0.5937949511949999
ACH-000464,-0.6674399330259999
ACH-000466,-0.39932107438600006
ACH-000467,-0.328138380656
ACH-000468,-0.620290352358
ACH-000469,-0.415149931215
ACH-000470,-0.40018439754600005
ACH-000471,-0.43426379988700003
ACH-000472,-0.455334308636
ACH-000473,-0.44263908143799996
ACH-000475,-0.418201424363
ACH-000476,-0.583856216956
ACH-000477,-0.21873600626400003
ACH-000480,-0.390605105189
ACH-000481,-0.569425918368
ACH-000483,-0.5297780005330001
ACH-000484,-0.514608985692
ACH-000485,-0.601269528999
ACH-000486,-0.298892912291
ACH-000487,-0.463743217333
ACH-000488,-0.332382516186
ACH-000490,-0.260916303686
ACH-000491,-0.617944382786
ACH-000495,-0.305703174456
ACH-000496,-0.568258893012
ACH-000499,-0.51497745783
ACH-000500,0.019919287935099998
ACH-000502,-0.46164744262699997
ACH-000503,-0.22458502562899998
ACH-000505,-0.63540475408
ACH-000507,-0.46250343614600004
ACH-000510,-0.568647928977
ACH-000511,-0.463040767473
ACH-000512,-0.284341522493
ACH-000516,-0.346582442153
ACH-000517,-0.429790390923
ACH-000518,-0.642674400737
ACH-000520,-0.51560656935
ACH-000521,-0.492196851728
ACH-000522,-0.4139861197
ACH-000524,-0.55566828544
ACH-000527,-0.46354807077200005
ACH-000528,-0.552431375173
ACH-000537,-0.442328255786
ACH-000541,-0.45272055556999996
ACH-000542,-0.690978769722
ACH-000544,-0.5923418601079999
ACH-000545,-0.5859291765160001
ACH-000547,-0.306033277698
ACH-000548,-0.392100668569
ACH-000549,-0.396009503028
ACH-000550,-0.570659923808
ACH-000552,-0.44541913552699997
ACH-000556,-0.548994022187
ACH-000557,-0.248940597457
ACH-000570,-0.466079477602
ACH-000571,-0.577750611678
ACH-000573,-0.37323709188500004
ACH-000576,-0.463097554663
ACH-000580,-0.32520440589099997
ACH-000584,-0.451086700541
ACH-000585,-0.331492263667
ACH-000588,-0.291308678452
ACH-000589,-0.373554344503
ACH-000591,-0.367695340637
ACH-000593,-0.669841170515
ACH-000600,-0.349681611752
ACH-000601,-0.38706055639700004
ACH-000604,-0.25524389305100004
ACH-000605,-0.41489071224299995
ACH-000606,-0.396608663332
ACH-000608,-0.46428867497500004
ACH-000614,-0.28309352813
ACH-000616,-0.452576875013
ACH-000618,-0.412170076452
ACH-000619,-0.323391934856
ACH-000620,-0.606280602433
ACH-000621,-0.482102955603
ACH-000622,-0.4473732256600001
ACH-000623,-0.646383265237
ACH-000624,-0.42459880157700003
ACH-000627,-0.531068333046
ACH-000630,-0.440486673561
ACH-000632,-0.494868942059
ACH-000633,-0.580003367593
ACH-000637,-0.39641167921
ACH-000638,-0.45968567592299997
ACH-000646,-0.514726065848
ACH-000647,-0.5286106932069999
ACH-000648,-0.501063296481
ACH-000649,-0.43170475472
ACH-000651,-0.301244820146
ACH-000652,-0.300383890308
ACH-000653,-0.317803085731
ACH-000657,-0.596448084545
ACH-000658,-0.7149756085169999
ACH-000661,-0.36581858216799995
ACH-000662,-0.8329455527130001
ACH-000663,-0.509936896057
ACH-000665,-0.662323472513
ACH-000671,-0.490904669951
ACH-000673,-0.477213691944
ACH-000676,-0.411044709089
ACH-000677,-0.526706999911
ACH-000681,-0.469622964507
ACH-000682,-0.495173340098
ACH-000683,-0.328157130685
ACH-000684,-0.298005406182
ACH-000688,-0.70446426353
ACH-000693,-0.468009413257
ACH-000694,-0.338282813952
ACH-000695,-0.295680924325
ACH-000696,-0.38421256278899996
ACH-000697,-0.39666286815499996
ACH-000699,-0.37310447653000006
ACH-000701,-0.585389193856
ACH-000706,-0.514572631772
ACH-000711,-0.45519937607100003
ACH-000713,-0.6317070907819999
ACH-000714,-0.520538670987
ACH-000718,-0.522815926104
ACH-000720,-0.539339778826
ACH-000721,-0.49803479851899995
ACH-000724,-0.613225885747
ACH-000725,0.09626716921509999
