,HSPBP1 (23640)
ACH-000004,-0.0110203653459
ACH-000007,0.035119626617300004
ACH-000009,-0.0697125346528
ACH-000011,0.0945479923407
ACH-000012,0.029121445864300002
ACH-000013,0.011455452317299998
ACH-000014,0.114046048966
ACH-000015,0.069499509786
ACH-000017,0.194282739157
ACH-000018,0.109026819673
ACH-000019,0.0015006279833699998
ACH-000021,0.0875539223913
ACH-000022,-0.100674503713
ACH-000025,0.109420909021
ACH-000028,0.166413024447
ACH-000030,-0.247317893161
ACH-000035,0.184207497654
ACH-000036,-0.0125541273157
ACH-000037,0.0729275460342
ACH-000039,0.147375298534
ACH-000040,-0.0255342233795
ACH-000041,-0.0329831157618
ACH-000042,0.117928187009
ACH-000045,0.0176028415874
ACH-000047,0.00394984986038
ACH-000052,0.0719857079634
ACH-000053,0.09065032009269999
ACH-000054,0.136626380316
ACH-000055,0.0371025365237
ACH-000060,0.049116441416100005
ACH-000067,-0.030442154707200002
ACH-000070,0.07979246707339999
ACH-000075,-0.11782408843699999
ACH-000078,0.141428543917
ACH-000082,0.0524718010597
ACH-000085,-0.00204158193057
ACH-000086,-0.00504233126292
ACH-000087,0.19923782293099998
ACH-000092,-0.057637351993000005
ACH-000095,0.00762635334897
ACH-000097,0.08805280157789999
ACH-000098,-0.0735744751306
ACH-000099,0.0337864737805
ACH-000108,0.046318942656699995
ACH-000113,0.150806117774
ACH-000115,-0.117656780626
ACH-000116,0.127625988271
ACH-000118,0.12176478568499999
ACH-000120,0.128337988778
ACH-000123,0.054491102525
ACH-000127,-0.00591586459225
ACH-000128,0.100893890702
ACH-000132,0.25531119259199997
ACH-000133,0.0567107887053
ACH-000137,0.0669359082396
ACH-000138,0.013000676846100002
ACH-000142,-0.0890437834665
ACH-000143,0.0862471955533
ACH-000146,0.139933507598
ACH-000148,0.105907014452
ACH-000150,0.224151714514
ACH-000152,-0.0161078986266
ACH-000153,0.220185971496
ACH-000159,-0.0882987178838
ACH-000160,-0.0124724310418
ACH-000163,-0.0115680393691
ACH-000167,0.24641055665
ACH-000168,0.018331637565400002
ACH-000169,0.184856847223
ACH-000178,0.037919916141199994
ACH-000182,-0.00363032624631
