,GLO1 (2739)
ACH-000004,0.0899263848213
ACH-000007,-0.055877454869200004
ACH-000009,-0.0679477908687
ACH-000011,0.0441075789361
ACH-000012,-0.19388927993500002
ACH-000013,-0.139260044041
ACH-000014,-0.0285684158692
ACH-000015,-0.038941256037699996
ACH-000017,-0.027619923095
ACH-000018,0.0444013515679
ACH-000019,0.0865550898445
ACH-000021,-0.0567083304745
ACH-000022,0.123967359316
ACH-000025,0.09812187614039998
ACH-000028,-0.038107926211199995
ACH-000030,-0.0825665410414
ACH-000035,-0.265986418594
ACH-000036,-0.05714103039
ACH-000037,-0.29542849975200003
ACH-000039,-0.5137903541619999
ACH-000040,0.0668753815444
ACH-000041,0.10656855649399999
ACH-000042,-0.023126936186199997
ACH-000045,0.0153949451417
ACH-000047,-0.228532993873
ACH-000052,-0.181058063898
ACH-000053,-0.0238324916364
ACH-000054,-0.0967209199837
ACH-000055,0.061257845522999996
ACH-000060,0.058888156725399994
ACH-000067,-0.137994313247
ACH-000070,-0.00427567833183
ACH-000075,0.05632449706809999
ACH-000078,-0.332952176459
ACH-000082,0.0480071679816
ACH-000085,-0.619193948608
ACH-000086,0.0675005528763
ACH-000087,-0.10143590515100001
ACH-000092,0.00736637539645
ACH-000095,-0.142989431912
ACH-000097,0.050193311629999994
ACH-000098,-0.0140005936438
ACH-000099,-0.22399154204
ACH-000108,-0.21930135164200001
ACH-000113,-0.133183275493
ACH-000115,-0.0763156591978
ACH-000116,0.114505755943
ACH-000118,-0.0910603420025
ACH-000120,-0.125787702926
ACH-000123,-0.19075683917999997
ACH-000127,-0.195420445209
ACH-000128,-0.0637545287098
ACH-000132,-0.0377705324439
ACH-000133,-0.172873753619
ACH-000137,0.0658931322965
ACH-000138,-0.00487619109578
ACH-000142,0.0192796958263
ACH-000143,-0.442298442143
ACH-000146,-0.0171867797887
ACH-000148,0.14471040784800002
ACH-000150,0.211194099672
ACH-000152,0.143134940892
ACH-000153,-0.40849902734800003
ACH-000159,-0.019786229677400003
ACH-000160,0.535625816264
ACH-000163,0.0776875107648
ACH-000167,0.662227339008
ACH-000168,-0.00133428379725
ACH-000169,-0.104703898813
ACH-000178,-0.169766862449
ACH-000182,-0.0675307402852
ACH-000183,0.118756406598
ACH-000188,0.180190437093
ACH-000189,0.49854054484399996
ACH-000190,0.391494132934
ACH-000198,-0.157822918054
ACH-000204,-0.138714712226
ACH-000206,-0.116889927761
ACH-000207,-0.023404079574599997
ACH-000211,0.0812953752674
ACH-000215,-0.0478627490551
ACH-000221,0.0753054690705
ACH-000222,0.203522230895
ACH-000223,-0.149732056248
ACH-000226,-0.201108198561
ACH-000227,0.273673148547
ACH-000228,-0.0030970007260199997
ACH-000231,-0.11588218588600001
ACH-000232,0.103701664736
ACH-000233,-0.08750580438279999
ACH-000234,-0.14802424249
ACH-000235,0.0237789235972
ACH-000237,0.020714638403900004
ACH-000238,-0.100538045551
ACH-000243,0.0485830308461
ACH-000244,-0.008820660802229999
ACH-000246,-0.12739176338400002
ACH-000248,0.0625300998749
ACH-000250,0.00839882772573
ACH-000251,-0.175677462801
ACH-000253,-0.053852034835
ACH-000255,-0.0255551607359
ACH-000256,0.104085398719
ACH-000257,0.04325313024019999
ACH-000258,-0.126837834017
ACH-000259,0.015909594154999998
ACH-000260,0.0572296127451
ACH-000261,-0.038679375822600004
ACH-000262,-0.110197906174
ACH-000263,0.162991243866
ACH-000264,-0.110971357972
ACH-000265,-0.129717995355
ACH-000266,-0.005071265366939999
ACH-000272,-0.0715507742227
ACH-000273,-0.187349237029
ACH-000274,0.20783815823399998
ACH-000277,-0.177041242425
ACH-000278,0.166345237261
ACH-000279,0.07845059595369999
ACH-000280,0.0262164049316
ACH-000281,-0.272729164704
