,SPON2 (10417)
ACH-000004,-0.0581920507253
ACH-000007,0.0783001890542
ACH-000009,0.00114438082763
ACH-000011,0.038907790580400003
ACH-000012,0.022865941178
ACH-000013,0.150629130385
ACH-000014,0.0660333790474
ACH-000015,0.100210630384
ACH-000017,-0.006420732734920001
ACH-000018,-0.151322026405
ACH-000019,0.0849239211486
ACH-000021,0.233996825251
ACH-000022,-0.19632527725
ACH-000025,0.134414302318
ACH-000028,0.311486557494
ACH-000030,0.10652770785499999
ACH-000035,0.117377378388
ACH-000036,0.20086414526299998
ACH-000037,0.0758533949199
ACH-000039,0.141935553017
ACH-000040,-0.283292596826
ACH-000041,0.09240170690680001
ACH-000042,0.0393480518831
ACH-000045,-0.0168777253237
ACH-000047,0.034506925252800004
ACH-000052,0.22185327925999998
ACH-000053,0.159434222945
ACH-000054,0.146068341603
ACH-000055,0.00702076218883
ACH-000060,-0.050996701630999994
ACH-000067,0.0798956111401
ACH-000070,0.411947538854
ACH-000075,0.172596185018
ACH-000078,0.0776318491143
ACH-000082,0.328191459778
ACH-000085,0.17999930339499998
ACH-000086,0.22236801953000002
ACH-000087,-0.014142615664899999
ACH-000092,0.197389284709
ACH-000095,-0.0040467313046300005
ACH-000097,0.0505807377576
ACH-000098,0.170703646547
ACH-000099,0.14512567468499998
ACH-000108,-0.208677830792
ACH-000113,0.0673687487696
ACH-000115,0.147905093211
ACH-000116,0.170326305136
ACH-000118,0.0415222318811
ACH-000120,0.0366063389971
ACH-000123,0.0287457003905
ACH-000127,0.0358438082545
ACH-000128,0.26242503731999994
ACH-000132,0.342449485217
ACH-000133,0.0200940321654
ACH-000137,0.176218859789
ACH-000138,0.166943026242
ACH-000142,0.032042035877999996
ACH-000143,0.060365214682800004
ACH-000146,0.157992981638
ACH-000148,0.126892294286
ACH-000150,0.0952102183331
ACH-000152,0.0952807518751
ACH-000153,-0.325933022502
ACH-000159,0.31191903988200004
ACH-000160,0.275246743445
ACH-000163,-0.132861318103
ACH-000167,0.21567597761799998
ACH-000168,0.10854923872000001
ACH-000169,0.0770938899643
ACH-000178,0.0630301639696
ACH-000182,-0.0961061693925
ACH-000183,0.172173862492
ACH-000188,0.027556753913
ACH-000189,0.11821140235099999
ACH-000190,0.23213376434900002
ACH-000198,0.134860308368
ACH-000204,0.14764140843
ACH-000206,0.182463640076
ACH-000207,0.00486623704424
ACH-000211,0.07268984363639999
ACH-000215,0.167938470851
ACH-000221,0.0021002850357200002
ACH-000222,-0.0283484823459
ACH-000223,0.139793005506
ACH-000226,0.29329322357
ACH-000227,0.04469255798669999
ACH-000228,0.378110381054
ACH-000231,0.0675465889925
ACH-000232,-0.0907336357921
ACH-000233,0.187647791299
ACH-000234,0.22946198520999997
ACH-000235,0.0159425707141
ACH-000237,-0.05870558070759999
ACH-000238,0.152627072683
ACH-000243,0.05728207373290001
ACH-000244,0.37098652980499996
ACH-000246,0.157261388868
ACH-000248,0.210356667366
ACH-000250,0.00823937965004
ACH-000251,0.156737008312
ACH-000253,0.11471978605799998
ACH-000255,0.11710567727299999
ACH-000256,0.017253306791599997
ACH-000257,0.100890837667
ACH-000258,0.0340949685645
ACH-000259,-0.0794939542308
ACH-000260,-0.10761013795600001
ACH-000261,0.09984089769269999
ACH-000262,0.149541802686
ACH-000263,-0.023297167621
ACH-000264,0.0319708148261
ACH-000265,0.0602015931235
ACH-000266,0.0871765303248
ACH-000272,-0.00926849457543
ACH-000273,0.0164865087653
ACH-000274,-0.11364616067700001
ACH-000277,0.255289406906
ACH-000278,0.10984511831299999
ACH-000279,-0.028203861559200002
ACH-000280,-0.0369181988724
ACH-000281,-0.0688592338518
ACH-000288,0.12310344027999999
ACH-000291,0.13663975113
ACH-000293,-0.333644593684
ACH-000294,0.21561062200599998
ACH-000295,0.0372084752258
ACH-000296,0.17010443594900002
ACH-000302,0.0900920744201
ACH-000304,-0.0215988597164
ACH-000307,0.031672379168700006
ACH-000308,0.08540439225379999
ACH-000310,0.05644578202000001
ACH-000311,0.0415358477554
ACH-000312,0.105500173367
ACH-000315,-0.114631141462
ACH-000316,0.05033020113680001
ACH-000317,0.130516645973
ACH-000318,0.22475247435899998
ACH-000319,0.0480243472654
ACH-000320,0.08486861170769999
ACH-000322,0.298908669522
ACH-000323,0.101914154517
ACH-000324,0.0681189345891
ACH-000329,0.071697146181
ACH-000330,-0.0790842388402
ACH-000331,0.20522915658
ACH-000332,0.0433082846287
ACH-000334,0.182697499576
ACH-000335,0.0864396114333
ACH-000336,0.371907381624
ACH-000337,0.15491984155400002
ACH-000339,-0.060780859699599996
ACH-000341,0.709711769149
ACH-000348,0.19398639602499998
ACH-000350,0.128355039474
ACH-000352,0.0102402755589
ACH-000356,0.0067256300123399995
ACH-000361,0.00994148098047
ACH-000362,0.137205633314
ACH-000363,0.12115618515000001
ACH-000364,0.19728216513500002
ACH-000365,-0.018327348963400002
ACH-000366,0.179360860255
ACH-000368,-0.0641810665096
ACH-000374,0.08790127698860001
