,EPPIN (57119)
ACH-000004,-0.34376020818899994
ACH-000007,-0.252034687957
ACH-000009,-0.186548486282
ACH-000011,-0.044435320426699995
ACH-000012,-0.0493197436362
ACH-000013,-0.08584713127839999
ACH-000014,-0.0926020835725
ACH-000015,-0.165849963077
ACH-000017,-0.222954770917
ACH-000018,-0.12260467387900001
ACH-000019,-0.184755243088
ACH-000021,-0.16824971831099997
ACH-000022,-0.171619609006
ACH-000025,-0.254888926641
ACH-000028,-0.192147162909
ACH-000030,-0.22574495648499998
ACH-000035,-0.205568399668
ACH-000036,-0.0307661542741
ACH-000037,-0.0427054633601
ACH-000039,-0.253155530682
ACH-000040,-0.0706658804022
ACH-000041,-0.129959385141
ACH-000042,-0.38252178957099997
ACH-000045,-0.138035414101
ACH-000047,-0.22125764639000003
ACH-000052,-0.193637617849
ACH-000053,-0.18792160918200002
ACH-000054,-0.170984578006
ACH-000055,-0.205916752275
ACH-000060,-0.206879680545
ACH-000067,-0.1520330012
ACH-000070,-0.13175219177
ACH-000075,-0.246652718428
ACH-000078,-0.20086920700999997
ACH-000082,-0.380011187359
ACH-000085,-0.33257702155499996
ACH-000086,-0.244185816848
ACH-000087,0.0226421600733
ACH-000092,-0.227921919394
ACH-000095,-0.187246814874
ACH-000097,-0.224795974417
ACH-000098,-0.0966863836893
ACH-000099,-0.09746030180460001
ACH-000108,-0.24475971814599998
ACH-000113,-0.0736614995268
ACH-000115,-0.187970352686
ACH-000116,-0.115244992063
ACH-000118,-0.23139102616
ACH-000120,-0.117375660781
ACH-000123,-0.225242034161
ACH-000127,-0.08556447341210001
ACH-000128,-0.012536261332900001
ACH-000132,-0.080611453049
ACH-000133,-0.154062254978
ACH-000137,-0.0474539683706
ACH-000138,-0.287498296363
ACH-000142,-0.0620002436657
ACH-000143,-0.193936669302
ACH-000146,-0.262638165574
ACH-000148,-0.177055922224
ACH-000150,-0.112609859356
ACH-000152,-0.163814667202
ACH-000153,-0.118559450793
ACH-000159,-0.129072834121
ACH-000160,-0.196322306776
ACH-000163,-0.11974866075400001
ACH-000167,-0.289574423721
ACH-000168,-0.247499800031
ACH-000169,-0.299118856452
ACH-000178,-0.164831975703
ACH-000182,-0.202156752914
ACH-000183,-0.200012586889
ACH-000188,-0.163128903471
ACH-000189,-0.08093227999080001
ACH-000190,-0.132954505558
ACH-000198,-0.195448913689
ACH-000204,-0.0933228172123
ACH-000206,-0.074663291102
ACH-000207,-0.0163823566711
ACH-000211,-0.199011238167
ACH-000215,-0.126363329096
ACH-000221,-0.308440957285
ACH-000222,-0.34670334878
ACH-000223,-0.0123425257616
ACH-000226,-0.11396655210699999
ACH-000227,-0.04974964321380001
ACH-000228,-0.214378943535
ACH-000231,-0.157328715142
ACH-000232,-0.14624593219
ACH-000233,-0.113177949427
ACH-000234,-0.163047183156
ACH-000235,-0.175079435768
ACH-000237,-0.216180942662
ACH-000238,-0.23502012214499998
ACH-000243,-0.173023223739
ACH-000244,-0.137192490629
ACH-000246,-0.156281299544
ACH-000248,-0.177155992964
ACH-000250,-0.178270093844
ACH-000251,-0.235147308873
ACH-000253,-0.320424397288
ACH-000255,-0.28552258208299997
ACH-000256,-0.0726396347323
ACH-000257,0.0767133067297
ACH-000258,-0.410924076934
ACH-000259,-0.20219120169500002
ACH-000260,-0.29715627757699997
ACH-000261,-0.237794929989
ACH-000262,-0.147237749986
ACH-000263,-0.0014981143356800001
ACH-000264,-0.235215395739
ACH-000265,-0.18388009989999998
ACH-000266,-0.20544151159000001
ACH-000272,-0.144363064518
ACH-000273,-0.22249871868700002
ACH-000274,-0.273702908197
ACH-000277,-0.31233408491000003
ACH-000278,-0.131485033466
ACH-000279,-0.0555215092239
ACH-000280,-0.258018973781
ACH-000281,-0.440219297689
ACH-000288,-0.148733322404
ACH-000291,-0.31665286955
ACH-000293,-0.232059007061
ACH-000294,-0.36239960488000006
ACH-000295,0.014786182228000001
ACH-000296,-0.28187818778
ACH-000302,-0.103560443136
ACH-000304,-0.150480992241
ACH-000307,-0.147277833367
ACH-000308,-0.15882717304000002
ACH-000310,-0.23930620390500001
ACH-000311,-0.187801879546
ACH-000312,-0.20528935399
ACH-000315,-0.09408660875040001
ACH-000316,-0.284035657193
ACH-000317,-0.132573178795
ACH-000318,-0.352308643754
ACH-000319,-0.144656804557
ACH-000320,-0.42721053126999997
ACH-000322,-0.3172620169
ACH-000323,-0.21575697556899998
ACH-000324,-0.200027196335
ACH-000329,-0.19080516914999998
ACH-000330,-0.462367152276
ACH-000331,-0.0946321576108
ACH-000332,-0.223808561635
ACH-000334,-0.0249081635977
ACH-000335,-0.0414427228034
ACH-000336,-0.309158926044
ACH-000337,-0.17715512712099998
ACH-000339,-0.132722132692
ACH-000341,-0.014591932124999998
ACH-000348,-0.168810260799
ACH-000350,-0.414770858262
ACH-000352,-0.06518567902030001
ACH-000356,-0.441538380608
ACH-000361,-0.23805144283500002
ACH-000362,-0.157177903528
ACH-000363,-0.14513502181
ACH-000364,-0.0581299608904
ACH-000365,-0.21664914811099997
ACH-000366,-0.200870154582
ACH-000368,-0.311721360151
ACH-000374,-0.0430628910843
ACH-000375,-0.105407405727
ACH-000376,-0.19468740692400002
ACH-000381,-0.19926757814100002
ACH-000383,-0.161644364526
ACH-000387,-0.16777802071800002
ACH-000389,-0.172439009941
ACH-000390,-0.177405179526
ACH-000393,-0.11060918296700001
ACH-000395,-0.449771656101
ACH-000397,-0.08016199448580001
ACH-000401,-0.27697670902
ACH-000402,0.0803029984605
ACH-000403,-0.233875108576
ACH-000404,-0.415109392229
ACH-000406,-0.220813529559
ACH-000407,-0.205334328176
ACH-000408,-0.335186242166
ACH-000410,-0.139373538009
ACH-000411,-0.193588161058
ACH-000414,-0.356703143196
ACH-000415,-0.144150921295
ACH-000416,-0.125649965208
