,OR10H3 (26532)
ACH-000004,-0.0113333896516
ACH-000007,-0.048815132824
ACH-000009,0.125144892414
ACH-000011,0.042008945286
ACH-000012,0.21529850693799998
ACH-000013,0.09509759991019999
ACH-000014,0.283204344436
ACH-000015,0.0768943751438
ACH-000017,0.18510841854
ACH-000018,0.194366897146
ACH-000019,-0.0942153354263
ACH-000021,0.08283965900510001
ACH-000022,0.156445706842
ACH-000025,0.25652141865899997
ACH-000028,-0.0118381759843
ACH-000030,-0.0162021445361
ACH-000035,0.134131625521
ACH-000036,0.135107048319
ACH-000037,0.442221677593
ACH-000039,0.054661176935800006
ACH-000040,0.280718670812
ACH-000041,0.0449996398293
ACH-000042,0.26701917224800004
ACH-000045,0.0644509015671
ACH-000047,0.184340403403
ACH-000052,0.152680044491
ACH-000053,0.17067331475699998
ACH-000054,0.203255232642
ACH-000055,0.21505168639199998
ACH-000060,0.175988870332
ACH-000067,0.24723854150600003
ACH-000070,0.275405730326
ACH-000075,0.144089799449
ACH-000078,0.17404308727499998
ACH-000082,0.23002982563299998
ACH-000085,0.0970610754075
ACH-000086,0.156787757457
ACH-000087,-0.12576535052
ACH-000092,0.148286547169
ACH-000095,0.0528975641926
ACH-000097,0.136040707081
ACH-000098,0.225043329069
ACH-000099,0.12679333625800002
ACH-000108,0.12703608966399998
ACH-000113,0.120521981008
ACH-000115,-0.0155676840731
ACH-000116,0.124529697963
ACH-000118,0.201831013127
ACH-000120,0.150546959811
ACH-000123,0.155838342101
ACH-000127,0.08902660845100001
ACH-000128,0.013200436067600001
ACH-000132,0.08357231316589998
ACH-000133,0.138914930451
ACH-000137,0.11508718020400001
ACH-000138,0.07711854816060001
ACH-000142,0.121940829522
ACH-000143,0.184938065728
ACH-000146,0.187666525712
ACH-000148,0.18622714508299998
ACH-000150,0.0395631025033
ACH-000152,0.060808315745
ACH-000153,0.127202742474
ACH-000159,0.0407447226187
ACH-000160,0.238754579008
ACH-000163,-0.017724780963
ACH-000167,0.220186677737
ACH-000168,0.08895905405099999
ACH-000169,0.221777264586
ACH-000178,0.155520192799
ACH-000182,0.118326466785
ACH-000183,0.162900607651
ACH-000188,0.0828591134886
ACH-000189,0.184608018521
ACH-000190,0.181656200453
ACH-000198,0.206392512073
ACH-000204,0.0407099180697
ACH-000206,0.141060320739
ACH-000207,0.23380074811
ACH-000211,0.029414042739499997
ACH-000215,0.166041493671
ACH-000221,-0.0615198595154
ACH-000222,-0.00401377042912
ACH-000223,0.15975601305
ACH-000226,0.233365740499
ACH-000227,0.21542372686900002
ACH-000228,0.0149942662825
ACH-000231,0.22219492951699998
ACH-000232,0.255154707146
ACH-000233,0.09712217227889999
ACH-000234,0.302153985434
ACH-000235,0.163066052864
ACH-000237,0.15233325500199998
ACH-000238,0.20087187642700002
ACH-000243,0.100225952976
ACH-000244,0.12363217135500001
ACH-000246,0.149290624899
ACH-000248,0.030154676601299998
ACH-000250,0.16949803106699998
ACH-000251,0.169221061806
ACH-000253,-0.00940726342124
ACH-000255,0.0905265958932
ACH-000256,0.12688986524700002
ACH-000257,0.203115966903
ACH-000258,0.22290662970699998
ACH-000259,0.0956372958958
ACH-000260,0.061760715174199995
ACH-000261,0.0790407450634
ACH-000262,0.00352781974729
ACH-000263,-0.0424752550799
ACH-000264,0.176736332637
ACH-000265,0.145785473605
ACH-000266,0.26300579482299996
ACH-000272,0.0447283033768
ACH-000273,0.193754214861
ACH-000274,0.280519079003
ACH-000277,0.243957851525
ACH-000278,0.133139544586
ACH-000279,0.23199229138500002
ACH-000280,-0.0175503326574
ACH-000281,0.346490601717
ACH-000288,0.227588345424
ACH-000291,0.124010957827
ACH-000293,0.162480325306
ACH-000294,0.09617972454489998
ACH-000295,0.16178872111099998
ACH-000296,0.238764594645
ACH-000302,0.156799952979
ACH-000304,0.24178438824700002
ACH-000307,0.08906344739010001
ACH-000308,0.15835161229
ACH-000310,0.111300875351
ACH-000311,0.100423355966
ACH-000312,0.19054610322700002
ACH-000315,0.193693717215
ACH-000316,0.22455915266600002
ACH-000317,0.0506875958081
ACH-000318,0.0316986640804
ACH-000319,0.255226782835
ACH-000320,0.0875136320991
ACH-000322,0.223706401945
ACH-000323,0.230442407507
ACH-000324,0.08538646218910001
ACH-000329,0.0690888895533
ACH-000330,-0.00530818831544
ACH-000331,0.11433739406099999
ACH-000332,0.13051536707800002
ACH-000334,0.275550086904
ACH-000335,0.0938158589624
ACH-000336,0.31256838845400003
ACH-000337,0.19320512360599998
ACH-000339,0.09558238372000001
ACH-000341,0.0754928217064
ACH-000348,0.162946152191
ACH-000350,0.258682602358
ACH-000352,0.05708826221530001
ACH-000356,0.279478345398
ACH-000361,-0.00404476299476
ACH-000362,0.300769129535
ACH-000363,0.041520540701300006
ACH-000364,0.00847487708453
ACH-000365,0.247599313486
ACH-000366,0.143168401132
ACH-000368,0.102886655966
ACH-000374,0.0261645310495
ACH-000375,0.158249259497
ACH-000376,0.263479648007
ACH-000381,0.289245656537
ACH-000383,0.138931213053
ACH-000387,0.110172950866
ACH-000389,0.15769961765
ACH-000390,0.0369585632417
ACH-000393,0.12060179183900001
ACH-000395,0.26468544141999995
ACH-000397,0.20978747942499998
ACH-000401,0.00654848597405
ACH-000402,0.04487446495109999
ACH-000403,0.11897087637800001
ACH-000404,0.127268997257
ACH-000406,0.19725931060899998
ACH-000407,0.0303045489603
ACH-000408,0.363915262888
ACH-000410,0.195434515101
ACH-000411,0.18225728785700002
ACH-000414,0.0815268518116
ACH-000415,0.0923766982922
ACH-000416,0.0830493159591
ACH-000420,0.20885570199
ACH-000421,0.15366908084699998
ACH-000424,0.20961932865400001
ACH-000425,0.18748617561900002
ACH-000426,-0.0342795718276
ACH-000427,0.17532099296700002
ACH-000433,0.0145720011304
ACH-000436,0.17121169252000001
ACH-000444,0.163659870514
ACH-000445,0.13964607359
ACH-000448,0.158234890384
ACH-000450,-0.0383643315229
ACH-000452,0.0178137243963
ACH-000454,-0.4018214764
ACH-000458,0.227767454056
ACH-000459,0.0953836592086
ACH-000460,0.161413428188
ACH-000461,-0.0262097028853
ACH-000463,0.0743901171426
ACH-000464,-0.0503770678832
ACH-000466,-0.0478694995547
ACH-000467,0.07901645236089999
ACH-000468,0.183788157971
ACH-000469,0.122541533103
ACH-000470,0.205064108595
ACH-000471,0.128403675306
ACH-000472,0.08597636922980001
ACH-000473,0.169545004555
ACH-000475,0.157472908145
ACH-000476,0.232764658732
ACH-000477,0.051185817660300004
ACH-000480,0.243893306135
ACH-000481,0.10773715052
ACH-000483,0.228012525699
ACH-000484,0.323460325776
ACH-000485,0.116620189561
ACH-000486,0.105108988027
ACH-000487,0.185264310161
ACH-000488,0.139426118911
ACH-000490,0.12851890825999998
ACH-000491,0.202114266978
ACH-000495,0.09775122226639998
ACH-000496,0.230392433796
ACH-000499,0.17119630914700001
ACH-000500,-0.546772727676
ACH-000502,0.112542648189
ACH-000503,0.24707169833700002
ACH-000505,0.0913228507275
ACH-000507,0.23388639623000004
ACH-000510,0.168842042351
ACH-000511,0.255549981283
ACH-000512,0.35914727510399996
ACH-000516,0.143349593308
ACH-000517,0.137728335216
ACH-000518,0.128979880749
ACH-000520,0.0588097436441
ACH-000521,0.23064909589299998
ACH-000522,0.146823724926
ACH-000524,0.143673268202
ACH-000527,0.138397569988
ACH-000528,0.113457760185
ACH-000537,0.297401568233
ACH-000541,0.365551749503
ACH-000542,0.147208092386
ACH-000544,0.16183897478700002
ACH-000545,0.157003335239
ACH-000547,0.0669725849717
ACH-000548,0.233140396847
ACH-000549,-0.0685994285471
ACH-000550,0.24602277989
ACH-000552,0.21005279103900001
ACH-000556,0.0728657924394
ACH-000557,0.22916368880999996
ACH-000570,0.251764588041
ACH-000571,0.231340597747
ACH-000573,0.261025195243
ACH-000576,0.43257935847900003
ACH-000580,0.0373420228345
ACH-000584,0.113900636318
ACH-000585,0.153339948018
ACH-000588,0.28561026566
ACH-000589,0.121505006975
ACH-000591,0.263457694029
ACH-000593,0.205772031899
ACH-000600,0.0476344457923
ACH-000601,0.125803359224
ACH-000604,0.17443522323199998
ACH-000605,0.137508188113
ACH-000606,0.107274988984
ACH-000608,0.196783433359
ACH-000614,0.243845572628
ACH-000616,0.211032558919
ACH-000618,0.174572967112
ACH-000619,0.196894291789
ACH-000620,0.041586765510800004
ACH-000621,0.0984120077275
ACH-000622,0.20738449555799998
ACH-000623,0.20361241183200002
ACH-000624,0.136707232928
ACH-000627,0.181245668952
ACH-000630,0.163814667088
ACH-000632,0.21022411251899997
ACH-000633,0.133235343402
ACH-000637,-0.0699221987159
ACH-000638,0.264137979923
ACH-000646,0.011286018352299998
ACH-000647,0.13494115671700002
ACH-000648,0.22793828086800003
ACH-000649,0.18245499218400002
ACH-000651,0.060313639933
ACH-000652,-0.0027711244682499998
ACH-000653,0.17201466792599998
ACH-000657,0.161284651472
ACH-000658,0.264738817718
ACH-000661,0.130513408328
ACH-000662,0.137599863128
ACH-000663,0.214720803545
ACH-000665,0.0517534000084
ACH-000671,0.18888430581799998
ACH-000673,0.157602657904
ACH-000676,0.0626516716816
ACH-000677,0.14638968868899999
ACH-000681,0.12243375692500001
ACH-000682,0.127305673988
ACH-000683,-0.0315763692508
ACH-000684,0.203186916892
ACH-000688,0.238358741021
ACH-000693,0.09158532569389999
ACH-000694,0.211113175394
ACH-000695,0.222477380676
ACH-000696,0.144842684562
ACH-000697,0.11634052640999999
ACH-000699,0.207040580614
ACH-000701,0.0313609195825
ACH-000706,0.104279987962
ACH-000711,0.114534066185
ACH-000713,-0.0912715813603
ACH-000714,0.043705566601
ACH-000718,0.287850612153
ACH-000720,0.200077326666
ACH-000721,0.0801882358867
ACH-000724,0.327564970327
ACH-000725,-0.030169979213400002
ACH-000732,0.027916536822
ACH-000734,0.0628569797414
ACH-000735,0.136444921943
ACH-000736,0.10368742760199999
ACH-000738,0.18822472792800002
ACH-000746,0.181097214159
ACH-000747,0.0437880808988
ACH-000748,0.218864374773
ACH-000753,0.0550570373315
ACH-000756,0.152262127296
ACH-000757,0.0119680256118
ACH-000758,0.060892361090699995
ACH-000760,0.267772782242
ACH-000763,0.3606048026
ACH-000764,0.22726145467300002
ACH-000765,0.160763515632
ACH-000766,0.195455205271
ACH-000767,0.05007905706830001
ACH-000768,-0.1095659513
ACH-000769,0.154069863793
ACH-000770,0.169214204481
ACH-000771,0.120407247041
ACH-000773,0.36937688666900004
ACH-000776,-0.047201738949999995
ACH-000777,0.17924489144000003
ACH-000778,0.12023385270600001
ACH-000781,0.027400939030499998
ACH-000782,0.229933461052
ACH-000783,0.17130041394499998
ACH-000784,0.122117418834
ACH-000785,0.00924368159315
