,CACNA1S (779)
ACH-000004,0.047915223157199996
ACH-000007,-0.12728925670900001
ACH-000009,-0.30401295592099997
ACH-000011,0.20723944304699998
ACH-000012,-0.037183941589
ACH-000013,0.0577395160337
ACH-000014,-0.177895285108
ACH-000015,0.023759404778
ACH-000017,-0.00954401136239
ACH-000018,-0.21583502008000002
ACH-000019,-0.255377416138
ACH-000021,-0.141133876163
ACH-000022,-0.016446933602400002
ACH-000025,-0.124266133542
ACH-000028,-0.059059695029699995
ACH-000030,-0.062043868474500004
ACH-000035,-0.0477617815919
ACH-000036,0.119830892698
ACH-000037,-0.0781125021666
ACH-000039,-0.16061975250399999
ACH-000040,0.00266097259106
ACH-000041,0.0967872675946
ACH-000042,0.0869368984531
ACH-000045,-0.0989651173195
ACH-000047,0.0873223919685
ACH-000052,0.0741794522819
ACH-000053,-0.107296113407
ACH-000054,-0.05441158041230001
ACH-000055,-0.0766049292738
ACH-000060,-0.00970254798963
ACH-000067,0.07487028650769999
ACH-000070,-0.255046553299
ACH-000075,0.08085477974769999
ACH-000078,0.198135641707
ACH-000082,-0.143477448145
ACH-000085,-0.290952206975
ACH-000086,-0.21179450275699999
ACH-000087,-0.334148070457
ACH-000092,-0.049531231685199996
ACH-000095,-0.0527969634826
ACH-000097,0.05684356807490001
ACH-000098,0.0227000528676
ACH-000099,0.0770354599281
ACH-000108,-0.0893522353102
ACH-000113,-0.00386121009102
ACH-000115,0.0406001846522
ACH-000116,-0.11287430397399999
ACH-000118,-0.0204418706595
ACH-000120,-0.12281163064999999
ACH-000123,-0.0815807478593
ACH-000127,0.00589941833277
ACH-000128,0.114227617182
ACH-000132,-0.067174766873
ACH-000133,0.0347347473023
ACH-000137,0.0907729506591
ACH-000138,-0.119436650422
ACH-000142,-0.17784893014199998
ACH-000143,-0.0745018396473
ACH-000146,-0.049792712329000004
ACH-000148,-0.16899574122699998
ACH-000150,-0.162037316953
ACH-000152,0.10523201347899999
ACH-000153,-0.177321756718
ACH-000159,-0.0990340662629
ACH-000160,-0.123443190308
ACH-000163,-0.168300610758
ACH-000167,-0.00461297385705
ACH-000168,-0.290351222658
ACH-000169,0.057895030333900005
ACH-000178,0.000305172096671
ACH-000182,-0.0319796348836
ACH-000183,-0.210768465093
ACH-000188,-0.15671672914999998
ACH-000189,0.0052537626617
ACH-000190,0.175449971004
ACH-000198,0.0471707913062
ACH-000204,-0.20069733684399998
ACH-000206,-0.11222349429000002
ACH-000207,-0.0386545336696
ACH-000211,0.0363960539781
ACH-000215,-0.0409337977036
ACH-000221,0.167719661932
ACH-000222,-0.211883400393
ACH-000223,-0.0198613822813
ACH-000226,-0.242535751233
ACH-000227,-0.037501768312699996
ACH-000228,-0.08866895517930001
ACH-000231,-0.0461744926556
ACH-000232,0.0326454605696
ACH-000233,-0.127417657491
ACH-000234,-0.0812426960447
ACH-000235,-0.0980858798078
ACH-000237,0.120789577068
ACH-000238,-0.0902783326682
ACH-000243,-0.06481297444230001
ACH-000244,0.0901548616889
ACH-000246,-0.11720736713199999
ACH-000248,0.0904143212582
ACH-000250,0.0186424318303
ACH-000251,0.135906561717
ACH-000253,0.0100207279634
ACH-000255,-0.1683824538
ACH-000256,0.249786732876
ACH-000257,-0.262752479472
ACH-000258,-0.00654307044155
ACH-000259,-0.130709668288
ACH-000260,-0.108996829432
ACH-000261,0.0751824316485
ACH-000262,-0.0127519433531
ACH-000263,-0.0971794115092
ACH-000264,-0.0152681330111
ACH-000265,0.0254815188119
ACH-000266,0.0385947758363
ACH-000272,-0.186950165856
ACH-000273,-0.14037137620999998
ACH-000274,0.0034029298523
ACH-000277,0.133765721915
ACH-000278,0.161209692568
ACH-000279,-0.09042882564850001
ACH-000280,-0.0560904598762
ACH-000281,-0.316442556099
ACH-000288,-0.119936965756
ACH-000291,-0.029875264577799997
ACH-000293,0.178541569035
ACH-000294,-0.0849972829367
ACH-000295,0.0326225103747
ACH-000296,0.0742784655903
ACH-000302,0.116882230052
ACH-000304,0.189770262053
ACH-000307,-0.0561012829888
ACH-000308,0.13387391592700001
ACH-000310,-0.134619649767
ACH-000311,-0.09033681027560002
ACH-000312,-0.223167347636
ACH-000315,0.166160828751
ACH-000316,-0.0343254727033
ACH-000317,0.00841486376326
ACH-000318,-0.134369553203
ACH-000319,0.159431293894
ACH-000320,-0.231112758541
ACH-000322,-0.08139660423060001
ACH-000323,-0.177887512808
ACH-000324,-0.024604982009200003
ACH-000329,0.007652565346709999
ACH-000330,-0.09484822200120001
ACH-000331,-0.04100046769019999
ACH-000332,-0.0306295705962
ACH-000334,0.08588042312210001
ACH-000335,0.0353530400317
ACH-000336,0.310300220814
ACH-000337,0.0646031438153
ACH-000339,0.0676142359495
ACH-000341,0.156874079326
ACH-000348,-0.08241398670460001
ACH-000350,-0.0623500799414
ACH-000352,0.025493396133099998
ACH-000356,-0.304901735312
ACH-000361,-0.0807805827461
ACH-000362,0.0676484055626
ACH-000363,0.028793765217400003
ACH-000364,-0.221837351239
ACH-000365,0.0379848092624
ACH-000366,-0.012194291558299998
ACH-000368,-0.0505525734474
ACH-000374,-0.038167661681
ACH-000375,-0.23048833689
ACH-000376,-0.0392821842684
ACH-000381,0.00583713740304
ACH-000383,0.0296182939139
ACH-000387,0.145407413446
ACH-000389,0.00229319841495
ACH-000390,-0.0354227495215
ACH-000393,-0.0851035020837
ACH-000395,0.0963022161327
ACH-000397,0.0262724138875
ACH-000401,0.137584594536
ACH-000402,0.15777268527799998
ACH-000403,0.0603639804324
ACH-000404,0.138736473886
ACH-000406,-0.0492749519644
ACH-000407,-0.0013811842014900002
ACH-000408,0.178450570204
ACH-000410,-0.122652548835
ACH-000411,-0.05219753598
ACH-000414,-0.07469030306510001
ACH-000415,-0.12771389937
ACH-000416,0.0286175565147
ACH-000420,-0.154104405808
ACH-000421,-0.03565192979080001
ACH-000424,0.0954737064295
ACH-000425,0.11490316113700001
ACH-000426,0.041087323385800005
ACH-000427,0.164825334726
ACH-000433,-0.117030957339
ACH-000436,0.031265177512599995
ACH-000444,-0.0223969076497
ACH-000445,-0.137429180534
ACH-000448,-0.126612725325
ACH-000450,0.12388264111
ACH-000452,-0.126003279955
ACH-000454,-0.11060968732000001
ACH-000458,-0.176509505627
ACH-000459,0.038220448091
ACH-000460,-0.058980093887
ACH-000461,0.08498266687789999
ACH-000463,0.044776030103
ACH-000464,-0.130866984802
ACH-000466,0.14381739177300001
ACH-000467,-0.106384920407
ACH-000468,0.16246426749600001
ACH-000469,-0.04966253347730001
ACH-000470,0.0521225351299
ACH-000471,0.019416320320800002
ACH-000472,-0.184921017278
ACH-000473,0.00794511969361
ACH-000475,0.0567382325964
ACH-000476,-0.0186903090259
ACH-000477,-0.097500090475
ACH-000480,-0.127245031117
ACH-000481,-0.0219359186649
ACH-000483,-0.0568104983579
ACH-000484,-0.0586332027307
ACH-000485,0.0814103675918
ACH-000486,0.0296801845429
ACH-000487,-0.113766940787
ACH-000488,-0.029173283841400003
ACH-000490,0.011811248462
ACH-000491,0.0591884061912
ACH-000495,-0.0932147165743
ACH-000496,-0.127879797125
ACH-000499,-0.126846935662
ACH-000500,-0.33785523818499996
ACH-000502,0.0108123757525
ACH-000503,-0.311053803672
ACH-000505,0.050225614159900005
ACH-000507,0.023400024979599997
ACH-000510,-0.058662562965400004
ACH-000511,-0.264286066441
ACH-000512,-0.145996887788
ACH-000516,-0.1834574732
ACH-000517,-0.0077611845790600004
ACH-000518,0.175550466856
ACH-000520,-0.276051112646
ACH-000521,-0.034830391803
ACH-000522,0.0177420498458
ACH-000524,0.022886592914999997
ACH-000527,0.0049785419085000004
ACH-000528,-0.056650025552500004
ACH-000537,0.101220615931
ACH-000541,0.141509305374
ACH-000542,0.133637342782
ACH-000544,-0.0305076670487
ACH-000545,-0.0393265816931
ACH-000547,0.02141595289
ACH-000548,-0.284332600911
ACH-000549,0.0276510145555
ACH-000550,-0.0371572744456
ACH-000552,-0.0075415329108
ACH-000556,-0.06892013898510001
ACH-000557,-0.111884780681
ACH-000570,-0.0841232408098
ACH-000571,0.0494413512385
ACH-000573,-0.09036401342089999
ACH-000576,0.0414556233136
ACH-000580,0.00263458771496
ACH-000584,-0.04755564949109999
ACH-000585,-0.18992815023200002
ACH-000588,-0.107129009866
ACH-000589,-0.0347503218064
ACH-000591,0.250677626525
ACH-000593,-0.0985966863427
ACH-000600,-0.232926465707
ACH-000601,-0.09359457941089999
ACH-000604,-0.0161055767421
ACH-000605,0.120767060381
ACH-000606,-0.192118148094
ACH-000608,0.021030344153400004
ACH-000614,0.177046578411
ACH-000616,-0.049673404693900004
ACH-000618,0.0021633647647199996
ACH-000619,-0.0286252107663
ACH-000620,0.194925715636
ACH-000621,0.1927635776
ACH-000622,0.230776009005
ACH-000623,0.109149554735
ACH-000624,-0.0224896800887
ACH-000627,-0.118611909328
ACH-000630,-0.174505758092
ACH-000632,-0.020064829758400002
ACH-000633,-0.0660222815186
ACH-000637,0.204234017641
ACH-000638,-0.0189363132309
ACH-000646,0.120158468821
ACH-000647,-0.139700644126
ACH-000648,-0.24931781299000003
ACH-000649,-0.0334276558959
ACH-000651,-0.0209060179937
ACH-000652,0.0189238299962
ACH-000653,0.16106927149800002
ACH-000657,-0.027979266231299996
ACH-000658,-0.0707815902212
ACH-000661,0.0658330082171
ACH-000662,-0.223723280194
ACH-000663,-0.109798922543
ACH-000665,0.0907857638852
ACH-000671,-0.00590544493792
ACH-000673,-0.09028411322910002
ACH-000676,-0.0216374536333
ACH-000677,0.08033419497449999
ACH-000681,-0.0785512136119
ACH-000682,-0.119589945744
ACH-000683,-0.250556548785
ACH-000684,-0.180861783523
ACH-000688,0.0965204151575
ACH-000693,-0.126713603127
ACH-000694,-0.0858806974624
ACH-000695,-0.108728033457
ACH-000696,-0.014995783992899999
ACH-000697,-0.05528746188019999
ACH-000699,0.048824995888
ACH-000701,-0.165667569193
ACH-000706,-0.015290534083200002
ACH-000711,-0.0973174079861
ACH-000713,-0.11373860858
ACH-000714,-0.182802344727
ACH-000718,0.014621978705200002
ACH-000720,-0.144037318905
ACH-000721,0.07751629201679999
ACH-000724,0.153951769635
ACH-000725,-0.258485758892
ACH-000732,-0.08829153682039999
ACH-000734,-0.09633308079389999
ACH-000735,-0.201298704824
ACH-000736,-0.12071324093699999
ACH-000738,0.0634304924365
ACH-000746,0.00873989687043
ACH-000747,-0.0902963162393
ACH-000748,0.0441856437347
ACH-000753,-0.109219848532
ACH-000756,-0.10867678888599999
ACH-000757,-0.19780331206
ACH-000758,-0.0015998498008099999
ACH-000760,0.00182844076551
ACH-000763,0.0688494003213
ACH-000764,0.156594683938
ACH-000765,0.125594014959
ACH-000766,-0.0541456239851
ACH-000767,0.09155864373400001
ACH-000768,0.0083714146544
ACH-000769,-0.103312133258
ACH-000770,-0.0304154720674
ACH-000771,0.019437186657099998
ACH-000773,0.00484011376606
ACH-000776,-0.239780793459
ACH-000777,0.0500949466022
ACH-000778,-0.18728492601900001
ACH-000781,-0.117839363563
ACH-000782,0.020341976589
ACH-000783,0.06752077712019999
ACH-000784,-0.014100850110500001
ACH-000785,-0.19339387442000003
ACH-000787,-0.07838322775060001
ACH-000788,0.0320862851577
ACH-000791,-0.149235132414
ACH-000792,-0.0297940234901
ACH-000794,-0.0041318229524800005
ACH-000796,0.04654418381849999
ACH-000799,-0.14051291257200002
ACH-000800,-0.1852049828
ACH-000802,-0.22273986413600003
ACH-000804,-0.19204989501699998
ACH-000805,-0.0530750241665
ACH-000809,-0.0715959789696
ACH-000810,0.041944356258
ACH-000811,0.0473765649019
ACH-000817,-0.11324306170199999
ACH-000819,-0.041700588084400005
ACH-000820,-0.0732133903791
ACH-000821,0.0350690308704
ACH-000822,0.0584185082437
ACH-000823,0.00286419241645
ACH-000824,0.151812704439
ACH-000827,0.0547177203493
ACH-000829,0.244088539465
ACH-000831,-0.038637489574000004
ACH-000832,-0.15376619687
ACH-000833,-0.12847923452999999
ACH-000834,0.0769816798179
ACH-000835,0.04716555976530001
ACH-000836,-0.0145210123318
ACH-000837,0.00234314500443
ACH-000838,-0.245010269152
ACH-000839,-0.18833477352000003
ACH-000840,-0.0389077982336
ACH-000841,-0.221127978854
ACH-000843,-0.07491559302239999
ACH-000846,-0.059042026385500004
ACH-000847,0.0823113753412
ACH-000848,-0.114626328456
ACH-000849,0.0683570958922
ACH-000851,-0.0327785218367
ACH-000855,-0.168951556296
ACH-000856,-0.022037556921399998
ACH-000858,-0.06539345634390001
ACH-000859,0.17685453592300002
ACH-000861,-0.172545693107
ACH-000862,0.0337382076009
ACH-000865,0.0368367763658
ACH-000866,-0.052724798601599995
ACH-000867,-0.0265987959612
ACH-000869,-0.187998729273
ACH-000872,-0.24238512345600002
ACH-000873,-0.116806772652
ACH-000876,-0.36970579156499994
ACH-000878,0.364464393117
ACH-000880,-0.0162140413324
ACH-000881,-0.0732499719523
ACH-000882,-0.0644807568372
ACH-000884,0.038435504120800004
ACH-000885,-0.216942998394
ACH-000887,-0.10312527131000002
ACH-000888,0.165251473712
ACH-000889,-0.0433915625048
ACH-000890,0.06895592947760001
ACH-000896,-0.05188522809219999
ACH-000898,0.142845625219
ACH-000900,-0.0361266843017
ACH-000901,-0.0341043642557
ACH-000905,-0.160658241975
ACH-000906,-0.0701725031711
ACH-000907,-0.099737115488
ACH-000910,-0.14017411181199999
ACH-000911,-0.086534660399
ACH-000912,-0.121503185912
ACH-000913,-0.0407293861889
ACH-000915,0.0670233819101
ACH-000916,-0.419974436232
ACH-000917,-0.09062913361160001
ACH-000921,-0.0650654561895
ACH-000924,-0.122400438898
ACH-000926,-0.047165478317400006
ACH-000928,0.0544744743091
ACH-000929,-0.135392399133
ACH-000932,0.0779160350753
ACH-000935,0.22198958225200002
ACH-000936,0.0268326985959
ACH-000937,-0.0520287641036
ACH-000938,-0.0122091272312
ACH-000939,-0.265303894672
ACH-000941,0.139411319542
ACH-000943,-0.04337884814640001
ACH-000946,0.089142575633
ACH-000947,-0.0729408090223
ACH-000948,-0.0393305709492
ACH-000950,-0.125856952711
ACH-000953,0.0640259921309
ACH-000957,0.08559393955070001
ACH-000958,-0.0056656329536
ACH-000960,0.07201298706380001
ACH-000963,-0.10926659652899999
ACH-000968,-0.023599143228
ACH-000969,-0.11277644893300001
ACH-000973,0.0731014931762
ACH-000974,-0.0281260718597
ACH-000975,-0.000748842991125
ACH-000976,0.0111017086622
ACH-000978,-0.118456428344
ACH-000980,0.05847538555790001
ACH-000984,0.0681134205573
ACH-000986,-0.00837557938827
ACH-000988,0.286139449361
ACH-000993,-0.0219186977328
ACH-000994,0.08617765667369999
ACH-000996,0.195634413023
ACH-001001,-0.141328071926
ACH-001020,0.145295368555
ACH-001028,-0.0780911267116
ACH-001031,-0.026595684499400002
ACH-001038,0.0848691576795
ACH-001048,-0.10724346830499999
ACH-001050,0.0220734865227
ACH-001053,0.0332698225654
ACH-001054,0.014102705968899999
ACH-001061,-0.11048766134400001
ACH-001067,-0.0402706245059
ACH-001075,-0.139230000064
ACH-001096,-0.309504219363
ACH-001128,0.275965156541
ACH-001134,0.13082817957999998
ACH-001151,-0.0169579715194
ACH-001163,-0.188937818024
ACH-001164,0.03193881073740001
ACH-001173,0.0503287920501
ACH-001183,-0.10634953962799999
ACH-001184,-0.182700769623
ACH-001190,-0.0284763931767
ACH-001192,-0.08951220927039999
ACH-001193,0.0672569888063
ACH-001196,0.009667876651260001
ACH-001197,-0.335596748243
ACH-001205,-0.19289968017499998
ACH-001211,-0.186814555724
ACH-001212,-0.0920164947698
