,MAPK1IP1L (93487)
ACH-000004,-0.19286462741799998
ACH-000007,-0.16909707276099997
ACH-000009,-0.166021948645
ACH-000011,-0.0840526602829
ACH-000012,-0.0661348506768
ACH-000013,-0.105450696249
ACH-000014,-0.00642765422854
ACH-000015,-0.0139602609059
ACH-000017,-0.135441496481
ACH-000018,-0.25578452582
ACH-000019,-0.132492230641
ACH-000021,-0.0709743890125
ACH-000022,-0.0832183198576
ACH-000025,-0.130038664211
ACH-000028,-0.10313628111400001
ACH-000030,-0.181453866364
ACH-000035,-0.09752109784350001
ACH-000036,0.0352360358359
ACH-000037,-0.0806928854959
ACH-000039,-0.563702141702
ACH-000040,-0.0819415790395
ACH-000041,-0.037867546149900004
ACH-000042,-0.155328601916
ACH-000045,-0.0895331439889
ACH-000047,-0.159250116794
ACH-000052,-0.144391181308
ACH-000053,-0.21096657696499999
ACH-000054,-0.18208944690099998
ACH-000055,-0.295631848793
ACH-000060,-0.26139539447099996
ACH-000067,0.0026431501500999996
ACH-000070,-0.017543554118299998
ACH-000075,-0.0068607883917799995
ACH-000078,-0.105318563372
ACH-000082,-0.305603340432
ACH-000085,-0.0806169385357
ACH-000086,-0.29109551136100004
ACH-000087,-0.119287395392
ACH-000092,-0.218206882749
ACH-000095,-0.195200697863
ACH-000097,-0.06612454709940001
ACH-000098,-0.0158343595684
ACH-000099,-0.288318734195
ACH-000108,-0.12827115053899998
ACH-000113,-0.36573220189800004
ACH-000115,-0.0770856771016
ACH-000116,-0.0962529317441
ACH-000118,-0.126803489543
ACH-000120,-0.0884600899273
ACH-000123,-0.15644739688200002
ACH-000127,-0.041611482257199996
ACH-000128,-0.334872145015
ACH-000132,-0.302932324525
ACH-000133,-0.19275756246599998
ACH-000137,-0.105760061437
ACH-000138,-0.0587096253347
ACH-000142,0.00754358613749
ACH-000143,-0.2311752352
ACH-000146,-0.221678084698
ACH-000148,-0.189070587222
ACH-000150,-0.130584662721
ACH-000152,-0.155699712432
ACH-000153,-0.085357570373
ACH-000159,-0.122290062535
ACH-000160,-0.0520391245957
ACH-000163,-0.26944328723
ACH-000167,-0.246419604406
ACH-000168,0.0133148342499
ACH-000169,-0.09042054556849999
ACH-000178,-0.135171848549
ACH-000182,-0.233132591408
ACH-000183,-0.157666445199
ACH-000188,0.04304216402509999
ACH-000189,-0.07712707319680001
ACH-000190,0.0653212864633
ACH-000198,-0.16307992168500002
ACH-000204,-0.311697030637
ACH-000206,-0.190871047145
ACH-000207,-0.171375432884
ACH-000211,-0.0902745608225
ACH-000215,-0.140434594262
ACH-000221,0.00557086831379
ACH-000222,-0.0474113258258
ACH-000223,-0.130098381841
ACH-000226,-0.180918743867
ACH-000227,-0.33428909790100003
ACH-000228,-0.214020738845
ACH-000231,-0.18340681311999998
ACH-000232,-0.14902866123199998
ACH-000233,-0.234976952957
ACH-000234,-0.258149527363
ACH-000235,-0.0967857367721
ACH-000237,0.173192184677
ACH-000238,0.219915447714
ACH-000243,-0.22760878948600002
ACH-000244,-0.0967568795309
ACH-000246,-0.098626594789
ACH-000248,-0.152175193528
ACH-000250,-0.119522509061
ACH-000251,-0.287938367434
ACH-000253,0.11511084150800001
ACH-000255,-0.0140814005896
ACH-000256,-0.23801562634100001
ACH-000257,-0.6103011005219999
ACH-000258,0.124390585755
ACH-000259,-0.182652512472
ACH-000260,-0.186137242854
ACH-000261,-0.127845036858
ACH-000262,-0.267113092962
ACH-000263,0.208659074749
ACH-000264,-0.101777838927
ACH-000265,-0.0472845956164
ACH-000266,-0.170317664122
ACH-000272,-0.164779603451
ACH-000273,-0.242834530627
ACH-000274,-0.025186366026699998
ACH-000277,0.0442489218444
ACH-000278,-0.352691125243
ACH-000279,-0.293704287595
ACH-000280,-0.304867578651
ACH-000281,-0.020263705680099997
ACH-000288,-0.205163448671
ACH-000291,-0.11134962925400001
ACH-000293,-0.197265206595
ACH-000294,-0.12783307660999998
ACH-000295,0.0277868033873
ACH-000296,-0.030665960539599996
ACH-000302,-0.125781678532
ACH-000304,-0.0197562395128
ACH-000307,-0.0598444759787
ACH-000308,-0.09915314886019999
ACH-000310,-0.223628043823
ACH-000311,-0.0652741242142
ACH-000312,-0.031258787379700004
ACH-000315,-0.20856687915
ACH-000316,0.0324383200177
ACH-000317,-0.16570773818499998
ACH-000318,-0.0266574749834
ACH-000319,-0.105196838155
ACH-000320,-0.112171588596
ACH-000322,-0.272146884958
ACH-000323,0.039163141246000004
ACH-000324,-0.17850641356
ACH-000329,-0.0965630819884
ACH-000330,-0.21487703419100002
ACH-000331,0.0581926678
ACH-000332,-0.130428925034
ACH-000334,-0.17588334854
ACH-000335,-0.0779457219795
ACH-000336,-0.114790553356
ACH-000337,-0.103204619583
ACH-000339,-0.230455701479
ACH-000341,-0.100933134572
ACH-000348,-0.229802965372
ACH-000350,-0.0987538376089
ACH-000352,-0.137958475996
ACH-000356,-0.187391732567
ACH-000361,0.08938948361089999
ACH-000362,-0.153122683729
