,BBOX1 (8424)
ACH-000004,0.0696835512917
ACH-000007,0.116229396797
ACH-000009,0.16335781858200002
ACH-000011,0.110003158795
ACH-000012,0.237833154076
ACH-000013,0.221497618169
ACH-000014,0.12146717089600001
ACH-000015,0.324384639979
ACH-000017,0.27956780755
ACH-000018,0.260071769232
ACH-000019,-0.033166480509299996
ACH-000021,0.252195346268
ACH-000022,0.0984180566893
ACH-000025,0.08339391284810001
ACH-000028,0.205829137935
ACH-000030,0.124941790688
ACH-000035,0.0504821574402
ACH-000036,0.111642839736
ACH-000037,0.342520277364
ACH-000039,0.225766898599
ACH-000040,0.30555875057
ACH-000041,0.052737458018699994
ACH-000042,0.273404080451
ACH-000045,0.20884140335299997
ACH-000047,0.16966455912999998
ACH-000052,0.29041354576699996
ACH-000053,0.288892187792
ACH-000054,0.104521968213
ACH-000055,0.26386125901
ACH-000060,0.282659701413
ACH-000067,0.154727754851
ACH-000070,0.23822094484900003
ACH-000075,0.37273328553900004
ACH-000078,0.264472372163
ACH-000082,0.292609544961
ACH-000085,0.195830377378
ACH-000086,0.258175883368
ACH-000087,0.276593852614
ACH-000092,0.274999426112
ACH-000095,0.0807948654671
ACH-000097,0.199078264651
ACH-000098,0.261655772084
ACH-000099,0.106251128397
ACH-000108,0.35140410491499996
ACH-000113,0.17016635317499998
ACH-000115,0.303620456609
ACH-000116,0.156131741874
ACH-000118,0.18853596503400002
ACH-000120,0.38743538258500004
ACH-000123,0.0806014366325
ACH-000127,0.190537707486
ACH-000128,0.0771533730815
ACH-000132,0.280701337205
ACH-000133,0.108569704605
ACH-000137,0.25893859144000003
ACH-000138,0.138858698974
ACH-000142,0.170215496208
ACH-000143,0.27384885557599997
ACH-000146,0.255243121111
ACH-000148,0.140426546547
ACH-000150,0.304481865626
ACH-000152,0.413713535723
ACH-000153,0.304319460687
ACH-000159,0.30894095249000003
ACH-000160,0.661032625979
ACH-000163,0.211008506188
ACH-000167,1.11814178478
ACH-000168,0.116452046911
ACH-000169,0.155048299289
ACH-000178,0.24132230882
ACH-000182,0.237573174415
ACH-000183,0.278329682174
ACH-000188,0.21078432497699998
ACH-000189,0.10040097261499999
ACH-000190,0.49570407629100005
ACH-000198,-0.0406788346055
ACH-000204,0.100880310704
ACH-000206,0.42059092884800003
ACH-000207,0.047449952781600004
ACH-000211,0.22461072534899998
ACH-000215,0.239035612005
ACH-000221,0.07015717470369999
ACH-000222,0.35186965034999995
ACH-000223,0.265853929797
ACH-000226,0.17015708719300002
ACH-000227,0.168026336743
ACH-000228,0.38156313557
ACH-000231,0.214921716991
ACH-000232,0.152772160848
ACH-000233,0.175009782665
ACH-000234,0.11195402167400001
ACH-000235,0.21919314957400002
ACH-000237,0.24538416638399999
ACH-000238,0.339375391464
ACH-000243,0.221013223032
ACH-000244,0.038918809170699994
ACH-000246,0.11238464116800001
ACH-000248,0.473472746347
ACH-000250,0.165359408654
ACH-000251,0.22347937143000002
ACH-000253,0.222957952396
ACH-000255,0.183124882966
ACH-000256,0.273547531301
ACH-000257,0.3030548657
ACH-000258,0.167059337002
ACH-000259,0.185240459689
ACH-000260,0.165044280258
ACH-000261,0.148558797804
ACH-000262,0.1571505689
ACH-000263,0.428522728711
ACH-000264,0.18585314579999998
ACH-000265,0.18355783617899998
ACH-000266,0.27811779471000003
ACH-000272,0.32600344079300003
ACH-000273,0.1885098587
ACH-000274,0.21989740670699998
ACH-000277,0.21160179106899998
ACH-000278,0.033960280297599996
ACH-000279,0.262661592549
ACH-000280,0.19315786892200001
ACH-000281,0.45927419130400005
ACH-000288,0.193735802063
ACH-000291,0.282778922797
ACH-000293,0.22282545011799998
ACH-000294,0.224001156904
ACH-000295,0.204070693915
ACH-000296,0.282495255998
ACH-000302,0.211093342039
ACH-000304,0.35079446638899997
ACH-000307,0.22208114292599998
ACH-000308,0.206940183255
ACH-000310,0.192271103488
ACH-000311,0.17259593688299998
ACH-000312,0.309162267905
ACH-000315,0.220683231181
ACH-000316,0.40815163305299995
ACH-000317,0.181480725193
ACH-000318,0.161327547881
ACH-000319,-0.0536177911543
ACH-000320,0.220371043845
ACH-000322,0.145237489234
ACH-000323,0.285349696516
ACH-000324,0.273100457293
ACH-000329,0.26417986456799997
ACH-000330,0.33966508043300003
ACH-000331,0.314433975056
ACH-000332,0.221405917231
ACH-000334,0.0652795026291
ACH-000335,0.166718853344
ACH-000336,0.215459991837
ACH-000337,0.161286792097
ACH-000339,0.180738466155
ACH-000341,0.22952885561900002
ACH-000348,0.34598184369900004
ACH-000350,0.325254752236
ACH-000352,0.240382832185
ACH-000356,0.13352278821900002
ACH-000361,0.15706991092599998
ACH-000362,0.181139682712
ACH-000363,0.301747333541
ACH-000364,0.146692932676
ACH-000365,0.15290386597
ACH-000366,0.19165956674100001
ACH-000368,0.215318886772
ACH-000374,0.0948327231995
ACH-000375,0.049768852547900005
ACH-000376,0.282106415272
ACH-000381,0.312010265293
ACH-000383,0.238330796445
ACH-000387,0.0630166758151
ACH-000389,0.266483506953
ACH-000390,0.251322955285
ACH-000393,0.229852843866
ACH-000395,0.306488673865
ACH-000397,0.262365867158
ACH-000401,-0.0035162850914699996
ACH-000402,0.225523675571
ACH-000403,0.187868343854
ACH-000404,0.300188134216
ACH-000406,0.21836293838100002
ACH-000407,0.16806335121100002
ACH-000408,0.224271459294
ACH-000410,0.286299508316
ACH-000411,0.162673910011
ACH-000414,0.182022319881
ACH-000415,0.0907129660981
ACH-000416,0.20052531950999997
ACH-000420,0.364435019687
ACH-000421,0.144340022593
ACH-000424,0.306648786001
ACH-000425,0.19468668925000002
ACH-000426,0.098298190798
ACH-000427,0.248367347528
ACH-000433,0.125263143222
ACH-000436,0.22922884558
ACH-000444,0.308058090727
ACH-000445,0.272408375218
ACH-000448,0.196085529704
ACH-000450,0.147761647386
ACH-000452,0.259924081441
ACH-000454,0.140862527545
ACH-000458,0.233315326761
ACH-000459,-0.051059686378499995
ACH-000460,0.21368696019000002
ACH-000461,0.19464508257399998
ACH-000463,0.14727423831800002
ACH-000464,0.345550233165
ACH-000466,0.36573058804799996
ACH-000467,0.256986759921
ACH-000468,0.28034425231
ACH-000469,0.179900851249
ACH-000470,0.0985371439577
ACH-000471,0.230031602605
ACH-000472,0.218145386718
ACH-000473,0.336774663085
ACH-000475,0.20271124547699998
ACH-000476,0.211442126402
ACH-000477,0.0745777985363
ACH-000480,0.17842504752399999
ACH-000481,0.286308209217
ACH-000483,0.316940470086
ACH-000484,0.282804259836
ACH-000485,0.304121263724
ACH-000486,0.0942389164594
ACH-000487,0.24543324453499998
ACH-000488,0.217295898529
ACH-000490,0.20826281795
ACH-000491,0.06890680251589999
ACH-000495,-0.00366781269984
ACH-000496,0.203453626327
ACH-000499,0.129356361162
ACH-000500,0.23659743643599998
ACH-000502,0.290772898429
ACH-000503,0.203564438888
ACH-000505,0.360829289766
ACH-000507,0.08002020144560001
ACH-000510,0.12348283532
ACH-000511,0.24357456157200003
ACH-000512,0.39566797343000004
ACH-000516,0.224392520072
ACH-000517,0.187727598936
ACH-000518,0.148473001547
ACH-000520,0.118606154859
ACH-000521,0.177480239067
ACH-000522,0.152916967347
ACH-000524,0.283991147657
ACH-000527,0.30758238375999997
ACH-000528,0.21983718733000002
ACH-000537,0.15706704200899999
ACH-000541,0.127470644308
ACH-000542,0.0734501423778
ACH-000544,0.23636908234600001
ACH-000545,0.2328711388
ACH-000547,0.346584931007
ACH-000548,0.396747371844
ACH-000549,0.137074778092
ACH-000550,0.14000255201300002
ACH-000552,0.0651057756007
ACH-000556,0.24269051798900002
ACH-000557,0.168185728192
ACH-000570,0.234264520708
