,ATXN7L3B (552889)
ACH-000322,-0.216753049329
ACH-000323,0.10153264678099999
ACH-000324,-0.0520575366124
ACH-000329,-0.193172976525
ACH-000330,-0.171351184828
ACH-000331,-0.529032828593
ACH-000332,-0.224070366236
ACH-000334,-0.32694016029399997
ACH-000335,-0.27693647224199996
ACH-000336,0.23200660783500002
ACH-000337,-0.216000906423
ACH-000339,-0.313635901389
ACH-000341,-0.206020774561
ACH-000348,-0.123366186009
ACH-000350,-0.165542822335
ACH-000352,0.113369135982
ACH-000356,-0.323599627628
ACH-000361,-0.00672440610991
ACH-000362,-0.0732769165228
ACH-000363,-0.0806281861075
ACH-000364,-0.087817956721
ACH-000365,-0.117255773469
ACH-000366,0.10148427177699999
ACH-000368,-0.319086638897
ACH-000374,-0.14577108356
ACH-000375,-0.26541257912300004
ACH-000376,-0.163790001838
ACH-000381,0.0205520007685
ACH-000383,-0.212681779461
ACH-000387,-0.0976995586699
ACH-000389,-0.15865686989299999
ACH-000390,-0.0717453204524
ACH-000393,-0.116386166498
ACH-000395,-0.17924092188299998
ACH-000397,-0.08783918401049999
ACH-000401,-0.14830629298800002
ACH-000402,0.052463132758800005
ACH-000403,-0.144301349565
ACH-000404,-0.53540580238
ACH-000406,-0.09782307872889999
ACH-000407,-0.0406133456677
ACH-000408,0.0204794647537
ACH-000410,-0.265717599611
ACH-000411,-0.147060740335
ACH-000414,-0.210867258563
ACH-000415,-0.04231707269690001
ACH-000416,-0.199154392706
ACH-000420,-0.163040716119
ACH-000421,-0.0659548834073
ACH-000424,-0.275179337373
ACH-000425,-0.219857090141
ACH-000426,-0.039776909218099996
ACH-000427,-0.205849277148
ACH-000433,0.05804498278
ACH-000436,-0.226184085501
ACH-000444,-0.141967029657
ACH-000445,-0.320123351569
ACH-000448,-0.124002284861
ACH-000450,0.160655296546
ACH-000452,-0.251090096612
ACH-000454,-0.20441394350699998
ACH-000458,-0.057941095906100006
ACH-000459,0.21153263527399999
ACH-000460,0.024818361978099997
ACH-000461,0.0613001082269
ACH-000463,-0.25426791498
ACH-000464,-0.278437293816
ACH-000466,-0.315257804489
ACH-000467,-0.404647750063
ACH-000468,-0.20724529899900002
ACH-000469,-0.138296199638
ACH-000470,0.129962061529
ACH-000471,-0.183649652009
ACH-000472,-0.228815496871
ACH-000473,0.24189841616799998
ACH-000475,-0.073103203546
ACH-000476,-0.172084145153
ACH-000477,-0.0815090008454
ACH-000480,-0.174595985742
ACH-000481,-0.213199979755
ACH-000483,-0.103016052798
ACH-000484,0.0626996696245
ACH-000485,-0.24804786852299998
ACH-000486,-0.298671006065
ACH-000487,-0.0732009404571
ACH-000488,-0.07873575807010001
ACH-000490,-0.0978238917458
ACH-000491,-0.0323193462026
ACH-000495,0.0655104103624
ACH-000496,-0.67748481736
ACH-000499,-0.164807609487
ACH-000500,-0.260576349812
ACH-000502,-0.138602093847
ACH-000503,-0.277744153189
ACH-000505,-0.0647231195763
ACH-000507,-0.264908887494
ACH-000510,-0.216139094757
ACH-000511,-0.109133830954
ACH-000512,0.16079454667
ACH-000516,-0.119839247877
ACH-000517,-0.137665878089
ACH-000518,-0.0501495699338
ACH-000520,-0.20535494549400002
ACH-000521,-0.09748297279030001
ACH-000522,-0.06446250706000001
ACH-000524,-0.125995602006
ACH-000527,-0.09221133410499999
ACH-000528,-0.249603217263
ACH-000537,-0.102321724366
ACH-000541,0.024484167009
ACH-000542,-0.11256454991699999
ACH-000544,0.05399135960030001
ACH-000545,-0.164746760668
ACH-000547,-0.130575661384
ACH-000548,-0.033692894093200004
ACH-000549,-0.0364280960838
ACH-000550,-0.21956816141600002
ACH-000552,0.0377256630835
ACH-000556,-0.22272678980500002
ACH-000557,0.105518333507
ACH-000570,-0.0302504781357
ACH-000571,0.0187736112796
ACH-000573,-0.207819600083
ACH-000576,-0.0457878493522
ACH-000580,-0.025420388456200003
ACH-000584,0.0020290359265499997
ACH-000585,-0.013277003732100001
ACH-000588,-0.034694960535699995
ACH-000589,-0.153208906529
ACH-000591,-0.192106789346
ACH-000593,0.0623711972988
ACH-000600,-0.130421797889
ACH-000601,-0.258600020341
ACH-000604,-0.050327429971900005
ACH-000605,-0.23091682672699998
ACH-000606,-0.34951398377400006
ACH-000608,-0.0356943736257
ACH-000614,-0.281839212815
ACH-000616,-0.164686031964
ACH-000618,-0.17269082370299998
ACH-000619,-0.026141655612
ACH-000620,-0.400262862902
ACH-000621,-0.125828072131
ACH-000622,-0.15079385452299998
ACH-000623,-0.0490867759465
ACH-000624,-0.19610923705
ACH-000627,-0.23414665413000002
ACH-000630,-0.060054584642199996
ACH-000632,-0.12810109440300002
ACH-000633,-0.0613024647129
ACH-000637,-0.0449004514439
ACH-000638,-0.176656425936
ACH-000646,0.027898933724000003
ACH-000647,-0.152450394245
ACH-000648,-0.0863885789691
ACH-000649,-0.104451070959
ACH-000651,-0.103916524518
ACH-000652,0.0174329749029
ACH-000653,0.0723456557168
ACH-000657,-0.110900353533
ACH-000658,0.0240268863623
ACH-000661,-0.17467907596700002
ACH-000662,-0.011111875173899999
ACH-000663,0.0428146530295
ACH-000665,-0.22347582381900002
ACH-000671,0.137224982128
ACH-000673,-0.251590178847
ACH-000676,-0.302133721921
ACH-000677,-0.266157428728
ACH-000681,-0.136857177893
ACH-000682,-0.07725587043110001
ACH-000683,0.0367380096709
ACH-000684,-0.239794656666
ACH-000688,-0.170755509026
ACH-000693,-0.18204899916900003
ACH-000694,-0.0873608381854
ACH-000695,-0.200512872405
ACH-000696,-0.191211155083
ACH-000697,-0.20278262765500002
ACH-000699,-0.186902380595
ACH-000701,0.0350401336179
ACH-000706,-0.08544197627419998
ACH-000711,-0.0762604641367
ACH-000713,-0.421543394468
ACH-000714,-0.288961150051
ACH-000718,-0.150555980418
ACH-000720,0.06313696132619999
ACH-000721,-0.175633559928
ACH-000724,0.14635468208
ACH-000725,-0.321010460007
ACH-000732,-0.17080030972100002
ACH-000734,-0.244299495642
ACH-000735,0.0946975618137
ACH-000736,-0.281935193036
ACH-000738,-0.0295945691525
ACH-000746,-0.160383025683
ACH-000747,-0.195792461355
ACH-000748,-0.147696135165
ACH-000753,-0.20621391455
ACH-000756,-0.17269837494600002
ACH-000757,-0.08911830203360001
ACH-000758,-0.28060614996
ACH-000760,-0.06585772824580001
ACH-000763,-0.0972874916376
ACH-000764,0.13952069384000002
ACH-000765,-0.0533479736822
ACH-000766,-0.192768947704
ACH-000767,-0.092497461717
ACH-000768,-0.257939215925
ACH-000769,-0.180256670538
ACH-000770,-0.108266172107
ACH-000771,-0.265871527764
ACH-000773,-0.186007787353
ACH-000776,-0.0584414186875
ACH-000777,-0.173812491118
ACH-000778,-0.10502504812899999
ACH-000781,-0.049920039026699996
ACH-000782,-0.0165022702425
ACH-000783,-0.300570204269
ACH-000784,-0.07558842535060001
ACH-000785,-0.13759665043400002
ACH-000787,-0.0397324684751
ACH-000788,-0.23708510106300001
ACH-000791,-0.0703982389353
ACH-000792,-0.10058868946900001
ACH-000794,-0.0593501402788
ACH-000796,-0.295486509605
ACH-000799,-0.542808755341
ACH-000800,-0.24667938632300002
ACH-000802,-0.0744537811268
ACH-000804,-0.13469933912100002
ACH-000805,-0.295866172194
ACH-000809,-0.262851374985
ACH-000810,0.024800002873299996
ACH-000811,-0.013725669807
ACH-000817,-0.09066681982529999
ACH-000819,-0.247537678638
ACH-000820,-0.134768603057
ACH-000821,-0.331549521707
ACH-000822,-0.367100344133
ACH-000823,-0.000549513550083
ACH-000824,-0.13501229524
ACH-000827,-0.17803279725200002
ACH-000829,-0.188151641676
ACH-000831,-0.17033676912300003
ACH-000832,-0.160896111152
ACH-000833,-0.026770142342599997
ACH-000834,-0.101191254001
ACH-000835,0.00719425481028
ACH-000836,-0.0684974863959
ACH-000837,-0.12113113833599999
ACH-000838,-0.059988363468399995
ACH-000839,0.10217105501399999
ACH-000840,-0.0390129377947
ACH-000841,-0.165150795129
ACH-000843,0.10641104352399999
ACH-000846,-0.143394267651
ACH-000847,-0.014586453812100001
ACH-000848,-0.196648391429
ACH-000849,-0.0248241254562
ACH-000851,-0.331598199493
ACH-000855,-0.0871636322423
ACH-000856,-0.12152478860400001
ACH-000858,-0.0951609307857
ACH-000859,0.0999773723943
ACH-000861,-0.0878747048591
ACH-000862,-0.244506291536
ACH-000865,-0.150527630218
ACH-000866,-0.13609026538
ACH-000867,-0.17184148859200002
ACH-000869,-0.16288130232200002
ACH-000872,-0.183420420644
ACH-000873,-0.11446695192800001
ACH-000876,0.00253884521411
ACH-000878,-0.0595779373304
ACH-000880,-0.0209370882252
ACH-000881,-0.232326327156
ACH-000882,-0.165609428987
ACH-000884,-0.207562596422
ACH-000885,-0.15893959475199998
ACH-000887,-0.15807704253799998
ACH-000888,-0.07354698203389999
ACH-000889,-0.10474038582800001
ACH-000890,-0.0955907318725
ACH-000896,-0.169884711323
ACH-000898,-0.231521392975
ACH-000900,-0.441236031757
ACH-000901,-0.255490604412
ACH-000905,-0.0335810047202
ACH-000906,-0.190836632363
ACH-000907,-0.23104369196
ACH-000910,-0.20452568107900002
ACH-000911,-0.25146930329
ACH-000912,-0.288409138122
ACH-000913,-0.09357129049239998
ACH-000915,-0.0732082617131
ACH-000916,-0.080933775611
ACH-000917,-0.134149675354
ACH-000921,-0.04752085242930001
ACH-000924,-0.135386504813
ACH-000926,-0.15187600731200002
ACH-000928,-0.0261579649625
ACH-000929,-0.16618943476700002
ACH-000932,-0.09532557607860001
ACH-000935,-0.202115866241
ACH-000936,-0.18343770321199998
ACH-000937,-0.19143423387800002
ACH-000938,-0.00703444019287
ACH-000939,-0.20434246216
ACH-000941,-0.10615843002999999
ACH-000943,-0.143224262337
ACH-000946,-0.289302147954
ACH-000947,-0.182984892118
ACH-000948,-0.0993199951485
ACH-000950,-0.220031131422
ACH-000953,-0.00743044594923
ACH-000957,-0.262909549724
ACH-000958,-0.287291943107
ACH-000960,-0.162384988683
ACH-000963,-0.15480130812100001
ACH-000968,-0.0725447024399
ACH-000969,-0.0922442114514
ACH-000973,-0.0695046934502
ACH-000974,-0.130061184131
ACH-000975,-0.347438539192
ACH-000976,-0.099039123348
ACH-000978,-0.10167527978700001
ACH-000980,-0.122350834664
ACH-000984,-0.391172451769
ACH-000986,-0.296752543006
ACH-000988,-0.38163322486699996
ACH-000993,-0.14423055489199998
ACH-000994,-0.175063839044
ACH-000996,-0.311464583591
ACH-001001,-0.268152705153
ACH-001020,-0.16785106209000003
ACH-001028,-0.0542583375901
ACH-001031,0.0716195582578
ACH-001038,-0.157837911896
ACH-001048,-0.21431044539000002
ACH-001050,0.120792617622
ACH-001053,-0.172578598537
ACH-001054,-0.192718217898
ACH-001061,-0.227362795733
ACH-001067,-0.116385713487
ACH-001075,0.138095031033
ACH-001096,-0.052192888006800005
ACH-001128,-0.330932550939
ACH-001134,-0.150110354739
ACH-001151,-0.129795044238
ACH-001163,-0.141338811579
ACH-001164,-0.0599893121692
ACH-001173,-0.22072672882
ACH-001183,-0.09851892155929999
ACH-001184,-0.161599284366
ACH-001190,0.000375959027475
ACH-001192,-0.14917817303300002
ACH-001193,-0.130680398677
ACH-001196,-0.083998913603
ACH-001197,-0.0969641005213
ACH-001205,-0.355225108631
ACH-001211,-0.210212826987
ACH-001212,0.014432328763700002
ACH-001228,-0.165615635153
ACH-001232,-0.266312375909
ACH-001239,-0.0446786435477
ACH-001274,0.059716153557
ACH-001275,-0.0520460097413
ACH-001277,0.0235541918932
ACH-001278,-0.0026315638261899996
ACH-001280,-0.113151919549
ACH-001283,-0.011550926636
ACH-001289,-0.323524662255
ACH-001295,-0.09874988301519999
ACH-001300,0.154194986621
ACH-001301,-0.08824237698489999
ACH-001302,-0.0548577207734
ACH-001303,-0.408928181355
ACH-001306,-0.0498979977016
ACH-001318,-0.10922319465600001
ACH-001322,-0.052881087847
ACH-001328,-0.06078635360740001
ACH-001332,-0.262323019631
ACH-001333,-0.08762379231680001
ACH-001336,-0.200209943915
ACH-001340,-0.219720837041
ACH-001346,-0.0799417295452
ACH-001353,-0.20098238218699999
ACH-001354,-0.00419153816012
ACH-001367,0.0256789398819
ACH-001368,-0.0590351132154
ACH-001374,0.268715554458
ACH-001375,-0.0870537721434
ACH-001377,-0.120760450909
ACH-001380,-0.148775112877
ACH-001391,-0.133438416171
ACH-001407,-0.127100218609
ACH-001408,-0.287134407814
ACH-001413,-0.306661076244
ACH-001430,-0.065356674628
ACH-001431,-0.240038229855
ACH-001450,0.0109009476088
ACH-001496,-0.0057049389075
ACH-001500,0.22392922499499998
ACH-001521,-0.266950712603
ACH-001523,-0.0901644589182
ACH-001532,-0.263562639311
ACH-001536,0.06628255107099999
ACH-001550,-0.0917404656446
ACH-001552,-0.07630489494189999
ACH-001554,-0.0679221855782
ACH-001645,0.0813753440293
ACH-001654,-0.23673986824299997
ACH-001715,-0.134563840817
ACH-001735,-0.057877147994999996
ACH-001736,-0.198869189555
ACH-001737,0.19609187163
ACH-001740,-0.0849059129595
ACH-001745,-0.140822715472
ACH-001750,-0.179474825304
ACH-001765,-0.11066299857
ACH-001956,-0.17092979628600002
ACH-001957,-0.300907179184
