,CLEC2D (29121)
ACH-000004,0.10590155204900001
ACH-000007,0.0726148762835
ACH-000009,0.142407761857
ACH-000011,0.123565050431
ACH-000012,0.172385311407
ACH-000013,0.169235382898
ACH-000014,0.159102305831
ACH-000015,0.25290559212200003
ACH-000017,0.260044282392
ACH-000018,0.048591993771099996
ACH-000019,0.40438851715199997
ACH-000021,0.21901642789099998
ACH-000022,0.136418060771
ACH-000025,0.297134921526
ACH-000028,0.282526604947
ACH-000030,0.234387232054
ACH-000035,0.08941195733169999
ACH-000036,0.0626400849902
ACH-000037,0.204158486853
ACH-000039,0.09356647850199999
ACH-000040,0.20054662620299998
ACH-000041,0.134586807429
ACH-000042,0.24828400622900001
ACH-000045,0.371029226356
ACH-000047,0.152624857875
ACH-000052,0.154657455626
ACH-000053,-0.0330321189586
ACH-000054,-0.058422129214199994
ACH-000055,0.061832382122400005
ACH-000060,0.389603410137
ACH-000067,0.170183972064
ACH-000070,0.21970128104000003
ACH-000075,0.25965434494
ACH-000078,0.148951958051
ACH-000082,0.10940912153200001
ACH-000085,0.175480529197
ACH-000086,0.24126904551999998
ACH-000087,-0.0263172495499
ACH-000092,0.179895292694
ACH-000095,0.21557519906
ACH-000097,0.1343234962
ACH-000098,0.17669857043200002
ACH-000099,0.142654064059
ACH-000108,0.280319634459
ACH-000113,0.22460923986200002
ACH-000115,0.281779864355
ACH-000116,0.199745516739
ACH-000118,0.0825995824109
ACH-000120,0.0331308862812
ACH-000123,-0.0147206214068
ACH-000127,0.0607948095121
ACH-000128,0.133338692987
ACH-000132,0.26044703204799996
ACH-000133,0.25238260366500004
ACH-000137,0.238655337861
ACH-000138,0.213774745238
ACH-000142,0.12602308574100002
ACH-000143,0.0765016933522
ACH-000146,0.174477363083
ACH-000148,0.145462285258
ACH-000150,0.432531347109
ACH-000152,0.168059589755
ACH-000153,0.26243146708299997
ACH-000159,0.145879388822
ACH-000160,0.135863016197
ACH-000163,0.287227321064
ACH-000167,0.26658557224
ACH-000168,0.230495048305
ACH-000169,0.168713985828
ACH-000178,0.09392600494179999
ACH-000182,0.0778710713305
ACH-000183,0.203508544191
ACH-000188,0.278740301991
ACH-000189,-0.416221532029
ACH-000190,0.047684861840900004
ACH-000198,0.12023786346899999
ACH-000204,-0.026771628640900002
ACH-000206,0.06428859229299999
ACH-000207,0.20920481629999998
ACH-000211,0.069860146086
ACH-000215,0.31170913235
ACH-000221,0.239721663079
ACH-000222,0.19209217763300002
ACH-000223,0.1010731887
ACH-000226,0.204629907558
ACH-000227,0.135253190452
ACH-000228,0.0504023298243
ACH-000231,0.20229302680599998
ACH-000232,0.115004088216
ACH-000233,0.18863418239500002
ACH-000234,0.261904846098
ACH-000235,0.221526397481
ACH-000237,0.14104923801799998
ACH-000238,0.209265233698
ACH-000243,0.25176143824
ACH-000244,-0.0117948910482
ACH-000246,0.241158028524
ACH-000248,0.052540858934800004
ACH-000250,0.231888393877
ACH-000251,0.205797104069
ACH-000253,0.17443983602200003
ACH-000255,0.025215720084799997
ACH-000256,0.22719174890299998
ACH-000257,0.107697415432
ACH-000258,0.255444952878
ACH-000259,0.13779592752800002
ACH-000260,0.289964629945
ACH-000261,0.711708691587
ACH-000262,0.09063847454110001
ACH-000263,0.228506750504
ACH-000264,0.21239331642
ACH-000265,0.36537746975999996
ACH-000266,0.07361958434989999
ACH-000272,0.178693212158
ACH-000273,0.044142284943300004
ACH-000274,0.0761399669768
ACH-000277,0.165377932928
ACH-000278,0.196148718294
ACH-000279,0.138459001437
ACH-000280,0.17939764464299998
ACH-000281,-0.0321287552882
ACH-000288,0.27877691916499997
ACH-000291,0.14472278805
ACH-000293,0.278495714776
ACH-000294,0.20919851596099998
ACH-000295,0.263053133431
ACH-000296,0.192445839916
ACH-000302,0.17427282670699998
ACH-000304,-0.05018174173690001
ACH-000307,0.0356602949536
ACH-000308,0.130457166851
ACH-000310,0.278648866939
ACH-000311,0.223628238196
ACH-000312,0.29959532315299997
ACH-000315,0.09355404579289998
ACH-000316,0.463494966844
ACH-000317,0.19354075008299998
ACH-000318,0.237798283871
ACH-000319,0.228131885688
ACH-000320,0.140540421612
ACH-000322,0.301449408678
ACH-000323,0.34357275975999996
ACH-000324,0.030626868176700003
ACH-000329,0.159318806161
ACH-000330,0.338693080955
ACH-000331,0.19063491365
ACH-000332,0.134606998433
ACH-000334,0.413538582742
ACH-000335,0.0359532409983
ACH-000336,0.431522513656
ACH-000337,0.325677800738
ACH-000339,0.14392711697399999
ACH-000341,0.248988003721
ACH-000348,0.197316914072
ACH-000350,0.026871620992000002
ACH-000352,0.218064482014
ACH-000356,0.289126221055
ACH-000361,0.18324532100000002
ACH-000362,0.19362780782800001
ACH-000363,0.230071884967
ACH-000364,0.117958405276
ACH-000365,0.018159288135400003
ACH-000366,0.255238531597
ACH-000368,-0.00249457235467
ACH-000374,0.178671841969
ACH-000375,0.195436578739
ACH-000376,0.152844194733
ACH-000381,0.17635865566599998
ACH-000383,0.190422429719
ACH-000387,0.073351538749
ACH-000389,-0.10583428554199999
ACH-000390,0.224481413646
ACH-000393,0.12276288224000001
ACH-000395,0.367989188043
ACH-000397,0.252343439672
ACH-000401,0.28259835284400003
ACH-000402,0.537366605198
ACH-000403,0.15750786753499998
ACH-000404,-0.06659904522559999
ACH-000406,0.09802377378510001
ACH-000407,0.253791360305
ACH-000408,0.058587112510599997
ACH-000410,0.278171112066
ACH-000411,0.212869494145
ACH-000414,0.342525970395
ACH-000415,0.298834044542
ACH-000416,0.19018138772399998
ACH-000420,0.07944975437900001
ACH-000421,0.184054356898
ACH-000424,0.0631280720691
ACH-000425,0.07990012052380001
ACH-000426,0.136802653736
ACH-000427,0.019632810368400002
ACH-000433,0.0784240824053
ACH-000436,0.18060279100200002
ACH-000444,0.220403989557
ACH-000445,0.359610940631
ACH-000448,-0.061454521233
ACH-000450,0.188261610258
ACH-000452,0.0754478963996
ACH-000454,0.11964432411699999
ACH-000458,0.268210393999
ACH-000459,0.37275939091
ACH-000460,0.171674907179
ACH-000461,0.334693395974
ACH-000463,0.0980876880184
ACH-000464,0.0763893794769
ACH-000466,0.19662379712499997
ACH-000467,-0.0015758892652
ACH-000468,0.0454018686962
ACH-000469,0.27083510467300004
ACH-000470,0.08345296293730001
ACH-000471,0.023713466736400002
ACH-000472,0.176826598605
ACH-000473,0.442718628058
ACH-000475,0.166318190165
ACH-000476,0.129689767177
ACH-000477,0.0790423269521
ACH-000480,0.164392766605
ACH-000481,0.026238302957
ACH-000483,0.37800294128
ACH-000484,0.238035405863
ACH-000485,-0.0982519121765
ACH-000486,0.147931492529
ACH-000487,0.25229500256
ACH-000488,0.13365277571599998
