,LEAP2 (116842)
ACH-000004,0.20642447334000003
ACH-000007,-0.0449992483955
ACH-000009,0.10096536333799999
ACH-000011,0.104547057506
ACH-000012,0.0983321191105
ACH-000013,0.0473884211537
ACH-000014,0.0627808833507
ACH-000015,-0.0697173468794
ACH-000017,0.134996916953
ACH-000018,0.108656741249
ACH-000019,0.143276727299
ACH-000021,0.0922045162436
ACH-000022,0.034512928309
ACH-000025,0.125590467388
ACH-000028,-0.059245381972500004
ACH-000030,0.10865106456399999
ACH-000035,-0.00240492967592
ACH-000036,0.0421470124974
ACH-000037,-0.0706378896029
ACH-000039,-0.06848029278319999
ACH-000040,0.0914292830056
ACH-000041,0.08646543949169999
ACH-000042,-0.0554955856062
ACH-000045,0.219826098083
ACH-000047,-0.11497707921499999
ACH-000052,0.08851246126199999
ACH-000053,-0.000542766271589
ACH-000054,0.0791022000407
ACH-000055,-0.18872502338799999
ACH-000060,0.0149288783608
ACH-000067,0.144162772943
ACH-000070,-0.030368244196099996
ACH-000075,0.106430377161
ACH-000078,0.154110703668
ACH-000082,0.100150389434
ACH-000085,-0.124322020045
ACH-000086,0.08205723152710001
ACH-000087,0.23204352345600002
ACH-000092,0.099926489295
ACH-000095,0.159979855144
ACH-000097,0.0249544241053
ACH-000098,-0.010757953685899999
ACH-000099,-0.0789189055438
ACH-000108,0.142238224444
ACH-000113,0.114699963301
ACH-000115,0.0636699468
ACH-000116,0.07926333948219999
ACH-000118,0.10736793531199999
ACH-000120,0.31042759677299997
ACH-000123,0.00319867652794
ACH-000127,0.141820008556
ACH-000128,0.061314965845099996
ACH-000132,0.143425913668
ACH-000133,-0.005725135005270001
ACH-000137,0.17743421853900002
ACH-000138,-0.0626087062904
ACH-000142,-0.08346999345919999
ACH-000143,-0.00100946719803
ACH-000146,0.0418945582523
ACH-000148,0.011459598269200002
ACH-000150,-0.102535801327
ACH-000152,-0.022924145701099997
ACH-000153,-0.039138626458
ACH-000159,0.10818484829700001
ACH-000160,0.184393275063
ACH-000163,0.119774708764
ACH-000167,0.134866881776
ACH-000168,0.0786787152575
ACH-000169,0.148414224211
ACH-000178,0.08318310980600001
ACH-000182,0.0708743135673
ACH-000183,-0.0207199894802
ACH-000188,0.0190233065707
ACH-000189,0.0852735937768
ACH-000190,-0.01134229959
ACH-000198,0.0708767753246
ACH-000204,0.7010627195929999
ACH-000206,-0.00835256932327
ACH-000207,0.07852647298189999
ACH-000211,0.0579395771629
ACH-000215,0.127032339544
ACH-000221,0.11588433403899999
ACH-000222,-0.17841604437
ACH-000223,0.022851242091099996
ACH-000226,0.050118025029
ACH-000227,0.140958346711
ACH-000228,-0.00421300777315
ACH-000231,0.005713963549930001
ACH-000232,-0.043923386687
ACH-000233,0.170562948014
ACH-000234,0.00312191887979
ACH-000235,-0.00796175145996
ACH-000237,0.08338656307289999
ACH-000238,-0.04634124425509999
ACH-000243,-0.0159810294943
ACH-000244,0.105092484596
ACH-000246,-0.049826785449199995
ACH-000248,0.332054447438
ACH-000250,0.171232422143
ACH-000251,-0.0151636814411
ACH-000253,0.11764744811899999
ACH-000255,-0.0682595312813
ACH-000256,0.131723478205
ACH-000257,-0.275653788698
ACH-000258,0.019767660591
ACH-000259,0.13749294735200002
ACH-000260,0.060403929873199994
ACH-000261,0.0470677226154
ACH-000262,0.0529635801845
ACH-000263,0.364572774762
ACH-000264,-0.049283254525699996
ACH-000265,0.0534064118766
ACH-000266,-0.09667624756899999
ACH-000272,0.130700890996
ACH-000273,-0.119263137733
ACH-000274,0.0887646089388
ACH-000277,0.242876707549
ACH-000278,0.12281685226299999
ACH-000279,0.103630845457
ACH-000280,-0.0727580638843
ACH-000281,0.139198619493
ACH-000288,0.102495968122
ACH-000291,0.0157436297821
ACH-000293,0.126336043497
ACH-000294,0.15985657201
ACH-000295,0.0250167972841
ACH-000296,-0.100923215707
ACH-000302,0.0347684146441
ACH-000304,0.140858833255
ACH-000307,0.08842781145230001
ACH-000308,0.060512385927499995
ACH-000310,-0.0108593731206
ACH-000311,-0.0436288573895
ACH-000312,0.055913837360300006
ACH-000315,0.0194994628619
ACH-000316,0.150520624807
ACH-000317,0.205162584393
ACH-000318,0.12755303596200002
ACH-000319,0.135277183409
ACH-000320,0.10855393385399999
ACH-000322,0.0180490339933
ACH-000323,-0.05911396995590001
ACH-000324,0.0677797902416
ACH-000329,0.0562981672799
ACH-000330,0.0197171929312
ACH-000331,-0.00881999542456
ACH-000332,0.00869736887268
ACH-000334,-0.281146586539
ACH-000335,0.21116102821899999
ACH-000336,0.15974168419399998
ACH-000337,-0.09003253963749999
ACH-000339,0.0591493622848
ACH-000341,0.052868047631199996
ACH-000348,-0.0442706397146
ACH-000350,0.000190017630196
ACH-000352,0.137751297347
ACH-000356,0.00284074963653
ACH-000361,0.110105948794
ACH-000362,0.14805443986400002
ACH-000363,0.0995835056808
ACH-000364,-0.0382448616251
ACH-000365,0.10427541528899999
ACH-000366,0.109783899467
ACH-000368,-0.19368696652399997
ACH-000374,0.09151985719900001
ACH-000375,0.297112260709
ACH-000376,0.10213749351500001
ACH-000381,0.04892180193469999
ACH-000383,0.0688378544632
ACH-000387,0.21544241989799998
ACH-000389,-0.0029908424597
ACH-000390,-0.034208373334
ACH-000393,-0.07208637998810001
ACH-000395,-0.0295059127132
ACH-000397,0.014583295209899998
ACH-000401,0.034267165895099996
ACH-000402,-0.0539454444305
ACH-000403,0.047249581703000004
ACH-000404,0.284231342537
ACH-000406,0.053364727515900004
ACH-000407,0.031027332316299998
ACH-000408,0.073293149909
ACH-000410,-0.048462196124
ACH-000411,-0.07343275303710001
ACH-000414,0.104832610693
ACH-000415,0.09969666667760002
ACH-000416,0.0104393063753
ACH-000420,0.165703338752
ACH-000421,0.07911599245670001
ACH-000424,-0.0315785612937
ACH-000425,0.021630093555700003
ACH-000426,-0.0250060173335
ACH-000427,-0.0320348706114
ACH-000433,-0.00688298514743
ACH-000436,-0.0757868579607
