,TCIRG1 (10312)
ACH-000004,0.0372781491379
ACH-000007,0.180257818257
ACH-000009,-0.130556799706
ACH-000011,0.0721037873558
ACH-000012,-0.152073220448
ACH-000013,-0.12389586654899999
ACH-000014,0.181556673873
ACH-000015,-0.0426536763115
ACH-000017,-0.08039994806689998
ACH-000018,-0.141160404516
ACH-000019,-0.46547025007799997
ACH-000021,-0.144044995453
ACH-000022,0.004149977194239999
ACH-000025,-0.038548034686300005
ACH-000028,-0.41151208710299997
ACH-000030,-0.125917659027
ACH-000035,-0.110294761436
ACH-000036,0.0344213664245
ACH-000037,-0.014696845531600002
ACH-000039,-0.313762279744
ACH-000040,-0.207344159485
ACH-000041,-0.337977755001
ACH-000042,-0.251872009286
ACH-000045,-0.05919689499419999
ACH-000047,-0.059838257576599996
ACH-000052,-0.19440254343600002
ACH-000053,-0.182049501853
ACH-000054,0.00194712223002
ACH-000055,-0.070663547098
ACH-000060,-0.0308185068254
ACH-000067,-4.31658369526e-05
ACH-000070,0.0524330412586
ACH-000075,-0.211998907179
ACH-000078,-0.267007942176
ACH-000082,-0.180732481635
ACH-000085,-0.23363773341400002
ACH-000086,-0.2243404012
ACH-000087,-0.12396268736400001
ACH-000092,-0.0455772950749
ACH-000095,-0.251392065244
ACH-000097,-0.459311767812
ACH-000098,-0.16596020161699998
ACH-000099,-0.218751695396
ACH-000108,-0.280352384789
ACH-000113,-0.26157649901
ACH-000115,-0.344717112209
ACH-000116,-0.206970740106
ACH-000118,-0.149505738742
ACH-000120,-0.118131680231
ACH-000123,-0.016890194508
ACH-000127,-0.102943715122
ACH-000128,-0.16920233074000002
ACH-000132,-0.286689000603
ACH-000133,-0.130317445631
ACH-000137,-0.190709330031
ACH-000138,-0.0876621437605
ACH-000142,-0.311390628475
ACH-000143,0.14646334503699998
ACH-000146,-0.12381243734099999
ACH-000148,-0.0215653046704
ACH-000150,-0.0022490921494899997
ACH-000152,0.00155090466927
ACH-000153,-0.284944626812
ACH-000159,-0.0641208088364
ACH-000160,-0.53469444427
ACH-000163,-0.0360350769292
ACH-000167,-0.10853625454600001
ACH-000168,0.086983083408
ACH-000169,-0.131410453295
ACH-000178,-0.0201328973344
ACH-000182,-0.209376148079
ACH-000183,-0.29419712214899996
ACH-000188,-0.133004230969
ACH-000189,-0.507032614289
ACH-000190,-0.469316220472
ACH-000198,0.0059870917538100005
ACH-000204,-0.08623941839089999
ACH-000206,-0.013152095630700002
ACH-000207,-0.12061794473500001
ACH-000211,-0.15575171170399998
ACH-000215,-0.15643299874000002
ACH-000221,-0.11506852303300001
ACH-000222,0.151065693039
ACH-000223,-0.110960695045
ACH-000226,-0.292730443791
ACH-000227,-0.20055081177700002
ACH-000228,-0.272214334888
ACH-000231,-0.0836377376265
ACH-000232,-0.0208499200678
ACH-000233,-0.0310690811611
ACH-000234,0.0497048610915
ACH-000235,-0.21850391007199998
ACH-000237,0.0481606624621
ACH-000238,-0.164541320045
ACH-000243,-0.0975752939049
ACH-000244,0.319535895202
ACH-000246,-0.23613998140999998
ACH-000248,-0.182170361829
ACH-000250,0.0278535693352
ACH-000251,-0.506877372788
ACH-000253,-0.134266199112
ACH-000255,-0.146907120845
ACH-000256,-0.17827005343600003
ACH-000257,-0.141264613007
ACH-000258,-0.210434720341
ACH-000259,-0.18501963484499998
ACH-000260,-0.140319361286
ACH-000261,-0.174059416277
ACH-000262,0.04738314310240001
ACH-000263,-0.185376274877
ACH-000264,-0.128320323855
ACH-000265,-0.23205607967300002
ACH-000266,-0.134549629833
ACH-000272,0.08991090438510001
ACH-000273,-0.0895197533122
ACH-000274,0.0189134294354
ACH-000277,-0.18577363975800001
ACH-000278,0.12429144374000002
ACH-000279,0.18079285287
ACH-000280,0.00214390163703
ACH-000281,-0.20032318813299999
ACH-000288,-0.06604559251310001
ACH-000291,-0.045750072563
ACH-000293,-0.00323984110905
ACH-000294,-0.0079671117457
ACH-000295,0.264837444498
ACH-000296,0.07272140419980001
ACH-000302,0.09434176032299998
ACH-000304,0.10341037363500001
ACH-000307,-0.129359012268
ACH-000308,-0.309627014598
ACH-000310,-0.010537257712299998
ACH-000311,-0.13563373982899998
ACH-000312,-0.449861147116
ACH-000315,-0.22818251896699998
ACH-000316,-0.234815989658
ACH-000317,0.128857455517
ACH-000318,-0.250967263557
ACH-000319,-0.0150084110882
ACH-000320,0.166916424353
ACH-000322,0.00156506021896
ACH-000323,0.171639987123
ACH-000324,-0.25392791860999997
ACH-000329,0.0731976944157
ACH-000330,-0.35540086801200005
ACH-000331,-0.128677600994
ACH-000332,-0.17013947577100003
ACH-000334,0.0232408505967
ACH-000335,0.0748521332861
ACH-000336,0.0085228639359
ACH-000337,-0.269847354667
ACH-000339,-0.164822738745
ACH-000341,0.006908834326920001
ACH-000348,0.0129802892148
ACH-000350,-0.211573607572
ACH-000352,-0.137900870551
ACH-000356,-0.473575247207
ACH-000361,-0.284569758109
ACH-000362,0.000820104197777
ACH-000363,-0.0113348319838
ACH-000364,-0.124608199388
ACH-000365,-0.0827193206178
ACH-000366,-0.265042009847
ACH-000368,-0.0155469196086
ACH-000374,-0.223834556736
ACH-000375,-0.117084440933
ACH-000376,-0.192620659261
ACH-000381,-0.143021852945
ACH-000383,-0.18530949091200002
ACH-000387,-0.132307310547
ACH-000389,-0.306873736214
ACH-000390,-0.16278803562000002
ACH-000393,-0.0798811459548
ACH-000395,0.054249044159000004
ACH-000397,-0.15489871153100002
ACH-000401,-0.0197252523721
ACH-000402,-0.470473939441
ACH-000403,-0.0502628362179
ACH-000404,0.251278108193
ACH-000406,-0.15931654918299998
ACH-000407,-0.25623691445
ACH-000408,-0.106997678038
ACH-000410,-0.114181518351
ACH-000411,-0.206959505979
ACH-000414,-0.183576309481
ACH-000415,-0.317869702413
ACH-000416,-0.0642434938889
ACH-000420,-0.24009250627700002
ACH-000421,-0.179450020105
ACH-000424,0.0564210668672
ACH-000425,0.0768420089812
ACH-000426,0.11595412601399999
ACH-000427,-0.378678220136
ACH-000433,0.08494890813020001
ACH-000436,0.0972672142272
ACH-000444,-0.126790746656
ACH-000445,0.07865626582989999
ACH-000448,-0.09960237556460001
ACH-000450,-0.0616668553776
ACH-000452,-0.13144588383300002
ACH-000454,-0.0699477898631
ACH-000458,-0.273802692438
ACH-000459,0.11314548744200001
ACH-000460,-0.19652455646400002
ACH-000461,0.0125890471761
ACH-000463,-0.16470929758300001
ACH-000464,-0.196915029146
ACH-000466,-0.11892483675000001
ACH-000467,0.024743999348299996
ACH-000468,-0.374954615508
ACH-000469,-0.18125751185800001
ACH-000470,-0.11284738594900001
ACH-000471,-0.198167337407
ACH-000472,0.058666798343599995
ACH-000473,-0.209697297272
ACH-000475,-0.043013467326400004
ACH-000476,-0.144422842439
ACH-000477,0.0409490414352
ACH-000480,-0.283113269704
ACH-000481,-0.0165485215584
ACH-000483,-0.144010582689
ACH-000484,0.061750275944999995
ACH-000485,-0.0815963141232
ACH-000486,-0.232981088571
ACH-000487,-0.067708977201
ACH-000488,-0.012104335674399998
ACH-000490,-0.072187461271
ACH-000491,-0.32761948999400003
ACH-000495,-0.049487145503400005
ACH-000496,-0.16624073388
ACH-000499,0.178611486153
ACH-000500,-0.661737834424
ACH-000502,0.0024808613436199996
ACH-000503,-0.208414110352
ACH-000505,-0.09458082041480001
ACH-000507,0.155158531047
ACH-000510,-0.107200516531
ACH-000511,-0.0425357512814
ACH-000512,-0.0322164971259
ACH-000516,0.0782305312017
ACH-000517,-0.158200653923
ACH-000518,-0.163574668099
ACH-000520,-0.320665205669
ACH-000521,-0.08439883558839999
ACH-000522,-0.146948406315
ACH-000524,-0.36491141549999995
ACH-000527,-0.231003767065
ACH-000528,-0.183445329724
ACH-000537,-0.0297308773606
ACH-000541,0.0369773712247
ACH-000542,-0.20102394919799998
ACH-000544,-0.306317466957
ACH-000545,-0.344987043869
ACH-000547,0.00763231011483
ACH-000548,-0.123473542266
ACH-000549,-0.110832579343
ACH-000550,-0.07967090527260001
ACH-000552,-0.020578416538099997
ACH-000556,-0.175892066891
ACH-000557,-0.026044492474199998
ACH-000570,-0.0708291261472
ACH-000571,-0.08512768752979999
ACH-000573,0.0619843285262
ACH-000576,0.143855497503
ACH-000580,0.0227625750348
ACH-000584,-0.221903263915
ACH-000585,-0.122622868138
ACH-000588,-0.0923768471941
ACH-000589,-0.310245912603
ACH-000591,-0.126988416847
ACH-000593,-0.234262659051
ACH-000600,-0.148096986544
ACH-000601,-0.121152082161
ACH-000604,-0.093183615113
ACH-000605,-0.21579506004000001
ACH-000606,-0.249553182162
ACH-000608,-0.161680026999
ACH-000614,-0.0433379387389
ACH-000616,0.0454859003752
ACH-000618,-0.16948188053399998
ACH-000619,-0.37528868497900003
ACH-000620,-0.00373647408857
ACH-000621,-0.0814329232329
ACH-000622,0.0352704356929
ACH-000623,0.0197235570919
ACH-000624,-0.320957235278
ACH-000627,-0.030204925263400004
ACH-000630,-0.15374214464400002
ACH-000632,-0.249054125625
ACH-000633,-0.22116495028299998
ACH-000637,-0.28962691006499997
ACH-000638,-0.246985437778
ACH-000646,0.319176811343
ACH-000647,-0.24947603884300001
ACH-000648,-0.13609399893899998
ACH-000649,0.0244518469965
ACH-000651,-0.0815756440743
ACH-000652,-0.554694471575
ACH-000653,-0.0626392036264
ACH-000657,-0.144003948118
ACH-000658,-0.06198018490709999
ACH-000661,-0.225768717359
ACH-000662,-0.0372630037275
ACH-000663,-0.335628875535
ACH-000665,-0.279985857029
ACH-000671,-0.218553620482
ACH-000673,-0.11622222861199999
ACH-000676,-0.081875450373
ACH-000677,0.010070539968200001
ACH-000681,-0.140827836127
ACH-000682,-0.0204005830694
ACH-000683,-0.289221042586
ACH-000684,0.0947120718748
ACH-000688,-0.10089618015799999
ACH-000693,-0.234987430804
ACH-000694,-0.230211567411
ACH-000695,-0.19543925516600003
ACH-000696,-0.164516799417
ACH-000697,0.00376744413121
ACH-000699,-0.0625640025753
ACH-000701,0.23726011691399998
ACH-000706,-0.248271790762
ACH-000711,-0.0778562941503
ACH-000713,0.00723028405133
ACH-000714,-0.120126990646
ACH-000718,-0.172815202638
ACH-000720,-0.0977737824531
ACH-000721,0.052169070837500005
ACH-000724,0.131013810774
ACH-000725,-0.280438498803
ACH-000732,-0.14877901954000003
ACH-000734,-0.36534146338600004
ACH-000735,-0.26663711958299996
ACH-000736,-0.33742047341700004
ACH-000738,-0.0956321766746
ACH-000746,-0.17750058453099998
ACH-000747,-0.0694403084937
ACH-000748,-0.11294097517400001
ACH-000753,-0.025841066309299998
ACH-000756,-0.24585686925099998
ACH-000757,-0.22593061111999999
ACH-000758,-0.169532279202
ACH-000760,-0.21614254963000004
ACH-000763,0.14545456408399998
ACH-000764,-0.166105980571
ACH-000765,-0.236568509157
ACH-000766,-0.058394640823499995
ACH-000767,-0.327262451434
ACH-000768,0.0229216540887
ACH-000769,-0.32868115180199997
ACH-000770,-0.17215393292700001
ACH-000771,-0.155087470219
ACH-000773,-0.0896286932392
ACH-000776,-0.0740293758431
ACH-000777,-0.0920970778067
ACH-000778,-0.545289885489
ACH-000781,-0.128596821862
ACH-000782,-0.196703363134
ACH-000783,-0.366644239181
ACH-000784,-0.16721870684100001
ACH-000785,-0.0511604103924
ACH-000787,-0.075563254988
ACH-000788,-0.057430634262699995
ACH-000791,0.0802642473755
ACH-000792,-0.049338363218199996
ACH-000794,-0.102440142019
ACH-000796,-0.11254439630100001
ACH-000799,-0.042956401828699996
ACH-000800,-0.124674771479
ACH-000802,-0.0949815794683
ACH-000804,-0.40008725703599995
ACH-000805,0.0932963641635
ACH-000809,0.0269885608426
ACH-000810,-0.134834158991
ACH-000811,0.032738456665
ACH-000817,0.0832936224466
ACH-000819,-0.0303665721533
ACH-000820,-0.235335298515
ACH-000821,0.0468332088678
ACH-000822,-0.0890922269282
ACH-000823,-0.24954602190000003
ACH-000824,-0.154728952766
ACH-000827,-0.110300136128
ACH-000829,0.26142550004299997
ACH-000831,-0.32690121358199997
ACH-000832,-0.11443561567
ACH-000833,-0.35422743832099995
ACH-000834,-0.181192200544
ACH-000835,0.0438641591545
ACH-000836,-0.078108573685
ACH-000837,-0.169881188781
ACH-000838,0.0293292023908
ACH-000839,-0.30834216836899997
ACH-000840,-0.007003644644959999
ACH-000841,-0.141699850239
ACH-000843,-0.119051737268
ACH-000846,-0.19108334906899999
ACH-000847,0.00201442847751
ACH-000848,-0.160421578646
ACH-000849,0.028541680553900002
ACH-000851,-0.09281506513599999
ACH-000855,0.161753586968
ACH-000856,0.202429618275
ACH-000858,-0.129239592906
ACH-000859,-0.118230541363
ACH-000861,-0.06796159302430001
ACH-000862,0.024462097513799998
ACH-000865,-0.203133773893
ACH-000866,-0.163097000163
ACH-000867,-0.06703100070910001
ACH-000869,-0.103342656071
ACH-000872,-0.329385171977
ACH-000873,-0.0919271613507
ACH-000876,-0.0900217493769
ACH-000878,0.0235027830572
ACH-000880,0.0500064468387
ACH-000881,-0.105516221023
ACH-000882,-0.166591882542
ACH-000884,-0.06730289466799999
ACH-000885,-0.219067228381
ACH-000887,-0.256769399947
ACH-000888,-0.21409182397100002
ACH-000889,0.037245275574500004
ACH-000890,-0.302193389556
ACH-000896,0.00734592618671
ACH-000898,-0.17715919440900002
ACH-000900,-0.362795214038
ACH-000901,-0.30612159861099997
ACH-000905,-0.0728992438909
ACH-000906,-0.205507230605
ACH-000907,0.08997085014839999
