,TCIRG1 (10312)
ACH-000910,-0.35496016356399995
ACH-000911,-0.177444021386
ACH-000912,-0.10854080415100001
ACH-000913,-0.030870060471099997
ACH-000915,-0.153118963642
ACH-000916,-1.14338483035
ACH-000917,-0.406095868991
ACH-000921,-0.198600200437
ACH-000924,-0.047764673678599996
ACH-000926,-0.041393079362
ACH-000928,-0.0472789074449
ACH-000929,-0.018822322318400003
ACH-000932,-0.146762085274
ACH-000935,-0.36343301276100004
ACH-000936,-0.194468108242
ACH-000937,-0.12185385656600001
ACH-000938,-0.11274408275699999
ACH-000939,-0.168963433409
ACH-000941,-0.0921311903499
ACH-000943,-0.0805929457887
ACH-000946,-0.10484217692299999
ACH-000947,-0.15297971669399998
ACH-000948,-0.158913681655
ACH-000950,-0.0280667323734
ACH-000953,-0.240696597069
ACH-000957,-0.115172156366
ACH-000958,-0.0030332093979199997
ACH-000960,-0.22076179081300001
ACH-000963,-0.08227667237360001
ACH-000968,-0.15343043844499998
ACH-000969,-0.00380314986293
ACH-000973,-0.0590510065886
ACH-000974,-0.158936941982
ACH-000975,0.115334499685
ACH-000976,-0.0537383646843
ACH-000978,-0.39084842585999996
ACH-000980,-0.0973302487062
ACH-000984,-0.390675631563
ACH-000986,-0.305728672453
ACH-000988,-0.0938867591903
ACH-000993,-0.115166790381
ACH-000994,-0.306492230203
ACH-000996,-0.0284204619456
ACH-001001,-0.206375880368
ACH-001020,-0.11694982840999998
ACH-001028,-0.14029109972
ACH-001031,-0.18070685352899998
ACH-001038,-0.118391770615
ACH-001048,0.204904548433
ACH-001050,-0.156319115605
ACH-001053,-0.054427900692499996
ACH-001054,-0.37185730689
ACH-001061,-0.12938780628399998
ACH-001067,0.00570054506986
ACH-001075,0.013221681479
ACH-001096,-0.139863040657
ACH-001128,-0.17224277893399997
ACH-001134,-0.0793302858192
ACH-001151,-0.0490071934503
ACH-001163,-0.0925201598201
ACH-001164,-0.244060788034
ACH-001173,-0.111524598543
ACH-001183,0.00082760055906
ACH-001184,-0.0300359210947
ACH-001190,-0.0438524016512
ACH-001192,0.0448365076299
ACH-001193,-0.10814085763299999
ACH-001196,0.109582608455
ACH-001197,-0.016914696095
ACH-001205,0.23139834918000002
ACH-001211,-0.021283669553299998
ACH-001212,0.03873664907
ACH-001228,0.0031625430069599997
ACH-001232,0.0670332227264
ACH-001239,0.0375602570182
ACH-001274,0.0212630404807
ACH-001275,-0.00637576382401
ACH-001277,-0.135649110669
ACH-001278,-0.0738106163158
ACH-001280,0.006629973210479999
ACH-001283,-0.146303450298
ACH-001289,-0.35243071493699996
ACH-001295,-0.15713266941
ACH-001300,-0.17041899078899997
ACH-001301,-0.0622181334879
ACH-001302,-0.33437660102600003
ACH-001303,-0.0222311370581
ACH-001306,-0.291317806307
ACH-001318,-0.0585234549698
ACH-001322,-0.142098978695
ACH-001328,-0.15330136175200001
ACH-001332,-0.07848158229339999
ACH-001333,-0.16529078773
ACH-001336,-0.195017133893
ACH-001340,-0.13859603922299998
ACH-001346,-0.27299150013
ACH-001353,0.0113306649229
ACH-001354,0.023304313953299998
ACH-001367,-0.0876614373364
ACH-001368,-0.0405349448253
ACH-001374,-0.0361731846401
ACH-001375,0.11117540565999999
ACH-001377,-0.127911268457
ACH-001380,-0.0802290510737
ACH-001391,-0.0515536772451
ACH-001407,-0.0972637694812
ACH-001408,-0.11201806685999999
ACH-001413,-0.05273127923280001
ACH-001430,-0.0035825067116599997
ACH-001431,-0.293538181654
ACH-001450,-0.294210388727
ACH-001496,-0.109408846453
ACH-001500,-0.016808041378399998
ACH-001521,0.046026469342
ACH-001523,-0.0509605570993
ACH-001532,-0.143461686086
ACH-001536,0.11549480871500001
ACH-001550,-0.39622919553900005
ACH-001552,-0.0739738545338
ACH-001554,-0.15796446971699998
ACH-001645,-0.213428021361
ACH-001654,-0.172644555746
ACH-001715,-0.030713117362099997
ACH-001735,-0.112451576432
ACH-001736,-0.130861889111
ACH-001737,0.0598722434883
ACH-001740,-0.0649670213447
ACH-001745,-0.194962280038
ACH-001750,-0.128902406115
ACH-001765,-0.017152943729900002
ACH-001956,-0.0638093910513
ACH-001957,-0.133127719741
