,SLC9A3R1 (9368)
ACH-000004,-0.0891406088601
ACH-000007,0.177036965524
ACH-000009,-0.39445159779600003
ACH-000011,-0.08839249732389999
ACH-000012,-0.105241618465
ACH-000013,-0.0467373904284
ACH-000014,-0.159862222571
ACH-000015,-0.0781935099955
ACH-000017,-0.191445907576
ACH-000018,-0.262232932824
ACH-000019,-0.323856445757
ACH-000021,-0.0676585125257
ACH-000022,-0.178193726556
ACH-000025,0.022875582043599997
ACH-000028,-0.0299528865649
ACH-000030,-0.0895555179576
ACH-000035,-0.139812547825
ACH-000036,-0.188239920048
ACH-000037,-0.160616081505
ACH-000039,-0.083941629289
ACH-000040,-0.129028843375
ACH-000041,-0.074597856513
ACH-000042,-0.18762953225600001
ACH-000045,-0.0463962586314
ACH-000047,-0.059014611257699995
ACH-000052,-0.16045609151100002
ACH-000053,-0.173441964713
ACH-000054,-0.0910433875897
ACH-000055,0.0332837768433
ACH-000060,-0.12195586587400001
ACH-000067,-0.133120798577
ACH-000070,-0.06382643112610001
ACH-000075,-0.397125652112
ACH-000078,-0.11255587799799999
ACH-000082,-0.190423816655
ACH-000085,-0.18453648999000002
ACH-000086,-0.053221569557800004
ACH-000087,0.062216729983099996
ACH-000092,0.020141969930700002
ACH-000095,-0.22252327356600002
ACH-000097,-0.22498636546300002
ACH-000098,-0.09989750305089999
ACH-000099,-0.14263905862
ACH-000108,-0.253657600967
ACH-000113,0.014760533719600002
ACH-000115,-0.0135580397959
ACH-000116,-0.025868557138900003
ACH-000118,-0.055440976798199995
ACH-000120,-0.203981609551
ACH-000123,0.0274187502618
ACH-000127,-0.21105520582600001
ACH-000128,-0.212164047231
ACH-000132,-0.190198698687
ACH-000133,3.22696863539e-05
ACH-000137,-0.40285910763300004
ACH-000138,-0.20539378303
ACH-000142,-0.144946459594
ACH-000143,-0.0598143572155
ACH-000146,-0.15329091637199999
ACH-000148,0.0519204630687
ACH-000150,-0.0145223152637
ACH-000152,-0.08141300002639999
ACH-000153,-0.07524771355510002
ACH-000159,-0.237548141598
ACH-000160,-0.0152133006874
ACH-000163,-0.0555176740341
ACH-000167,-0.449649114299
ACH-000168,-0.105373455824
ACH-000169,-0.021296995677099997
ACH-000178,-0.10024427022
ACH-000182,-0.104679617268
ACH-000183,-0.23776708256700002
ACH-000188,-0.028568042728499998
ACH-000189,0.109376645644
ACH-000190,-0.0229980927509
ACH-000198,-0.18543724644999998
ACH-000204,-0.148096032968
ACH-000206,0.045171346490400006
ACH-000207,-0.09977408163619998
ACH-000211,-0.10572626090199999
ACH-000215,-0.0435831812647
ACH-000221,0.021249884284
ACH-000222,-0.0848816600616
ACH-000223,-0.183461585096
ACH-000226,-0.0121409392319
ACH-000227,0.00736851250719
ACH-000228,0.0005656350534430001
ACH-000231,-0.14978337275800002
ACH-000232,-0.009985926040149999
ACH-000233,0.06024897208859999
ACH-000234,-0.376834121708
ACH-000235,-0.12850211832
ACH-000237,-0.0238994775178
ACH-000238,-0.348204002086
ACH-000243,-0.20522900851599998
ACH-000244,-0.429372865229
ACH-000246,-0.028764533420299998
ACH-000248,-0.07059556465200001
ACH-000250,-0.136528516982
ACH-000251,-0.698746730123
ACH-000253,-0.23469093946400002
ACH-000255,-0.307696715523
ACH-000256,-0.174118317249
ACH-000257,-0.0779836269091
ACH-000258,0.21356812175599998
ACH-000259,-0.22938799794700002
ACH-000260,-0.12989495549000002
ACH-000261,-0.26306189546799996
ACH-000262,-0.180233662022
ACH-000263,-0.24768244095800002
ACH-000264,-0.0544622960728
ACH-000265,-0.157239880033
ACH-000266,-0.266625682842
ACH-000272,-0.36583539944
ACH-000273,-0.300435440844
ACH-000274,-0.209782496343
ACH-000277,-0.0706636202177
ACH-000278,0.0218549057548
ACH-000279,-0.14288577392899998
ACH-000280,-0.164418749227
ACH-000281,-0.116445422618
ACH-000288,-0.10409073752900001
ACH-000291,-0.161405884044
ACH-000293,-0.330624249975
ACH-000294,0.051957896825
ACH-000295,-0.20329136398400002
ACH-000296,-0.18146560931800002
ACH-000302,-0.125897952512
ACH-000304,-0.332354567287
ACH-000307,-0.279170599189
ACH-000308,-0.0566994665075
ACH-000310,-0.386424859184
ACH-000311,-0.202740433724
ACH-000312,-0.30264975721500004
ACH-000315,0.139149806692
ACH-000316,-0.168659737227
ACH-000317,0.19359806688
ACH-000318,-0.261410243991
ACH-000319,0.0457595623063
ACH-000320,0.031386503553999995
ACH-000322,-0.107915255177
ACH-000323,-0.123865455549
ACH-000324,-0.210842108081
ACH-000329,-0.192691728717
ACH-000330,-0.004341956146810001
ACH-000331,-0.038698860888199994
ACH-000332,-0.117006340946
ACH-000334,0.43041740384800004
ACH-000335,0.0202279909991
ACH-000336,-0.16444089809499998
ACH-000337,-0.513340334398
ACH-000339,-0.043235144058
ACH-000341,-0.176121122914
ACH-000348,-0.19768980504099998
ACH-000350,-0.04109647130019999
ACH-000352,-0.104142305098
ACH-000356,-0.32395637327
ACH-000361,-0.042018906174
ACH-000362,-0.14615805514900002
ACH-000363,-0.12385645450300001
ACH-000364,-0.0748596331888
ACH-000365,-0.0500142659909
ACH-000366,-0.18380274801399998
ACH-000368,-0.041574662576199996
ACH-000374,-0.223456319107
ACH-000375,-0.23218182403700002
ACH-000376,-0.123214703706
ACH-000381,0.012633841993400001
ACH-000383,-0.160854048888
ACH-000387,-0.118939330854
ACH-000389,-0.0953979708527
ACH-000390,-0.023476431554400004
ACH-000393,-0.100495434427
ACH-000395,-0.11279943859500001
ACH-000397,-0.275515314575
ACH-000401,-0.257736799164
ACH-000402,-0.168067116617
ACH-000403,-0.0920812444443
ACH-000404,-0.141484251945
ACH-000406,-0.10738590865599999
ACH-000407,-0.182069248503
ACH-000408,-0.0010571349994299999
ACH-000410,-0.0433322314876
ACH-000411,0.0104396429057
ACH-000414,-0.140854644036
ACH-000415,-0.14624905511800002
ACH-000416,-0.209734324669
ACH-000420,-0.0538137588151
ACH-000421,-0.0361785800044
ACH-000424,-0.315263721259
ACH-000425,-0.0165850329861
ACH-000426,-0.05626862548119999
ACH-000427,0.0308616765008
ACH-000433,-0.42693434581699996
ACH-000436,-0.0788466328874
ACH-000444,-0.061654250974000006
ACH-000445,-0.38633429219099996
ACH-000448,-0.0127960743366
