,OPN1SW (611)
ACH-000004,0.0974979625925
ACH-000007,0.19051726251200002
ACH-000009,0.16145239337099998
ACH-000011,0.124863377312
ACH-000012,0.30482674251999997
ACH-000013,0.16948110889499998
ACH-000014,-0.0739606032722
ACH-000015,0.334731191369
ACH-000017,0.17766111709600002
ACH-000018,0.26663077743
ACH-000019,0.268431698335
ACH-000021,0.0686422574558
ACH-000022,0.207237170207
ACH-000025,0.0261077793612
ACH-000028,0.206432018098
ACH-000030,0.239404380462
ACH-000035,0.17574776397199998
ACH-000036,0.16766296571699998
ACH-000037,0.395939524339
ACH-000039,0.38517214782799997
ACH-000040,0.08477791014080001
ACH-000041,-0.050966318917699996
ACH-000042,0.323645356574
ACH-000045,0.221773881122
ACH-000047,-0.00509015890141
ACH-000052,0.014101245549299998
ACH-000053,0.19091282604600002
ACH-000054,0.11894851745200001
ACH-000055,0.102466092097
ACH-000060,0.177958283347
ACH-000067,0.29351800196899996
ACH-000070,0.038961990862500004
ACH-000075,0.261852727568
ACH-000078,0.270314731367
ACH-000082,0.226145676144
ACH-000085,0.150743484967
ACH-000086,0.255200423557
ACH-000087,0.465367941752
ACH-000092,0.367091846295
ACH-000095,0.227869971899
ACH-000097,0.318187988745
ACH-000098,0.239740517205
ACH-000099,0.325070968373
ACH-000108,0.23783012614399998
ACH-000113,0.142155340114
ACH-000115,0.140163878015
ACH-000116,0.203255470821
ACH-000118,0.18459990187800002
ACH-000120,0.269267241585
ACH-000123,0.157270976012
ACH-000127,0.193940594319
ACH-000128,0.110453560581
ACH-000132,0.16884857012899998
ACH-000133,0.111298882661
ACH-000137,0.151605340004
ACH-000138,0.18003426617600002
ACH-000142,0.0924730658663
ACH-000143,0.256260776082
ACH-000146,0.166452705837
ACH-000148,0.176059664759
ACH-000150,0.43285350065800005
ACH-000152,0.18548139921300003
ACH-000153,0.016570397783399998
ACH-000159,0.301163235013
ACH-000160,0.127221906294
ACH-000163,0.207340052137
ACH-000167,0.260130031277
ACH-000168,0.207336545378
ACH-000169,0.19426287337099998
ACH-000178,0.255907985048
ACH-000182,0.18605638634799998
ACH-000183,0.108597966699
ACH-000188,0.192093982414
ACH-000189,0.22195248651299998
ACH-000190,-0.0789382038045
ACH-000198,0.0760724779727
ACH-000204,0.42327595919100003
ACH-000206,0.19176275418299998
ACH-000207,-0.07869385570410001
ACH-000211,0.224241932632
ACH-000215,0.20615533759500002
ACH-000221,0.20089662869600003
ACH-000222,-0.08185484890150001
ACH-000223,0.24277029311099999
ACH-000226,0.0297732084568
ACH-000227,0.139403189655
ACH-000228,0.21558430193599998
ACH-000231,0.208210823006
ACH-000232,0.0439851992738
ACH-000233,0.275219174432
ACH-000234,0.13942019353399998
ACH-000235,0.188565308589
ACH-000237,0.0619979862383
ACH-000238,0.25495342341
ACH-000243,0.341960272204
ACH-000244,0.25994199208700003
ACH-000246,0.175672280897
ACH-000248,0.20667842600400002
ACH-000250,0.267753237154
ACH-000251,0.38859226784100004
ACH-000253,0.12645155332900002
ACH-000255,0.24746284326999998
