,RTL1 (388015)
ACH-000004,-0.15979002254
ACH-000007,0.125314365965
ACH-000009,-0.207235622025
ACH-000011,0.0440804365098
ACH-000012,0.117300778991
ACH-000013,-0.0631680657254
ACH-000014,-0.11442924835200001
ACH-000015,-0.108584600888
ACH-000017,-0.167376971731
ACH-000018,0.0636742603407
ACH-000019,-0.133069445914
ACH-000021,0.152905970707
ACH-000022,-0.233814473743
ACH-000025,-0.12533926162200001
ACH-000028,-0.0587067726935
ACH-000030,-0.08909967923699999
ACH-000035,0.340048479345
ACH-000036,-0.11353827040799999
ACH-000037,0.10128447469799999
ACH-000039,0.133045941813
ACH-000040,-0.0174103001424
ACH-000041,-0.0570375103668
ACH-000042,-0.025970132291299998
ACH-000045,-0.202087098918
ACH-000047,-0.23972891290999998
ACH-000052,-0.0146470998363
ACH-000053,-0.179648196847
ACH-000054,-0.12103647290899999
ACH-000055,-0.0531700302995
ACH-000060,-0.109817274025
ACH-000067,0.0519817294884
ACH-000070,-0.17681848041499998
ACH-000075,-0.242391144969
ACH-000078,0.0572980161315
ACH-000082,-0.233800867218
ACH-000085,-0.134555918674
ACH-000086,-0.103851550348
ACH-000087,-0.062281927544800005
ACH-000092,-0.07449846312760001
ACH-000095,-0.123113859637
ACH-000097,-0.036980332301800006
ACH-000098,-0.19153987642200002
ACH-000099,-0.26660108651299996
ACH-000108,-0.224070903832
ACH-000113,-0.11872954034000002
ACH-000115,-0.126391245299
ACH-000116,-0.0380518081476
ACH-000118,-0.0241544756188
ACH-000120,0.05837996321959999
ACH-000123,-0.192031815187
ACH-000127,-0.13299571171
ACH-000128,-0.167183444832
ACH-000132,-0.0132876073157
ACH-000133,-0.290462048224
ACH-000137,-0.019209597780099997
ACH-000138,-0.21408879640099998
ACH-000142,0.0883458587713
ACH-000143,-0.218545335018
ACH-000146,-0.136779212984
ACH-000148,0.059519828506199995
ACH-000150,-0.09259245188439999
ACH-000152,-0.109441705895
ACH-000153,0.152472393638
ACH-000159,0.078659398465
ACH-000160,-0.200134371294
ACH-000163,-0.0543080165005
ACH-000167,-0.238295314409
ACH-000168,-0.105452688952
ACH-000169,-0.123631580281
