,SGSH (6448)
ACH-000004,-0.0470312657011
ACH-000007,0.0285935416782
ACH-000009,0.0198506632605
ACH-000011,-0.0199700554533
ACH-000012,-0.09512720799489999
ACH-000013,0.0176498315655
ACH-000014,0.10431248508400001
ACH-000015,0.0325215004266
ACH-000017,-0.030731558330399998
ACH-000018,0.13984363974300001
ACH-000019,0.00271883744075
ACH-000021,0.0228268012799
ACH-000022,-0.0846224921434
ACH-000025,2.43275141454e-05
ACH-000028,0.0766861969665
ACH-000030,-0.0507237292782
ACH-000035,-0.033509803283
ACH-000036,-0.007052360567310001
ACH-000037,-0.220855970021
ACH-000039,-0.15533689627
ACH-000040,-0.180822621723
ACH-000041,0.0331032584161
ACH-000042,-0.071864345742
ACH-000045,0.058423008348
ACH-000047,0.040660531266099996
ACH-000052,-0.08913979281860002
ACH-000053,-0.08846572416480002
ACH-000054,0.0438530180274
ACH-000055,-0.0938031204186
ACH-000060,-0.00577773259302
ACH-000067,-0.0699397545392
ACH-000070,-0.00770814069121
ACH-000075,0.04497461598730001
ACH-000078,-0.205051242478
ACH-000082,-0.208258452903
ACH-000085,-0.16873183442
ACH-000086,-0.12143391802000002
ACH-000087,-0.043556016941999995
ACH-000092,0.0969218068788
ACH-000095,-0.127087954122
ACH-000097,-0.0449174724921
ACH-000098,0.16108165058
ACH-000099,-0.114811921838
ACH-000108,-0.142854773281
ACH-000113,0.138866357548
ACH-000115,0.07198852680250001
ACH-000116,-0.0673194461262
ACH-000118,-0.094446789117
ACH-000120,-0.201967218283
ACH-000123,-0.0223742087649
ACH-000127,-0.126652755594
ACH-000128,-0.0774872872839
ACH-000132,0.0221670742692
ACH-000133,0.19875387730900002
ACH-000137,-0.0286089792613
ACH-000138,-0.0644408667522
ACH-000142,-0.025883429365
ACH-000143,-0.17579236635899997
ACH-000146,-0.0445871490575
ACH-000148,0.0425417075459
ACH-000150,-0.100099814584
ACH-000152,-0.18187164230099997
ACH-000153,0.015040352017899999
ACH-000159,-0.107660095837
ACH-000160,-0.141988736804
ACH-000163,-0.0203613562686
ACH-000167,-0.108067260812
ACH-000168,0.174709931109
ACH-000169,-0.0475962805615
ACH-000178,-0.040998385095800005
ACH-000182,0.08389450744060001
ACH-000183,0.0313694297855
ACH-000188,-0.0058311340981899995
ACH-000189,-0.113108726755
ACH-000190,-0.0958990190177
ACH-000198,-0.028535933839999996
ACH-000204,0.144003364726
ACH-000206,0.0804265138494
ACH-000207,-0.115877351689
ACH-000211,-0.07769806171799999
ACH-000215,-0.110650769119
ACH-000221,0.0447640406967
ACH-000222,-0.0356411130369
ACH-000223,0.018670609002
ACH-000226,0.14171568000999998
ACH-000227,-0.13500682409499998
ACH-000228,-0.040391756402
ACH-000231,0.0203780777059
ACH-000232,0.0283767850962
ACH-000233,-0.165460102429
ACH-000234,0.01171659345
ACH-000235,-0.0395309822136
ACH-000237,-0.0107841595829
ACH-000238,-0.05406467416
ACH-000243,-0.087376181085
ACH-000244,-0.14973938821
ACH-000246,-0.113494335213
ACH-000248,-0.0775378518328
ACH-000250,-0.05323582132640001
ACH-000251,0.009901929680110002
ACH-000253,0.0472888019436
ACH-000255,-0.127189498105
ACH-000256,-0.112097412551
ACH-000257,-0.0721649082052
ACH-000258,-0.0916656248628
ACH-000259,-0.134606915509
ACH-000260,-0.06462386578359999
ACH-000261,-0.0962513500572
ACH-000262,0.05491434055509999
ACH-000263,-0.20153307623
ACH-000264,-0.122880915283
ACH-000265,0.10022297649
ACH-000266,-0.09463175111989999
ACH-000272,-0.00974095315028
ACH-000273,0.0220194887062
ACH-000274,-0.177936006663
ACH-000277,0.0872952876486
ACH-000278,-0.18083604167800002
ACH-000279,-0.009353229177440001
ACH-000280,-0.190969802864
ACH-000281,-0.262099199343
ACH-000288,-0.0978469509651
ACH-000291,0.0211815175204
ACH-000293,-0.0960567191828
ACH-000294,-0.135475170632
ACH-000295,-0.0125957095495
ACH-000296,0.101335628172
ACH-000302,-0.134937644706
ACH-000304,-0.0015540371037300002
ACH-000307,-0.039453855634300004
ACH-000308,-0.018405688759599997
ACH-000310,-0.125175055557
ACH-000311,-0.17365868309000002
ACH-000312,-0.2046617389
ACH-000315,-0.05241134739969999
ACH-000316,-0.161121833162
ACH-000317,-0.046802651704000005
ACH-000318,0.10314123607
ACH-000319,-0.0873094072817
ACH-000320,0.105721078617
ACH-000322,0.0980696566318
ACH-000323,-0.11778940551599999
ACH-000324,-0.06089064104119999
ACH-000329,-0.228777302759
ACH-000330,-0.11352932545700001
ACH-000331,-0.0337221420712
ACH-000332,-0.0700907325307
ACH-000334,0.121326816576
ACH-000335,-0.08608263609089999
ACH-000336,0.08105512727589999
