,MSTN (2660)
ACH-000004,-0.24419621518000004
ACH-000007,-0.173921400013
ACH-000009,-0.288702130411
ACH-000011,0.007163423004470001
ACH-000012,-0.0661264675543
ACH-000013,-0.019720399756099998
ACH-000014,-0.182145591309
ACH-000015,-0.237687141288
ACH-000017,-0.0171217888437
ACH-000018,-0.12313707385299999
ACH-000019,0.027513116757799997
ACH-000021,-0.0541813324234
ACH-000022,-0.12073915732200001
ACH-000025,-0.169833268137
ACH-000028,-0.20998526883000002
ACH-000030,-0.0887802017602
ACH-000035,0.00152636442175
ACH-000036,-0.100195723176
ACH-000037,-0.151396394465
ACH-000039,-0.07765337455089999
ACH-000040,-0.22667006114500002
ACH-000041,-0.23501045546
ACH-000042,-0.054037904628599996
ACH-000045,-0.0740080092797
ACH-000047,-0.0601972766124
ACH-000052,-0.34976433630599996
ACH-000053,-0.12000413640900001
ACH-000054,-0.138013332143
ACH-000055,-0.266673189551
ACH-000060,-0.0198067107088
ACH-000067,-0.06502784543769999
ACH-000070,-0.00454500092476
ACH-000075,-0.08478762241419999
ACH-000078,-0.155351356645
ACH-000082,-0.146682704298
ACH-000085,-0.007376489488249999
ACH-000086,-0.242665734262
ACH-000087,0.121295483839
ACH-000092,-0.09180409734200001
ACH-000095,-0.144876824963
ACH-000097,-0.158233178977
ACH-000098,-0.111130712656
ACH-000099,-0.11046489675000001
ACH-000108,-0.34757926388099997
ACH-000113,-0.08895450812580001
ACH-000115,-0.0628801596586
ACH-000116,-0.111623024029
ACH-000118,-0.123422391073
ACH-000120,-0.131258670514
ACH-000123,-0.201532138738
ACH-000127,-0.0983923402932
ACH-000128,0.020127489074799998
ACH-000132,-0.0726504044696
ACH-000133,-0.280372538086
ACH-000137,-0.042683686725399995
ACH-000138,0.0347313275899
ACH-000142,-0.25419474167100004
ACH-000143,-0.288320021912
ACH-000146,-0.0992740624245
ACH-000148,-0.120937659601
ACH-000150,-0.173217777846
ACH-000152,-0.17425650044399998
ACH-000153,-0.06334853192800001
ACH-000159,-0.11841821061699999
ACH-000160,-0.0231173310452
ACH-000163,-0.15611358914
ACH-000167,-0.050108192516599995
ACH-000168,-0.277001078184
ACH-000169,-0.0750821467195
ACH-000178,-0.0317228686773
ACH-000182,0.0509207559453
ACH-000183,-0.165011847918
ACH-000188,0.0408504484669
ACH-000189,-0.102374914656
ACH-000190,-0.236743341682
ACH-000198,-0.111771817163
ACH-000204,-0.156991788677
ACH-000206,-0.0154940017668
ACH-000207,0.0133361545849
ACH-000211,-0.192146037966
ACH-000215,-0.0948577077885
ACH-000221,-0.14982291660900002
ACH-000222,0.060581210323
ACH-000223,-0.08065024208289999
ACH-000226,-0.107281034323
ACH-000227,-0.052379200674199995
ACH-000228,-0.0910365495063
ACH-000231,-0.059339391271699994
ACH-000232,-0.0502875342326
ACH-000233,-0.145246103837
ACH-000234,-0.194520988131
ACH-000235,-0.09407532724619999
ACH-000237,-0.23873493561700002
ACH-000238,-0.0543128448585
ACH-000243,-0.09305384753939999
ACH-000244,-0.046121150214400004
ACH-000246,-0.136604299193
ACH-000248,0.10323146071799999
ACH-000250,-0.134010763902
ACH-000251,0.043420530604900004
ACH-000253,-0.276581481085
ACH-000255,-0.179658018656
ACH-000256,-0.08515917294150001
ACH-000257,0.19836131700100001
ACH-000258,0.055703307666600005
ACH-000259,-0.09524315716489999
ACH-000260,-0.163988572199
ACH-000261,0.034875054824900005
ACH-000262,0.0876672945511
ACH-000263,-0.242352030237
ACH-000264,-0.0445032405289
ACH-000265,-0.11573297420399999
ACH-000266,-0.0540963159137
ACH-000272,-0.109552698733
ACH-000273,-0.0890583730009
ACH-000274,-0.17410594153
ACH-000277,0.123638190194
ACH-000278,-0.341583465151
ACH-000279,-0.0158347884001
ACH-000280,-0.163597233194
ACH-000281,-0.15265330596100002
ACH-000288,-0.147052171886
ACH-000291,-0.22546833281800002
ACH-000293,-0.119847428663
ACH-000294,-0.12289339826500001
ACH-000295,-0.214661162161
ACH-000296,-0.18533101921300002
ACH-000302,-0.148988014946
ACH-000304,-0.571411696318
ACH-000307,-0.158499317181
ACH-000308,-0.119361535515
ACH-000310,-0.16598788665
ACH-000311,0.0521362197712
ACH-000312,-0.20655790781199998
ACH-000315,-0.305118621991
ACH-000316,-0.00543469206781
ACH-000317,-0.126031526591
ACH-000318,0.030889666522499998
ACH-000319,0.18908977593100001
ACH-000320,-0.0350086335256
ACH-000322,-0.131628529829
ACH-000323,-0.0574770412909
ACH-000324,-0.13789099294600002
ACH-000329,-0.134900888805
ACH-000330,-0.110582504976
ACH-000331,-0.156897736856
ACH-000332,-0.0964309542165
ACH-000334,-0.0133143352225
ACH-000335,-0.013617191613200002
ACH-000336,-0.40279353207099994
ACH-000337,-0.17327744709000004
ACH-000339,-0.12256790285000001
ACH-000341,-0.0557698031086
ACH-000348,0.00633638155306
ACH-000350,-0.183205298077
ACH-000352,-0.06981691453910001
ACH-000356,-0.1848967132
ACH-000361,-0.0623104635752
ACH-000362,-0.0859542012562
ACH-000363,-0.0920296577731
ACH-000364,-0.03542734900819999
ACH-000365,-0.0748699603507
ACH-000366,-0.12346781873299999
ACH-000368,-0.0764020518435
ACH-000374,-0.114549821993
ACH-000375,-0.26867958195700004
ACH-000376,-0.117890982103
ACH-000381,-0.10428490775299999
ACH-000383,-0.15405930103
ACH-000387,-0.189291390803
ACH-000389,-0.21170422634
ACH-000390,-0.179991096418
ACH-000393,-0.144022332435
ACH-000395,-0.0426306432046
ACH-000397,-0.09020398588369999
ACH-000401,0.050248217149999996
ACH-000402,-0.39089215894699997
ACH-000403,-0.0642062525032
ACH-000404,0.0406294662778
ACH-000406,-0.116672369606
ACH-000407,-0.154805927592
ACH-000408,-0.305918243448
ACH-000410,-0.167455346539
ACH-000411,-0.11579648338199999
ACH-000414,-0.0519464467394
ACH-000415,-0.0756426231298
ACH-000416,-0.131879217645
ACH-000420,-0.12183968488600001
ACH-000421,-0.0705388409106
ACH-000424,-0.251277366575
ACH-000425,-0.0409546150542
ACH-000426,0.0399473908288
ACH-000427,-0.153045054963
ACH-000433,0.22235595581599998
ACH-000436,-0.22045083014699998
ACH-000444,-0.100174099441
ACH-000445,-0.17266090265
ACH-000448,-0.16984803599800002
ACH-000450,-0.112191626592
ACH-000452,-0.0209165469447
ACH-000454,-0.190753114678
ACH-000458,-0.07038238353069999
ACH-000459,-0.313695625039
ACH-000460,-0.23221231188799998
ACH-000461,-0.293443564963
ACH-000463,-0.076259354534
ACH-000464,-0.09710316810239998
ACH-000466,-0.327338809581
ACH-000467,-0.22747986393000003
ACH-000468,-0.0748751846761
ACH-000469,-0.12180733346599999
ACH-000470,0.133586537536
ACH-000471,-0.0577704911872
ACH-000472,-0.149671080075
ACH-000473,-0.110503965978
ACH-000475,-0.11588703639299999
ACH-000476,0.165076642159
ACH-000477,-0.20113634102400002
ACH-000480,-0.222799235299
ACH-000481,-0.0158039950717
ACH-000483,-0.237642155994
ACH-000484,-0.139463441365
ACH-000485,-0.04500862894169999
ACH-000486,-0.0809065422928
ACH-000487,-0.155047161655
ACH-000488,-0.10813684893100001
ACH-000490,-0.215057998946
ACH-000491,-0.121432657909
ACH-000495,0.11648473992999998
ACH-000496,-0.161621775549
ACH-000499,-0.12491858070900001
ACH-000500,0.651455335493
ACH-000502,0.00035471157715800006
ACH-000503,-0.123479561226
ACH-000505,0.00460278307488
ACH-000507,-0.218242306406
ACH-000510,-0.10481725514599999
ACH-000511,-0.183887327544
ACH-000512,-0.332920030271
ACH-000516,-0.19066170842500002
ACH-000517,-0.13106304646199998
ACH-000518,-0.0368706133427
ACH-000520,-0.221012592601
ACH-000521,-0.18844402539900001
ACH-000522,-0.24293351313499997
ACH-000524,-0.0951319895344
ACH-000527,-0.144540420615
ACH-000528,-0.144272265807
ACH-000537,-0.0105017347449
ACH-000541,-0.182025359913
ACH-000542,-0.119900676726
ACH-000544,-0.0632160875937
ACH-000545,-0.135180582508
ACH-000547,-0.352076998512
ACH-000548,-0.09825690471410001
ACH-000549,-0.0300459465792
ACH-000550,-0.0861041203566
ACH-000552,-0.0254779504868
ACH-000556,-0.00421487662622
ACH-000557,0.052334353052
ACH-000570,-0.178170070662
ACH-000571,-0.128655021722
ACH-000573,0.0073565738382
ACH-000576,-0.05760336587619999
ACH-000580,-0.256142071537
ACH-000584,-0.0616625414002
ACH-000585,-0.151975648174
ACH-000588,-0.0391937963282
ACH-000589,-0.0574220848228
ACH-000591,-0.36367436683700005
ACH-000593,-0.29468137226
ACH-000600,-0.210342464912
ACH-000601,-0.132865221339
ACH-000604,-0.228512187527
ACH-000605,-0.0851608182973
ACH-000606,-0.259122021935
ACH-000608,-0.200851662012
ACH-000614,0.0013205307746
ACH-000616,-0.0189478009009
ACH-000618,-0.133846672133
ACH-000619,-0.239339738946
ACH-000620,-0.09722836376119999
ACH-000621,-0.10297038777
ACH-000622,-0.321908328832
ACH-000623,-0.00957204369803
ACH-000624,-0.0892667289198
ACH-000627,-0.185600590691
ACH-000630,-0.0889367335442
ACH-000632,-0.0220766964066
ACH-000633,-0.16703154862
ACH-000637,-0.0758078847102
ACH-000638,0.005542947083939999
ACH-000646,-0.0558962225819
ACH-000647,-0.09105999587300001
ACH-000648,-0.18514196602299998
ACH-000649,-0.108271702506
ACH-000651,-0.08206750458430001
ACH-000652,-0.27133300073100003
ACH-000653,-0.122502547723
ACH-000657,-0.061270326224
ACH-000658,-0.104395657269
ACH-000661,-0.0286204115987
ACH-000662,-0.346137800176
ACH-000663,-0.136985285765
ACH-000665,-0.11263189402599999
ACH-000671,-0.0061219361642500005
ACH-000673,-0.0937495991727
ACH-000676,-0.025498657852799998
ACH-000677,-0.180053345247
ACH-000681,0.0152205595959
ACH-000682,-0.125085796045
ACH-000683,-0.07961900431189999
ACH-000684,-0.12361235272
ACH-000688,-0.14301412469900002
ACH-000693,-0.16221129219900002
ACH-000694,-0.0554774721939
ACH-000695,0.11534428905500001
ACH-000696,-0.0969340505394
ACH-000697,-0.0350914344862
ACH-000699,-0.09945325939470001
ACH-000701,-0.200165475957
ACH-000706,-0.0633504279507
ACH-000711,-0.186743496102
ACH-000713,-0.0769155270415
ACH-000714,0.022475811513099995
ACH-000718,0.14813914526
ACH-000720,-0.0910299716455
ACH-000721,-0.185471428409
ACH-000724,-0.131437405624
ACH-000725,-0.06995044612210001
ACH-000732,-0.08392195495819998
ACH-000734,-0.18586612712699999
ACH-000735,-0.16719290618899998
ACH-000736,-0.20801219948
ACH-000738,0.0015332913414400002
ACH-000746,-0.136576069134
ACH-000747,-0.174448332886
ACH-000748,-0.063093882015
ACH-000753,-0.0977149406225
ACH-000756,-0.0246573644069
ACH-000757,-0.120055047534
ACH-000758,-0.143414184299
ACH-000760,-0.149021398008
ACH-000763,-0.17718118266600003
ACH-000764,-0.050743893939100004
ACH-000765,-0.15612644968
ACH-000766,-0.0378315745653
ACH-000767,-0.278657894787
ACH-000768,-0.198509744187
ACH-000769,-0.272783388142
ACH-000770,-0.0584440978417
ACH-000771,-0.0369392144803
ACH-000773,-0.247373719223
ACH-000776,-0.026257602389599996
ACH-000777,-0.26172185811299997
ACH-000778,-0.175622789243
ACH-000781,-0.0661736945221
ACH-000782,-0.129126752883
ACH-000783,-0.0899752491405
ACH-000784,-0.08169016405230001
ACH-000785,-0.21591517991300002
ACH-000787,-0.180605043629
ACH-000788,-0.0998870764011
ACH-000791,-0.0320869397483
ACH-000792,-0.00733297519982
ACH-000794,-0.0652556411609
ACH-000796,-0.0260234171316
ACH-000799,-0.165613177935
ACH-000800,-0.305440821657
ACH-000802,-0.0230318546176
ACH-000804,-0.11079064974899999
ACH-000805,0.0675304878652
ACH-000809,-0.105312839329
ACH-000810,-0.376374336985
ACH-000811,-0.174255285545
ACH-000817,-0.165412273872
ACH-000819,-0.0635539869474
ACH-000820,0.20521211082000002
ACH-000821,-0.292316455671
ACH-000822,-0.147588347546
ACH-000823,0.00391137250337
ACH-000824,-0.013614817095299998
ACH-000827,-0.0758956974234
ACH-000829,-0.239822167093
ACH-000831,-0.0962396577656
ACH-000832,-0.0276937473801
ACH-000833,0.00343166111897
ACH-000834,-0.128124230954
ACH-000835,-0.0518294696284
ACH-000836,-0.142337577545
ACH-000837,-0.119075286068
ACH-000838,-0.330856398918
ACH-000839,-0.12278014785000001
ACH-000840,-0.21722002404500002
ACH-000841,-0.0290599482728
ACH-000843,-0.109601087416
ACH-000846,-0.06708859204289999
ACH-000847,-0.136541604879
ACH-000848,-0.144612648964
ACH-000849,-0.19123543311299998
ACH-000851,-0.0415301536314
ACH-000855,-0.198882201791
ACH-000856,-0.10617398307600001
ACH-000858,-0.05702792598590001
ACH-000859,-0.333432751177
ACH-000861,-0.144202053808
ACH-000862,-0.004223780530329999
ACH-000865,-0.215834683468
ACH-000866,-0.138475030359
ACH-000867,-0.127434829009
ACH-000869,-0.0852186029843
ACH-000872,-0.10369551791500001
ACH-000873,-0.154496061151
ACH-000876,-0.128938126719
ACH-000878,0.0257272854542
ACH-000880,0.023394417180099998
ACH-000881,0.000547379066011
ACH-000882,0.00212288790749
ACH-000884,-0.014617970737600001
ACH-000885,0.04410235735859999
ACH-000887,-0.022026745620800002
ACH-000888,-0.09630601004249999
ACH-000889,-0.10050966358999999
ACH-000890,-0.159244565038
ACH-000896,-0.13619504590099998
ACH-000898,-0.276308853598
ACH-000900,-0.107658953848
ACH-000901,-0.211736361999
ACH-000905,-0.115724930734
ACH-000906,-0.170698954782
ACH-000907,-0.236869795947
ACH-000910,-0.12192710985500001
ACH-000911,-0.162691689617
ACH-000912,-0.08476285765529999
ACH-000913,-0.08540049515130001
ACH-000915,-0.122279267862
ACH-000916,-0.0370913697595
ACH-000917,-0.320476394664
ACH-000921,-0.268955226434
ACH-000924,-0.16235163536299999
ACH-000926,-0.17938492809099998
ACH-000928,-0.0009339955524019999
ACH-000929,-0.132496612658
ACH-000932,-0.08077271867000001
ACH-000935,-0.23004691533100002
ACH-000936,-0.199644620006
ACH-000937,-0.0641353723103
ACH-000938,-0.108508155875
ACH-000939,-0.0162628744945
ACH-000941,-0.133451773575
ACH-000943,-0.21230522762
ACH-000946,-0.145809647102
ACH-000947,-0.17331869142
ACH-000948,-0.116459990387
ACH-000950,-0.230288576296
ACH-000953,-0.0183473750569
ACH-000957,-0.07979621025860001
ACH-000958,0.12535942219
ACH-000960,-0.0914770625801
ACH-000963,-0.16834816209800002
ACH-000968,-0.22384443724300002
ACH-000969,-0.17206968344700002
ACH-000973,-0.12198740707399999
ACH-000974,-0.0793288656335
ACH-000975,-0.27351174110300003
ACH-000976,-0.14394925125299998
ACH-000978,-0.0557557974316
ACH-000980,-0.10224670826099999
ACH-000984,-0.195246749152
ACH-000986,-0.11634363889799999
ACH-000988,-0.166381092935
ACH-000993,-0.206259429754
ACH-000994,-0.0805515278269
ACH-000996,-0.110128918879
ACH-001001,-0.198003299364
ACH-001020,0.0758702532879
ACH-001028,-0.149789917636
ACH-001031,-0.0413269457644
ACH-001038,-0.114869724191
ACH-001048,-0.156124196627
ACH-001050,-0.165639191592
ACH-001053,-0.15574048605000002
ACH-001054,-0.0652242571898
ACH-001061,-0.07754291382619999
ACH-001067,-0.068571181204
ACH-001075,-0.0258859018862
ACH-001096,-0.151063030875
ACH-001128,-0.0545292772121
ACH-001134,0.0756519262941
ACH-001151,-0.161877503501
ACH-001163,-0.20621303516
ACH-001164,-0.363905070131
ACH-001173,-0.13977436855699998
ACH-001183,-0.13181197764
ACH-001184,-0.151361589749
ACH-001190,-0.0662671140552
ACH-001192,-0.16577315525800002
ACH-001193,0.0715116886387
ACH-001196,-0.13347830232000002
ACH-001197,-0.238206513065
ACH-001205,-0.19219754525
ACH-001211,-0.149905393865
ACH-001212,-0.360988665899
ACH-001228,0.175940695187
ACH-001232,0.0497303243871
ACH-001239,-0.0629587459346
ACH-001274,0.06316522433680001
ACH-001275,-0.018767470987
ACH-001277,0.113704347577
ACH-001278,-0.124235791692
ACH-001280,-0.148873214619
ACH-001283,-0.019007434483599997
ACH-001289,-0.0592280038499
ACH-001295,-0.07140766494510001
ACH-001300,-0.08699569279130001
ACH-001301,-0.09734527467430001
ACH-001302,0.041544124173800004
ACH-001303,-0.32914628498000004
ACH-001306,-0.173914664958
ACH-001318,-0.15299478923
ACH-001322,-0.314164293941
ACH-001328,-0.121845558574
ACH-001332,-0.149279125459
ACH-001333,-0.224353610977
ACH-001336,-0.168849391869
ACH-001340,-0.098433025515
ACH-001346,0.0206002965126
ACH-001353,-0.110226680627
ACH-001354,-0.209182622456
ACH-001367,0.00193837072953
ACH-001368,-0.0496069612428
ACH-001374,0.00750493474222
ACH-001375,-0.136169278524
ACH-001377,-0.0842897957736
ACH-001380,-0.108402104464
ACH-001391,-0.08567236847899999
ACH-001407,-0.172291901838
ACH-001408,-0.0752761330217
ACH-001413,-0.208733813987
ACH-001430,-0.553464665272
ACH-001431,-0.271249154762
ACH-001450,-0.10752433329000002
ACH-001496,0.0918098580077
ACH-001500,-0.0615882071093
ACH-001521,0.133247543899
ACH-001523,-0.17815767094700002
ACH-001532,-0.0528218054425
ACH-001536,-0.19312972013000002
ACH-001550,-0.0328501828817
ACH-001552,-0.15069221993100002
ACH-001554,-0.12354897944700001
ACH-001645,-0.0661833474782
ACH-001654,-0.0871743334131
ACH-001715,-0.149167489438
ACH-001735,-0.0220967829489
ACH-001736,-0.228551846178
ACH-001737,0.19703614076499998
ACH-001740,-0.129320951864
ACH-001745,-0.122613490383
ACH-001750,-0.0996881393788
ACH-001765,-0.06648567044869999
ACH-001956,-0.136777853069
ACH-001957,-0.013565830055899999
