,TRAP1 (10131)
ACH-000004,0.0675602027576
ACH-000007,-0.023560998114200003
ACH-000009,-0.0767795001668
ACH-000011,-0.0361227704949
ACH-000012,-0.19871808951099998
ACH-000013,-0.24636904018300002
ACH-000014,-0.0459307411433
ACH-000015,-0.213507226197
ACH-000017,-0.050346422279400005
ACH-000018,-0.0270635099437
ACH-000019,0.07592622987589999
ACH-000021,-0.08469638208380001
ACH-000022,0.06397255508960001
ACH-000025,-0.0251743155075
ACH-000028,0.0525387537564
ACH-000030,0.0742135880777
ACH-000035,-0.07722353037280001
ACH-000036,-0.12712733435
ACH-000037,-0.015386444469399999
ACH-000039,-0.030506434821200003
ACH-000040,-0.117999330106
ACH-000041,-0.0748599122912
ACH-000042,-0.042095503552
ACH-000045,0.142911183828
ACH-000047,-0.115569524825
ACH-000052,0.0382968692109
ACH-000053,-0.0649865278669
ACH-000054,-0.004393755560270001
ACH-000055,0.100417166472
ACH-000060,0.0247288482549
ACH-000067,-0.0140849181259
ACH-000070,-0.202223704045
ACH-000075,0.212962566165
ACH-000078,0.0699046247755
ACH-000082,-0.06710888349119999
ACH-000085,0.0187309805799
ACH-000086,-0.0089799509785
ACH-000087,0.131447217319
ACH-000092,-0.15092441575999999
ACH-000095,0.057980421901
ACH-000097,-0.120522168601
ACH-000098,-0.09505730511350001
ACH-000099,-0.08342321146939999
ACH-000108,-0.155303478322
ACH-000113,0.00539707098024
ACH-000115,0.0688318086194
ACH-000116,-0.0808093647298
ACH-000118,-0.103248619201
ACH-000120,-0.134267643299
ACH-000123,-0.037751522246699996
ACH-000127,-0.0483017360656
ACH-000128,0.103694658551
ACH-000132,-0.00307717291617
ACH-000133,-0.228013168862
ACH-000137,0.0013822901751199999
ACH-000138,-0.0701406587294
ACH-000142,0.053910145989
ACH-000143,0.026693021073500002
ACH-000146,-0.0318738969069
ACH-000148,0.027569598457900003
ACH-000150,-0.141575340919
ACH-000152,0.0193963826418
ACH-000153,0.126989389013
ACH-000159,-0.0282866317015
ACH-000160,0.102336727809
ACH-000163,0.0708026437548
ACH-000167,0.135633364708
ACH-000168,-0.0553758786181
ACH-000169,-0.0505427255148
ACH-000178,-0.0586285557106
ACH-000182,-0.150469946765
ACH-000183,0.00855102252219
ACH-000188,0.0246828851773
ACH-000189,-0.25903486245
ACH-000190,-0.0395811878463
ACH-000198,0.08813852088639999
ACH-000204,-0.127570034441
ACH-000206,0.143612918471
ACH-000207,0.21772974194800002
ACH-000211,-0.07852912732369999
ACH-000215,-0.0946516189772
ACH-000221,-0.0105452612493
ACH-000222,0.149128443456
ACH-000223,-0.0404853348196
ACH-000226,0.0104854582532
ACH-000227,0.0807678733157
ACH-000228,0.0855200814772
ACH-000231,-0.10716546859
ACH-000232,-0.05256685141
ACH-000233,-0.146606284062
ACH-000234,-0.049516495741099995
ACH-000235,0.018015116230099996
ACH-000237,0.0207095415471
ACH-000238,0.0325619100204
ACH-000243,-0.10814708729
ACH-000244,-0.0894105878053
ACH-000246,-0.0650690941753
ACH-000248,-0.017847253201
ACH-000250,-0.09088589172480001
ACH-000251,-0.09748447436270001
ACH-000253,0.0266100406435
ACH-000255,0.0231052657939
ACH-000256,-0.08624663963269999
ACH-000257,-0.11246603464199999
ACH-000258,0.207440664948
ACH-000259,-0.12349504806500002
ACH-000260,-0.09621790287460001
ACH-000261,-0.131009594053
ACH-000262,0.130444258224
ACH-000263,0.022469336593299995
ACH-000264,-0.183648974657
ACH-000265,-0.116087631797
ACH-000266,0.0276117568806
ACH-000272,-0.031095962689400004
ACH-000273,-0.0651704493769
ACH-000274,-0.128822079998
ACH-000277,-0.0649978291319
ACH-000278,0.0455514421505
ACH-000279,-0.030571865687599998
ACH-000280,-0.0862664923331
ACH-000281,0.0320608502213
ACH-000288,-0.097643176712
ACH-000291,-0.0344362324062
ACH-000293,0.0823634144642
ACH-000294,-0.00489012355851
ACH-000295,0.106266887173
ACH-000296,-0.208672010885
ACH-000302,-0.00650578763135
ACH-000304,-0.182769669101
ACH-000307,0.008185408183029999
ACH-000308,0.0047368554261599995
ACH-000310,-0.010543145903799999
ACH-000311,-0.14422275174000002
ACH-000312,-0.010466700227799998
ACH-000315,-0.10185882610500001
ACH-000316,-0.165159515737
ACH-000317,-0.00650210166004
ACH-000318,0.0857777617395
ACH-000319,-0.055098000745800006
ACH-000320,0.0285526307035
ACH-000322,-0.34282204567
ACH-000323,-0.0937016347324
ACH-000324,0.0204202503932
ACH-000329,-0.05773995080469999
ACH-000330,-0.061180782384599994
ACH-000331,-0.0251991385463
ACH-000332,-0.067096055296
ACH-000334,0.0472771517744
ACH-000335,0.0522040485064
ACH-000336,-0.0815354351772
ACH-000337,0.09609686388160002
ACH-000339,0.00448970760017
ACH-000341,-0.0347227755801
ACH-000348,-0.0043810465887500006
ACH-000350,-0.0579325226082
ACH-000352,-0.0423771448305
ACH-000356,-0.048039308427
ACH-000361,-0.050066434617099996
ACH-000362,-0.0299454960916
ACH-000363,0.021342661967500003
ACH-000364,-0.07250200207169999
ACH-000365,-0.0332151948484
ACH-000366,-0.0481827068783
ACH-000368,-0.06557830843910001
ACH-000374,0.059912018372200004
ACH-000375,-0.09391722024049999
ACH-000376,0.012703085860399999
ACH-000381,-0.00329020814686
ACH-000383,0.023896758281099998
ACH-000387,0.0184069880815
ACH-000389,-0.167167869972
ACH-000390,0.027687334733799997
ACH-000393,-0.00736800962739
ACH-000395,0.0332131587629
ACH-000397,-0.18782385392
ACH-000401,-0.470164308038
ACH-000402,0.04712707097519999
ACH-000403,-0.0363119152528
ACH-000404,-0.19729173478
ACH-000406,-0.0588794148857
ACH-000407,-0.128792844247
ACH-000408,-0.18009436290199998
ACH-000410,-0.08201793909169999
ACH-000411,-0.111640376919
ACH-000414,-0.0234511877936
ACH-000415,-0.143313676884
ACH-000416,-0.0185711576358
ACH-000420,0.0331677773143
ACH-000421,-0.0705808881828
ACH-000424,-0.0838963775449
ACH-000425,-0.0650847998623
ACH-000426,0.059112921138699995
ACH-000427,-0.125165315995
ACH-000433,-0.0421097105621
ACH-000436,-0.0904308297851
ACH-000444,-0.13880019027899998
ACH-000445,0.038179176275400004
ACH-000448,0.042108064208899995
ACH-000450,-0.328137757027
ACH-000452,-0.12054471826600001
ACH-000454,-0.18750718371199998
ACH-000458,-0.016408578323099998
ACH-000459,-0.370357157987
ACH-000460,-0.0014479564036400001
ACH-000461,0.14866056845
ACH-000463,-0.135043864569
ACH-000464,-0.181021260467
ACH-000466,-0.160876640537
ACH-000467,0.10635100862199999
ACH-000468,0.0772855845884
ACH-000469,-0.114947101164
ACH-000470,0.0136105593865
ACH-000471,-0.196346535007
ACH-000472,0.022567948264599996
ACH-000473,-0.286685543418
ACH-000475,-0.0846180368633
ACH-000476,0.0458508593568
ACH-000477,-0.0776400537494
ACH-000480,0.057755450494800006
ACH-000481,0.06350694229380001
ACH-000483,-0.321839332837
ACH-000484,0.0341210509527
ACH-000485,-0.143581185424
ACH-000486,0.0343387276012
ACH-000487,-0.034639655929
ACH-000488,-0.0177084386477
ACH-000490,-0.0060312917028100006
ACH-000491,0.08179893591510001
ACH-000495,-0.0815820172914
ACH-000496,-0.179516583644
ACH-000499,0.10302768093
ACH-000500,-0.445215459446
ACH-000502,-0.327786531963
ACH-000503,0.311053764565
ACH-000505,-0.048853874899699994
ACH-000507,0.0836573574831
ACH-000510,-0.104592107435
ACH-000511,-0.160710518188
ACH-000512,0.015200974914400001
ACH-000516,-0.09842798089810001
ACH-000517,0.061185137277800006
ACH-000518,0.07101046551689999
ACH-000520,-0.109576284343
ACH-000521,-0.0806715190442
ACH-000522,-0.161364023844
ACH-000524,0.08695232005239999
ACH-000527,-0.039767298862800005
ACH-000528,-0.042502375597699996
ACH-000537,-0.0137425996269
ACH-000541,0.10217841014799998
ACH-000542,-0.0845904397523
ACH-000544,0.110355236422
ACH-000545,-0.160257037617
ACH-000547,0.0716611381623
ACH-000548,-0.143651781703
ACH-000549,0.106524062239
ACH-000550,-0.0615237406341
ACH-000552,-0.00480007699009
ACH-000556,-0.19319176029100002
ACH-000557,0.048299572055599996
ACH-000570,0.197308903004
ACH-000571,-0.161501047506
ACH-000573,-0.035284143756199995
ACH-000576,0.0505505205031
ACH-000580,-0.061846815727
ACH-000584,-0.038543507673
ACH-000585,-0.0117597088661
ACH-000588,0.194505341225
ACH-000589,-0.129691458363
ACH-000591,0.025443439185700002
ACH-000593,0.016178910749
ACH-000600,-0.14223019707
ACH-000601,-0.15976048647500002
ACH-000604,-0.0668704694501
ACH-000605,-0.0463327986107
ACH-000606,-0.0686776261867
ACH-000608,-0.163082777575
ACH-000614,0.0700350948547
ACH-000616,0.024819293526
ACH-000618,0.0287254111297
ACH-000619,-0.007072654020390001
ACH-000620,0.0641283451057
ACH-000621,-0.112762949178
ACH-000622,0.0486182319747
ACH-000623,-0.136549076161
ACH-000624,-0.0538382525024
ACH-000627,0.0303916122543
ACH-000630,-0.14344379804500001
ACH-000632,-0.0325841784057
ACH-000633,0.100519895963
ACH-000637,-0.0586253172937
ACH-000638,-0.048713733832099995
ACH-000646,0.0757260596924
ACH-000647,-0.0862436009468
ACH-000648,-0.04870538033559999
ACH-000649,-0.0330043231399
ACH-000651,0.00390988272119
ACH-000652,-0.00549677291857
ACH-000653,0.0861825916663
ACH-000657,-0.156441567492
ACH-000658,0.10068280772299999
ACH-000661,-0.287034187977
ACH-000662,0.036972408725900005
ACH-000663,0.06615359783
ACH-000665,0.0908102250069
ACH-000671,-0.172398327026
ACH-000673,-0.195927236294
ACH-000676,-0.108912220824
