,VCAM1 (7412)
ACH-000004,-0.0245975013774
ACH-000007,0.0707390832923
ACH-000009,-0.16966275989500001
ACH-000011,0.0477586152417
ACH-000012,-0.141956655597
ACH-000013,-0.0162471650187
ACH-000014,0.275813545478
ACH-000015,-0.08121422189369999
ACH-000017,-0.0116533106122
ACH-000018,-0.06125265921080001
ACH-000019,-0.34255265581200006
ACH-000021,-0.0168645573632
ACH-000022,0.0203257409494
ACH-000025,-0.27007110486499997
ACH-000028,-0.16249405609099998
ACH-000030,-0.014648999901000001
ACH-000035,0.0453597438349
ACH-000036,0.051063689265000003
ACH-000037,-0.146209432403
ACH-000039,0.05828239788930001
ACH-000040,-0.154136895206
ACH-000041,0.0451318418404
ACH-000042,-0.14360736661499998
ACH-000045,-0.252418189992
ACH-000047,-0.09680682328050001
ACH-000052,-0.22188439170000002
ACH-000053,-0.027167474435299998
ACH-000054,0.104928767269
ACH-000055,0.223131824576
ACH-000060,-0.0157859360354
ACH-000067,0.181123936191
ACH-000070,0.022689761552400003
ACH-000075,0.00521503761726
ACH-000078,-0.06452764378619999
ACH-000082,-0.06113158687030001
ACH-000085,0.0159521340236
ACH-000086,-0.105303724749
ACH-000087,-0.18844628160799998
ACH-000092,-0.156525122299
ACH-000095,-0.00884111168981
ACH-000097,-0.042360636693400004
ACH-000098,-0.09886038066670001
ACH-000099,-0.014988537662
ACH-000108,-0.048048318305900006
ACH-000113,-0.107577359326
ACH-000115,0.409209164739
ACH-000116,-0.162942031095
ACH-000118,-0.14813312062200001
ACH-000120,0.0165084998386
ACH-000123,0.0802756261949
ACH-000127,-0.052251059510199996
ACH-000128,-0.135771821159
ACH-000132,0.0023472478995
ACH-000133,-0.166296291157
ACH-000137,-0.295582937066
ACH-000138,-0.009101620980360001
ACH-000142,-0.0825711291429
ACH-000143,-0.223675328847
ACH-000146,-0.06637613941119999
ACH-000148,0.0559396655073
ACH-000150,0.0348835433266
ACH-000152,-0.0159293354833
ACH-000153,0.010027272779600001
ACH-000159,0.011922922677899999
ACH-000160,0.0662793591168
ACH-000163,0.0455350030875
ACH-000167,0.079054224674
ACH-000168,-0.0996597418963
ACH-000169,-0.168359177958
ACH-000178,-0.12702690248
ACH-000182,0.0542621319246
ACH-000183,-0.0429548526143
ACH-000188,-0.08682757284050001
ACH-000189,0.0942183119228
ACH-000190,-0.404775449692
ACH-000198,-0.005423537467100001
ACH-000204,-0.268553184842
ACH-000206,-0.100882414923
ACH-000207,-0.331452662479
ACH-000211,0.0636017879388
ACH-000215,0.0198102737783
ACH-000221,-0.0514285685434
ACH-000222,0.065463993715
ACH-000223,-0.150084653167
ACH-000226,-0.25417979006499997
ACH-000227,-0.153020836923
ACH-000228,-0.08132480970889999
ACH-000231,0.060231288735600005
ACH-000232,0.151402589547
ACH-000233,-0.0058752808938
ACH-000234,-0.0034383891568699997
ACH-000235,-0.054830759170099996
ACH-000237,-0.039275119240300006
ACH-000238,0.11767554839199999
ACH-000243,-0.032932843182599994
ACH-000244,-0.269708443954
ACH-000246,-0.13263445490999998
ACH-000248,0.045504159973599995
ACH-000250,0.0442705552465
ACH-000251,-0.013097684757700002
ACH-000253,0.21685057486200002
ACH-000255,-0.0042715615897
ACH-000256,0.0716168529917
ACH-000257,-0.114860885031
ACH-000258,-0.042645018565800004
ACH-000259,-0.0355234906464
ACH-000260,-0.11390566697999999
ACH-000261,-0.131783764416
ACH-000262,-0.239861272377
ACH-000263,-0.198449504179
ACH-000264,-0.0430866131605
ACH-000265,-0.0532183440654
ACH-000266,0.0417296836632
ACH-000272,-0.018365188573200002
ACH-000273,-0.0549718760226
ACH-000274,-0.0907281377667
ACH-000277,-0.06181924654080001
ACH-000278,-0.344668011442
ACH-000279,-0.0252797987261
ACH-000280,0.056494562036800006
ACH-000281,-0.143264550414
ACH-000288,-0.14733080492
ACH-000291,0.07329379901060001
ACH-000293,-0.0661219141389
ACH-000294,-0.162258965154
ACH-000295,-0.20055681673599998
ACH-000296,-0.135364896679
ACH-000302,0.114738643944
ACH-000304,0.005525029536199999
ACH-000307,-0.0650623192345
ACH-000308,-0.142002561312
ACH-000310,-0.252604395121
ACH-000311,-0.0307663036618
ACH-000312,-0.0950868830664
ACH-000315,-0.06940708228339999
ACH-000316,-0.202989537011
ACH-000317,-0.0432937657506
ACH-000318,-0.0296574968554
ACH-000319,-0.0374460241169
ACH-000320,-0.0582613333323
ACH-000322,0.09019836867869999
ACH-000323,-0.31045160598
ACH-000324,-0.260172530738
ACH-000329,-0.0313158213927
ACH-000330,-0.19120005247000002
ACH-000331,-0.08482138804310002
ACH-000332,-0.024885903412900003
ACH-000334,0.132350652119
ACH-000335,-0.246361535396
ACH-000336,-0.182348453433
ACH-000337,0.134658776024
ACH-000339,0.0682775209987
ACH-000341,-0.09886955456700001
ACH-000348,-0.08942469582019999
ACH-000350,0.0585483115956
ACH-000352,-0.063085446707
ACH-000356,-0.197007190019
ACH-000361,-0.16262291273600002
ACH-000362,-0.010940293392900001
ACH-000363,0.0519623855356
ACH-000364,-0.153462521757
ACH-000365,0.0492552036244
ACH-000366,-0.138179814312
ACH-000368,-0.35236027808
ACH-000374,0.0284398709148
ACH-000375,-0.27901398306499997
ACH-000376,-0.014903407287
ACH-000381,-0.041757066054500004
ACH-000383,-0.101819789187
ACH-000387,-0.0637038054284
ACH-000389,0.28587219515900003
ACH-000390,-0.016619574558000002
ACH-000393,-0.261281272447
ACH-000395,-0.22050864648000001
ACH-000397,-0.0009831790743060002
ACH-000401,-0.0851266388153
ACH-000402,-0.0765635272274
ACH-000403,0.0443686410068
ACH-000404,0.0634008885743
ACH-000406,0.00349513550536
ACH-000407,-0.19344171569200003
ACH-000408,-0.08526169157420001
ACH-000410,-0.0929958918607
ACH-000411,-0.025398548389300002
ACH-000414,-0.027789329833
ACH-000415,-0.0733753729212
ACH-000416,-0.0118289862503
ACH-000420,-0.24169458889000003
ACH-000421,0.0168569159805
ACH-000424,0.036092005493099995
ACH-000425,0.0284310804467
ACH-000426,0.103553592965
ACH-000427,-0.0769165971237
ACH-000433,-0.012661427838700001
ACH-000436,-0.09824277633999999
ACH-000444,-0.270749411512
ACH-000445,-0.267740881686
ACH-000448,-0.004297708062399999
ACH-000450,0.151340157562
ACH-000452,0.018869057746700002
ACH-000454,-0.04962576582219999
ACH-000458,0.0818435894959
ACH-000459,0.448060708297
ACH-000460,-0.0902269645988
ACH-000461,-0.10126437886600001
ACH-000463,-0.037408050712699994
ACH-000464,-0.0615117560851
ACH-000466,0.19876196931499998
ACH-000467,0.16366492078199998
ACH-000468,-0.046246109781900004
ACH-000469,-0.0711841237714
ACH-000470,0.05445628382619999
ACH-000471,-0.0550236890939
ACH-000472,0.0140810576226
ACH-000473,-0.181853798766
ACH-000475,-0.0266365856813
ACH-000476,-0.146299420919
ACH-000477,-0.205025928077
ACH-000480,-0.024414307151099997
ACH-000481,-0.192812194516
ACH-000483,-0.0017424945878800001
ACH-000484,0.00313780566373
ACH-000485,-0.164755475255
ACH-000486,-0.162530464247
ACH-000487,-0.252689919491
ACH-000488,0.00510708271787
ACH-000490,-0.034407431354699994
ACH-000491,-0.0374640944066
ACH-000495,-0.126441487064
ACH-000496,-0.21138609638300002
ACH-000499,-0.08150626155110001
ACH-000500,0.7369190734059999
ACH-000502,0.116730562808
ACH-000503,-0.220378944169
ACH-000505,0.0015446397462699998
ACH-000507,-0.0154187599942
ACH-000510,-0.134024499195
ACH-000511,-0.0631781437539
ACH-000512,0.12582504159900001
ACH-000516,0.195615372554
ACH-000517,-0.0612394031213
ACH-000518,-0.0060355697670300005
ACH-000520,-0.046467575541400005
ACH-000521,-0.182119939039
