,GRAMD2 (196996)
ACH-000004,0.037056934306
ACH-000007,-0.0619075820285
ACH-000009,-0.0993046439172
ACH-000011,-0.007537862902
ACH-000012,-0.095177488187
ACH-000013,-0.270648702395
ACH-000014,-0.0282489505838
ACH-000015,-0.20318559112799997
ACH-000017,-0.195612385492
ACH-000018,-0.181518136637
ACH-000019,-0.146934050437
ACH-000021,0.10116778477
ACH-000022,-0.28150570006
ACH-000025,-0.156569812477
ACH-000028,-0.257873489391
ACH-000030,0.0124371815878
ACH-000035,-0.124914164872
ACH-000036,-0.0226318239537
ACH-000037,-0.296069068478
ACH-000039,-0.31364974554200004
ACH-000040,0.0190740076443
ACH-000041,-0.153200960548
ACH-000042,-0.158734211439
ACH-000045,-0.13819436267899998
ACH-000047,-0.252616969844
ACH-000052,-0.106784290617
ACH-000053,-0.12000994693299999
ACH-000054,-0.032833610160000005
ACH-000055,0.00340680078942
ACH-000060,0.10628984514
ACH-000067,-0.210523957381
ACH-000070,0.033127292695800004
ACH-000075,0.117745905056
ACH-000078,-0.0463411075549
ACH-000082,-0.0221670589428
ACH-000085,0.022969411222099997
ACH-000086,0.100008480348
ACH-000087,-0.421172586453
ACH-000092,-0.09146297524360002
ACH-000095,-0.0675876271264
ACH-000097,-0.0985936322152
ACH-000098,-0.057579756319199996
ACH-000099,-0.243069420792
ACH-000108,-0.0980514603153
ACH-000113,-0.0474562410562
ACH-000115,-0.324093628596
ACH-000116,-0.337805433879
ACH-000118,0.053268017967999994
ACH-000120,-0.266379458336
ACH-000123,-0.213405430517
ACH-000127,-0.0194105915274
ACH-000128,-0.235404055883
ACH-000132,-0.225798423883
ACH-000133,-0.164394986818
ACH-000137,-0.29863971726
ACH-000138,0.0502290266084
ACH-000142,-0.17706339779599997
ACH-000143,-0.283392083743
ACH-000146,-0.09117922803260001
ACH-000148,-0.137085261272
ACH-000150,-0.335689728934
ACH-000152,0.0532085306469
ACH-000153,0.0328226370693
ACH-000159,-0.17519495813799998
ACH-000160,-0.18406136616799998
ACH-000163,-0.0645968943215
ACH-000167,-0.07495564300369999
ACH-000168,-0.10586106897700001
ACH-000169,-0.035686894070300006
ACH-000178,-0.08909112196149999
ACH-000182,-0.064268494794
ACH-000183,-0.19339327434999998
ACH-000188,-0.197420546785
ACH-000189,0.198120981787
ACH-000190,-0.184004250331
ACH-000198,-0.000571901827862
ACH-000204,-0.0039305008281200005
ACH-000206,0.176577234152
ACH-000207,-0.0576991910573
ACH-000211,-0.0408201733309
ACH-000215,-0.0845958136744
ACH-000221,-0.18179382635699998
ACH-000222,-0.0119145170238
ACH-000223,-0.303044178768
ACH-000226,-0.0784913314779
ACH-000227,-0.28250838258
ACH-000228,0.0546206544915
ACH-000231,-0.27854405764699997
ACH-000232,-0.137988361079
ACH-000233,-0.08637102184930001
ACH-000234,-0.117342621188
ACH-000235,-0.08000657883010001
ACH-000237,-0.013578989367
ACH-000238,-0.197923418862
ACH-000243,-0.219576866619
ACH-000244,-0.152390726712
ACH-000246,-0.10602177399700001
ACH-000248,-0.382620055768
ACH-000250,-0.156273574651
ACH-000251,0.00989158167066
ACH-000253,-0.167947027027
ACH-000255,-0.283374084212
ACH-000256,-0.488051809389
ACH-000257,0.0686220174297
ACH-000258,0.00587611975184
ACH-000259,-0.154675800584
ACH-000260,-0.170977686583
ACH-000261,-0.111894926329
ACH-000262,-0.00215794029275
ACH-000263,-0.33473364948199996
ACH-000264,-0.309988388293
ACH-000265,-0.268532894261
ACH-000266,-0.130406607643
ACH-000272,-0.0965456100739
ACH-000273,0.045839468682000006
ACH-000274,-0.242368437154
ACH-000277,-0.187364999166
ACH-000278,-0.015580761666299998
ACH-000279,-0.245883645251
ACH-000280,-0.18408183832400002
ACH-000281,-0.193877680847
ACH-000288,-0.17568822797000003
ACH-000291,-0.20230486373
ACH-000293,-0.039347003854199994
ACH-000294,-0.133755120952
ACH-000295,0.015926488019000002
ACH-000296,-0.20604574804
ACH-000302,-0.24277263207
ACH-000304,-0.294361604971
ACH-000307,-0.260058019995
ACH-000308,-0.13149934024499998
ACH-000310,-0.30554701936
ACH-000311,-0.238345349449
ACH-000312,-0.12649393235200002
ACH-000315,-0.168761910555
ACH-000316,-0.0383181273708
ACH-000317,-0.026203685006900002
ACH-000318,-0.177449548849
ACH-000319,-0.117521957816
ACH-000320,-0.11171149569800001
ACH-000322,-0.11817753339400001
ACH-000323,-0.0667131433583
ACH-000324,-0.00983432583363
ACH-000329,-0.0561860915171
ACH-000330,-0.221271769393
ACH-000331,-0.0260074664127
ACH-000332,-0.156436473351
ACH-000334,-0.323188810361
ACH-000335,-0.260994726494
ACH-000336,-0.17935202445300003
ACH-000337,0.014364151077900001
ACH-000339,-0.136315594127
ACH-000341,-0.047237701129400005
ACH-000348,-0.154420147512
ACH-000350,0.023127382739599998
ACH-000352,-0.0659824398522
ACH-000356,-0.310914474928
ACH-000361,-0.39152722471900003
ACH-000362,-0.10344411017
ACH-000363,-0.258592018735
ACH-000364,-0.24019703952399998
ACH-000365,-0.219334066661
ACH-000366,-0.21558795576499998
ACH-000368,-0.101079679104
ACH-000374,0.0730518947138
ACH-000375,-0.31139944162300004
ACH-000376,-0.032394506384
ACH-000381,-0.154508595766
ACH-000383,-0.0442311818951
ACH-000387,-0.136985200774
ACH-000389,-0.243973832982
ACH-000390,-0.27668466442899997
ACH-000393,-0.015147376076200002
ACH-000395,0.0432656293348
ACH-000397,-0.101249498355
ACH-000401,0.053900103515499995
ACH-000402,-0.06549228902569999
ACH-000403,-0.12349719562799999
ACH-000404,-0.027852809022599997
ACH-000406,-0.144566555675
ACH-000407,-0.328811003223
ACH-000408,-0.142263782408
ACH-000410,-0.416524896841
ACH-000411,-0.010347552745700001
ACH-000414,-0.0640529746849
ACH-000415,-0.106604227901
ACH-000416,-0.057273297615300006
ACH-000420,-0.049326501010300006
ACH-000421,-0.07060634883719999
ACH-000424,-0.2869568089
ACH-000425,-0.129331790967
ACH-000426,0.112892702338
ACH-000427,-0.0992327388369
ACH-000433,-0.399255536955
ACH-000436,-0.0347483732864
ACH-000444,-0.175851641723
ACH-000445,-0.0447912259644
ACH-000448,-0.24418610398499999
ACH-000450,-0.0177893768321
ACH-000452,-0.259377742851
ACH-000454,-0.11268992208900001
ACH-000458,-0.157804178112
ACH-000459,-0.174782288064
ACH-000460,-0.11976555795600001
ACH-000461,-0.264085742869
