,PRR23B (389151)
ACH-000004,-0.00960087676092
ACH-000007,0.0479606485683
ACH-000009,0.260364935691
ACH-000011,-0.0921570387551
ACH-000012,-0.0422665535501
ACH-000013,0.13375112976700002
ACH-000014,-0.150842893492
ACH-000015,0.0493959716963
ACH-000017,0.148136515802
ACH-000018,-0.42188778743699995
ACH-000019,-0.1243094431
ACH-000021,0.022579854092599997
ACH-000022,0.36931594066
ACH-000025,0.195325077401
ACH-000028,0.21514917197500003
ACH-000030,0.0865650217192
ACH-000035,0.165646654035
ACH-000036,-0.202594866882
ACH-000037,0.360418598512
ACH-000039,0.0735068440598
ACH-000040,0.180956540568
ACH-000041,0.042811988631600004
ACH-000042,0.28247440069400004
ACH-000045,-0.0381219839442
ACH-000047,0.21471041133299998
ACH-000052,0.103218929529
ACH-000053,0.203836256709
ACH-000054,0.029629536568999998
ACH-000055,0.316868811456
ACH-000060,0.0713540216416
ACH-000067,0.127706497138
ACH-000070,-0.161374360005
ACH-000075,0.20698167056800001
ACH-000078,0.34725546084700004
ACH-000082,0.164689864914
ACH-000085,0.113543439266
ACH-000086,0.0372157437398
ACH-000087,0.2773592501
ACH-000092,0.19069425447500002
ACH-000095,0.032220751443199996
ACH-000097,0.0999037663293
ACH-000098,-0.113594187741
ACH-000099,0.173845154587
ACH-000108,0.201893724753
ACH-000113,0.157933672107
ACH-000115,0.18524557011599999
ACH-000116,0.1376853727
ACH-000118,0.100072936104
ACH-000120,0.125666527331
ACH-000123,0.18449453219
ACH-000127,0.203302111855
ACH-000128,-0.08662098310170001
ACH-000132,-0.0367076790983
ACH-000133,0.0491245389573
ACH-000137,0.10862201067600001
ACH-000138,0.131978292063
ACH-000142,0.19137654656300002
ACH-000143,0.23155997816799997
ACH-000146,0.0791688453728
ACH-000148,0.19922094502
ACH-000150,-0.013729321080399998
ACH-000152,0.179982159954
ACH-000153,0.12424561872000002
ACH-000159,0.0934860598262
ACH-000160,0.011320576243499999
ACH-000163,0.0894598159324
ACH-000167,-0.0156264351184
ACH-000168,0.0031190658511599995
ACH-000169,0.0917069791963
ACH-000178,-0.0969417576836
ACH-000182,0.141100289418
ACH-000183,0.223077044536
ACH-000188,0.00959182631944
ACH-000189,0.264797341099
ACH-000190,0.0742537763382
ACH-000198,0.146162082669
ACH-000204,0.197521551983
ACH-000206,0.078431219815
ACH-000207,0.22892229274999998
ACH-000211,0.08945266212639999
ACH-000215,0.11355521972100001
ACH-000221,0.170856362234
ACH-000222,0.34601042836499996
ACH-000223,0.140735629189
ACH-000226,-0.0103965375821
ACH-000227,0.25851065965799996
ACH-000228,-0.0864277714775
ACH-000231,0.08836422755280002
ACH-000232,0.189949782628
ACH-000233,0.071803028344
ACH-000234,-0.17171914168299998
ACH-000235,0.116076681046
ACH-000237,0.152961611535
ACH-000238,0.20307240898099999
ACH-000243,0.168620747991
ACH-000244,0.294331414437
ACH-000246,-0.0350013157598
ACH-000248,-0.0794363578048
ACH-000250,0.121963177422
ACH-000251,0.295307589132
ACH-000253,0.19885672640500002
ACH-000255,-0.0266960612389
ACH-000256,0.207915418074
ACH-000257,0.314724098003
ACH-000258,0.138406447932
ACH-000259,0.127445110073
ACH-000260,-0.00699665880409
ACH-000261,0.0892384752784
ACH-000262,0.0630529573968
ACH-000263,-0.010193289081399999
