,PRND (23627)
ACH-000004,-0.043413742030699996
ACH-000007,0.150039270569
ACH-000009,0.208012326976
ACH-000011,0.10616842605799999
ACH-000012,0.115650715187
ACH-000013,-0.0138411367086
ACH-000014,0.221059081613
ACH-000015,0.288388496171
ACH-000017,0.0307900696319
ACH-000018,-0.0625375845572
ACH-000019,0.36642918837899996
ACH-000021,0.235872027698
ACH-000022,0.0773305758793
ACH-000025,0.306698208857
ACH-000028,0.057942463742399995
ACH-000030,0.173198872853
ACH-000035,0.0576724832185
ACH-000036,0.0215108912044
ACH-000037,0.275941187938
ACH-000039,0.177992172885
ACH-000040,0.0173962943358
ACH-000041,0.12177423700099999
ACH-000042,0.0140082928739
ACH-000045,0.11878824045099999
ACH-000047,0.0923368748888
ACH-000052,-0.21747016215
ACH-000053,0.13429968770099998
ACH-000054,0.159251405966
ACH-000055,-0.015532312330399999
ACH-000060,0.09562933530710001
ACH-000067,-0.0636878372007
ACH-000070,-0.0845985963777
ACH-000075,0.108872185183
ACH-000078,0.269411359182
ACH-000082,0.028201215069099998
ACH-000085,-0.0395658397955
ACH-000086,0.27422199536200004
ACH-000087,0.374676054267
ACH-000092,0.043127764417
ACH-000095,0.13551414502999998
ACH-000097,0.199186665606
ACH-000098,0.268364479753
ACH-000099,0.0988100494384
ACH-000108,0.0885122185647
ACH-000113,0.121051313348
ACH-000115,0.121017208969
ACH-000116,0.134386526521
ACH-000118,0.160379544838
ACH-000120,0.330892956397
ACH-000123,0.0703729409158
ACH-000127,0.19042139353
ACH-000128,0.09375559415729999
ACH-000132,0.195097505823
ACH-000133,-0.08483207152210001
ACH-000137,0.271108019341
ACH-000138,0.316225911157
ACH-000142,0.124117468653
ACH-000143,0.195765597349
ACH-000146,0.18360570951400002
ACH-000148,0.142010964952
ACH-000150,-0.0529437558865
ACH-000152,0.107446510944
ACH-000153,0.09610437064260001
ACH-000159,0.18100796719599999
ACH-000160,0.049326999933400006
ACH-000163,0.10778953198899999
ACH-000167,0.116534362759
ACH-000168,0.047387682854
ACH-000169,0.220958322428
ACH-000178,-0.0817499622831
ACH-000182,0.19651977203499998
ACH-000183,0.308302540317
ACH-000188,0.188537873578
ACH-000189,0.139083228646
ACH-000190,0.270046915615
ACH-000198,0.164615968877
ACH-000204,0.166343594757
ACH-000206,0.19503758172400001
ACH-000207,0.18934861268800002
ACH-000211,0.171232352398
ACH-000215,0.139254330722
ACH-000221,0.0747628524925
ACH-000222,0.20642663393
ACH-000223,0.00139122424834
ACH-000226,0.246818896473
ACH-000227,-0.0284696337065
ACH-000228,0.391519738399
ACH-000231,0.0628261895795
ACH-000232,0.138508354404
ACH-000233,0.107350414002
ACH-000234,0.175735014111
ACH-000235,0.175678048814
ACH-000237,0.13416563247000002
ACH-000238,0.0431658126426
ACH-000243,0.0655768489577
ACH-000244,0.08194780755589999
ACH-000246,0.0975140947699
ACH-000248,0.26560262332400003
ACH-000250,0.107785673166
ACH-000251,0.408595342179
ACH-000253,0.0401059292704
ACH-000255,0.244653942342
ACH-000256,0.174107759716
ACH-000257,0.043713296524300005
ACH-000258,0.169553624167
ACH-000259,0.10991587572799999
ACH-000260,0.206921979749
ACH-000261,0.0847620823727
ACH-000262,0.23396554801600003
ACH-000263,0.011542566512500001
ACH-000264,0.052817218503
ACH-000265,0.11410521187000001
ACH-000266,0.22176681013099997
ACH-000272,0.143330441579
ACH-000273,0.138329584114
ACH-000274,0.0258904931747
ACH-000277,-0.0407260798258
ACH-000278,0.147276231544
ACH-000279,0.263255162538
ACH-000280,0.14488231468499999
ACH-000281,-0.12615620654999998
ACH-000288,0.15196428095
ACH-000291,0.193743767471
ACH-000293,0.270387504118
ACH-000294,-0.0295623201516
ACH-000295,-0.033258197848
ACH-000296,0.185600445321
ACH-000302,0.237677680586
ACH-000304,0.293338385807
ACH-000307,0.08253713547510001
ACH-000308,0.07104157670580001
ACH-000310,0.290635601204
ACH-000311,0.2779524405
ACH-000312,0.138398836933
ACH-000315,0.146568243314
ACH-000316,0.19245721122499998
ACH-000317,0.036381057431300004
ACH-000318,0.146497014052
ACH-000319,0.0563833666554
ACH-000320,0.0228905914237
ACH-000322,0.173602756011
ACH-000323,0.177335202575
ACH-000324,0.200271741688
ACH-000329,-0.040408134100699995
ACH-000330,0.240951237958
ACH-000331,0.271801871217
ACH-000332,0.133470792359
ACH-000334,0.269419035467
ACH-000335,0.460887352127
ACH-000336,0.0311495961052
ACH-000337,0.072566226926
ACH-000339,0.150676722333
ACH-000341,0.0881717214841
ACH-000348,0.149750097261
ACH-000350,0.235767866864
ACH-000352,0.021258452340599997
ACH-000356,0.246289605922
ACH-000361,0.11152250064500001
ACH-000362,0.135477594871
ACH-000363,-0.06000691991280001
ACH-000364,0.110894857732
ACH-000365,0.0409717503507
ACH-000366,0.241902580654
ACH-000368,-0.0030661520856
ACH-000374,0.277203200448
ACH-000375,0.275811301685
ACH-000376,0.134000270565
ACH-000381,0.158323620758
ACH-000383,0.179851829582
ACH-000387,0.174370261054
ACH-000389,0.20409605635000003
ACH-000390,0.268727427654
ACH-000393,0.259322216471
ACH-000395,0.084975085462
ACH-000397,0.214847692225
ACH-000401,0.29265155715700003
ACH-000402,0.018127638621200003
ACH-000403,0.0620237651984
ACH-000404,0.352258839029
ACH-000406,0.146307604481
ACH-000407,0.153535953125
ACH-000408,0.141090197095
ACH-000410,-0.0069015089207900004
ACH-000411,0.15396214599400002
ACH-000414,0.21618341783599998
ACH-000415,0.25123509633499996
ACH-000416,0.15426871715
ACH-000420,0.07242348727810001
ACH-000421,0.20192003610599998
ACH-000424,0.202218682324
ACH-000425,0.183866162896
ACH-000426,0.323482140177
ACH-000427,0.252274273584
ACH-000433,-0.06301580062609999
ACH-000436,0.1460314648
ACH-000444,0.161491350339
ACH-000445,0.25167262196400003
ACH-000448,0.15536246423299999
ACH-000450,-0.00612285480999
ACH-000452,0.147245895546
ACH-000454,0.39821757780999995
ACH-000458,0.139716370376
ACH-000459,-0.019349711977
ACH-000460,0.153582825438
ACH-000461,0.180902804885
ACH-000463,0.17261341669500002
ACH-000464,-0.056623635214
ACH-000466,0.11184107213099999
ACH-000467,0.11686676940400001
ACH-000468,0.21693347500500001
ACH-000469,0.155784299546
ACH-000470,0.0308693342637
ACH-000471,0.147447098205
ACH-000472,0.148042541228
ACH-000473,0.230808407154
ACH-000475,0.135506304399
ACH-000476,0.0914266878963
ACH-000477,0.0157137237112
ACH-000480,0.161101735909
ACH-000481,-0.04284094615180001
ACH-000483,0.048394558335400004
ACH-000484,0.139291742323
ACH-000485,0.205240755442
ACH-000486,0.05625202621519999
ACH-000487,0.09690149560910001
ACH-000488,0.0267180429472
ACH-000490,0.14630157879699998
ACH-000491,0.17997033203600002
ACH-000495,0.325525760507
ACH-000496,0.163109485936
ACH-000499,0.0987018610929
ACH-000500,0.57104903086
ACH-000502,0.19301873325899999
ACH-000503,0.0670965382639
ACH-000505,0.0499881404488
ACH-000507,0.127040289186
ACH-000510,0.13927204378799998
ACH-000511,0.0240684245639
ACH-000512,0.24073495266800002
ACH-000516,0.0373604996113
ACH-000517,0.0952581212904
ACH-000518,0.039589524440300006
ACH-000520,0.163541989836
ACH-000521,-0.021455189775299997
ACH-000522,0.18603269442899997
ACH-000524,0.132485140315
ACH-000527,0.12342225520500001
ACH-000528,-0.0125867847343
ACH-000537,0.096003708378
ACH-000541,0.06816913396180001
ACH-000542,0.24588754340500002
ACH-000544,0.24607180995
