,KCNIP3 (30818)
ACH-000004,-0.19861753119199999
ACH-000007,-0.299186278193
ACH-000009,-0.327059403988
ACH-000011,-0.129317740664
ACH-000012,-0.206278676447
ACH-000013,-0.21933460714400002
ACH-000014,-0.144419550153
ACH-000015,-0.259914994982
ACH-000017,-0.10253480001599999
ACH-000018,-0.22648346497400001
ACH-000019,-0.113419736795
ACH-000021,-0.177869342879
ACH-000022,-0.275997203768
ACH-000025,-0.146466051075
ACH-000028,-0.459988786875
ACH-000030,-0.363852778525
ACH-000035,-0.31816242279199997
ACH-000036,-0.213908645407
ACH-000037,-0.41415803837
ACH-000039,-0.114766562819
ACH-000040,-0.21909680648200003
ACH-000041,-0.0354517856778
ACH-000042,-0.174573653734
ACH-000045,-0.198134273776
ACH-000047,-0.08786065289449999
ACH-000052,-0.248348736243
ACH-000053,-0.229950285792
ACH-000054,-0.333346206151
ACH-000055,-0.23889224019299998
ACH-000060,-0.30422599858000005
ACH-000067,-0.20877785689
ACH-000070,-0.0788377006645
ACH-000075,-0.273865317982
ACH-000078,-0.368057768018
ACH-000082,-0.13991436500399998
ACH-000085,-0.14779875123
ACH-000086,-0.261023829957
ACH-000087,-0.134874555249
ACH-000092,-0.31862049170400003
ACH-000095,-0.25128468823399996
ACH-000097,-0.17189467432799999
ACH-000098,-0.26322961895
ACH-000099,-0.22416572722199998
ACH-000108,-0.09380364152960001
ACH-000113,-0.368316370967
ACH-000115,-0.157410091215
ACH-000116,-0.16059378065899999
ACH-000118,-0.242714946811
ACH-000120,-0.241066876846
ACH-000123,-0.33593125943700003
ACH-000127,-0.0476816812099
ACH-000128,-0.32611838431999995
ACH-000132,0.00043095238769900004
ACH-000133,-0.273245640425
ACH-000137,-0.473683455735
ACH-000138,-0.10977695785
ACH-000142,-0.099338615034
ACH-000143,-0.234122566771
ACH-000146,-0.136256250736
ACH-000148,-0.16384924059699998
ACH-000150,0.0576554709299
ACH-000152,-0.122552331772
ACH-000153,-0.0398010136448
ACH-000159,0.0663697646081
ACH-000160,0.36665522806999995
ACH-000163,-0.125478286285
ACH-000167,0.30737845474
ACH-000168,-0.21704452121800002
ACH-000169,-0.326076637698
ACH-000178,-0.253524874368
ACH-000182,-0.215547469813
ACH-000183,-0.187841290683
ACH-000188,-0.36420366266599996
ACH-000189,-0.109670388205
ACH-000190,0.10009162482799999
ACH-000198,-0.21623397083700002
ACH-000204,-0.233934871914
ACH-000206,-0.200233595999
ACH-000207,-0.289885399988
ACH-000211,-0.37666725642399995
ACH-000215,-0.186574169969
ACH-000221,-0.527531757336
ACH-000222,-0.268618844914
ACH-000223,-0.273165715215
ACH-000226,-0.23043015856999996
ACH-000227,-0.29075933035999996
ACH-000228,-0.378770652782
ACH-000231,-0.197243641376
ACH-000232,-0.183320351141
ACH-000233,-0.273173987155
ACH-000234,-0.181815140149
ACH-000235,-0.314800710985
ACH-000237,0.0497040017217
ACH-000238,0.0067723968981599995
ACH-000243,-0.232786163992
ACH-000244,-0.119707074796
ACH-000246,-0.25657019309900003
ACH-000248,-0.367416213857
ACH-000250,-0.285587215418
ACH-000251,-0.668929362447
ACH-000253,-0.168225800829
ACH-000255,-0.625047301109
ACH-000256,-0.39349207508699996
ACH-000257,-0.148167278283
ACH-000258,-0.145106778507
ACH-000259,-0.15754532062999999
ACH-000260,-0.23304217049000003
ACH-000261,-0.225081159293
ACH-000262,-0.204854392561
ACH-000263,0.118289372815
ACH-000264,-0.0110551692188
ACH-000265,-0.366448016993
ACH-000266,-0.135924771286
ACH-000272,-0.377208934749
ACH-000273,0.0389138492334
ACH-000274,-0.159937760467
ACH-000277,0.0680412443275
ACH-000278,-0.010433286694100001
ACH-000279,-0.328003404674
ACH-000280,-0.188560595025
ACH-000281,-0.264667560746
ACH-000288,-0.169110760688
ACH-000291,-0.272843086866
ACH-000293,-0.24153344184599998
ACH-000294,-0.20462882605399998
ACH-000295,0.028395919125200002
ACH-000296,-0.216178330674
ACH-000302,-0.186815734656
ACH-000304,-0.109028310351
ACH-000307,-0.33871299473300004
ACH-000308,-0.08094878957139999
ACH-000310,-0.38409064009099997
ACH-000311,-0.152542219288
ACH-000312,-0.137982626098
ACH-000315,-0.14357771638
ACH-000316,-0.253443272291
ACH-000317,-0.438519206653
ACH-000318,-0.16207546551
ACH-000319,-0.0973435840446
ACH-000320,-0.17975027574400002
ACH-000322,-0.23760216196999998
ACH-000323,-0.293023695002
ACH-000324,-0.33646053402099996
ACH-000329,-0.35840085713200004
ACH-000330,-0.303023629026
ACH-000331,-0.236504290486
ACH-000332,-0.0885331891267
ACH-000334,-0.181293038924
ACH-000335,-0.224824524384
ACH-000336,0.08588685436599999
ACH-000337,-0.185522578968
ACH-000339,-0.241113186468
ACH-000341,-0.252715314555
ACH-000348,-0.10012311550200001
ACH-000350,-0.288989966275
ACH-000352,-0.30224060621599996
ACH-000356,-0.33733018769699996
ACH-000361,-0.43081073104400003
ACH-000362,-0.43393796284900005
ACH-000363,-0.18677418589000003
ACH-000364,-0.44033022271000005
ACH-000365,-0.24589064123000004
ACH-000366,-0.135785336297
ACH-000368,-0.317819418997
ACH-000374,-0.46634527524700004
ACH-000375,-0.23399761139400002
ACH-000376,-0.36867939285499995
ACH-000381,-0.439194556707
ACH-000383,-0.13996669468599998
ACH-000387,-0.150782785105
ACH-000389,-0.0844546149626
ACH-000390,-0.388150060659
ACH-000393,-0.516259074092
ACH-000395,-0.461559287269
ACH-000397,-0.0659636377177
ACH-000401,-0.00949678574452
ACH-000402,-0.146532323719
ACH-000403,-0.07228792626710001
ACH-000404,-0.0979228159743
ACH-000406,-0.130867536639
ACH-000407,-0.186490187078
ACH-000408,-0.019352100094999998
ACH-000410,-0.310152159026
ACH-000411,-0.159878043504
ACH-000414,-0.297925358663
ACH-000415,-0.358373571227
ACH-000416,-0.0944814674161
ACH-000420,-0.332522431746
ACH-000421,-0.094156360743
ACH-000424,-0.424616176081
ACH-000425,-0.372733321523
ACH-000426,-0.11955189043400001
ACH-000427,-0.147658220793
ACH-000433,-0.0986542541993
ACH-000436,-0.39954107293200003
ACH-000444,-0.32646594631299997
ACH-000445,-0.41305072648
ACH-000448,-0.338548215164
ACH-000450,-0.252979496417
ACH-000452,0.052981068221199995
ACH-000454,-0.23723030178000004
ACH-000458,-0.324899858632
ACH-000459,-0.168497406103
ACH-000460,-0.179481695269
ACH-000461,-0.293859488293
ACH-000463,-0.237510838499
ACH-000464,-0.307185277787
ACH-000466,-0.370434349486
ACH-000467,-0.07142795468999999
ACH-000468,-0.311772791193
ACH-000469,-0.293852934789
ACH-000470,-0.23507932219
ACH-000471,-0.279867564833
ACH-000472,-0.188984013605
ACH-000473,-0.1021866494
ACH-000475,-0.336404506028
ACH-000476,-0.340006261398
ACH-000477,-0.0409341442865
ACH-000480,-0.020247087584799997
ACH-000481,-0.231953394974
ACH-000483,0.0441526100454
ACH-000484,-0.252925758573
ACH-000485,-0.163480329117
ACH-000486,-0.292682059063
ACH-000487,-0.275979858574
ACH-000488,-0.289973928449
ACH-000490,-0.213615633275
ACH-000491,0.100445366731
ACH-000495,-0.5220877914100001
ACH-000496,-0.374866778667
ACH-000499,-0.255734619739
ACH-000500,-0.222351381919
ACH-000502,-0.218333048686
ACH-000503,-0.370796433552
ACH-000505,-0.21950812268599998
ACH-000507,-0.141559773392
ACH-000510,-0.222935045927
ACH-000511,-0.00930456926781
ACH-000512,-0.186540295713
ACH-000516,0.0049596476716599995
ACH-000517,-0.0808995526261
ACH-000518,-0.378019513267
ACH-000520,0.0346525724391
ACH-000521,-0.422998670505
ACH-000522,-0.116398819373
ACH-000524,-0.119478379768
ACH-000527,-0.17525849648699998
ACH-000528,-0.30756046313700003
ACH-000537,-0.222860303508
ACH-000541,0.326917582536
ACH-000542,-0.0485409233271
ACH-000544,-0.218166896953
ACH-000545,-0.230910063638
ACH-000547,-0.395651967615
ACH-000548,-0.297554731021
ACH-000549,-0.614826199554
ACH-000550,-0.12439272808499999
ACH-000552,-0.445110665889
ACH-000556,-0.111971925842
ACH-000557,-0.185691009524
ACH-000570,-0.204805741642
ACH-000571,0.0851529014424
ACH-000573,-0.20072666040999998
ACH-000576,-0.220853622952
ACH-000580,-0.218708590037
ACH-000584,-0.280968842135
ACH-000585,-0.190836045936
ACH-000588,-0.327829451812
ACH-000589,-0.293399650487
ACH-000591,-0.223103242907
ACH-000593,-0.217793580455
ACH-000600,-0.0153394870362
ACH-000601,-0.24032822702599999
ACH-000604,-0.12342653225
ACH-000605,-0.0835872451708
ACH-000606,-0.300508400872
ACH-000608,-0.06927118626170001
ACH-000614,-0.31467185011599996
ACH-000616,-0.35122771958300003
ACH-000618,-0.28405991819299997
ACH-000619,-0.30265462530000004
ACH-000620,-0.269369564467
ACH-000621,0.035842154249300005
ACH-000622,-0.178770274906
ACH-000623,-0.359887309199
ACH-000624,-0.223553043549
ACH-000627,-0.35736992986999994
ACH-000630,-0.322305762155
ACH-000632,-0.269046606418
ACH-000633,-0.0639036071021
ACH-000637,-0.09802775590639999
ACH-000638,-0.161616864159
ACH-000646,-0.154423825903
ACH-000647,-0.175805860201
ACH-000648,-0.188285464249
ACH-000649,-0.304509814972
ACH-000651,-0.199487843759
ACH-000652,-0.329488385457
ACH-000653,-0.211463932152
ACH-000657,-0.315608786391
ACH-000658,0.0282720379197
ACH-000661,-0.20617656169799997
ACH-000662,-0.341325587985
ACH-000663,-0.359024629409
ACH-000665,-0.19604381732700002
ACH-000671,-0.268826440678
ACH-000673,-0.229743423116
ACH-000676,-0.142613869375
ACH-000677,-0.18625245205
ACH-000681,-0.24458072050700003
ACH-000682,-0.492230307052
ACH-000683,-0.061412507691
ACH-000684,-0.51640214408
ACH-000688,-0.170561173342
ACH-000693,-0.12890098344599998
ACH-000694,-0.0727711306023
ACH-000695,0.140095109405
ACH-000696,-0.173349187174
ACH-000697,-0.302261315378
ACH-000699,-0.220159111852
ACH-000701,-0.246720246528
ACH-000706,-0.18978561149700002
ACH-000711,-0.20415875941199998
ACH-000713,-0.327774242115
ACH-000714,-0.192155614114
ACH-000718,-0.0667292551512
ACH-000720,-0.148094095896
ACH-000721,-0.502948251792
ACH-000724,-0.0945988870554
ACH-000725,-0.367397285101
ACH-000732,-0.665987798958
