,GTF3C1 (2975)
ACH-000004,-1.0660425907200002
ACH-000007,-0.754498520701
ACH-000009,-0.523316519327
ACH-000011,-0.869145921526
ACH-000012,-0.937055957246
ACH-000013,-1.021633678
ACH-000014,-0.928579841008
ACH-000015,-0.982800485151
ACH-000017,-0.867996317499
ACH-000018,-0.492008358125
ACH-000019,-0.758947264491
ACH-000021,-0.8219185949500001
ACH-000022,-0.681704067542
ACH-000025,-0.83808100667
ACH-000028,-0.689863176159
ACH-000030,-0.45376900216399996
ACH-000035,-0.5916095778279999
ACH-000036,-0.753965363853
ACH-000037,-0.953446110709
ACH-000039,-0.982158155593
ACH-000040,-0.52234263243
ACH-000041,-0.7496301973299999
ACH-000042,-0.575312460373
ACH-000045,-0.9096904684620001
ACH-000047,-0.7395678351710001
ACH-000052,-0.853148659434
ACH-000053,-0.662576504617
ACH-000054,-0.598135019561
ACH-000055,-0.8415243217389999
ACH-000060,-0.8641943600380001
ACH-000067,-0.7068498797409999
ACH-000070,-0.816372390159
ACH-000075,-1.1371855398100001
ACH-000078,-0.693665356451
ACH-000082,-0.933700382957
ACH-000085,-0.695119474552
ACH-000086,-0.706121424754
ACH-000087,-0.7328180822560001
ACH-000092,-0.695668201683
ACH-000095,-0.72164456464
ACH-000097,-0.654330013931
ACH-000098,-0.809680275596
ACH-000099,-0.6882459341570001
ACH-000108,-0.5666746914540001
ACH-000113,-0.9122517513959999
ACH-000115,-0.971013774798
ACH-000116,-0.764876170622
ACH-000118,-0.7576121467270001
ACH-000120,-0.660518207261
ACH-000123,-0.707290064859
ACH-000127,-0.508539867104
ACH-000128,-0.508928532318
ACH-000132,-0.865430017044
ACH-000133,-0.726402122331
ACH-000137,-0.877714129829
ACH-000138,-0.60195956424
ACH-000142,-0.699654941222
ACH-000143,-0.828094789154
ACH-000146,-0.796638840915
ACH-000148,-0.73855244016
ACH-000150,-0.577950423761
ACH-000152,-0.539531011202
ACH-000153,-0.9516445539239999
ACH-000159,-0.7362021231679999
ACH-000160,-0.08717127266869999
ACH-000163,-0.605587494341
ACH-000167,-0.29434701976
ACH-000168,-1.00314354516
ACH-000169,-0.831527312738
ACH-000178,-0.7614982371510001
ACH-000182,-0.8442901101540001
ACH-000183,-0.620575087197
ACH-000188,-0.399691005166
ACH-000189,-0.648164612407
ACH-000190,-0.371392184191
ACH-000198,-0.861243051784
ACH-000204,-0.9858153149050001
ACH-000206,-0.659537617011
ACH-000207,-0.5573723544020001
ACH-000211,-0.565216079363
ACH-000215,-0.655830911472
ACH-000221,-0.901976382794
ACH-000222,-0.842268586416
ACH-000223,-0.870471956072
ACH-000226,-0.734067527198
ACH-000227,-0.533325914908
ACH-000228,-0.716381639966
ACH-000231,-0.7129154202369999
ACH-000232,-0.667349092813
ACH-000233,-0.8203942478990001
ACH-000234,-0.6089755183259999
ACH-000235,-0.787445578795
ACH-000237,-0.6470811034749999
ACH-000238,-0.302847224647
ACH-000243,-0.732862494817
ACH-000244,-1.0007117318
ACH-000246,-0.713797773893
ACH-000248,-1.0665162206
ACH-000250,-0.628387181061
ACH-000251,-0.665528308891
ACH-000253,-0.71444287842
ACH-000255,-0.8838603603759999
ACH-000256,-0.39949538413099994
ACH-000257,-0.929040848256
ACH-000258,-1.24715064462
ACH-000259,-0.930947849326
ACH-000260,-0.6573302651780001
ACH-000261,-0.8136211151809999
ACH-000262,-0.620909576734
ACH-000263,-0.8303074740369999
ACH-000264,-0.857553741158
ACH-000265,-0.7289919413410001
ACH-000266,-0.899467222042
ACH-000272,-0.569593266959
ACH-000273,-0.5700779145489999
ACH-000274,-0.9093259133580001
ACH-000277,-0.686903168255
ACH-000278,-0.6669542628980001
ACH-000279,-0.68279228384
ACH-000280,-0.923467494763
ACH-000281,-0.361776933967
ACH-000288,-0.571832134973
ACH-000291,-0.563029489412
ACH-000293,-0.881051650792
ACH-000294,-1.14568091618
ACH-000295,-0.8774185677949999
ACH-000296,-0.902950830837
ACH-000302,-0.590065226076
ACH-000304,-0.631845706828
ACH-000307,-0.787559230821
ACH-000308,-0.738991034217
ACH-000310,-0.433115093023
ACH-000311,-0.65696039044
ACH-000312,-0.6827777875200001
ACH-000315,-0.570270242943
ACH-000316,-1.0628990789100001
ACH-000317,-0.884204811762
ACH-000318,-0.806822613371
ACH-000319,-0.983555094315
ACH-000320,-0.814963884555
ACH-000322,-0.993547304887
ACH-000323,-0.709134023059
ACH-000324,-0.753156421784
ACH-000329,-0.48490351628399997
ACH-000330,-0.643841651192
ACH-000331,-0.855543830255
ACH-000332,-0.593097818997
ACH-000334,-1.03573853476
ACH-000335,-0.927912103394
ACH-000336,-0.7779847914839999
ACH-000337,-0.934497243427
ACH-000339,-0.61803385193
ACH-000341,-0.7058915877840001
ACH-000348,-0.729554473761
ACH-000350,-0.928622737537
ACH-000352,-0.582904607192
ACH-000356,-0.980663190695
ACH-000361,-0.6830580932060001
ACH-000362,-0.982932254903
ACH-000363,-0.650343035683
ACH-000364,-0.683199925098
ACH-000365,-0.793048073539
ACH-000366,-0.6151904736079999
ACH-000368,-0.720680341919
ACH-000374,-0.392180191162
ACH-000375,-0.693112497206
ACH-000376,-0.735823450408
ACH-000381,-0.872214868426
ACH-000383,-0.46572823515
ACH-000387,-0.7004877496359999
ACH-000389,-0.775344535892
ACH-000390,-0.780679002349
ACH-000393,-0.761441877663
ACH-000395,-0.898729264525
ACH-000397,-0.964797533231
ACH-000401,-0.5841524117069999
ACH-000402,-1.0197281117700001
ACH-000403,-0.698076419003
ACH-000404,-0.685024293307
ACH-000406,-0.668488501434
ACH-000407,-0.7435529942579999
ACH-000408,-0.633680569869
ACH-000410,-0.960910116941
