,NNAT (4826)
ACH-000004,0.14685380065099998
ACH-000007,0.2318573975
ACH-000009,0.050506920843699996
ACH-000011,0.122675763716
ACH-000012,0.19591669865400002
ACH-000013,0.21086737421500001
ACH-000014,0.16775718437
ACH-000015,0.103799550838
ACH-000017,-0.011840431207
ACH-000018,0.03596401176919999
ACH-000019,0.0765447805012
ACH-000021,0.0961044289281
ACH-000022,0.044672904080600005
ACH-000025,0.13594258753900001
ACH-000028,0.102025867799
ACH-000030,0.0367432662665
ACH-000035,0.23750670418000003
ACH-000036,0.106992569473
ACH-000037,0.037869027593900005
ACH-000039,0.166455412852
ACH-000040,-0.13379473604800002
ACH-000041,0.0746777375668
ACH-000042,0.0525094030062
ACH-000045,-0.07229511816539999
ACH-000047,-0.011741025220700002
ACH-000052,0.0861915601599
ACH-000053,0.0218493417259
ACH-000054,0.13743485809800002
ACH-000055,0.241244440273
ACH-000060,0.214978308891
ACH-000067,0.309483466767
ACH-000070,0.141625516936
ACH-000075,0.280162128053
ACH-000078,-0.0418221358668
ACH-000082,0.06438353885390001
ACH-000085,0.0660520232803
ACH-000086,0.07671009365
ACH-000087,0.027534029045599998
ACH-000092,-0.013570472694999999
ACH-000095,0.12472682701
ACH-000097,-0.041911350266699995
ACH-000098,0.268097146788
ACH-000099,-0.102795999725
ACH-000108,0.14276199672700002
ACH-000113,0.130790752091
ACH-000115,-0.0378441107143
ACH-000116,0.147978688451
ACH-000118,0.106630984035
ACH-000120,0.0705159191917
ACH-000123,0.032902205393799996
ACH-000127,0.17601256663800002
ACH-000128,0.145704505205
ACH-000132,0.171231193856
ACH-000133,0.00482972169505
ACH-000137,0.212913353854
ACH-000138,0.058134414094400004
ACH-000142,0.148995915436
ACH-000143,0.0163381521168
ACH-000146,0.148296959153
ACH-000148,0.147230436629
ACH-000150,0.275985423414
ACH-000152,0.103491469201
ACH-000153,0.123698269552
ACH-000159,0.195950451114
ACH-000160,0.14941843650800002
ACH-000163,0.122950798879
ACH-000167,0.247684326327
ACH-000168,0.0233599769625
ACH-000169,-0.028382331893700003
ACH-000178,0.0348792543766
ACH-000182,-0.020632157397599996
ACH-000183,0.05435439463169999
ACH-000188,0.185273072061
ACH-000189,-0.126069418967
ACH-000190,-0.0606520785655
ACH-000198,0.0860070185276
ACH-000204,0.146754788646
ACH-000206,-0.0802955823765
ACH-000207,0.0261402143812
ACH-000211,0.026207311663799998
ACH-000215,0.00563654034507
ACH-000221,0.193171024408
ACH-000222,0.23585246563
ACH-000223,0.0176985917659
ACH-000226,0.08893529401030001
ACH-000227,-0.100827188003
ACH-000228,0.252743374227
ACH-000231,-0.014834938226100002
ACH-000232,0.0576444328943
ACH-000233,0.113831613896
ACH-000234,0.0314453255381
ACH-000235,0.12157012948200001
ACH-000237,0.11089755669700001
ACH-000238,0.0967167288744
ACH-000243,0.17243293003600002
ACH-000244,0.2063722636
ACH-000246,0.0543752079457
ACH-000248,-0.0435597384514
ACH-000250,0.18241338314199998
ACH-000251,0.0984139617111
ACH-000253,0.192721055722
ACH-000255,-0.116108268836
ACH-000256,-0.0371468145139
ACH-000257,0.0211954058163
ACH-000258,-0.161069910494
ACH-000259,0.133869341387
ACH-000260,0.036250632575
ACH-000261,-0.0690856849212
