,ABHD17C (58489)
ACH-000004,0.0905856410578
ACH-000007,0.0535319399691
ACH-000009,0.141286459297
ACH-000011,0.0481312723522
ACH-000012,0.167452249307
ACH-000013,0.0889969263002
ACH-000014,0.21398493084399997
ACH-000015,0.13911094694
ACH-000017,0.15642360831
ACH-000018,0.0273821424783
ACH-000019,-0.11431490612
ACH-000021,0.185744876545
ACH-000022,0.0787706650717
ACH-000025,-0.046414263448
ACH-000028,0.0505046485963
ACH-000030,0.11953669953299999
ACH-000035,0.101037364684
ACH-000036,0.12525248823
ACH-000037,-0.10372503925200001
ACH-000039,-0.057018807340099995
ACH-000040,0.116025801511
ACH-000041,-0.108967294583
ACH-000042,0.0724772885911
ACH-000045,0.0940330607188
ACH-000047,0.12498897102399999
ACH-000052,0.234789884767
ACH-000053,0.131210742179
ACH-000054,-0.011674671048900001
ACH-000055,0.182485585446
ACH-000060,0.133474723912
ACH-000067,0.266199650947
ACH-000070,-0.0927926326407
ACH-000075,0.0292309547818
ACH-000078,-0.0133956506152
ACH-000082,0.106381450945
ACH-000085,0.035521126576999996
ACH-000086,0.184854854027
ACH-000087,0.160055404772
ACH-000092,0.166619941175
ACH-000095,0.026417510126299996
ACH-000097,0.048518745012
ACH-000098,0.141980427583
ACH-000099,0.13287836458900001
ACH-000108,0.20471845036800002
ACH-000113,0.050128228508400006
ACH-000115,0.14334399103599998
ACH-000116,0.0275724664395
ACH-000118,0.18210526325399998
ACH-000120,0.115027071091
ACH-000123,0.132697358547
ACH-000127,0.134115906346
ACH-000128,0.0278871638611
ACH-000132,0.09894953908870001
ACH-000133,0.0206093559092
ACH-000137,0.106688381074
ACH-000138,0.37070375280199996
ACH-000142,0.21995939689
ACH-000143,0.0160609637714
ACH-000146,-0.0601693040417
ACH-000148,0.0957705406471
ACH-000150,0.273968510013
ACH-000152,-0.0135040188115
ACH-000153,-0.020936894402
ACH-000159,0.344640637253
ACH-000160,0.0751358657935
ACH-000163,-0.0292851427227
ACH-000167,0.00760539237035
ACH-000168,0.00213185080851
ACH-000169,-0.128214555143
ACH-000178,0.052907329700499994
ACH-000182,0.12456092229599999
ACH-000183,0.0331273572561
ACH-000188,0.166860667657
ACH-000189,0.318062540156
ACH-000190,0.240096752106
ACH-000198,0.156603544475
ACH-000204,-0.0712527514505
ACH-000206,0.166577107824
ACH-000207,0.16933311804
ACH-000211,0.12416923676
ACH-000215,0.185315192278
ACH-000221,-0.121277860396
ACH-000222,0.14733767623400001
ACH-000223,0.230825530831
ACH-000226,0.182359408772
ACH-000227,0.28835157090700003
ACH-000228,0.228503389882
ACH-000231,0.0634065329181
ACH-000232,0.21232226885299998
ACH-000233,-0.040341264091500004
ACH-000234,0.061213909424400005
ACH-000235,0.09979681936410001
ACH-000237,0.289499999818
ACH-000238,0.116123417561
ACH-000243,0.00962311636049
ACH-000244,-0.18586374413600001
ACH-000246,0.120998985569
ACH-000248,0.20479583069200002
ACH-000250,0.159787448288
ACH-000251,0.0833217223412
ACH-000253,0.254229896522
ACH-000255,0.0894474840667
ACH-000256,0.215829303776
ACH-000257,-0.245450250809
ACH-000258,0.226411177111
ACH-000259,0.154082240398
ACH-000260,0.08530144491969999
ACH-000261,0.0118345688643
ACH-000262,-0.15083288954500002
ACH-000263,0.215506491802
ACH-000264,0.0516852798241
ACH-000265,0.059608730643600005
ACH-000266,0.100285265717
ACH-000272,0.0611328575442
ACH-000273,0.10479629622000002
ACH-000274,0.020634614939
ACH-000277,0.0505455272338
ACH-000278,0.0814706165003
ACH-000279,0.265865715537
ACH-000280,0.152605169652
ACH-000281,-0.005029453027499999
ACH-000288,0.030853687098599997
ACH-000291,0.0653164768447
ACH-000293,0.0822020925704
ACH-000294,0.16972132018
ACH-000295,0.022126367536400002
ACH-000296,-0.04078054601830001
ACH-000302,0.0167814593347
ACH-000304,0.12309383641100001
ACH-000307,0.015491307883600001
ACH-000308,-0.014727004008
ACH-000310,0.111458253138
ACH-000311,0.07601097741610001
ACH-000312,0.200561698666
ACH-000315,0.0815956552781
ACH-000316,0.16422079769099998
ACH-000317,0.269108872746
ACH-000318,0.137800833634
ACH-000319,0.08931250456969998
ACH-000320,0.3114539945
ACH-000322,0.14818695825099998
ACH-000323,-0.20236677751200002
ACH-000324,0.136216376838
ACH-000329,0.00533898354403
ACH-000330,0.11661659052500001
ACH-000331,-0.0276004647257
ACH-000332,0.0336343556557
ACH-000334,0.290970762301
ACH-000335,-0.192944451865
ACH-000336,0.0055823120958500005
ACH-000337,0.206744840959
ACH-000339,0.132923714651
ACH-000341,0.104208629081
ACH-000348,0.028062873697900004
ACH-000350,0.16160198269200002
ACH-000352,0.334692992447
ACH-000356,0.437612244052
ACH-000361,0.06451824227030001
ACH-000362,0.28091534817200003
ACH-000363,0.13230204554199998
ACH-000364,0.08362705374910001
ACH-000365,0.105174459362
ACH-000366,0.0918566451097
ACH-000368,0.202323076624
ACH-000374,0.20361079324
ACH-000375,0.150317220512
ACH-000376,0.022555015049900002
ACH-000381,0.16239564071499998
ACH-000383,0.0688260265496
ACH-000387,-0.057508975233800004
ACH-000389,-0.184422954927
ACH-000390,-0.0786964039403
ACH-000393,0.197020423255
ACH-000395,0.0397383062704
