,GNAQ (2776)
ACH-000004,0.031787974485
ACH-000007,-0.301078485424
ACH-000009,-0.329647418996
ACH-000011,-0.27882942215
ACH-000012,-0.20301453563299998
ACH-000013,-0.356374502504
ACH-000014,-0.522404857338
ACH-000015,-0.418318178653
ACH-000017,-0.295789540033
ACH-000018,-0.40406047659
ACH-000019,-0.366676409059
ACH-000021,-0.261156911459
ACH-000022,-0.247147884138
ACH-000025,-0.35202499636100004
ACH-000028,-0.203196979321
ACH-000030,-0.267512713973
ACH-000035,-0.513468811798
ACH-000036,-0.270574499044
ACH-000037,-0.276257994317
ACH-000039,-0.312388600895
ACH-000040,-0.475750014427
ACH-000041,-0.229262731228
ACH-000042,-0.36979350895199997
ACH-000045,-0.33645326401000003
ACH-000047,-0.379899541676
ACH-000052,-0.10575579408600001
ACH-000053,-0.29032968208500004
ACH-000054,-0.517529807654
ACH-000055,-0.29317012525499997
ACH-000060,-0.277167748835
ACH-000067,-0.160095642593
ACH-000070,-0.328537234668
ACH-000075,-0.180388241419
ACH-000078,0.0837527609442
ACH-000082,-0.373425427597
ACH-000085,-0.23925424631099998
ACH-000086,-0.43097134774400003
ACH-000087,-0.389866199229
ACH-000092,-0.361893947885
ACH-000095,-0.213240339651
ACH-000097,-0.42655237784
ACH-000098,-0.301157107936
ACH-000099,-0.351848455063
ACH-000108,-0.29821962906
ACH-000113,-0.18815462616300002
ACH-000115,-0.45316358030599996
ACH-000116,-0.30869889607900003
ACH-000118,-0.252891324614
ACH-000120,-0.707610898803
ACH-000123,-0.21696364798
ACH-000127,-0.472454981017
ACH-000128,-0.411400779251
ACH-000132,-0.235205195341
ACH-000133,-0.303431604062
ACH-000137,-0.428915991466
ACH-000138,-0.24994817119899998
ACH-000142,-0.263816329691
ACH-000143,-0.526537077979
ACH-000146,-0.294230512345
ACH-000148,-0.445406514666
ACH-000150,-0.357438327524
ACH-000152,-0.27572464949700004
ACH-000153,-0.527186547502
ACH-000159,-0.41467867943400005
ACH-000160,-0.54715909866
ACH-000163,-0.37810947093
ACH-000167,-0.48218600505599996
ACH-000168,0.0036666988057399994
ACH-000169,-0.382653950762
ACH-000178,-0.45600802805
ACH-000182,-0.424849935849
ACH-000183,-0.246126455223
ACH-000188,-0.2093509675
ACH-000189,-0.910379856463
ACH-000190,-0.516272196586
ACH-000198,-0.233883411991
ACH-000204,-0.563982117571
ACH-000206,-0.164374578767
ACH-000207,-0.206430139933
ACH-000211,-0.27627362836999997
ACH-000215,-0.320623828346
ACH-000221,-0.34043811227399995
ACH-000222,-0.436505875467
ACH-000223,-0.29232733455800003
ACH-000226,-0.302764000001
ACH-000227,-0.23596068009399998
ACH-000228,-0.0928166959496
ACH-000231,-0.33946858842699995
ACH-000232,-0.439618232205
ACH-000233,-0.160239978979
ACH-000234,-0.251399269259
ACH-000235,-0.309358730029
ACH-000237,-0.469660265294
ACH-000238,-0.266936435614
ACH-000243,-0.47327585485299994
ACH-000244,-0.25944500193500003
ACH-000246,-0.239450485927
ACH-000248,-0.0693021951565
ACH-000250,-0.334124901884
ACH-000251,-0.45532277868999993
ACH-000253,-0.159357850088
ACH-000255,-0.229889677227
ACH-000256,-0.16670172734000002
ACH-000257,-0.24035422129
ACH-000258,-0.37198686965800004
ACH-000259,-0.35905513818499996
ACH-000260,-0.29287773784800003
ACH-000261,-0.41539824220399996
ACH-000262,-0.486585485985
ACH-000263,-0.7380332275229999
ACH-000264,-0.05621815522419999
ACH-000265,-0.35431529843599996
ACH-000266,-0.42178338425399997
ACH-000272,-0.23786763073800002
ACH-000273,-0.20673842821
ACH-000274,-0.256746345835
ACH-000277,0.0616815634214
ACH-000278,-0.0545649967508
ACH-000279,-0.12004002087400001
ACH-000280,-0.004027703094070001
ACH-000281,-0.343962057032
ACH-000288,-0.264933876559
ACH-000291,-0.299007751576
ACH-000293,-0.430825769723
ACH-000294,-0.12108934155500001
ACH-000295,-0.053034181469400005
ACH-000296,-0.130712265032
ACH-000302,-0.331602023022
ACH-000304,-0.281670649553
ACH-000307,-0.257399427986
ACH-000308,-0.318365457
ACH-000310,-0.026422462060700005
ACH-000311,-0.5041521526389999
ACH-000312,-0.295656034234
ACH-000315,-0.0045269893118399995
ACH-000316,-0.286925973258
ACH-000317,-0.13232919241
ACH-000318,-0.498441950796
ACH-000319,-0.359771514726
ACH-000320,-0.273016445221
ACH-000322,-0.349136196594
ACH-000323,-0.27853836401099996
ACH-000324,-0.42243892473399997
ACH-000329,-0.118728095779
ACH-000330,-0.224275408946
ACH-000331,-0.253423110988
ACH-000332,-0.21430683207100001
ACH-000334,0.190802915488
ACH-000335,-0.458273058623
ACH-000336,0.0842056652235
ACH-000337,-0.572428996098
ACH-000339,-0.493513736568
ACH-000341,-0.516427553251
ACH-000348,-0.397283537903
ACH-000350,-0.0725747244853
ACH-000352,-0.152964943872
ACH-000356,-0.13642874429500002
ACH-000361,-0.532718352053
ACH-000362,-0.223085924688
ACH-000363,-0.28830257875
ACH-000364,-0.369953309685
ACH-000365,-0.314988486279
ACH-000366,-0.35227909994199996
ACH-000368,-0.535637550673
ACH-000374,-0.503989709486
ACH-000375,-0.309263709059
ACH-000376,-0.34249652016000004
ACH-000381,-0.120217898921
ACH-000383,-0.293158891373
ACH-000387,-0.371898819293
ACH-000389,-0.12479447949999999
ACH-000390,-0.383172402038
ACH-000393,-0.5227571628159999
ACH-000395,-0.109510478609
ACH-000397,-0.17842351224800002
ACH-000401,-0.208089327328
ACH-000402,-0.15095721953299998
ACH-000403,-0.21061035788
ACH-000404,-0.269206586429
ACH-000406,-0.307086484892
ACH-000407,-0.321465235538
ACH-000408,-0.524126403425
ACH-000410,-0.38042474975100005
ACH-000411,-0.199282410871
ACH-000414,-0.22425533987
ACH-000415,-0.370800472573
ACH-000416,-0.259000999611
ACH-000420,-0.467971709942
ACH-000421,-0.312020671571
ACH-000424,-0.6870510474439999
ACH-000425,-0.277106228069
ACH-000426,0.036286331039199995
ACH-000427,-0.398756347147
ACH-000433,0.0476187903637
ACH-000436,-0.08055649082739999
ACH-000444,-0.271435414391
ACH-000445,-0.281389830526
ACH-000448,-0.349430322591
ACH-000450,-0.330469574336
ACH-000452,-0.319198047298
ACH-000454,-0.466402235669
ACH-000458,-0.47306516076300004
ACH-000459,-0.261314997068
ACH-000460,-0.43360159831699996
ACH-000461,-0.275307289954
ACH-000463,-0.401201235829
ACH-000464,-0.28034827037300003
ACH-000466,-0.430822400498
ACH-000467,-0.252177842845
ACH-000468,-0.471709998714
ACH-000469,-0.30474911597
ACH-000470,-0.444682917423
ACH-000471,-0.347758956718
ACH-000472,-0.313541517333
ACH-000473,-0.202378168305
ACH-000475,-0.09250477414460001
ACH-000476,-0.302077959555
ACH-000477,-0.329429999992
ACH-000480,-0.163343756109
ACH-000481,-0.447797631042
ACH-000483,-0.311925053771
ACH-000484,-0.18739891848700002
ACH-000485,-0.16631560225199998
ACH-000486,-0.0580303270118
ACH-000487,-0.111795053028
ACH-000488,-0.41576393120800004
ACH-000490,-0.256817486729
ACH-000491,-0.606293622369
ACH-000495,-0.643775909399
ACH-000496,-0.370733127408
ACH-000499,-0.572211682333
ACH-000500,-1.20612790581
ACH-000502,-0.151155619381
ACH-000503,-0.0693241130822
ACH-000505,-0.361458092823
ACH-000507,-0.151069222708
ACH-000510,-0.329542978794
ACH-000511,-0.1993707075
ACH-000512,-0.300282557608
ACH-000516,-0.205629585705
ACH-000517,-0.37627716922399995
ACH-000518,-0.35281382987899995
ACH-000520,-0.340170218768
ACH-000521,-0.360882030923
ACH-000522,-0.31868393822700003
ACH-000524,-0.399195528776
ACH-000527,-0.31016515579799997
ACH-000528,-0.43185629557099997
ACH-000537,-0.201515978574
ACH-000541,-0.520094195477
ACH-000542,-0.271969142819
ACH-000544,-0.329706648981
ACH-000545,-0.228191846849
ACH-000547,-0.297554605138
ACH-000548,-0.224616603388
ACH-000549,-0.36725845087700004
ACH-000550,-0.19988238648499998
ACH-000552,-0.44616538647
ACH-000556,-0.266997143072
ACH-000557,-0.241386819086
ACH-000570,-0.6082552189639999
ACH-000571,-0.352212622672
ACH-000573,-0.424732155873
ACH-000576,-0.272399763698
ACH-000580,-0.531552372925
ACH-000584,-0.469452679519
ACH-000585,-0.303443256631
ACH-000588,-0.32262489574000003
ACH-000589,-0.481403287008
ACH-000591,-0.232530498683
ACH-000593,-0.198027256751
ACH-000600,-0.401385712063
ACH-000601,-0.254846890374
ACH-000604,-0.35638153691
ACH-000605,-0.503857913765
ACH-000606,-0.32619617493700004
ACH-000608,-0.192158906488
ACH-000614,-0.521525252227
ACH-000616,-0.135613483312
ACH-000618,-0.226508295099
ACH-000619,-0.22714942548099998
ACH-000620,-0.33427365220800004
ACH-000621,-0.149566918697
ACH-000622,-0.208273986431
ACH-000623,-0.275154532932
ACH-000624,-0.40071497559
ACH-000627,-0.435388407025
ACH-000630,-0.257858883137
ACH-000632,-0.431605901034
ACH-000633,-0.169311700308
ACH-000637,-0.521805241976
ACH-000638,-0.36844692169200005
ACH-000646,-0.35912385479500003
ACH-000647,-0.309694095188
ACH-000648,-0.191798261796
ACH-000649,-0.30307927971299997
ACH-000651,-0.37621541651199997
ACH-000652,-0.743814476876
ACH-000653,-0.185846923694
ACH-000657,-0.32630045961
ACH-000658,-0.37292844675
ACH-000661,-0.261813416792
ACH-000662,-0.611952522162
ACH-000663,-0.507999296755
ACH-000665,-0.422720879293
ACH-000671,-0.359797310237
ACH-000673,-0.114561999827
ACH-000676,-0.505629256576
ACH-000677,-0.39116166225599996
ACH-000681,-0.312217153164
ACH-000682,-0.270542406635
ACH-000683,-0.36003165072300003
ACH-000684,-0.421339914179
ACH-000688,-0.135539956958
ACH-000693,-0.271605360632
ACH-000694,-0.472292718734
ACH-000695,-0.930005040671
ACH-000696,-0.282722450769
ACH-000697,-0.133012174752
ACH-000699,-0.18126307192000002
ACH-000701,-0.343051778084
ACH-000706,-0.49946126150799997
ACH-000711,-0.34571073923100004
ACH-000713,-0.20720178918600002
ACH-000714,-0.45343965821800003
ACH-000718,-0.274973965787
ACH-000720,-0.221374301813
ACH-000721,-0.291985034429
ACH-000724,-0.101058140422
ACH-000725,-0.49619972955799996
ACH-000732,-0.514510381673
ACH-000734,-0.334318784867
ACH-000735,-0.320125687612
ACH-000736,-0.441285544738
ACH-000738,-0.6146196820100001
ACH-000746,-0.254768537124
ACH-000747,-0.42153894119
ACH-000748,-0.31108206748100004
ACH-000753,-0.259500410071
ACH-000756,-0.151248021699
ACH-000757,-0.332687798926
ACH-000758,-0.6028689612979999
ACH-000760,-0.461384563917
ACH-000763,-0.21396420600299998
ACH-000764,-0.466997721267
ACH-000765,-0.37166079189900003
ACH-000766,-0.43292338317199996
ACH-000767,-0.326545817225
ACH-000768,-0.622011284436
ACH-000769,-0.402124771114
ACH-000770,-0.302389076597
ACH-000771,-0.319219202002
ACH-000773,-0.219681496547
ACH-000776,-0.371251970295
ACH-000777,-0.15256911856799998
ACH-000778,0.00404562373418
ACH-000781,-0.264492142836
ACH-000782,-0.388523613108
ACH-000783,-0.27020090126699997
ACH-000784,-0.316571028623
ACH-000785,-0.0466872135924
ACH-000787,-0.35782870085900004
ACH-000788,-0.242528164799
ACH-000791,-0.331790298344
ACH-000792,-0.18580583515500002
ACH-000794,-0.116028134386
ACH-000796,-0.26168246799199996
ACH-000799,-0.538662644425
ACH-000800,-0.374775191646
ACH-000802,-0.303860232936
ACH-000804,-0.37681419961199997
ACH-000805,-0.632142699647
ACH-000809,-0.335043718607
ACH-000810,-0.289433804644
ACH-000811,-0.53567544822
ACH-000817,-0.192431803407
ACH-000819,-0.444391648061
ACH-000820,-0.55277246792
ACH-000821,0.0426752349053
ACH-000822,-0.431767785539
ACH-000823,-0.445299844026
ACH-000824,-0.212455126138
ACH-000827,-0.272287128351
ACH-000829,-0.43535262379199996
ACH-000831,-0.07190325011789998
ACH-000832,-0.44788340473099997
ACH-000833,-0.24061743243
ACH-000834,-0.604762521651
ACH-000835,-0.314876648041
ACH-000836,-0.177158292764
ACH-000837,-0.169219582976
ACH-000838,-0.34753773081600003
ACH-000839,-0.0919123694287
ACH-000840,-0.503491859444
ACH-000841,-0.322932400023
ACH-000843,-0.492154107496
ACH-000846,-0.21535057393399998
ACH-000847,-0.514237511819
ACH-000848,-0.286333150141
ACH-000849,-0.531777849733
ACH-000851,-0.42603836509599996
ACH-000855,-0.49140343716000007
ACH-000856,-0.200376846796
ACH-000858,-0.351477609513
ACH-000859,-0.330826095988
ACH-000861,-0.332840141311
ACH-000862,-0.204511683784
ACH-000865,-0.542366977158
ACH-000866,-0.20955185349599997
ACH-000867,-0.330857441247
ACH-000869,-0.482789406817
ACH-000872,-0.549271838671
ACH-000873,-0.291372627483
ACH-000876,-0.445153899191
ACH-000878,-0.024766461944
ACH-000880,-0.465004127649
ACH-000881,-0.42471365072300005
ACH-000882,-0.452274131619
ACH-000884,-0.477441530973
ACH-000885,-0.37108232488700005
ACH-000887,-0.388113034845
ACH-000888,-0.306694534879
ACH-000889,-0.257234547167
ACH-000890,-0.477826108711
ACH-000896,-0.309503715844
ACH-000898,-0.50314707943
ACH-000900,-0.23289300359700002
ACH-000901,-0.140192308994
ACH-000905,-0.297847038612
ACH-000906,-0.318898060557
ACH-000907,-0.486231990481
ACH-000910,-0.409489747761
ACH-000911,-0.288517405005
ACH-000912,-0.323418956961
ACH-000913,-0.48269696443800003
ACH-000915,-0.627361344848
ACH-000916,0.0239119278883
ACH-000917,-0.557715113599
ACH-000921,-0.40511701433499997
ACH-000924,-0.393590106402
ACH-000926,-0.214992148949
ACH-000928,-0.7204162409639999
ACH-000929,-0.189819194873
ACH-000932,-0.353010076875
ACH-000935,-0.45209939436999996
ACH-000936,-0.5341423394879999
ACH-000937,-0.387170348017
ACH-000938,-0.36913568817500003
ACH-000939,-0.15381909645400002
ACH-000941,-0.357981321676
ACH-000943,-0.40183650717200003
ACH-000946,-0.466703049287
ACH-000947,-0.363716763175
ACH-000948,-0.224049001174
ACH-000950,-0.524264389184
ACH-000953,-0.24395729971299998
ACH-000957,-0.401130634387
ACH-000958,-0.154182701891
ACH-000960,-0.14910823501599998
ACH-000963,-0.293780022146
ACH-000968,-0.42250068409100006
ACH-000969,-0.160584674699
ACH-000973,-0.449114468905
ACH-000974,-0.318675388323
ACH-000975,-0.39310392168499997
ACH-000976,-0.40813237766000005
ACH-000978,-0.0645971660381
ACH-000980,-0.354433467417
ACH-000984,-0.25160257731400004
ACH-000986,-0.23036711433899998
ACH-000988,-0.644191038341
ACH-000993,-0.20933258778900002
ACH-000994,-0.244182417297
ACH-000996,-0.731733355829
ACH-001001,-0.220271961726
ACH-001020,-0.34547879059000003
ACH-001028,-0.388434593596
ACH-001031,-0.199458198409
ACH-001038,-0.38352940179
ACH-001048,-0.5111280864850001
ACH-001050,-0.15020351335100002
ACH-001053,-0.290866945499
ACH-001054,-0.324479242244
ACH-001061,-0.427423577083
ACH-001067,-0.20426860919599998
ACH-001075,-0.654755669252
ACH-001096,-0.240455337823
ACH-001128,-0.247399667973
ACH-001134,-0.109518491063
ACH-001151,-0.278697683937
ACH-001163,-0.326058125293
ACH-001164,0.0276128237739
ACH-001173,-0.246000378858
ACH-001183,-0.148399269013
ACH-001184,-0.510719216218
