,SYCP2L (221711)
ACH-000004,-0.00877310348916
ACH-000007,0.09029059174580001
ACH-000009,0.0502773327215
ACH-000011,-0.043652139622099996
ACH-000012,0.131277468426
ACH-000013,0.080500952902
ACH-000014,0.0382675972524
ACH-000015,0.200449142271
ACH-000017,-0.08021042017689999
ACH-000018,-0.124335741161
ACH-000019,0.109538726559
ACH-000021,0.07894747575489999
ACH-000022,0.185947314316
ACH-000025,0.08490266459519999
ACH-000028,-0.020913784633099997
ACH-000030,0.0900217344955
ACH-000035,0.227132133446
ACH-000036,0.123060625282
ACH-000037,0.00119281926547
ACH-000039,0.0132199006401
ACH-000040,0.0153865077221
ACH-000041,0.118482038742
ACH-000042,0.146023187356
ACH-000045,0.247393920616
ACH-000047,-0.210675445476
ACH-000052,-0.0842527133141
ACH-000053,0.15461371446799999
ACH-000054,0.143279987872
ACH-000055,0.178144791889
ACH-000060,0.0418479439214
ACH-000067,0.15040929819
ACH-000070,0.141352281783
ACH-000075,0.333380148305
ACH-000078,0.101377582841
ACH-000082,0.0769042632532
ACH-000085,0.187671790552
ACH-000086,0.15669126449
ACH-000087,0.186336404179
ACH-000092,-0.0133921500547
ACH-000095,0.123788457183
ACH-000097,0.0878604378188
ACH-000098,0.0263821957905
ACH-000099,0.25703932175099997
ACH-000108,0.060512851492999994
ACH-000113,0.09015350570149999
ACH-000115,0.170839071176
ACH-000116,0.024439198898200003
ACH-000118,0.006954683238390001
ACH-000120,0.0549866555976
ACH-000123,0.198571927934
ACH-000127,0.186408063704
ACH-000128,0.00225652398419
ACH-000132,0.16380513805299998
ACH-000133,0.139869921615
ACH-000137,0.147767039325
ACH-000138,0.169914769574
ACH-000142,0.135374584548
ACH-000143,0.0798515361794
ACH-000146,0.0858916590016
ACH-000148,0.171966969368
ACH-000150,-0.0438195234886
ACH-000152,0.144005162939
ACH-000153,0.175720579439
ACH-000159,0.12259426790200001
ACH-000160,0.17402463155900003
ACH-000163,0.176643686782
ACH-000167,0.10602351550400001
ACH-000168,0.0514244532303
ACH-000169,0.148494854673
ACH-000178,-0.0199512119484
ACH-000182,0.151731879065
ACH-000183,0.270003384217
ACH-000188,0.0404464951173
ACH-000189,0.0210489038313
ACH-000190,-0.04146191996469999
ACH-000198,0.115615540372
ACH-000204,0.307204402502
ACH-000206,0.051955718777999996
ACH-000207,0.390737537099
ACH-000211,0.1063011062
ACH-000215,0.126465412716
ACH-000221,0.243783042594
ACH-000222,0.235478370396
ACH-000223,-0.0577025032643
ACH-000226,0.20079810255999997
ACH-000227,0.11568611390900001
ACH-000228,0.161843475016
ACH-000231,0.133366215392
ACH-000232,0.0477528187356
ACH-000233,0.028004541552
ACH-000234,0.0159569070254
ACH-000235,0.0849238931013
ACH-000237,0.060286930628
ACH-000238,0.0573129878245
ACH-000243,0.0328152161887
ACH-000244,0.10937470728
ACH-000246,0.0906362986671
ACH-000248,0.027415183994400003
ACH-000250,0.032370389981999995
ACH-000251,-0.13803658518
ACH-000253,0.15076686271099998
ACH-000255,-0.0172758627457
ACH-000256,0.021969255648099997
ACH-000257,0.0928568615407
ACH-000258,0.212799312393
ACH-000259,0.113770087574
ACH-000260,0.156752261371
ACH-000261,0.0802112446224
ACH-000262,0.401356959076
ACH-000263,0.18373016243700002
ACH-000264,-0.018929542147
ACH-000265,-0.00393603738004
ACH-000266,0.0377743852189
ACH-000272,0.036014670627800005
ACH-000273,0.0828028908516
ACH-000274,-0.237892204551
ACH-000277,0.123066379392
ACH-000278,0.135872212219
ACH-000279,0.0726051877971
ACH-000280,0.206960480997
ACH-000281,0.00186788585921
ACH-000288,0.0712150823799
ACH-000291,0.190003081553
ACH-000293,0.17714579437800002
ACH-000294,0.36074691789700003
ACH-000295,-0.259317704916
ACH-000296,0.143730252793
ACH-000302,0.22638508931899998
ACH-000304,0.097649485429
ACH-000307,0.114830975412
ACH-000308,-0.202737847364
ACH-000310,-0.210717717382
ACH-000311,0.0248139030994
ACH-000312,0.084815583628
ACH-000315,0.0382660051504
ACH-000316,-0.13003005781
ACH-000317,0.193697728737
ACH-000318,0.139053383894
ACH-000319,0.103155109844
ACH-000320,-0.161482703606
ACH-000322,-0.0336676600064
ACH-000323,0.131698638259
ACH-000324,-0.024022654145999998
ACH-000329,0.0904160014566
ACH-000330,0.138459182102
ACH-000331,-0.0322723075775
ACH-000332,0.11075768801
ACH-000334,-0.0601212750072
ACH-000335,0.0699453044778
ACH-000336,0.109754978451
ACH-000337,0.152139867221
ACH-000339,0.08778057456560001
ACH-000341,-0.154425513256
ACH-000348,0.07926583935960001
ACH-000350,0.161045206053
ACH-000352,0.157611893993
ACH-000356,0.131939565356
ACH-000361,-0.154651608356
ACH-000362,-0.00505983644037
ACH-000363,0.131374984191
ACH-000364,0.0718847370152
ACH-000365,0.205618667229
ACH-000366,0.0811509277818
ACH-000368,0.276569971433
ACH-000374,-0.160570056987
ACH-000375,0.09041066994100001
ACH-000376,0.08782061943849999
ACH-000381,0.0802430414503
ACH-000383,0.11666014822000001
ACH-000387,0.131866735168
ACH-000389,0.06672147771890001
ACH-000390,0.11690268821699999
ACH-000393,0.131556121188
ACH-000395,0.22433729906599997
ACH-000397,0.18469821074
ACH-000401,0.10693693662699999
ACH-000402,0.226949609632
ACH-000403,0.08862173160499999
ACH-000404,-0.060141198365900005
ACH-000406,0.061343139433
ACH-000407,0.113045280517
ACH-000408,0.159354785484
ACH-000410,0.145445712684
ACH-000411,-0.018330057387099998
ACH-000414,-0.0246065567075
ACH-000415,0.0382138929617
ACH-000416,0.0866891356246
ACH-000420,0.257639330993
ACH-000421,0.172758434934
ACH-000424,0.0111406737313
ACH-000425,0.0816395037291
ACH-000426,0.217478312092
ACH-000427,0.14008604385600001
ACH-000433,0.08405939956160001
ACH-000436,0.213671451557
ACH-000444,-0.0167384280053
ACH-000445,-0.0263810115602
ACH-000448,0.009631693627030001
ACH-000450,-0.343283256761
ACH-000452,0.131319153385
ACH-000454,-0.010416886283600001
ACH-000458,0.075770606127
ACH-000459,0.177584318268
ACH-000460,0.151052438368
ACH-000461,0.249878962128
ACH-000463,0.107893135189
ACH-000464,0.23824742901
ACH-000466,0.23318634196899998
ACH-000467,-0.00937141038632
ACH-000468,0.28660636048599997
ACH-000469,0.13936617081900002
ACH-000470,-0.0510196268754
ACH-000471,0.0938626427386
ACH-000472,0.121297812218
ACH-000473,0.14039645436599998
ACH-000475,0.0417863955486
ACH-000476,0.11772466531199999
ACH-000477,0.00372625653401
ACH-000480,0.010324570905600001
ACH-000481,0.126684491691
ACH-000483,0.125906686513
ACH-000484,0.334994376189
ACH-000485,0.0342319782772
ACH-000486,0.139758776117
ACH-000487,0.08795712313689999
ACH-000488,0.00612309003916
ACH-000490,0.112776462085
ACH-000491,0.05882724677830001
ACH-000495,0.18980176953800001
ACH-000496,0.21877356044399998
ACH-000499,-0.00421465470306
ACH-000500,-0.420409221056
ACH-000502,0.0287982301529
ACH-000503,0.26248397761799996
ACH-000505,0.13834598787900002
ACH-000507,0.200130298012
ACH-000510,0.170894399267
ACH-000511,0.131986686488
ACH-000512,0.14668297804000002
ACH-000516,0.0849282314928
ACH-000517,0.129723083464
ACH-000518,0.333430603119
ACH-000520,0.151559713752
ACH-000521,-0.0943796922595
ACH-000522,0.09250355606
ACH-000524,-0.162464776185
ACH-000527,0.10521182066099999
ACH-000528,0.134259391963
ACH-000537,-0.04369702712259999
